ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,203f3fb6-3fcf-4122-9a67-de319c9fcf4f,1,,,,3802818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,475a737f-648d-42d8-8d20-4b8ba1e2c15a,2,,,,3802818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9361, 'name': 'Houboulang Mendes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 7570, 'name': 'Julien Laporte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 134033, 'name': 'Léo Pétrot'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3770, 'name': 'Thomas Monconduit'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7260, 'name': 'Laurent Abergel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 95042, 'name': 'Dango Aboubacar Faissal Ouattara'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 24959, 'name': 'Enzo Le Fée'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 34335, 'name': 'Terem Igobor Moffi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 29712, 'name': 'Ibrahima Koné'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0cbb95ac-57a0-43aa-aebf-2a340f1f3ef0,3,,,,3802818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['b0e15f76-80f0-4561-983a-670df0a203c2'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b0e15f76-80f0-4561-983a-670df0a203c2,4,,,,3802818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['0cbb95ac-57a0-43aa-aebf-2a340f1f3ef0'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,85d86c67-f470-4870-b268-717c743d3d3f,2095,,,,3802818,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Paris Saint-Germain,131,['70a456db-833e-46ad-8c5f-f478c6b472d9'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70a456db-833e-46ad-8c5f-f478c6b472d9,2096,,,,3802818,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Paris Saint-Germain,131,['85d86c67-f470-4870-b268-717c743d3d3f'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.013103,,,,,,,,,,,,398f94d0-1834-4534-b87d-53f0a2fcba8b,5,,,"[60.0, 40.0]",3802818,0,,,,,-3.0852008,,Right Foot,,,"[47.6, 39.3]",,Ground Pass,,12.419743,,,,Leandro Daniel Paredes,16308.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['e85ef38d-e4a5-4758-a2a2-0602b57ef883'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.400,Pass,
,,,,,,,,,,,,,,,0.997822,,,,,,,,,,,,084b4e54-c34f-4de5-b540-c75b46af10cc,8,,,"[44.8, 41.8]",3802818,0,,,,,1.6730031,,Right Foot,,,"[43.2, 57.4]",,Ground Pass,,15.681837,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['4ea6d3e1-6e7a-41f1-be99-0ea0836dafbc'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.288,Pass,
,,,,,,,,,,,,,,,0.866108,,,,,,,,,,,,e0e8bea4-ccd1-44e3-a13b-16676147cae5,11,,,"[43.2, 57.4]",3802818,0,,,,,1.2937088,,Right Foot,,,"[46.3, 68.3]",,Ground Pass,,11.332254,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Center Midfield,2,Paris Saint-Germain,131,['5a3950f6-8826-47f5-a0ff-51f145831f45'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.603,Pass,
,,,,,,,,,,,,,,,1.440351,,,,,,,,,,,,88cadbb8-8c9b-4776-953c-0312e3518793,14,,,"[46.3, 68.3]",3802818,0,,,,,-2.1392176,,Right Foot,,,"[34.1, 49.2]",,Ground Pass,,22.663847,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['254d7342-3720-458c-9242-c47e8fcacd5a'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.585,Pass,
