50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,69a38a13-7bb6-43cd-822e-e6adf043714c,1,,,,3802696,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 15731, 'name': 'Predrag Rajković'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31799, 'name': 'Andreaw Gravillon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8854, 'name': 'Wout Faes'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 7378, 'name': 'Yunis Abdelhamid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15782, 'name': 'Thomas Foket'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 32}, {'player': {'id': 29962, 'name': 'Nathanaël Mbuku'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 104614, 'name': 'Dion Lopy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 24909, 'name': 'Moreto Moro Cassamã'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 31308, 'name': 'Marshall Nyasha Munetsi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 45039, 'name': 'Ilan Kebbal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 34865, 'name': 'El Bilal Toure'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4ed43fef-905e-492b-a5a0-7a3450199341,2,,,,3802696,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8511, 'name': 'Thilo Kehrer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,03718e7f-d158-4a19-95c7-17b693144029,3,,,,3802696,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['a1f5704d-1e73-447d-bff5-60f1aa7eeaf7'],0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a1f5704d-1e73-447d-bff5-60f1aa7eeaf7,4,,,,3802696,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['03718e7f-d158-4a19-95c7-17b693144029'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7fe1d320-08ee-48c1-9783-38bf74268c49,2132,,,,3802696,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,88,Paris Saint-Germain,131,['2e58e4e2-126c-4be7-97d7-ced853aa542d'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e58e4e2-126c-4be7-97d7-ced853aa542d,2133,,,,3802696,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,88,Paris Saint-Germain,131,['7fe1d320-08ee-48c1-9783-38bf74268c49'],0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,92e5c8e1-15cf-4a09-9391-312a7bc31653,5,,,"[60.0, 40.0]",3802696,0,,,,2.9594243,,Left Foot,,,"[56.2, 40.7]",,Ground Pass,,3.8639357,,,Unknown,,,,,,,,Kick Off,1,From Kick Off,Nathanaël Mbuku,29962.0,Left Wing Back,2,Stade de Reims,156,,0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.410,Pass,
,,,,,,,,,,,,,,,,1.049541,,,,,,,,,,,,b9889b56-389a-493d-9150-4e74fbaa3da5,7,,,"[58.1, 39.2]",3802696,0,True,,,-2.5440361,,Right Foot,,,"[43.7, 29.4]",,Ground Pass,,17.41838,,,,,Thilo Kehrer,8511.0,,,,,Free Kick,1,From Free Kick,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['8a128437-4d54-4be8-b2fb-989feac41dc7'],14,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.804,Pass,
,,,,,,,,,,,,,,,,1.088443,,,,,,,,,,,,62568e68-d1b9-4279-a33c-4588431aaf1b,9,,,"[43.9, 29.6]",3802696,0,,,,0.76579285,,Left Foot,,,"[54.3, 39.6]",,Ground Pass,,14.427751,,,,,Idrissa Gana Gueye,3436.0,,,,,,1,From Free Kick,Thilo Kehrer,8511.0,Left Center Back,3,Paris Saint-Germain,131,['6f1b97eb-b611-4f35-a87c-27e94accbdd8'],15,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.853,Pass,
,,,,,,,,,,,,,,,,1.44447,,,,,,,,,,,,06580664-ed7d-48f4-be1e-93bffafe10e5,12,,,"[54.5, 39.6]",3802696,0,,,,1.9397559,,Left Foot,,,"[48.7, 54.6]",,Ground Pass,,16.082289,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Free Kick,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['3bb62c14-ff71-41c4-815f-cc1f9062327b'],18,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.467,Pass,
