50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cabd40b4-a909-4659-a6c4-762f9402fc9d,1,,,,3802676,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e65ffb23-4391-401d-946e-9131600e6fa7,2,,,,3802676,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7324, 'name': 'Jonathan Gradit'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 11820, 'name': 'Kevin Danso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 74588, 'name': 'Christopher Wooh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7252, 'name': 'Jonathan Clauss'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 29}, {'player': {'id': 13851, 'name': 'Cheick Oumar Doucoure'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9860, 'name': 'Florian Sotoca'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 36995, 'name': 'David Pereira da Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 35705, 'name': 'Arnaud Kalimuendo Muinga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Lens,168,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a20d8030-1eb2-4539-8320-58ea2a027898,3,,,,3802676,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['ccdd096d-a4fb-4d24-9b76-be98d72ac638'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ccdd096d-a4fb-4d24-9b76-be98d72ac638,4,,,,3802676,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['a20d8030-1eb2-4539-8320-58ea2a027898'],0,,,,,,,,,,,,,,,,,Lens,168,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,985646b2-85fc-48a3-861b-5b6105573f4b,2036,,,,3802676,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Paris Saint-Germain,131,['6cb01ae7-517b-45f2-a96d-c10cadf0f265'],0,,,,,,,,,,,,,,,,,Lens,168,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6cb01ae7-517b-45f2-a96d-c10cadf0f265,2037,,,,3802676,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Paris Saint-Germain,131,['985646b2-85fc-48a3-861b-5b6105573f4b'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.249612,,,,,,,,,,,60114131-3359-46fc-b0ac-1456945138b1,5,,,"[61.0, 40.1]",3802676,0,,,,,-1.4464413,,Right Foot,,,,"[61.2, 38.5]",,Ground Pass,,1.6124516,,,Arnaud Kalimuendo Muinga,35705.0,,,,,Kick Off,1,From Kick Off,Florian Sotoca,9860.0,Right Wing,2,Lens,168,['662c2147-0294-48e4-8f18-dc7bfcceccc3'],1,,,,,,,,,,,,,,,,,Lens,168,00:00:01.587,Pass,
,,,,,,,,,,,,,,,,,,,0.956397,,,,,,,,,,,5e8415c5-1411-4917-8137-83ce9bdc6d1b,7,,,"[58.4, 40.1]",3802676,0,,,,,2.4313216,,Right Foot,,,,"[48.4, 48.7]",,Ground Pass,,13.189389,,,Cheick Oumar Doucoure,13851.0,,,,,,1,From Kick Off,Arnaud Kalimuendo Muinga,35705.0,Center Forward,2,Lens,168,['e041b176-0bf4-436a-9111-d8de5f08d5ae'],2,,,,,,,,,,,,,,,,,Lens,168,00:00:02.836,Pass,
,,,,,,,,,,,,,,,,,,,1.312046,,,,,,,,,,,47ed6cac-cfda-4827-880a-fc3cb9f11802,10,,,"[46.7, 50.8]",3802676,0,,,,,2.2042222,,Right Foot,,,,"[37.3, 63.6]",,Ground Pass,,15.880806,,,Jonathan Gradit,7324.0,,,,,,1,From Kick Off,Cheick Oumar Doucoure,13851.0,Right Defensive Midfield,2,Lens,168,['32e48fc4-515a-4fb9-9694-9f076ab80719'],4,,,,,,,,,,,,,,,,,Lens,168,00:00:04.808,Pass,
,,,,,,,,,,,,,,,,,,,1.989646,,,,,,,,,,,055aca0d-2042-490e-a795-849908d63aae,13,,,"[36.4, 63.8]",3802676,0,,,,,-2.0365808,,Right Foot,,,,"[27.0, 45.1]",,Ground Pass,,20.929644,,,Kevin Danso,11820.0,,,,,,1,From Kick Off,Jonathan Gradit,7324.0,Right Center Back,2,Lens,168,['f9cdc5fc-d2eb-490a-a4ef-35094e327efa'],6,,,,,,,,,,,,,,,,,Lens,168,00:00:06.570,Pass,
