bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20a593ee-2b8b-45b1-adf3-3e209ef74de0,1,,,3803000,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Clermont Foot,152,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22125, 'name': 'Arthur Desmas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30234, 'name': 'Akim Zedadka'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 36}, {'player': {'id': 8178, 'name': 'Jean-Claude Billong'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 19019, 'name': 'Arial Benabent Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 22137, 'name': 'Yohann Magnin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7626, 'name': 'Johan Gastien'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 29664, 'name': 'Jodel Dossou'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 7410, 'name': 'Jason Berthomier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 8454, 'name': 'Mohamed Bayo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Clermont Foot,152,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e24f36f6-5dcb-478f-9e40-a3f88a44e76d,2,,,3803000,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Clermont Foot,152,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe58d6e4-c4ad-426c-b2cc-4aef5a31e45d,3,,,3803000,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Clermont Foot,152,['b76071fb-2236-4d09-bff8-791b37e9c961'],0,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b76071fb-2236-4d09-bff8-791b37e9c961,4,,,3803000,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Clermont Foot,152,['fe58d6e4-c4ad-426c-b2cc-4aef5a31e45d'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7a9d9909-b04e-4d49-a887-7e9e78b42293,2179,,,3803000,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,Clermont Foot,152,['efb99dcc-e410-47da-a1f0-5177d17d7c08'],0,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,efb99dcc-e410-47da-a1f0-5177d17d7c08,2180,,,3803000,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,Clermont Foot,152,['7a9d9909-b04e-4d49-a887-7e9e78b42293'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.143086,,,,,,,,,,,,,3d1bb5b9-1f9b-4455-a281-20d5630907e4,5,,"[60.0, 40.0]",3803000,0,,,,3.0850492,,Right Foot,,,"[49.4, 40.6]",,Ground Pass,,10.616967,,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['7a16684a-6ef2-4704-b756-44166f1f2020'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.422,Pass,
,,,,,,,,,,,,,,,,,1.650974,,,,,,,,,,,,,c3229a3a-7622-4f98-a402-21f5a5f3b7f7,8,,"[50.1, 40.6]",3803000,0,,,,-1.7378083,,Right Foot,,,"[45.7, 14.5]",,Ground Pass,,26.468283,,,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['93694b4b-13e3-4d8f-a517-1e2f0b03c03c'],3,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.124,Pass,
,,,,,,,,,,,,,,,,,0.915339,,,,,,,,,,,,,63fddb02-552d-4ffb-8a1f-0d47cbbf3d5a,11,,"[45.7, 14.5]",3803000,0,,,,-0.88408643,,Left Foot,,,"[54.8, 3.4]",,Ground Pass,,14.353396,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['92b1ef5a-4cb9-42ff-a389-0163a3d17649'],5,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.775,Pass,
,,,,,,,,,,,,,,,,,1.247899,,,,,,,,,,,,,44f33d1c-c5e1-425e-9e61-e29bbc6e113b,13,,"[54.9, 4.7]",3803000,0,,,,2.2628703,,Right Foot,,,"[45.7, 15.8]",,Ground Pass,,14.417004,,,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Paris Saint-Germain,131,['52d1002b-0aa7-4e1e-baa1-83c3325ed0bd'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.690,Pass,
,,,,,,,,,,,,,,,,,1.736687,,,,,,,,,,,,,dac500f2-7a04-4e41-b465-6ca89a2ebb3f,16,,"[44.2, 15.8]",3803000,0,,,,1.8144746,,Left Foot,,,"[35.2, 52.0]",,Ground Pass,,37.30201,,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['6d16279f-d700-4082-9c55-0991ae5699bf'],8,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.770,Pass,
,,,,,,,,,,,,,,,,,1.471996,,,,,,,,,,,,,1348735e-ed1a-4448-8484-b3dc50d72c90,19,,"[41.7, 53.1]",3803000,0,,,,1.2070537,,Left Foot,,,"[48.4, 70.7]",,Ground Pass,,18.832153,,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Paris Saint-Germain,131,['e3df4c71-a453-4ca5-8276-6aea042db82f'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.114,Pass,
,,,,,,,,,,,,,,,,,0.966515,,,,,,,,,,,,,1a2afbb2-cfef-481c-9f27-34c8340e2227,22,,"[48.4, 70.7]",3803000,0,,,,0.34596726,,Right Foot,,,"[57.0, 73.8]",,Ground Pass,,9.141663,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['58eeb088-b703-40f7-981e-3a44e6fa4f68'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.616,Pass,
