bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,818e3ac3-57b7-4cea-bc6b-e785046b7c18,1,,,,3802904,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8839e93a-e40c-4bb2-87eb-367d3abda877,2,,,,3802904,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 25041, 'name': 'Gaëtan Poussin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 27016, 'name': 'Stian Rode Gregersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 27652, 'name': 'Anel Ahmedhodžić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4776, 'name': 'Enock Kwateng'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 25}, {'player': {'id': 7374, 'name': 'Rémi Oudin'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 35447, 'name': 'Jean Emile Junior Onana Onana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 12588, 'name': 'Alberth Josué Elis Martínez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 4903, 'name': 'Yacine Adli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 29966, 'name': 'Ui-Jo Hwang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eb5d2335-791b-40d2-8590-ffe26d2085d2,3,,,,3802904,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['d7b074c9-ddcf-4460-9965-4fab3bd2ffbc'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d7b074c9-ddcf-4460-9965-4fab3bd2ffbc,4,,,,3802904,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['eb5d2335-791b-40d2-8590-ffe26d2085d2'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f84c5db2-b509-4c87-9278-5f64f11d729c,2022,,,,3802904,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Paris Saint-Germain,131,['19bdea7c-ad1c-4d6a-aced-5c157648e1c4'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,19bdea7c-ad1c-4d6a-aced-5c157648e1c4,2023,,,,3802904,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Paris Saint-Germain,131,['f84c5db2-b509-4c87-9278-5f64f11d729c'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.361115,,,,,,,,,,,4920d954-c140-431f-b2fa-70c5a2192fe5,5,,,"[61.0, 40.1]",3802904,0,,,,-2.822675,,Right Foot,,,,"[39.8, 33.1]",,Ground Pass,,22.32577,,,,,Anel Ahmedhodžić,27652.0,,,,,Kick Off,1,From Kick Off,Yacine Adli,4903.0,Left Wing,2,Bordeaux,146,['c2a7ade7-161f-4667-abf4-d5b7d6082a0b'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.425,Pass,
,,,,,,,,,,,,,,,,,,3.440759,,,,,,,,,,,50749a97-a677-4da1-98e7-a415f2163e16,8,,,"[40.4, 33.5]",3802904,0,,,,0.7568345,,Right Foot,,,,"[87.2, 77.7]",,High Pass,,64.37298,,,,,Alberth Josué Elis Martínez,12588.0,,True,,,,1,From Kick Off,Anel Ahmedhodžić,27652.0,Left Center Back,2,Bordeaux,146,['3d7c9787-eeb4-49f6-8093-f8b80c13edac'],3,,,,,,,,,,,,,,,,Bordeaux,146,00:00:03.277,Pass,
,,,,,,,,,,,,,,,,,,0.854162,,,,,,,,,,,6b98d468-6193-4bc0-bdd1-474a2af8dc00,21,,,"[17.9, 0.1]",3802904,0,,,,0.23655781,,,,,,"[29.1, 2.8]",,Low Pass,,11.520851,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Throw-in,1,From Throw In,Nuno Mendes,41092.0,Left Back,3,Paris Saint-Germain,131,['2570f16c-dfbb-416b-aa15-87f041cce7b7'],17,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.959,Pass,
,,,,,,,,,,,,,,,,,,0.284248,,,,,,,,,,,7c72b310-0b6d-4fbd-9c71-0aedd4700423,25,,,"[26.8, 3.9]",3802904,0,,,,3.0367157,,Left Foot,,,,"[24.9, 4.1]",,Ground Pass,,1.9104973,,,Incomplete,,Georginio Wijnaldum,3567.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Paris Saint-Germain,131,"['2dc7e4a5-1336-46c3-8534-560cbfc034e4', '5f79f07f-ed39-4651-9c5c-ec219997a303']",20,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:20.411,Pass,
