bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66ab28d3-4d8e-42e7-bd50-13f291c0b61e,1,,,,3802665,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 22823, 'name': 'Dimitry Bertaud'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 25153, 'name': 'Matheus Soares Thuler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4476, 'name': 'Nicolas Louis Marcel Cozza'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 31}, {'player': {'id': 112254, 'name': 'Maxime Esteve'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 3224, 'name': 'Arnaud Souquet'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 23252, 'name': 'Mihailo Ristić'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 29969, 'name': 'Joris Chotard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 121296, 'name': 'Sacha Delaye'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 34}, {'player': {'id': 3070, 'name': 'Florent Mollet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 4121, 'name': 'Stephy Alvaro Mavididi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74d612bd-03df-43e8-90fe-bd079720f16b,2,,,,3802665,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 8511, 'name': 'Thilo Kehrer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9094416d-a408-4c1d-8bfa-3911ee56c635,3,,,,3802665,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['d27ec0e2-bae1-4307-96b2-76f251c0e17a'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d27ec0e2-bae1-4307-96b2-76f251c0e17a,4,,,,3802665,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['9094416d-a408-4c1d-8bfa-3911ee56c635'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0d32c949-1a40-4291-9dea-824c9e282546,2110,,,,3802665,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Montpellier,139,['2ac0bbd8-7e18-4001-bd50-93ca38d1f4d6'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2ac0bbd8-7e18-4001-bd50-93ca38d1f4d6,2111,,,,3802665,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Montpellier,139,['0d32c949-1a40-4291-9dea-824c9e282546'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.714413,,,,,,,,,,,,,2e352016-c062-4de5-a293-95043cb131c3,5,,,"[60.0, 40.0]",3802665,0,,,,,-2.9382565,,Left Foot,,,,"[50.3, 38.0]",,Ground Pass,9.904039,,,Ander Herrera Agüera,3606.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Paris Saint-Germain,131,['be3412b0-2c0b-400f-a2d3-4c7abaf35822'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.492,Pass,
,,,,,,,,,,,,,,,1.96501,,,,,,,,,,,,,c0a8eb61-c52f-47b7-9fbf-92c620ca396d,8,,,"[55.0, 33.9]",3802665,0,,,,,-2.3613226,,Right Foot,,,,"[35.4, 14.5]",,Ground Pass,27.577528,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Ander Herrera Agüera,3606.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['397fa4e8-1e38-450c-b1e3-3cf959c7f415'],3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.572,Pass,
,,,,,,,,,,,,,,,1.560763,,,,,,,,,,,,,b10f9dcc-b86e-4b5a-a006-06c7432bf652,11,,,"[35.4, 10.8]",3802665,0,,,,,-0.7378151,,Right Foot,,,,"[43.1, 3.8]",,Ground Pass,10.406248,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['bdf6bc35-570f-49ec-a45e-06fba98fb1bd'],5,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.560,Pass,
,,,,,,,,,,,,,,,1.052492,,,,,,,,,,,,,8fd424ae-f058-4cee-a828-70bfc7661502,14,,,"[47.1, 3.4]",3802665,0,,,,,-0.15354379,,Left Foot,,,,"[55.5, 2.1]",,Ground Pass,8.5,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['caad794c-dd1d-4275-84f7-917de1c58186'],7,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.911,Pass,
