bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,52e6516a-d953-47d4-bcfa-5daad8eb2f27,1,,,3802709,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 8511, 'name': 'Thilo Kehrer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2de76f0b-14e0-44d0-8fdd-4e67a4adbcd4,2,,,3802709,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 10475, 'name': 'Mahdi Camara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 40807, 'name': 'Mickaël Nade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 12557, 'name': 'Falaye Sacko'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 4894, 'name': 'Zaydou Youssouf'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 46007, 'name': 'Lucas Gourna-Douath'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7241, 'name': 'Arnaud Nordin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7d072548-30b7-44bd-a84d-e18d645ca3db,3,,,3802709,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['78e9418d-4935-4dbd-8d32-0007e5aa7e15'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,78e9418d-4935-4dbd-8d32-0007e5aa7e15,4,,,3802709,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['7d072548-30b7-44bd-a84d-e18d645ca3db'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,905c114f-f8dd-43d8-a07c-b7a1a11b4351,1828,,,3802709,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Paris Saint-Germain,131,['e05ae04d-358a-402d-92f8-3986d276b0c7'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e05ae04d-358a-402d-92f8-3986d276b0c7,1829,,,3802709,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Paris Saint-Germain,131,['905c114f-f8dd-43d8-a07c-b7a1a11b4351'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.047788,,,,,,,,,,,559bfd20-fdb7-457e-a20d-af7c03471a5a,5,,"[60.0, 40.0]",3802709,0,,,,3.0901675,,Right Foot,,,,"[46.4, 40.7]",,Ground Pass,,13.618003,,,,Danilo Luís Hélio Pereira,13621.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['bde7451f-74c3-4d06-a306-25b395b0d3dc'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.519,Pass,
,,,,,,,,,,,,,,,,,1.636936,,,,,,,,,,,e36b016c-6973-4284-8e0c-e7818a1a6954,8,,"[46.4, 40.7]",3802709,0,,,,1.3939686,,Right Foot,,,,"[51.6, 69.8]",,Ground Pass,,29.560953,,,,Thilo Kehrer,8511.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['b49eb3ad-bad2-4382-b102-bc859b8eb67f'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.541,Pass,
,,,,,,,,,,,,,,,,,1.572295,,,,,,,,,,,8259649a-e27d-41f2-b9bf-4cc0ac3e0564,11,,"[51.8, 71.6]",3802709,0,,,,-2.2812178,,Right Foot,,,,"[32.1, 48.7]",,Ground Pass,,30.207615,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Thilo Kehrer,8511.0,Right Back,2,Paris Saint-Germain,131,['09ae6a34-0116-44bf-8bc5-d78e142f9731'],5,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.317,Pass,
,,,,,,,,,,,,,,,,,1.518732,,,,,,,,,,,faa5c3ee-53d2-41bf-873c-b31bebffab68,14,,"[32.2, 48.2]",3802709,0,,,,-1.428371,,Right Foot,,,,"[36.0, 21.7]",,Ground Pass,,26.771067,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['3f0b7d12-f678-4c65-a301-f89f0605c387'],9,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.996,Pass,
,,,,,,,,,,,,,,,,,1.562421,,,,,,,,,,,5ecd271d-b90c-4d79-94b1-16e2c3e08473,17,,"[36.6, 21.7]",3802709,0,,,,-1.0948542,,Left Foot,,,,"[46.6, 2.3]",,Ground Pass,,21.825672,,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['fa0e0227-5734-4c22-a2f5-e1f887daa742'],12,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.848,Pass,
,,,,,,,,,,,,,,,,,1.198605,,,,,,,,,,,0ae7f78e-00b4-47d0-8f84-58e99ee439b5,20,,"[46.6, 2.3]",3802709,0,,,,2.3884413,,Left Foot,,,,"[32.2, 15.8]",,Ground Pass,,19.73854,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['36841995-f0f7-4ff1-b711-92ae9ebbb748'],15,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.423,Pass,
,,,,,,,,,,,,,,,,,2.750996,,,,,,,,,,,4dcce4cc-1b69-457d-9815-70dc5fc68ad1,24,,"[27.2, 17.7]",3802709,0,,,,2.3717372,,Right Foot,,,,"[7.6, 36.7]",,Ground Pass,,27.297619,,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,"['2253f3f5-019c-4921-8d67-fd29b1af5346', '2d94487b-8e00-47c1-a8b2-9b9bdde3d6e1']",17,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.545,Pass,True
,,,,,,,,,,,,,,,,,2.720055,,,,,,,,,,,7c37162e-9a93-4fd1-9675-27327335a70a,28,,"[8.7, 38.8]",3802709,0,,,,-0.80494875,,Right Foot,,,,"[43.8, 2.3]",,High Pass,,50.638523,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Gianluigi Donnarumma,7036.0,Goalkeeper,2,Paris Saint-Germain,131,"['8b53f362-bc72-4a41-808c-b7bab139f33d', 'a5042dc1-4d92-4a19-b70f-0d46129e915f']",21,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.515,Pass,True
