50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8d57ecd7-3dcb-4926-b82f-b032dab8c01f,1,,,3802983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,38addbf8-c4dc-4ec4-ac5e-94ec5bf0a7a8,2,,,3802983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 17592, 'name': 'William Saliba'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6307, 'name': 'Duje Ćaleta-Car'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 22203, 'name': 'Luan Peres Petroni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 4433, 'name': 'Boubacar Kamara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7345, 'name': 'Mattéo Guendouzi Olié'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6971, 'name': 'Cengiz Ünder'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6981, 'name': 'Gerson Santos da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6273a67f-b2b1-4d1b-9517-c1b37aad3a39,3,,,3802983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['62dbfea4-44b8-443d-adac-11c8be32bae0'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,62dbfea4-44b8-443d-adac-11c8be32bae0,4,,,3802983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['6273a67f-b2b1-4d1b-9517-c1b37aad3a39'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03455656-68c9-478b-bde7-03abbcc36cfe,2083,,,3802983,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,78,Paris Saint-Germain,131,['c1022f41-3099-4dd4-902f-4d7db7acdd66'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c1022f41-3099-4dd4-902f-4d7db7acdd66,2084,,,3802983,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,78,Paris Saint-Germain,131,['03455656-68c9-478b-bde7-03abbcc36cfe'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.005709,,,,,,,,,,,,,,,4cef0bd4-6b8f-4f90-ad9c-9ed6003e001b,5,,"[61.0, 40.1]",3802983,0,,,,,3.1042268,,Right Foot,,,,"[50.3, 40.5]",,Ground Pass,,10.707474,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['a111bfd1-fa89-4dd9-8f0a-7d4601ee404b'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.675,Pass,
,,,,,,,,,,,,,,,,,1.423725,,,,,,,,,,,,,,,06085bdb-4b68-4a6d-8e91-bef2226eea27,8,,"[47.6, 39.0]",3802983,0,,,,,-1.7609121,,Right Foot,,,,"[42.0, 9.9]",,Ground Pass,,29.633934,,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['185f779d-8862-4458-9649-d5e0278f7700'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.732,Pass,
,,,,,,,,,,,,,,,,,1.161205,,,,,,,,,,,,,,,02975db7-d8ab-4997-a6d8-0a0f9ac8c48b,11,,"[42.5, 10.4]",3802983,0,,,,,-0.73724264,,Left Foot,,,,"[51.2, 2.5]",,Ground Pass,,11.7515955,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Paris Saint-Germain,131,['0673bb1f-3459-4dbf-9395-fe921fb90918'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.943,Pass,
,,,,,,,,,,,,,,,,,1.367184,,,,,,,,,,,,,,,77a022e7-0cff-4cc6-87ea-a2a857a01f47,15,,"[47.8, 4.4]",3802983,0,,,,,2.3626046,,Right Foot,,,,"[32.1, 19.9]",,Ground Pass,,22.062185,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Paris Saint-Germain,131,['128c9de3-207a-4a51-8ee6-a3f792745685'],7,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.443,Pass,
