ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ce3b4ac2-0850-4233-890d-1a87d935047c,1,,,3802683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5b11b5bc-fc9a-4df3-a7c5-b3a28265120e,2,,,3802683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20662, 'name': 'Alexander Nübel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6855, 'name': 'Guillermo Alfonso Maripán Loaysa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7439, 'name': 'Axel Disasi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 25295, 'name': 'Caio Henrique Oliveira Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 11990, 'name': 'Youssouf Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 10481, 'name': 'Aurélien Djani Tchouaméni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10463, 'name': 'Sofiane Diop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 5723, 'name': 'Gelson Dany Batalha Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b973bdf7-152b-468e-b230-1bde8431db44,3,,,3802683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['c0c77028-9f01-485c-8839-16d9c7d4d8ae'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c0c77028-9f01-485c-8839-16d9c7d4d8ae,4,,,3802683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['b973bdf7-152b-468e-b230-1bde8431db44'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2276fb2e-673f-4e37-a41e-647750d0c370,1947,,,3802683,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Paris Saint-Germain,131,['37c0ded8-d0da-4662-9862-e8a8e5fe95aa'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37c0ded8-d0da-4662-9862-e8a8e5fe95aa,1948,,,3802683,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Paris Saint-Germain,131,['2276fb2e-673f-4e37-a41e-647750d0c370'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.107024,,,,,,,,,,,,,,9908ca47-cfb7-4b3c-9c91-d5d7f994ce99,5,,"[60.0, 40.0]",3802683,0,,,,,-2.8425083,,Left Foot,,,,"[48.0, 36.3]",,Ground Pass,,12.557467,,,,,Marco Verratti,3166.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Paris Saint-Germain,131,['8b88897a-48f8-4b0b-a754-ea346b6beba4'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.418,Pass,
,,,,,,,,,,,,,,,1.217156,,,,,,,,,,,,,,5ea84078-d9d2-4dff-98ef-e1913738220f,8,,"[46.7, 38.2]",3802683,0,,,,,2.440439,,Right Foot,,,,"[34.5, 48.5]",,Ground Pass,,15.966528,,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['f2ed8822-1942-4da4-959c-fa9b096766c9'],3,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.511,Pass,
,,,,,,,,,,,,,,,1.456187,,,,,,,,,,,,,,9ae6d208-e2cd-43ce-b133-72121770a4cb,11,,"[32.8, 46.6]",3802683,0,,,,,-1.6468823,,Right Foot,,,,"[31.1, 24.3]",,Ground Pass,,22.364704,,,,,Abdou Diallo,8553.0,,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['8a0c7092-a81b-4b5c-aad5-c095c96c5636'],5,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.590,Pass,
,,,,,,,,,,,,,,,1.667086,,,,,,,,,,,,,,acbb6b32-3348-441b-81d5-0711a8b5c48c,14,,"[32.6, 16.0]",3802683,0,,,,,1.7930683,,Left Foot,,,,"[25.3, 48.3]",,Ground Pass,,33.11465,,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Kick Off,Abdou Diallo,8553.0,Left Center Back,2,Paris Saint-Germain,131,['e7b35b35-1d6b-4836-b6e1-d96808d1d93b'],10,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.737,Pass,
