50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,63ca5459-adbf-431b-ad79-6ab241c1a27d,1,,,,3802752,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 50}, {'player': {'id': 8511, 'name': 'Thilo Kehrer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e786ef8c-5c93-4a6c-9977-3ad98293df6b,2,,,,3802752,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39260, 'name': 'Malo Gusto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 13116, 'name': 'Jason Denayer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4355, 'name': 'Emerson Palmieri dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 33158, 'name': 'Maxence Caqueret'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 25142, 'name': 'Bruno Guimarães Rodriguez Moura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 39}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 22600, 'name': 'Lucas Tolentino Coelho de Lima'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3551, 'name': 'Karl Brillant Toko Ekambi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3811, 'name': 'Islam Slimani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,393b7305-573f-46c6-9623-78ede55375e0,3,,,,3802752,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['8c534f8b-2bf9-4520-8997-6c21f8b125e8'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8c534f8b-2bf9-4520-8997-6c21f8b125e8,4,,,,3802752,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['393b7305-573f-46c6-9623-78ede55375e0'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4c3ddb58-cca8-43bb-b881-367e94be601e,1817,,,,3802752,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,107,Lyon,137,['3dd5c3ed-8be9-4843-974f-695dbcb7c4a5'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3dd5c3ed-8be9-4843-974f-695dbcb7c4a5,1818,,,,3802752,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,107,Lyon,137,['4c3ddb58-cca8-43bb-b881-367e94be601e'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.740077,,,,,,,,,,,,,,,32b61859-d634-4b7b-acbe-c0b174a7fbe0,5,,,"[61.0, 40.1]",3802752,0,,,,2.629203,,Right Foot,,,,"[51.4, 45.5]",,Ground Pass,,11.014536,,,,Ander Herrera Agüera,3606.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['059025f6-2e85-4e21-8834-86c4a2f05c6f'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.863,Pass,
,,,,,,,,,,,,,,,,,,,1.56364,,,,,,,,,,,,,,,c4182434-537b-40f2-a513-a88ce72224fd,9,,,"[55.2, 58.8]",3802752,0,,,,1.8819839,,Left Foot,,,,"[49.7, 75.9]",,Ground Pass,,17.96274,,,,Thilo Kehrer,8511.0,,,,,,1,From Kick Off,Ander Herrera Agüera,3606.0,Right Defensive Midfield,2,Paris Saint-Germain,131,"['4aa0eb4a-0837-429a-bc9a-02f7c0b42c78', '7030f992-0443-4bd4-8af6-5e290f7e31da']",4,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.069,Pass,True
,,,,,,,,,,,,,,,,,,,1.015404,,,,,,,,,,,,,,,c9360ee1-37fa-45ab-9dae-979f91adc54a,12,,,"[49.2, 75.2]",3802752,0,,,,0.4813972,,Right Foot,,,,"[55.9, 78.7]",,Ground Pass,,7.5591006,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Kick Off,Thilo Kehrer,8511.0,Right Back,2,Paris Saint-Germain,131,['d70d76d5-4ef8-4d09-a3c2-ec075130e718'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.193,Pass,
,,,,,,,,,,,,,,,,,,,0.658257,,,,,,,,,,,,,,,a80a7b7d-f962-4dc1-a8fe-1485c3c30814,15,,,"[55.9, 78.7]",3802752,0,,,,-0.6771276,,Left Foot,,,,"[66.1, 70.5]",,Ground Pass,,13.087399,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,"['a3bdf8a3-5b85-4936-bf46-4ef2a4b977ea', 'e7c1db2c-034e-432d-8152-6970c2107c5c']",7,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.248,Pass,
