ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,e3b14c86-6ea8-4776-92e4-c84d54ca8b0d,1,,,,3802984,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8511, 'name': 'Thilo Kehrer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,2a30accc-7826-4ce2-9147-3acc10135da0,2,,,,3802984,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7426, 'name': 'Jean-Charles Castelletto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 3143, 'name': 'Andrei Girotto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 4412, 'name': 'Samuel Moutoussamy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8485, 'name': 'Pedro Chirivella Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 22097, 'name': 'Randal Kolo Muani'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 4403, 'name': 'Kalifa Coulibaly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,8e5b8745-e3d2-45b6-8f5c-703b8ba85060,3,,,,3802984,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['694828b9-61c7-4806-9d17-6091079327b8'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,694828b9-61c7-4806-9d17-6091079327b8,4,,,,3802984,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['8e5b8745-e3d2-45b6-8f5c-703b8ba85060'],0,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,9ddcbc9d-1021-4964-bce3-c3f0526913c2,2193,,,,3802984,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Paris Saint-Germain,131,['ac515f00-a432-495d-af85-acc7d8463a58'],0,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,ac515f00-a432-495d-af85-acc7d8463a58,2194,,,,3802984,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Paris Saint-Germain,131,['9ddcbc9d-1021-4964-bce3-c3f0526913c2'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,2.052999,,,,,,,,,,,f672c8b1-e38e-486e-b9d6-5b3181b39ca5,5,,,"[61.0, 40.1]",3802984,0,,,,,-2.8261313,,Left Foot,,,,"[37.1, 32.3]",,Ground Pass,,25.140604,,,,Andrei Girotto,3143.0,,,,,Kick Off,1,From Kick Off,Ludovic Blas,3235.0,Center Attacking Midfield,2,Nantes,144,['fb315e57-9130-4c0e-9e07-04a231bdde1d'],0,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.451,Pass,
,,,,,,,,,,,,,,3.095218,,,,,,,,,,,48201240-72fd-4deb-9e41-b031b886e6b7,8,,,"[38.4, 33.6]",3802984,0,,,,,0.43768963,,Right Foot,,,,"[89.9, 57.7]",,High Pass,,56.860004,,,,Kalifa Coulibaly,4403.0,,,,,,1,From Kick Off,Andrei Girotto,3143.0,Left Center Back,2,Nantes,144,['e788c7fc-338b-4ac2-8ef6-9e8427ebc12f'],3,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:03.820,Pass,
,,,,,,,,,,,,,,0.445079,,,,,,,,,,,1f13cd5a-760b-4644-af66-8d921c0cf3a4,11,,,"[89.9, 57.7]",3802984,0,,,,True,0.32994708,,,,,,"[97.2, 60.2]",,Low Pass,,7.7162166,,,,Marcus Coco,3363.0,,,,,,1,From Kick Off,Kalifa Coulibaly,4403.0,Center Forward,2,Nantes,144,"['7086a952-fd8d-4842-a65d-404d3aac325a', 'f283c6e9-5d4d-4e09-a3a1-1730494ed55a']",6,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:06.915,Pass,True
,,,,,,,,,,,,,,0.537304,,,,,,,,,,,074aba1f-5e6a-43a7-a771-4403963cf39c,17,,,"[20.6, 6.4]",3802984,0,,,,,-1.1396576,,Right Foot,,,,"[22.9, 1.4]",,Ground Pass,,5.503635,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,3,Paris Saint-Germain,131,['dc0be8a9-eca8-44bb-9673-baa89bde02db'],11,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.295,Pass,
