50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0bb77a6-1cb8-43b8-af74-c273a557ad03,1,,,,3775653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 47520, 'name': 'Mollie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e43d0559-dc7a-4a53-9432-971cf76e7659,2,,,,3775653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7297263a-c3a1-4bc1-b47f-7f81fe144e5e,3,,,,3775653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['1e5beb14-3850-4fd1-8514-a1f122bf9482'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e5beb14-3850-4fd1-8514-a1f122bf9482,4,,,,3775653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['7297263a-c3a1-4bc1-b47f-7f81fe144e5e'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d816c689-4fee-48b2-9ca0-e21adbb464a6,1657,,,,3775653,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Everton LFC,967,['ac936891-726b-4b13-bda9-b80870f8c708'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac936891-726b-4b13-bda9-b80870f8c708,1658,,,,3775653,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Everton LFC,967,['d816c689-4fee-48b2-9ca0-e21adbb464a6'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,2.578119,,,,,,,,,,,,,0e10b7c6-85bf-422e-958c-9af2d0d9a0c2,5,,,"[60.0, 40.0]",3775653,0,,,,,3.0340545,,Right Foot,,,"[24.8, 43.8]",,Ground Pass,,35.40452,,,,Alexandra MacIver,34360.0,,,,,Kick Off,1,From Kick Off,Valérie Gauvin,25442.0,Center Forward,2,Everton LFC,967,['ad078fe0-52d9-4cf8-aef7-f23bd56a60c9'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.831,Pass,
,,,,,,,,,,,,,,,,,,1.095412,,,,,,,,,,,,,894e8599-3c1d-40bb-83b9-4c57e1fe0b25,7,,,"[24.8, 44.9]",3775653,0,,,,,1.0169419,,Right Foot,,,"[29.5, 52.5]",,Ground Pass,,8.935883,,,,Megan Finnigan,18254.0,,,,,,1,From Kick Off,Alexandra MacIver,34360.0,Goalkeeper,2,Everton LFC,967,['6c23d9d1-9cb2-499d-9ea3-f6a36518f44c'],3,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:03.409,Pass,
,,,,,,,,,,,,,,,,,,4.359834,,,,,,,,,,,,,6dda2a77-7ea9-48fe-8461-0dd7ce0f978b,10,,,"[36.7, 54.0]",3775653,0,,,,,-0.17392038,,Right Foot,,,"[105.0, 42.0]",,High Pass,,69.34616,,,Incomplete,Valérie Gauvin,25442.0,,,,,,1,From Kick Off,Megan Finnigan,18254.0,Right Center Back,2,Everton LFC,967,"['4c84d11e-53fc-48e9-ae23-43d96b123e37', '5a3e7767-60af-4fc2-94c5-e886bd161248']",6,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.612,Pass,
,,,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,e5ec5d67-7133-4e55-997e-bba43ec0be6a,15,,,"[13.4, 42.9]",3775653,0,,,,,1.0373535,,Keeper Arm,,,"[20.9, 55.6]",,Ground Pass,,14.749237,,,,Harriet Scott,19592.0,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,['2f2bcfcc-12d1-4f2f-9ac9-1c6177c79445'],14,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:14.572,Pass,
