ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.516368,,,,,,,,,,,,,3da1508e-4080-407b-a6e6-83077d694153,627,,,"[14.4, 46.9]",3775587,13,,,,-1.3405768,,Right Foot,,,"[18.9, 27.7]",,Ground Pass,,19.720295,,,,,Megan Finnigan,18254.0,,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,30,Everton LFC,967,['31954c5a-940d-4ccc-bc37-9def7ef7ca29'],24,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:24.685,Pass,
,,,,,,,,,,,,,,,,,,1.475219,,,,,,,,,,,,,7e6d886d-c8fc-4dd3-a782-57b636519e3e,630,,,"[22.0, 27.1]",3775587,13,,,,-1.2542951,,Right Foot,,,"[29.5, 4.2]",,Ground Pass,,24.096888,,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,30,Everton LFC,967,['b0747223-8e05-4427-bb35-ac268487a2f9'],27,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:27.600,Pass,
,,,,,,,,,,,,,,,,,,1.627807,,,,,,,,,,,,,6517811c-6ac3-4503-9f92-789872ec8d8e,633,,,"[29.1, 4.4]",3775587,13,,,,2.3871124,,Left Foot,,,"[19.1, 13.8]",,Ground Pass,,13.724431,,,,,Megan Finnigan,18254.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,30,Everton LFC,967,['65d5be6c-2ac3-40be-b419-a3de91e4622d'],29,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:29.108,Pass,
,,,,,,,,,,,,,,,,,,2.652241,,,,,,,,,,,,,a354bef2-e7a9-450c-8f24-6474eba3a244,636,,,"[19.6, 13.7]",3775587,13,,,,1.9249783,,Right Foot,,,"[8.1, 44.8]",,Ground Pass,,33.158108,,,,,Alexandra MacIver,34360.0,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,30,Everton LFC,967,['d64e9318-6cd9-4079-88e5-3a35c03f9ba5'],31,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:31.550,Pass,
,,,,,,,,,,,,,,,,,,1.389798,,,,,,,,,,,,,5b802739-befd-4fd9-8e13-42967ced3d83,639,,,"[11.4, 50.4]",3775587,13,,,,0.7306008,,Left Foot,,,"[23.9, 61.6]",,Ground Pass,,16.783623,,,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,30,Everton LFC,967,['c34dd3a2-3cfe-4979-80a8-e30caf7ff3fb'],35,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:35.488,Pass,
,,,,,,,,,,,,,,,,,,1.679947,,,,,,,,,,,,,feb8b185-2a48-4fca-81a4-5c4103848249,642,,,"[32.7, 70.4]",3775587,13,,,,-0.24840565,,Right Foot,,,"[67.0, 61.7]",,High Pass,,35.386154,,,,,Valérie Gauvin,25442.0,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Left Center Back,30,Everton LFC,967,['159d3679-bc21-416b-90a7-d94975285e96'],39,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:39.107,Pass,
,,,,,,,,,,,,,,,,,,1.546625,,,,,,,,,,,,,0fb3d2c0-9c05-4fd9-ac47-4b274a5b399f,647,,,"[67.2, 57.1]",3775587,13,,,,-1.315614,,Left Foot,,,"[72.0, 38.7]",,Ground Pass,,19.015783,,,Incomplete,,Lucy Hope,16386.0,,,,,,,1,Regular Play,Valérie Gauvin,25442.0,Center Forward,30,Everton LFC,967,"['87695cd4-a3cf-4f68-ab7f-de14ce0cb849', 'e0321704-4188-4505-afe8-07fdea4b18c1', 'e2efed8f-d1f5-4b05-afae-25b59bee1e67']",42,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:42.109,Pass,True
,,,,,,,,,,,,,,,,,,0.90084,,,,,,,,,,,,,e58d012a-ad9d-4280-a882-22729a42e775,655,,,"[53.1, 39.7]",3775587,13,,,,0.3875238,,Right Foot,,,"[62.9, 43.7]",,Ground Pass,,10.584895,,,,,Ella Toone,31534.0,,,,,,,1,Regular Play,Kirsty Smith,10196.0,Right Back,30,Everton LFC,967,['5bd96d06-3ae7-4e9a-be6e-34f1c4c58dbe'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:13:45.235,Pass,
,,,,,,,,,,,,,,,,,,2.635745,,,,,,,,,,,,,d7fd6e2e-3e8e-425c-9043-29253bcc0b0d,657,,,"[62.9, 43.7]",3775587,13,,,,-0.88008624,,Left Foot,,,"[79.1, 24.1]",,Ground Pass,,25.428331,True,,Incomplete,,Christen Annemarie Press,6817.0,,,,,,,1,Regular Play,Ella Toone,31534.0,Right Wing,30,Everton LFC,967,"['68432267-0a1d-46e2-bee6-864dce010f46', 'f9c5af8c-adfe-48f9-b3f3-dd3c3cf5f5ab']",46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:13:46.136,Pass,
,,,,,,,,,,,,,,,,,,1.858665,,,,,,,,,,,,,e8b3e655-adfb-4b11-9b1b-d13ea37d3673,661,,,"[41.6, 56.7]",3775587,13,,,,-2.1228554,,Right Foot,,,"[33.1, 42.9]",,Ground Pass,,16.207714,,,,,Megan Finnigan,18254.0,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Left Center Back,30,Everton LFC,967,['44e4722b-ca44-4f35-8b11-5c44ecc4990b'],50,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:50.945,Pass,
,,,,,,,,,,,,,,,,,,2.091302,,,,,,,,,,,,,24999d53-8bb3-4e49-8082-4e0be5a9adae,664,,,"[29.6, 43.7]",3775587,13,,,,2.966655,,Right Foot,,,"[8.1, 47.5]",,Ground Pass,,21.833231,,,,,Alexandra MacIver,34360.0,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,30,Everton LFC,967,['4f2f8a3a-46da-459e-919d-841a618219b7'],56,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:56.318,Pass,
,,,,,,,,,,,,,,,,,,1.536717,,,,,,,,,,,,,31f7e5bd-5eed-4743-aea5-7dce84ae25e9,667,,,"[10.0, 46.2]",3775587,13,,,,-1.0669162,,Right Foot,,,"[20.2, 27.7]",,Ground Pass,,21.125576,,,,,Megan Finnigan,18254.0,,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,30,Everton LFC,967,['c471bc8f-cc94-47b4-a476-2b7981d8656f'],59,,,,,,,,,,,,,,,,,,Everton LFC,967,00:13:59.323,Pass,
,,,,,,,,,,,,,,,,,,1.428265,,,,,,,,,,,,,609412ef-2627-4861-9a1d-4ed1c312ab70,670,,,"[24.1, 25.2]",3775587,14,,,,-1.4087678,,Right Foot,,,"[27.5, 4.4]",,Ground Pass,,21.076054,,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,30,Everton LFC,967,['8c5440ad-b1e2-46ea-b2eb-3a9546ab628b'],3,,,,,,,,,,,,,,,,,,Everton LFC,967,00:14:03.155,Pass,
,,,,,,,,,,,,,,,,,,1.490653,,,,,,,,,,,,,ffbf0627-ee6d-49b4-9381-f255bf2c50e3,673,,,"[27.0, 5.6]",3775587,14,,,,1.2075702,,Right Foot,,,"[35.4, 27.7]",,Ground Pass,,23.642546,,,,,Isobel Mary Christiansen,4645.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,30,Everton LFC,967,['6dea7673-0c37-42b1-bcf7-6357ba875259'],5,,,,,,,,,,,,,,,,,,Everton LFC,967,00:14:05.352,Pass,
,,,,,,,,,,,,,,,,,,3.630693,,,,,,,,,,,,,ee74c079-fcbf-404d-ac89-a8b0b4b34092,678,,,"[85.8, 65.9]",3775587,14,,,,-2.1556418,,Right Foot,,,"[66.4, 36.6]",,Ground Pass,,35.140434,,,Incomplete,,Hayley Ladd,19501.0,,,,,,Recovery,1,Regular Play,Ella Toone,31534.0,Right Wing,30,Everton LFC,967,"['581ded3d-e0e0-4cb0-bccf-bc2a2d5f9360', '826b169d-5b8d-4253-be57-22a8e1777f33']",8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:08.266,Pass,
,,,,,,,,,,,,,,,,,,1.901708,,,,,,,,,,,,,97614190-c9f6-4771-b75b-a37523110106,682,,,"[78.1, 61.6]",3775587,14,,,,0.20072334,,Right Foot,,,"[101.2, 66.3]",,Ground Pass,,23.57329,,,,,Hayley Emma Raso,6818.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Center Defensive Midfield,30,Everton LFC,967,['07de538d-9f13-443e-9e06-a88c2ec96e69'],14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:14:14.881,Pass,
,,,,,,,,,,,,,,,,,,1.013514,,,,,,,,,,,,,4e819965-cf7c-479e-8e3a-41516a2d2500,689,,,"[10.8, 1.6]",3775587,14,,,,1.9605049,,Right Foot,,,"[6.2, 12.8]",,Ground Pass,,12.107849,,,,,Hayley Ladd,19501.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Left Back,31,Manchester United,1475,['056e31cc-0dbe-4fed-8406-a14a542bfac1'],21,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:21.454,Pass,
,,,,,,,,,,,,,,,,,,0.182728,,,,,,,,,,,,,0295c55d-c6cd-43b0-8ea5-fb69e82557be,693,,,"[7.5, 11.0]",3775587,14,,,,-0.032246884,,Left Foot,,,"[10.6, 10.9]",,Low Pass,,3.1016126,,,Incomplete,,Leah Galton,31539.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Left Defensive Midfield,31,Manchester United,1475,"['343adcc6-ced3-4bb9-ac87-7dfbbd472b15', '9c589ce9-fcac-47c2-9277-b40abad49cd6', 'c156e623-5c86-4f41-bdd9-a61b93dc4950']",23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:23.892,Pass,True
,,,,,,,,,,,,,,,,,,2.147175,,,,,,,,,,,,,03b906fa-303d-4176-a5ee-073308d8cc5c,696,,,"[26.0, 0.1]",3775587,14,True,,,0.41822433,,,,,"[47.6, 9.7]",,High Pass,,23.637259,,,,,Christen Annemarie Press,6817.0,,,,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Left Back,32,Manchester United,1475,['2ebb5cf7-f1ca-4e44-8c60-130fc7c01814'],46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:46.299,Pass,
,,,,,,,,,,,,,,,,,,1.432952,,,,,,,,,,,,,04b35bbf-bbb3-4d60-bb83-4c6462fa1a9f,698,,,"[47.6, 9.7]",3775587,14,True,,,2.1365805,,Right Foot,,,"[38.9, 23.4]",,Ground Pass,,16.228987,,,,,Hayley Ladd,19501.0,,,,,,,1,From Throw In,Christen Annemarie Press,6817.0,Center Forward,32,Manchester United,1475,['7a143aa8-f090-4c7f-bcfe-fa205680d1b7'],48,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:48.446,Pass,
,,,,,,,,,,,,,,,,,,0.180984,,,,,,,,,,,,,02ad9bc9-f84c-4017-aef2-bf1cc7d18c54,700,,,"[38.5, 23.5]",3775587,14,,,,1.5395565,,Right Foot,,,"[38.7, 29.9]",,Low Pass,,6.4031243,,,Incomplete,,Katie Zelem,31540.0,,,,,,,1,From Throw In,Hayley Ladd,19501.0,Left Defensive Midfield,32,Manchester United,1475,"['b01ddce5-052e-4874-b674-cd6739685649', 'c3d75db8-fdbd-46c0-877c-4941eef123ef']",49,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:49.936,Pass,
,,,,,,,,,,,,,,,,,,4.256424,,,,,,,,,,,,,5c884c9e-b4b2-4364-95da-54060bc113cf,703,,,"[31.4, 20.7]",3775587,14,True,,,1.7136521,,Left Foot,,,"[27.2, 49.9]",,Ground Pass,,29.50051,,,,,Millie Turner,31536.0,,,,,,Free Kick,1,From Free Kick,Hayley Ladd,19501.0,Left Defensive Midfield,33,Manchester United,1475,['0581436d-da8b-45a2-8e06-94b66f5b5ba3'],58,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:58.383,Pass,
,,,,,,,,,,,,,,,,,,3.294264,,,,,,,,,,,,,66023dad-3318-4883-9b49-ace000a079a5,705,,,"[27.4, 49.5]",3775587,15,True,,,-1.7750505,,Left Foot,,,"[24.5, 35.5]",,Ground Pass,,14.297202,,,,,Mary Alexandra Earps,31538.0,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,33,Manchester United,1475,['c4f4d648-2f8a-4ecc-89c8-98c8b06a65d7'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:08.087,Pass,
,,,,,,,,,,,,,,,,,,2.656752,,,,,,,,,,,,,2d62ed01-ec5f-42ae-8c47-23b07f874bd2,707,,,"[24.5, 35.5]",3775587,15,,,,0.66836965,,Right Foot,,,"[64.9, 67.4]",,High Pass,,51.475918,,,,,Kirsty Smith,10196.0,,,,,,,1,From Free Kick,Mary Alexandra Earps,31538.0,Goalkeeper,33,Manchester United,1475,['95edab45-e8ad-4c61-a25c-d73b67c80c70'],12,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:12.778,Pass,
,,,,,,,,,,,,,,,,,,0.973335,,,,,,,,,,,,,b9632570-26ff-467a-b03b-d45b25a4a093,710,,,"[64.7, 60.5]",3775587,15,,,,3.0717065,,Right Foot,,,"[54.7, 61.2]",,Ground Pass,,10.02447,,,,,Katie Zelem,31540.0,,,,,,,1,From Free Kick,Kirsty Smith,10196.0,Right Back,33,Manchester United,1475,['69ec73c7-da03-4767-8895-4048aa759214'],17,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:17.149,Pass,
,,,,,,,,,,,,,,,,,,4.502234,,,,,,,,,,,,,eb98d9d8-8e31-4cd5-9748-95d73e0f27da,713,,,"[55.1, 64.5]",3775587,15,,,,0.14955974,,Right Foot,,,"[106.2, 72.2]",,Ground Pass,,51.67688,,,Incomplete,,Ella Toone,31534.0,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Right Defensive Midfield,33,Manchester United,1475,"['17762bd4-ce4a-4028-acb8-3d742631739c', 'f32fdbfe-80b2-4ff5-906f-481d743c0f42']",19,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:19.657,Pass,
,,,,,,,,,,,,,,,,,,2.391188,,,,,,,,,,,,,17762bd4-ce4a-4028-acb8-3d742631739c,716,,,"[13.9, 7.9]",3775587,15,,,,2.1559088,,Right Foot,,,"[3.3, 23.9]",,Ground Pass,,19.192707,,,,,Alexandra MacIver,34360.0,,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Back,34,Everton LFC,967,"['1325efdd-b1d4-4d06-af00-06f430d65284', '4aee9029-d8c6-4f96-a69a-92e4568be7cb', 'eb98d9d8-8e31-4cd5-9748-95d73e0f27da']",24,,,,,,,,,,,,,,,,,,Everton LFC,967,00:15:24.159,Pass,True
,,,,,,,,,,,,,,,,,,1.215952,,,,,,,,,,,,,f5084b74-7b0c-4fb4-a6ef-a6f2b4e38a4e,719,,,"[4.4, 23.9]",3775587,15,,,,-0.99602044,,Right Foot,,,"[15.8, 6.3]",,Low Pass,,20.969501,,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,34,Everton LFC,967,['a1d53b7a-20b9-477c-8d3b-ade6ea9e069c'],27,,,,,,,,,,,,,,,,,,Everton LFC,967,00:15:27.351,Pass,
,,,,,,,,,,,,,,,,,,1.656507,,,,,,,,,,,,,75de7562-b70c-4138-bfb0-44f25a2b28cb,722,,,"[15.8, 6.3]",3775587,15,,,,0.25624868,,Left Foot,,,"[38.7, 12.3]",,Ground Pass,,23.672981,,,,,Lucy Hope,16386.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,34,Everton LFC,967,['1f178491-99f1-46c5-9753-5e0e1258c1fd'],30,,,,,,,,,,,,,,,,,,Everton LFC,967,00:15:30.080,Pass,
,,,,,,,,,,,,,,,,,,0.748644,,,,,,,,,,,,,4ac359d1-bc47-4e71-90ea-d8c73833ddc3,726,,,"[32.0, 9.2]",3775587,15,,,,2.7098975,,Right Foot,,,"[23.1, 13.3]",,Ground Pass,,9.79898,,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Lucy Hope,16386.0,Left Center Midfield,34,Everton LFC,967,['f476422c-510c-4566-8321-c636ff03b6e1'],33,,,,,,,,,,,,,,,,,,Everton LFC,967,00:15:33.445,Pass,
,,,,,,,,,,,,,,,,,,2.20953,,,,,,,,,,,,,c98e80ce-0f99-4f4b-9b30-ffd6c8c20284,729,,,"[23.1, 13.3]",3775587,15,,,,0.15874575,,Left Foot,,,"[66.2, 20.2]",,High Pass,,43.648827,,,Incomplete,,Valérie Gauvin,25442.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,34,Everton LFC,967,"['996ce937-354c-486b-9aa8-7c7f3cca74fb', 'b18d14f3-0007-42c2-a010-acda5de68b11']",34,,,,,,,,,,,,,,,,,,Everton LFC,967,00:15:34.240,Pass,
,,,,,,,,,,,,,,,,,,0.766479,,,,,,,,,,,,,b18d14f3-0007-42c2-a010-acda5de68b11,731,,,"[53.9, 59.9]",3775587,15,,,,-0.53439546,,Head,,,"[63.7, 54.1]",,High Pass,,11.3877125,,,,,Hayley Ladd,19501.0,,,,,,Interception,1,Regular Play,Amy Turner,31533.0,Right Center Back,34,Everton LFC,967,"['a8170ab2-f6b5-4b2b-9ccc-167a55856f43', 'c98e80ce-0f99-4f4b-9b30-ffd6c8c20284']",36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:36.450,Pass,
,,,,,,,,,,,,,,,,,,1.033376,,,,,,,,,,,,,679c570c-a375-43e1-8e91-ca640211961d,740,,,"[68.7, 27.3]",3775587,15,,,,0.7623843,,Right Foot,,,"[88.7, 46.4]",,Ground Pass,,27.6552,,,Incomplete,,Hayley Emma Raso,6818.0,,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Right Center Midfield,34,Everton LFC,967,"['377f46ab-c36b-44fb-b98e-bb69ccf5f7df', 'c1da6416-8d62-4266-9629-9f8f3f696d66']",41,,,,,,,,,,,,,,,,,,Everton LFC,967,00:15:41.753,Pass,
,,,,,,,,,,,,,,,,,,1.239573,,,,,,,,,,,,,ac25379e-140e-4a9b-8649-76365b46f6e9,744,,,"[46.4, 23.7]",3775587,15,,,,0.6435011,,Left Foot,,,"[56.0, 30.9]",,Ground Pass,,12.0,,,,,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Left Back,35,Manchester United,1475,['05f1dbb5-4fd9-43c6-b7fe-828f20ba34e6'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:45.721,Pass,
,,,,,,,,,,,,,,,,,,1.273574,,,,,,,,,,,,,3b160ce5-cf2c-4179-83eb-7659cdef7e32,748,,,"[57.2, 31.0]",3775587,15,,,,-1.8699943,,Right Foot,,,"[51.0, 10.9]",,Ground Pass,,21.034496,,,,,Hayley Ladd,19501.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Attacking Midfield,35,Manchester United,1475,"['d726cb8d-1048-4e66-b5a8-0a50ccc998ae', 'e829ac86-971b-4c14-8757-d859b4468526']",47,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:47.001,Pass,True
,,,,,,,,,,,,,,,,,,1.398853,,,,,,,,,,,,,f26abb78-7af7-4615-bf50-bfc218dbbea9,751,,,"[62.8, 11.2]",3775587,15,,,,-0.6293733,,Right Foot,,,"[73.1, 3.7]",,Ground Pass,,12.741272,,,,,Leah Galton,31539.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Left Defensive Midfield,35,Manchester United,1475,['16ed4440-00b0-4edd-82d0-feb98cabedda'],50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:50.368,Pass,
,,,,,,,,,,,,,,,,,,3.271083,,,,,,,,,,,,,956316cf-fda0-46c4-b46b-9fc0ee8e17ae,754,,,"[75.5, 3.7]",3775587,15,,,,2.8699672,,Right Foot,,,"[29.9, 16.4]",,Ground Pass,,47.335506,,,,,Millie Turner,31536.0,,,,,,,1,Regular Play,Leah Galton,31539.0,Left Wing,35,Manchester United,1475,['746412c7-e373-4573-92a0-4c8a3ac77450'],53,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:53.156,Pass,
,,,,,,,,,,,,,,,,,,2.652174,,,,,,,,,,,,,b7546a69-f46e-4cc9-a683-e16e256e7e38,758,,,"[30.8, 16.2]",3775587,15,,,,1.5157795,,Right Foot,,,"[32.7, 50.7]",,Ground Pass,,34.55228,,,,,Amy Turner,31533.0,,,,,,,1,Regular Play,Millie Turner,31536.0,Left Center Back,35,Manchester United,1475,"['7e8f6682-317b-4e42-a8c4-85350bf22253', 'dc962ac4-2ccd-4c63-90c4-895c36546f97']",56,,,,,,,,,,,,,,,,,,Manchester United,1475,00:15:56.467,Pass,True
,,,,,,,,,,,,,,,,,,1.807013,,,,,,,,,,,,,e7b4aa4c-b261-4b59-a31a-4e316c651011,761,,,"[51.4, 56.6]",3775587,16,,,,0.3319197,,Right Foot,,,"[95.5, 71.8]",,Low Pass,,46.646008,,,,,Kirsty Smith,10196.0,,,,,,,1,Regular Play,Amy Turner,31533.0,Right Center Back,35,Manchester United,1475,['88fa0ddd-52f4-4f5b-a609-a345fb248ff1'],4,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:04.259,Pass,
,,,,,,,,,,,,,,,,,,1.134288,,,,,,,,,,,,,23b90c56-f876-433e-be5b-970e8d147fbc,764,,,"[100.6, 70.7]",3775587,16,,,,-2.0246403,,Right Foot,,,"[92.6, 54.3]",,Ground Pass,,18.247192,,,,,Ella Toone,31534.0,,,,,,,1,Regular Play,Kirsty Smith,10196.0,Right Back,35,Manchester United,1475,['b630c2ea-61e7-4d9b-a5e9-c16ba86d1b3a'],7,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:07.461,Pass,
,,,,,,,,,,,,,,,,,,1.458106,,,,,,,,,,,,,437f83bf-2f4b-4d12-8fe9-889b05c15d39,767,,,"[97.2, 60.5]",3775587,16,,,,-1.5078874,,Right Foot,,,"[98.0, 47.8]",,Ground Pass,,12.725172,,,,,Christen Annemarie Press,6817.0,,,,,,,1,Regular Play,Ella Toone,31534.0,Right Wing,35,Manchester United,1475,['526275d9-88fc-4226-811e-94daa1dcad39'],11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:11.439,Pass,
,,,,,,,,,,,,,,,,,,0.626891,,,,,,,,,,,,,299f6ee4-0a6e-46c4-9512-2aaccfe87b20,770,,,"[99.5, 47.8]",3775587,16,,,,2.7367008,,Right Foot,,,"[91.8, 51.1]",,Ground Pass,,8.377351,,,,,Katie Zelem,31540.0,,,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Center Forward,35,Manchester United,1475,['0cbd45ec-2592-4655-b978-1ccde58bcb92'],12,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:12.937,Pass,
,,,,,,,,,,,,,,,,,,1.030476,,,,,,,,,,,,,ee840bc5-ec2c-47c5-8a94-f19de27cbc40,773,,,"[91.8, 51.1]",3775587,16,,,,-0.13992468,,Left Foot,,,"[106.0, 49.1]",,Ground Pass,,14.340154,,,,,Kirsty Smith,10196.0,,,,,,,1,Regular Play,Katie Zelem,31540.0,Right Defensive Midfield,35,Manchester United,1475,['760fae15-0f81-41df-8ab4-49bdebb307fa'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:13.604,Pass,
,,,,,,,,,,,,,,,,,,0.122679,,,,,,,,,,,,,730e2237-4438-4db9-bc5a-322f118034f5,777,,,"[104.7, 47.2]",3775587,16,,,,-1.19029,,Right Foot,,,"[105.7, 44.7]",,Ground Pass,,2.6925824,,,Incomplete,,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Kirsty Smith,10196.0,Right Back,35,Manchester United,1475,"['2f6c1e67-f53e-46dd-87e6-e7fe3ba0f00c', '8d7c1773-0c7c-4dd6-a5c0-0a348f4e496c', 'bc101b87-4835-402f-aa55-8aeee83b1252']",14,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:14.654,Pass,True
,,,,,,,,,,,,,,,,,,1.022202,,,,,,,,,,,,,93caaf5e-83ed-43c5-b08e-850363981313,789,,,"[100.5, 0.1]",3775587,16,,,,1.8700427,,,,,"[97.6, 9.5]",,Low Pass,,9.837174,,,,,Katie Zelem,31540.0,,,,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Left Back,36,Manchester United,1475,['8eff224b-60a8-4a1d-ae9d-dfba62d74052'],34,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:34.635,Pass,
,,,,,,,,,,,,,,,,,,1.770739,,,,,,,,,,,,,9db84cdb-1277-47f4-ae62-c0a32cb3f76a,793,,,"[97.2, 7.6]",3775587,16,,,,-0.34760687,,Left Foot,,,"[104.1, 5.1]",,Ground Pass,,7.3389373,,,,,Leah Galton,31539.0,,,,,,,1,From Throw In,Katie Zelem,31540.0,Right Defensive Midfield,36,Manchester United,1475,['4f7877de-7820-42e6-bf37-b660da196adf'],36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:16:36.529,Pass,
,,,,,,,,,,,,,,,,,,0.588999,,,,,,,,,,,,,ddfe377f-635e-4219-bcea-551e2f347471,798,,,"[23.5, 80.0]",3775587,16,True,,,-0.26371184,,,,,"[33.5, 77.3]",,Low Pass,,10.3580885,,,,,Hayley Emma Raso,6818.0,,,,,,Throw-in,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,37,Everton LFC,967,['ddbdfb09-7897-489c-ba1c-0c7b266e2091'],58,,,,,,,,,,,,,,,,,,Everton LFC,967,00:16:58.462,Pass,
,,,,,,,,,,,,,,,,,,1.657485,,,,,,,,,,,,,698a8036-1125-483e-82a3-dbc17d04ac30,800,,,"[33.7, 77.3]",3775587,16,True,,,3.069429,,Right Foot,,,"[25.4, 77.9]",,Ground Pass,,8.321658,,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Throw In,Hayley Emma Raso,6818.0,Right Wing,37,Everton LFC,967,['e58d0799-729b-4d0e-b07b-e8f4f9c4f018'],59,,,,,,,,,,,,,,,,,,Everton LFC,967,00:16:59.051,Pass,
