50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.722754,,,,,,,,,,,,e7232f14-c5ea-4d8c-b1e8-39c9bb878386,2314,,"[42.4, 74.9]",3775628,71,,,,,0.045653533,,Head,,,,"[62.1, 75.8]",,High Pass,,19.720547,,,,,Martha Thomas,31558.0,,,,,Recovery,2,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Center Back,147,West Ham United LFC,972,"['560aee9a-9556-41c3-baff-e13fef54c15a', 'c7213ccd-4d86-403b-b3a3-565c681e9566']",47,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:26:47.980,Pass,True
,,,,,,,,,,,,,,,,,2.717579,,,,,,,,,,,,735e7be6-04c5-4b3b-9384-7fb3c8ae68af,2316,,"[62.1, 75.8]",3775628,71,,,,True,-1.1374425,,,,,,"[71.4, 55.7]",,Low Pass,,22.147234,,,Incomplete,,Emily Louise van Egmond,5076.0,,,,,,2,From Throw In,Martha Thomas,31558.0,Center Forward,147,West Ham United LFC,972,"['25fee05b-5443-4357-b483-427fd287c115', '2a77a02e-205e-4f67-9b21-5a8c153d85b6', 'a8833f48-edb3-47b8-98b0-07efb4341546']",49,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:26:49.742,Pass,True
,,,,,,,,,,,,,,,,,0.69808,,,,,,,,,,,,a8833f48-edb3-47b8-98b0-07efb4341546,2319,,"[48.7, 24.4]",3775628,71,,,,,-0.6034335,,Right Foot,,,,"[56.1, 19.3]",,Ground Pass,,8.987213,,,,,Hayley Ladd,19501.0,,,,,Recovery,2,Regular Play,Maria Thorisdottir,4636.0,Right Back,148,Manchester United,1475,"['5a25022e-eeea-4915-806c-5ef9e00b3001', '735e7be6-04c5-4b3b-9384-7fb3c8ae68af']",52,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:26:52.460,Pass,
,,,,,,,,,,,,,,,,,1.909584,,,,,,,,,,,,ab8c29c1-3dac-4c6c-b0ac-a09b559d4213,2322,,"[51.6, 15.2]",3775628,71,,,,,2.8541296,,Right Foot,,,,"[40.1, 18.6]",,Ground Pass,,11.992081,,,,,Millie Turner,31536.0,,,,,,2,Regular Play,Hayley Ladd,19501.0,Left Center Midfield,148,Manchester United,1475,['18dd2dc2-830c-461f-9a19-f7e8d6875c01'],55,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:26:55.308,Pass,
,,,,,,,,,,,,,,,,,1.357496,,,,,,,,,,,,9c734f8b-ecd6-40a3-b9a7-2c9f31b918ff,2326,,"[37.7, 19.4]",3775628,71,,,,,0.5959865,,Right Foot,,,,"[49.2, 27.2]",,Ground Pass,,13.895682,,,,,Maria Thorisdottir,4636.0,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,148,Manchester United,1475,"['03826ede-cfef-47f3-a110-e486eb9a4927', '67650f42-2560-4623-b9bd-8d79584d3e59']",58,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:26:58.036,Pass,True
,,,,,,,,,,,,,,,,,1.203058,,,,,,,,,,,,d16e86c8-512d-4bbc-b3e3-1de23495856a,2329,,"[49.5, 27.3]",3775628,72,,,,,-0.43490154,,Right Foot,,,,"[62.2, 21.4]",,Ground Pass,,14.003571,,,,,Jackie Groenen,10654.0,,,,,,2,Regular Play,Maria Thorisdottir,4636.0,Right Back,148,Manchester United,1475,['20919232-e066-4fc0-87a7-ffafc3e48087'],0,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:00.115,Pass,
,,,,,,,,,,,,,,,,,1.306532,,,,,,,,,,,,acb3a46f-2837-441a-8c0e-992ad7b9e100,2332,,"[61.1, 26.5]",3775628,72,,,,,1.368255,,Right Foot,,,,"[65.7, 48.9]",,Ground Pass,,22.867445,,,,,Ella Toone,31534.0,,,,,,2,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,148,Manchester United,1475,['78f4482e-10cd-4358-a613-15e043ae13a3'],4,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:04.034,Pass,
,,,,,,,,,,,,,,,,,3.035479,,,,,,,,,,,,e10155e9-7855-40ef-bbc0-6f697a26aa52,2335,,"[70.4, 53.4]",3775628,72,,,,,0.10777746,,Right Foot,,,,"[100.9, 56.7]",,Ground Pass,,30.678005,,,Incomplete,,Maria Thorisdottir,4636.0,,,,,,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,148,Manchester United,1475,"['5554e96d-3473-42ef-8ba1-144c5c5e0bb0', 'afbc7ed6-91ac-4c64-9970-52a6346f5ceb']",6,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:06.615,Pass,
,,,,,,,,,,,,,,,,,1.685078,,,,,,,,,,,,3183700b-c8b5-4ff0-bdd9-41164bbd5b5b,2340,,"[14.4, 7.2]",3775628,72,,,,,0.29849893,,Left Foot,,,,"[48.2, 17.6]",,High Pass,,35.363823,,,Incomplete,,Emily Louise van Egmond,5076.0,,,,,,2,Regular Play,Laura Vetterlein,31556.0,Left Center Back,148,Manchester United,1475,"['30afc116-27d2-4851-a720-0aa5c4672e62', 'b629cab1-bc3f-4b31-b02d-105a7e3de2d4', 'f47ccf03-cb86-4242-a88a-740e519141a5']",11,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:11.867,Pass,True
,,,,,,,,,,,,,,,,,0.975777,,,,,,,,,,,,1669439e-d909-4db2-9676-f544ebb1c46d,2347,,"[77.4, 43.4]",3775628,72,,,,,1.4940244,,Right Foot,,,,"[77.9, 49.9]",,Ground Pass,,6.519202,,,,,Ella Toone,31534.0,,,,,,2,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,148,Manchester United,1475,['69a8f9bc-69ad-4550-9d3f-ebb78d3afe0b'],18,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:18.264,Pass,
,,,,,,,,,,,,,,,,,0.96665,,,,,,,,,,,,6ed6feb7-a4cd-4707-aeff-4f1a645c5579,2350,,"[83.8, 51.2]",3775628,72,,,,,-3.0466409,,Right Foot,,,,"[71.2, 50.0]",,Ground Pass,,12.657014,,,,,Hayley Ladd,19501.0,,,,,,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,148,Manchester United,1475,['f9e880ec-37d7-45f2-980a-519020724a37'],21,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:21.379,Pass,
,,,,,,,,,,,,,,,,,0.755006,,,,,,,,,,,,be32f28e-7080-4e25-a3f2-14434e719876,2353,,"[76.3, 49.5]",3775628,72,,,,,-1.0343609,,Right Foot,,,,"[80.7, 42.1]",,Ground Pass,,8.609298,,,,,Ella Toone,31534.0,,,,,,2,Regular Play,Hayley Ladd,19501.0,Left Center Midfield,148,Manchester United,1475,['c4cafda2-6f60-4086-8cd7-a56bb95ca108'],23,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:23.640,Pass,
,,,,,,,,,,,,,,,,,0.724919,,,,,,,,,,,,c6cd0891-9ddc-4d00-aea5-fed9a23ddf66,2359,,"[78.9, 41.0]",3775628,72,,,,,2.4433517,,Right Foot,,,,"[73.3, 45.7]",,Ground Pass,,7.3109508,,,,,Hayley Ladd,19501.0,,,,,Recovery,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,148,Manchester United,1475,"['8a783a8c-3a96-45d5-a66e-e744b4fbc3af', 'ca0cf4a5-663a-48f1-9e3b-600d4afd8afb']",26,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:26.992,Pass,True
,,,,,,,,,,,,,,,,,1.753736,,,,,,,,,,,,58bb7b62-416c-41a0-9f79-6024acc77986,2362,,"[70.4, 49.3]",3775628,72,,,,,1.3113912,,Right Foot,,,,"[77.3, 75.3]",,Ground Pass,,26.9,,,,,Maria Thorisdottir,4636.0,,,,,,2,Regular Play,Hayley Ladd,19501.0,Left Center Midfield,148,Manchester United,1475,['6a045e45-b9d1-4566-a925-96bcd9aed23d'],29,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:29.419,Pass,
,,,,,,,,,,,,,,,,,1.194551,,,,,,,,,,,,19bb9a2b-4593-4666-84e4-0a6eac553b3c,2365,,"[83.2, 75.7]",3775628,72,,,,,0.14631529,,Left Foot,,,,"[92.7, 77.1]",,Ground Pass,,9.602604,,,,,Jackie Groenen,10654.0,,,,,,2,Regular Play,Maria Thorisdottir,4636.0,Right Back,148,Manchester United,1475,['cb571c93-dc63-42ca-978e-e57d3bd7b16b'],32,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:32.303,Pass,
,,,,,,,,,,,,,,,,,1.389311,,,,,,,,,,,,e1c302ab-972a-45a1-aac1-cf46b5a38eca,2373,,"[111.6, 73.3]",3775628,72,,,,,-1.3538194,,Right Foot,True,,,"[118.5, 42.0]",,High Pass,,32.05152,,,Incomplete,,Christen Annemarie Press,6817.0,,,,,,2,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,148,Manchester United,1475,"['4718a1b0-55e7-4cbb-b4f9-4efb5e4ca6f1', '511abb1d-f5c5-4e63-b579-2e0d9e740158', 'c236af1c-da5c-4ee4-958a-f006bf7ca192']",36,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:36.925,Pass,True
,,,,,,,,,,,,,,,,,2.259225,,,,,,,,,,,,1790587e-9a95-4777-835e-724e7e9d94bc,2377,,"[11.3, 49.1]",3775628,72,,,,,0.7134224,,Keeper Arm,,,,"[28.4, 63.9]",,Ground Pass,,22.615261,,,,,Kenza Dali,15421.0,,,,,,2,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,149,West Ham United LFC,972,['5255616f-fa8b-4e01-8006-30bee24657e3'],40,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:40.684,Pass,
,,,,,,,,,,,,,,,,,0.979894,,,,,,,,,,,,78d1e5c9-bfc9-4a57-8343-68fb81152cf7,2380,,"[31.8, 68.1]",3775628,72,,,True,,1.2464617,,Right Foot,,,,"[35.7, 79.7]",,Ground Pass,,12.238055,,,Injury Clearance,,,,,,,,,2,Regular Play,Kenza Dali,15421.0,Right Attacking Midfield,149,West Ham United LFC,972,,43,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:43.952,Pass,
,,,,,,,,,,,,,,,,,3.543854,,,,,,,,,,,,f9c47e31-7ba2-4e0b-b063-a0056a742d52,2384,,"[78.7, 0.1]",3775628,75,,,,,0.7675429,,,,,,"[107.2, 27.6]",,Low Pass,,39.604294,,,Injury Clearance,,,,,,,,Throw-in,2,From Throw In,Martha Harris,32618.0,Left Back,150,Manchester United,1475,,4,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:30:04.796,Pass,
,,,,,,,,,,,,,,,,,2.726566,,,,,,,,,,,,ed0e70ca-998f-4774-8b2c-a4f93773b5da,2387,,"[16.4, 52.5]",3775628,75,,,,,-0.32115284,,Drop Kick,,,,"[66.6, 35.8]",,High Pass,,52.904915,,,Incomplete,,,,,,,,,2,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,151,West Ham United LFC,972,['3c27eb60-fa10-47ec-ad51-ab0a59193ef1'],16,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:16.610,Pass,
,,,,,,,,,,,,,,,,,0.143571,,,,,,,,,,,,0f1135cf-f59b-499e-a92c-f092fe7c7a57,2392,,"[62.7, 2.5]",3775628,75,,,,,-0.28605145,,Left Foot,,,,"[64.4, 2.0]",,Low Pass,,1.7720045,,,Incomplete,,Emily Louise van Egmond,5076.0,,,,,,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,151,West Ham United LFC,972,"['53bed9bb-f430-4da9-a5a1-d9bb9748b398', '97bff322-a145-4975-8f4a-fd7f1dd910d1']",25,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:25.301,Pass,
,,,,,,,,,,,,,,,,,1.168392,,,,,,,,,,,,fc357700-1869-4e51-b9bc-0213898e4baa,2395,,"[77.8, 0.1]",3775628,75,,,,,0.44012254,,,,,,"[95.0, 8.2]",,High Pass,,19.011839,,,,,Martha Thomas,31558.0,,,,,Throw-in,2,From Throw In,Kate Longhurst,18147.0,Right Center Midfield,152,West Ham United LFC,972,['3ae85240-01a8-4ca1-8eef-7c6d18bd8e8a'],41,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:41.427,Pass,
,,,,,,,,,,,,,,,,,1.061975,,,,,,,,,,,,2167cbc7-772f-447b-924b-a403119c5fbc,2400,,"[92.2, 7.9]",3775628,75,,,,,-2.825854,,Right Foot,,,,"[77.2, 3.0]",,Ground Pass,,15.78005,,,,,Kate Longhurst,18147.0,,,,,,2,From Throw In,Martha Thomas,31558.0,Center Forward,152,West Ham United LFC,972,"['b2745714-093f-467d-a25c-fc0c02253006', 'fb107328-f79b-473c-96cc-1f5b95d8dde5']",43,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:43.977,Pass,True
,,,,,,,,,,,,,,,,,0.057545,,,,,,,,,,,,c60d535c-c733-4b75-bd6b-fc680f44d212,2405,,"[84.3, 3.0]",3775628,75,,,,,0.34302393,,Left Foot,,,,"[85.7, 3.5]",,Ground Pass,,1.4866068,,,Incomplete,,Martha Thomas,31558.0,,,,,,2,From Throw In,Kate Longhurst,18147.0,Right Center Midfield,152,West Ham United LFC,972,"['4ac37f26-a642-4585-81b4-752aaa7b9e68', '52f9487b-e148-4785-ac3f-5f8bc306b044', '663fdd83-7873-4379-8f1c-3e68f857b8ba']",47,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:47.055,Pass,True
,,,,,,,,,,,,,,,,,1.45632,,,,,,,,,,,,735f3d7c-4bea-4def-8da8-7af657bede31,2410,,"[36.4, 75.9]",3775628,75,,,,,-0.4636476,,Right Foot,,,,"[50.2, 69.0]",,Ground Pass,,15.428869,,,,,Christen Annemarie Press,6817.0,,,,,,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,153,Manchester United,1475,['c7071662-bc3c-4ed1-87a2-05a8ef33e4bc'],49,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:30:49.037,Pass,
,,,,,,,,,,,,,,,,,1.124116,,,,,,,,,,,,b3a34846-4a1d-4ece-8cd5-e3919f66cf3f,2413,,"[49.8, 69.7]",3775628,75,,,,,0.7998899,,Right Foot,,,,"[56.6, 76.7]",,Ground Pass,,9.759098,,,,,Kirsty Hanson,31532.0,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,153,Manchester United,1475,['3d7f6110-e998-4bb6-9fca-b7d471199a5d'],50,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:30:50.928,Pass,
,,,,,,,,,,,,,,,,,2.993354,,,,,,,,,,,,dd5d86dd-9f68-47a5-b575-43228e708bfc,2420,,"[70.4, 74.9]",3775628,77,,,,,-1.9416876,,Right Foot,,,,"[57.1, 40.7]",,Ground Pass,,36.695095,,,,,Millie Turner,31536.0,,,,,Free Kick,2,From Free Kick,Maria Thorisdottir,4636.0,Right Back,154,Manchester United,1475,['df789585-620b-450e-b8ac-0d5ac623eae5'],38,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:32:38.333,Pass,
,,,,,,,,,,,,,,,,,2.597406,,,,,,,,,,,,0fae1aca-b355-40c1-ad63-c08eb6058b41,2423,,"[62.5, 38.9]",3775628,77,,,,,-1.1697147,,Right Foot,,,,"[77.3, 4.0]",,Ground Pass,,37.908443,,,,,Martha Harris,32618.0,,,,,,2,From Free Kick,Millie Turner,31536.0,Left Center Back,154,Manchester United,1475,['46df9697-7b49-4407-b669-89c33221cb0a'],42,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:32:42.324,Pass,
,,,,,,,,,,,,,,,,,1.401648,,,,,,,,,,,,4ef517bf-29cf-4ed9-8a73-827c5b729d6d,2426,,"[77.3, 4.8]",3775628,77,,,,,2.782158,,Right Foot,,,,"[60.8, 11.0]",,Ground Pass,,17.6264,,,,,Millie Turner,31536.0,,,,,,2,From Free Kick,Martha Harris,32618.0,Left Back,154,Manchester United,1475,['414cc820-efe0-448b-b065-ac181603bc5d'],48,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:32:48.109,Pass,
,,,,,,,,,,,,,,,,,2.140015,,,,,,,,,,,,9eab3772-c729-43a2-934b-ee4a2498c2ba,2429,,"[63.5, 11.1]",3775628,77,,,,,-0.29941523,,Right Foot,,,,"[86.5, 4.0]",,Ground Pass,,24.070936,,,Pass Offside,,Lauren James,31531.0,,,,,,2,From Free Kick,Millie Turner,31536.0,Left Center Back,154,Manchester United,1475,['f95d3df4-df13-49a3-bd4e-880c0652bb2a'],51,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:32:51.738,Pass,
,,,,,,,,,,,,,,,,,2.66988,,,,,,,,,,,,643cabbc-d578-4eb0-9abb-a38d87e985e3,2431,,"[32.5, 68.4]",3775628,78,,,,,-0.38907865,,Right Foot,,,,"[78.6, 49.5]",,High Pass,,49.82389,,,Incomplete,,Dagný Brynjarsdóttir,10124.0,,,,,Free Kick,2,From Free Kick,Courtney Brosnan,31555.0,Goalkeeper,155,West Ham United LFC,972,"['91165b61-6789-4fa1-a3ba-d2879661de7d', '9b1f0fb4-01b0-42a7-a50d-4af54783ca6a']",18,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:33:18.871,Pass,
,,,,,,,,,,,,,,,,,0.918011,,,,,,,,,,,,2aab0942-4dc7-4b17-8b81-655ca249bb10,2437,,"[48.4, 15.2]",3775628,78,,,,,-2.3686938,,Right Foot,,,,"[40.3, 7.3]",,Ground Pass,,11.314592,,,,,Martha Harris,32618.0,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,156,Manchester United,1475,['6d156aeb-ae54-4189-b427-cd3baa64f5ba'],25,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:25.324,Pass,
,,,,,,,,,,,,,,,,,3.12116,,,,,,,,,,,,5896d1c8-2559-4b15-9bff-8a0af35a309a,2440,,"[36.1, 7.0]",3775628,78,,,,,2.4863193,,Right Foot,,,,"[13.2, 24.6]",,Ground Pass,,28.882002,,,,,Millie Turner,31536.0,,,,,,2,Regular Play,Martha Harris,32618.0,Left Back,156,Manchester United,1475,['07d82360-026d-4389-9d9f-4739666c4794'],27,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:27.221,Pass,
,,,,,,,,,,,,,,,,,2.721553,,,,,,,,,,,,5a064133-db20-4ef7-8aab-5c411839c7b7,2443,,"[12.4, 30.0]",3775628,78,,,,,1.1654295,,Right Foot,,,,"[23.3, 55.4]",,Ground Pass,,27.640007,,,,,Amy Turner,31533.0,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,156,Manchester United,1475,['baafa379-1ee2-4f09-9488-583fe4fa73a2'],31,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:31.860,Pass,
,,,,,,,,,,,,,,,,,0.94844,,,,,,,,,,,,107898e1-1755-400b-9cb2-411dcdcad1b9,2446,,"[31.0, 57.8]",3775628,78,,,,,-0.8508782,,Right Foot,,,,"[36.7, 51.3]",,Ground Pass,,8.64523,,,,,Hayley Ladd,19501.0,,,,,,2,Regular Play,Amy Turner,31533.0,Right Center Back,156,Manchester United,1475,['b9aceea8-0148-42a1-a094-ff61b405d3b5'],37,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:37.207,Pass,
,,,,,,,,,,,,,,,,,2.130006,,,,,,,,,,,,3dcccd42-ed0b-4343-979c-a7d222b7c0fe,2449,,"[41.9, 45.7]",3775628,78,,,,,-2.0223963,,Right Foot,,,,"[33.8, 29.0]",,Ground Pass,,18.56071,,,,,Millie Turner,31536.0,,,,,,2,Regular Play,Hayley Ladd,19501.0,Left Center Midfield,156,Manchester United,1475,['c66bf026-1870-4e46-893d-06e9ce7d62de'],41,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:41.477,Pass,
,,,,,,,,,,,,,,,,,3.009432,,,,,,,,,,,,77715acd-2cad-483b-84fa-e46cc032b339,2452,,"[36.1, 29.0]",3775628,78,,,,,1.2135277,,Left Foot,,,,"[47.0, 58.2]",,Ground Pass,,31.168093,,,,,Ella Toone,31534.0,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,156,Manchester United,1475,['fa364810-28b4-4d68-adf6-d6087c8bab48'],45,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:45.090,Pass,
,,,,,,,,,,,,,,,,,1.953163,,,,,,,,,,,,9a3110ab-e020-4d21-8b77-6a7805ab45d9,2455,,"[50.2, 60.9]",3775628,78,,,,,0.8547313,,Right Foot,,,,"[63.6, 76.3]",,Ground Pass,,20.413721,,,,,Maria Thorisdottir,4636.0,,,,,,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,156,Manchester United,1475,['4aa9516b-9660-4641-b6e1-b8c8472a3e11'],49,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:49.803,Pass,
,,,,,,,,,,,,,,,,,2.040959,,,,,,,,,,,,c2975a13-c668-4328-851a-af3cd9a64a7a,2463,,"[70.8, 74.0]",3775628,78,,,,,0.13682096,,Left Foot,,,,"[84.6, 75.9]",,Ground Pass,,13.930183,,,,,Kirsty Hanson,31532.0,,,,,,2,Regular Play,Maria Thorisdottir,4636.0,Right Back,156,Manchester United,1475,"['118762ff-6973-475a-abf4-401d11fedae7', 'd7703931-b381-42f9-b11f-45c0772d1f51']",53,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:53.687,Pass,True
,,,,,,,,,,,,,,,,,1.272206,,,,,,,,,,,,ea4b3760-41f9-4f44-97a9-a748d151ef97,2467,,"[85.3, 77.1]",3775628,78,,,,,-2.625362,,Left Foot,,,,"[70.5, 68.7]",,Ground Pass,,17.017637,,,,,Ella Toone,31534.0,,,,,,2,Regular Play,Kirsty Hanson,31532.0,Right Wing,156,Manchester United,1475,['7943fcdf-84d5-410d-a3d5-6cb9afb9e275'],57,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:57.287,Pass,
,,,,,,,,,,,,,,,,,1.014704,,,,,,,,,,,,aa063590-1682-4401-9bf9-69374a4bc8d9,2470,,"[70.4, 67.4]",3775628,78,,,,,-1.5232133,,Right Foot,,,,"[71.0, 54.8]",,Ground Pass,,12.614278,,,,,Hayley Ladd,19501.0,,,,,,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,156,Manchester United,1475,['dee126a5-bf4c-481b-87c6-5571620ba0e2'],59,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:33:59.488,Pass,
,,,,,,,,,,,,,,,,,2.507475,,,,,,,,,,,,97ffb49a-f7af-48b1-8ee4-abcddd5513b2,2473,,"[70.0, 51.3]",3775628,79,,,,,-1.1255355,,Left Foot,,,,"[92.0, 5.2]",,High Pass,,51.080425,,,,,Lauren James,31531.0,,True,,,,2,Regular Play,Hayley Ladd,19501.0,Left Center Midfield,156,Manchester United,1475,['00325204-fb3f-4729-855e-032d3604f2b8'],2,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:02.388,Pass,
,,,,,,,,,,,,,,,,,0.774874,,,,,,,,,,,,03b54460-2486-4dd3-ba5d-91fa616a340e,2481,,"[92.1, 0.1]",3775628,79,,True,,,2.1096158,,,,,,"[86.6, 9.3]",,Low Pass,,10.718676,,,,,Christen Annemarie Press,6817.0,,,,,Throw-in,2,From Throw In,Martha Harris,32618.0,Left Back,157,Manchester United,1475,['c479ed6d-0381-4f91-84d8-93bfa8129346'],20,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:20.458,Pass,
,,,,,,,,,,,,,,,,,1.762282,,,,,,,,,,,,692d0a13-61e9-4270-9eb7-5a780b216cb7,2483,,"[85.6, 5.5]",3775628,79,,,,,3.1299653,,Right Foot,,,,"[77.0, 5.6]",,Ground Pass,,8.600581,,,,,Millie Turner,31536.0,,,,,,2,From Throw In,Christen Annemarie Press,6817.0,Center Forward,157,Manchester United,1475,['64977903-0d33-4a1e-941a-e933afab9821'],22,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:22.518,Pass,
,,,,,,,,,,,,,,,,,1.118234,,,,,,,,,,,,883a9528-63b5-415d-bf01-676814e890d7,2486,,"[77.0, 5.6]",3775628,79,,,,,1.5346675,,Left Foot,,,,"[77.3, 13.9]",,Ground Pass,,8.30542,,,,,Hayley Ladd,19501.0,,,,,,2,From Throw In,Millie Turner,31536.0,Left Center Back,157,Manchester United,1475,['51643d42-9d0e-4ee5-9654-6d1feca1438d'],25,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:25.141,Pass,
,,,,,,,,,,,,,,,,,2.007096,,,,,,,,,,,,19714c59-c5c6-4344-9f98-55b5b8a147b8,2489,,"[75.2, 14.8]",3775628,79,,,,,1.750882,,Right Foot,,,,"[68.3, 52.7]",,Ground Pass,,38.52298,,,,,Amy Turner,31533.0,,,,,,2,From Throw In,Hayley Ladd,19501.0,Left Center Midfield,157,Manchester United,1475,['5355cc17-452c-4302-9785-542a32c96a21'],27,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:27.189,Pass,
,,,,,,,,,,,,,,,,,1.937502,,,,,,,,,,,,92860013-e5f5-41a6-be46-9ff6b9a8611a,2492,,"[70.1, 56.4]",3775628,79,,,,,0.9500569,,Right Foot,,,,"[83.9, 75.7]",,Ground Pass,,23.726147,,,,,Maria Thorisdottir,4636.0,,,,,,2,From Throw In,Amy Turner,31533.0,Right Center Back,157,Manchester United,1475,['4741d082-daff-4d03-a040-eb1a2519ebcb'],30,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:30.265,Pass,
,,,,,,,,,,,,,,,,,2.551577,,,,,,,,,,,,84e985c9-3293-4cdd-9988-5275536cc6f9,2495,,"[85.2, 76.1]",3775628,79,,,,,-0.03407771,,Right Foot,,,,"[111.6, 75.2]",,Ground Pass,,26.415337,,,,,Kirsty Hanson,31532.0,,,,,,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,157,Manchester United,1475,['6df634a2-2d9b-4b35-ba69-6b9b3d1d928b'],32,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:34:32.651,Pass,
