50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.36533,,,,,,,,,,,,,,febef43a-6644-43d0-bba0-9743e6265dbe,17,,,"[57.4, 36.6]",3775618,0,,,,,-0.94437575,,Right Foot,,,,"[82.8, 1.5]",,Low Pass,,43.32632,,,,Emma Mukandi,18998.0,,,,,,Recovery,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['77bb5f49-3a13-466f-9b85-ac64e7921633'],14,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:14.967,Pass,
,,,,,,,,,,,,,,,,,,0.788664,,,,,,,,,,,,,,0e9f5490-81ab-4950-a18c-277d1363cc78,20,,,"[88.7, 2.7]",3775618,0,,,,,1.1133214,,Left Foot,,,,"[95.1, 15.7]",,Ground Pass,,14.489997,,,,Brooke Chaplen,15723.0,,,,,,,1,From Kick Off,Emma Mukandi,18998.0,Left Back,2,Reading WFC,974,['2628b3f7-afdd-48ef-9bba-32d45a2a7859'],19,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:19.900,Pass,
,,,,,,,,,,,,,,,,,,1.678722,,,,,,,,,,,,,,59299d9a-36ab-4be0-9107-a8daf5b6489c,27,,,"[83.2, 8.9]",3775618,0,,,,,0.86495656,,Right Foot,,,,"[103.4, 32.6]",,High Pass,,31.140488,,Incomplete,,,,,,,,,,1,From Kick Off,Ga-Eul Jeon,35407.0,Left Center Midfield,2,Reading WFC,974,['8c285b37-e61f-4d1b-8a0a-d6a3c3e61019'],25,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:25.172,Pass,
,,,,,,,,,,,,,,,,,,2.321903,,,,,,,,,,,,,,8c285b37-e61f-4d1b-8a0a-d6a3c3e61019,29,,,"[16.7, 47.5]",3775618,0,,,,True,0.39637807,,,,,,"[48.0, 60.6]",,High Pass,,33.930813,,Incomplete,,Claudia Walker,15580.0,,,,,,Recovery,1,From Kick Off,Georgia Brougham,15574.0,Right Center Back,2,Reading WFC,974,"['1888bed8-3468-4f27-89ce-3473532ef0fe', '5586f854-b83c-4b41-82ac-be7ec532f9a0', '59299d9a-36ab-4be0-9107-a8daf5b6489c', '939869cb-86dd-4bac-88d7-e63572757f4e']",26,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:26.851,Pass,True
,,,,,,,,,,,,,,,,,,1.797724,,,,,,,,,,,,,,5586f854-b83c-4b41-82ac-be7ec532f9a0,32,,,"[72.1, 19.5]",3775618,0,,,,,-1.3909428,,Head,,,,"[74.9, 4.1]",,High Pass,,15.652476,,,,Ga-Eul Jeon,35407.0,,,,,,Recovery,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,"['8c285b37-e61f-4d1b-8a0a-d6a3c3e61019', '8d4ae38c-b581-43f9-8d4f-bb38795a7745', 'f3b0ece7-c64c-4816-86f2-4ca01ce4fe1f']",29,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:29.173,Pass,True
,,,,,,,,,,,,,,,,,,0.965771,,,,,,,,,,,,,,a0377829-e795-465d-a75c-d91b02effa78,35,,,"[72.8, 2.2]",3775618,0,,,,,2.8484058,,Right Foot,,,,"[56.9, 7.0]",,Ground Pass,,16.608732,,,,Molly Bartrip,21021.0,,,,,,,1,From Kick Off,Ga-Eul Jeon,35407.0,Left Center Midfield,2,Reading WFC,974,['92f28a33-474c-4c75-bb76-6b767daff540'],34,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:34.069,Pass,
,,,,,,,,,,,,,,,,,,1.904864,,,,,,,,,,,,,,aaf5ca6e-8029-4483-8208-9ec424d60303,38,,,"[56.0, 9.8]",3775618,0,,,,,1.58642,,Right Foot,,,,"[55.5, 41.8]",,Ground Pass,,32.003906,,,,Deanna Cooper,20061.0,,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['d52d5abf-2ad9-45d3-85c5-b8e04e89d5d4'],37,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:37.250,Pass,
,,,,,,,,,,,,,,,,,,2.276601,,,,,,,,,,,,,,773fabc1-925d-4496-ba5d-9383ffc5e34a,41,,,"[61.2, 42.5]",3775618,0,,,,,-1.0917145,,Right Foot,,,,"[79.9, 6.5]",,High Pass,,40.567104,,,,Emma Mukandi,18998.0,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,['54415f02-111c-4ac3-be81-2b8c6bb19855'],40,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:40.994,Pass,
,,,,,,,,,,,,,,,,,,0.870575,,,,,,,,,,,,,,a860a439-3091-43b8-b013-2e1e1f3328c2,45,,,"[77.8, 10.8]",3775618,0,,,,,1.8008825,,Right Foot,,,,"[75.2, 21.9]",,Ground Pass,,11.400438,,,,Jessica Fishlock,5016.0,,,,,,,1,From Kick Off,Emma Mukandi,18998.0,Left Back,2,Reading WFC,974,['fb75e6fd-59b1-4a8f-88ee-4e5b4caf6823'],46,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:46.811,Pass,
,,,,,,,,,,,,,,,,,,1.790989,,,,,,,,,,,,,,e531eaee-9e0a-4f30-9700-8be3d67ce4d8,48,,,"[77.8, 21.7]",3775618,0,,,,,0.06030415,,Right Foot,,,,"[104.3, 23.3]",,High Pass,,26.548258,,Incomplete,,Brooke Chaplen,15723.0,,,,,,,1,From Kick Off,Jessica Fishlock,5016.0,Center Defensive Midfield,2,Reading WFC,974,"['ccb7ef24-38d1-4937-9803-b9a2aa0b63da', 'fda414a9-ff5c-4bb3-a283-6e2c9a0fa527']",49,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.049,Pass,
,,,,,,,,,,,,,,,,,,0.780963,,,,,,,,,,,,,,be54a154-1263-41f7-bc43-f32df244f8fe,51,,,"[102.0, 20.5]",3775618,0,,,,True,2.5269296,,,,,,"[98.6, 22.9]",,High Pass,,4.1617303,,Incomplete,,Ga-Eul Jeon,35407.0,,,,,,Recovery,1,From Kick Off,Lauren Bruton,15726.0,Right Wing,2,Reading WFC,974,"['25e1f1af-dc7b-4ae1-b7ac-b5d078b6647f', '4ac5119f-121b-4f32-86bc-42499fbe2935', 'd5ecdf42-c5dc-49f7-b46b-78e880e4c598']",53,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:53.276,Pass,True
,,,,,,,,,,,,,,,,,,4.997888,,,,,,,,,,,,,,01ed50ab-b6e4-4e68-b45b-fac36a7ec0ef,63,,,"[31.2, 77.4]",3775618,1,,,,,-0.18052827,,Right Foot,,,,"[96.4, 65.5]",,High Pass,,66.27707,,Incomplete,,Jamie-Lee Napier,32169.0,,,,,,Recovery,1,From Kick Off,Harriet Scott,19592.0,Right Back,2,Reading WFC,974,"['0ca73dd4-b49f-4cfe-a4d0-3e3d1f236205', '188cdde0-673a-49d9-bc43-8a84adc2dd92', 'ebf14111-b302-4572-9c00-52558f748e05']",4,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:04.385,Pass,True
,,,,,,,,,,,,,,,,,,3.82164,,,,,,,,,,,,,,ebf14111-b302-4572-9c00-52558f748e05,66,,,"[23.7, 14.6]",3775618,1,,,,,2.177629,,Right Foot,,,,"[6.9, 38.8]",,High Pass,,29.459803,,,,Grace Moloney,15719.0,,,,,,Recovery,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,"['01ed50ab-b6e4-4e68-b45b-fac36a7ec0ef', '44415642-8ee8-4d16-bcb0-047259c6e203', 'add16ba3-0dc1-4a94-936a-a2cb632666cf']",9,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:09.383,Pass,True
,,,,,,,,,,,,,,,,,,1.635946,,,,,,,,,,,,,,e0ef94aa-a786-404a-a7cf-eb891a25300c,69,,,"[9.7, 35.4]",3775618,1,,,,,-0.88312507,,Right Foot,,,,"[23.5, 18.6]",,Ground Pass,,21.741205,,,,Molly Bartrip,21021.0,,,,,,,1,From Kick Off,Grace Moloney,15719.0,Goalkeeper,2,Reading WFC,974,['b1fb885b-f61c-4449-8e9d-b5c12ddae4ae'],15,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:15.079,Pass,
,,,,,,,,,,,,,,,,,,1.252686,,,,,,,,,,,,,,36051bb1-7ac7-4f42-95c3-d2882f2e6778,72,,,"[23.7, 18.8]",3775618,1,,,,,0.8780285,,Right Foot,,,,"[32.0, 28.8]",,Ground Pass,,12.995769,,,,Jessica Fishlock,5016.0,,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['80a29e38-3b77-4376-96b6-35a25507b699'],17,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:17.499,Pass,
,,,,,,,,,,,,,,,,,,2.170348,,,,,,,,,,,,,,ae5b7732-5173-4599-8508-8d8c4793de24,75,,,"[41.5, 38.5]",3775618,1,,,,,1.1855099,,Right Foot,,,,"[48.8, 56.5]",,Ground Pass,,19.423954,,,,Deanna Cooper,20061.0,,,,,,,1,From Kick Off,Jessica Fishlock,5016.0,Center Defensive Midfield,2,Reading WFC,974,['7dcc1a88-9dab-4805-b6d7-331cb0619d8f'],22,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:22.886,Pass,
,,,,,,,,,,,,,,,,,,1.469271,,,,,,,,,,,,,,b61a1385-a904-47a1-8f61-d2cb8977e246,78,,,"[55.0, 59.6]",3775618,1,,,,,0.6419459,,Right Foot,,,,"[75.6, 75.0]",,Ground Pass,,25.720032,,,,Natasha Harding,15725.0,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,['0f9ebada-e4db-4305-ad56-e752a08ff3c6'],26,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:26.056,Pass,
,,,,,,,,,,,,,,,,,,3.784322,,,,,,,,,,,,,,5fc820fb-2582-4515-a41a-9de0c9e8dbfa,82,,,"[84.9, 70.1]",3775618,1,,,,,-0.12750956,,Right Foot,,,,"[120.0, 65.6]",,Ground Pass,,35.387287,,Out,,Lauren Bruton,15726.0,,,,,,,1,From Kick Off,Natasha Harding,15725.0,Right Back,2,Reading WFC,974,"['ae250ae6-8617-46b1-ba1b-69aebbb93ed2', 'c63ce454-0361-4e1b-93a3-e9e9bf93af23']",29,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:29.792,Pass,True
,,,,,,,,,,,,,,,,,,2.69865,,,,,,,,,,,,,,f59928e7-904b-4b47-a348-a274a2cbbb3b,84,,,"[7.0, 36.1]",3775618,2,,,,,-0.22928868,,Right Foot,,,,"[62.7, 23.1]",,High Pass,,57.19694,,,,Claudia Walker,15580.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,['daae41aa-4877-4118-b145-e3cc93d88ee3'],6,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:06.699,Pass,
,,,,,,,,,,,,,,,,,,1.430237,,,,,,,,,,,,,,0552a863-25d0-42ba-9125-bd54b6232338,89,,,"[62.4, 49.7]",3775618,2,,,,True,-0.9871605,,,,,,"[65.9, 44.4]",,High Pass,,6.351378,,,,Amalie Vevle Eikeland,26570.0,,,,,,Recovery,1,Regular Play,Jessica Fishlock,5016.0,Center Defensive Midfield,4,Reading WFC,974,"['7df09ad3-217f-41c3-b318-b9642d16cce8', '94b868d5-bbd8-4a6c-ac3c-e642b6bc999d', 'b4e4060e-a263-42fc-876f-ba9f4c94873c']",11,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:11.436,Pass,True
,,,,,,,,,,,,,,,,,,3.0025,,,,,,,,,,,,,,c1bfb6d7-e849-485c-92d5-5a959045a7be,97,,,"[46.9, 51.3]",3775618,2,,,,,-1.5707964,,Right Foot,,,,"[46.9, 18.8]",,Ground Pass,,32.5,,,,Emma Mukandi,18998.0,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,4,Reading WFC,974,['24609c5f-5884-4ae5-a487-4e3997173fcb'],15,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:15.610,Pass,
,,,,,,,,,,,,,,,,,,1.970449,,,,,,,,,,,,,,84bbd78f-54c0-4e28-a4c6-3b2b8c8f26c6,100,,,"[47.2, 21.0]",3775618,2,,,,,1.6206084,,Left Foot,,,,"[45.5, 55.1]",,Ground Pass,,34.14235,,,,Deanna Cooper,20061.0,,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,4,Reading WFC,974,['ca888ed3-95d5-450f-a4dc-ca7e0b1a3988'],19,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:19.459,Pass,
,,,,,,,,,,,,,,,,,,1.066429,,,,,,,,,,,,,,f933be49-5250-4eda-9a8c-46904597ef7b,103,,,"[52.2, 53.7]",3775618,2,,,,,-0.04647813,,Right Foot,,,,"[73.7, 52.7]",,Ground Pass,,21.523243,,,,Lauren Bruton,15726.0,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,4,Reading WFC,974,['fd2b8b66-fda1-4288-87a6-10353a017d99'],23,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:23.479,Pass,
,,,,,,,,,,,,,,,,,,1.589548,,,,,,,,,,,,,,f77734f9-dcf1-45fc-8798-19ed481117b3,107,,,"[72.8, 51.8]",3775618,2,,,,,-2.3796644,,Right Foot,,,,"[61.9, 41.4]",,Ground Pass,,15.065523,,,,Jessica Fishlock,5016.0,,,,,,,1,Regular Play,Lauren Bruton,15726.0,Right Wing,4,Reading WFC,974,"['5aacd082-8ad5-4af0-8428-5bba58247ffd', 'e15a5cd0-579c-45c0-999e-d86206d171f9']",24,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:24.585,Pass,True
,,,,,,,,,,,,,,,,,,0.900558,,,,,,,,,,,,,,334be936-c143-4738-a71b-60bfbc6046f3,110,,,"[65.9, 41.6]",3775618,2,,,,,0.1174691,,Right Foot,,,,"[82.0, 43.5]",,Ground Pass,,16.211723,,,,Amalie Vevle Eikeland,26570.0,,,,,,,1,Regular Play,Jessica Fishlock,5016.0,Center Defensive Midfield,4,Reading WFC,974,['e99ead63-5ae7-4e20-87c1-6cfbecf8f5f3'],26,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:26.977,Pass,
,,,,,,,,,,,,,,,,,,1.424188,,,,,,,,,,,,,,55946c4f-5be1-4f6a-9b38-e2a28950d94a,114,,,"[83.9, 38.3]",3775618,2,,,,,-0.8495303,,Left Foot,,,,"[94.1, 26.7]",,Ground Pass,,15.446683,,Incomplete,,Ga-Eul Jeon,35407.0,,,,,,,1,Regular Play,Amalie Vevle Eikeland,26570.0,Center Forward,4,Reading WFC,974,"['2e8ec2c2-957a-4175-aa6b-d638468da4b3', '592a8e65-7853-4116-8127-9e15d09805a4', 'aabc6d5b-a9ba-4a4e-a116-dfd6fc669c28']",29,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:29.325,Pass,True
,,,,,,,,,,,,,,,,,,0.577247,,,,,,,,,,,,,,5cd509a5-2095-481f-a311-840f4be66946,119,,,"[29.3, 50.4]",3775618,2,,,,,-0.9011574,,Right Foot,,,,"[33.1, 45.6]",,Ground Pass,,6.1220913,,,,Mollie Green,47520.0,,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,5,Birmingham City WFC,969,"['440f23d0-df1a-4306-aefa-f3cb891b3d88', '58e69579-ad17-4cd3-bb30-002d0468add0']",31,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:31.735,Pass,True
,,,,,,,,,,,,,,,,,,0.866268,,,,,,,,,,,,,,c7c6f3f7-f225-4c0c-a09f-da3580698fd9,123,,,"[32.1, 42.3]",3775618,2,,,,,-1.8205068,,Right Foot,,,,"[28.3, 27.4]",,Ground Pass,,15.376931,,,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Mollie Green,47520.0,Right Center Midfield,5,Birmingham City WFC,969,"['3f4282dc-1b9d-46e5-bd38-f4961f740d91', '45349afe-dc72-4c28-8460-e4862f85e48c']",33,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:33.018,Pass,True
,,,,,,,,,,,,,,,,,,1.788815,,,,,,,,,,,,,,44787847-5034-4db6-9c0a-7304c9d58998,126,,,"[31.4, 24.0]",3775618,2,,,,,-0.8550527,,Left Foot,,,,"[45.4, 7.9]",,Ground Pass,,21.335651,,,,Jamie-Lee Napier,32169.0,,,,,,,1,Regular Play,Rebecca Holloway,31568.0,Left Back,5,Birmingham City WFC,969,['bec7cbc6-195c-4906-93ea-a2adecbf72cc'],35,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:35.606,Pass,
,,,,,,,,,,,,,,,,,,1.747249,,,,,,,,,,,,,,5b7563d1-937b-4c58-a7d6-78fd600c66af,129,,,"[46.1, 7.9]",3775618,2,,,,,3.0523565,,Right Foot,,,,"[27.1, 9.6]",,Ground Pass,,19.075901,,,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Jamie-Lee Napier,32169.0,Left Midfield,5,Birmingham City WFC,969,['4757d498-ecb3-452b-8a1f-2365600433e5'],37,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:37.986,Pass,
