50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,True,,,,,,0.656034,,,,,,,,,,,,,cdd97728-f0a7-4a1e-a63f-121b000fa92f,17,,,"[45.6, 57.2]",3775595,0,,,,0.7364178,,Right Foot,,,,"[56.3, 66.9]",,Low Pass,,14.442299,,,,Kayleigh Green,16400.0,,,,,Interception,1,Regular Play,Maya Le Tissier,22337.0,Right Center Back,3,Brighton & Hove Albion WFC,965,"['10b1a5d0-dbf1-4601-a84e-b9c6f46cb529', 'e9fda753-da88-4047-aab2-ac9db3d95b36']",13,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:13.398,Pass,
,,,,,,,,,,,,,,,,,,,0.406078,,,,,,,,,,,,,713df1c9-c618-4f66-9550-79a913c4534f,20,,,"[56.3, 66.9]",3775595,0,,,,-1.0209432,,Right Foot,,,,"[58.2, 63.8]",,Low Pass,,3.6359317,,Incomplete,,Aileen Whelan,16374.0,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Back,3,Brighton & Hove Albion WFC,965,"['695c8a57-7238-4f98-aebd-7db1e576a61b', 'd0732d8c-ade6-4df6-a401-12bc05ddb66c']",14,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:14.194,Pass,
,,,,,,,,,,,,,,,,,,,2.193174,,,,,,,,,,,,,b654f0f8-4c66-44c4-b9cd-129c8af64c4b,27,,,"[54.0, 60.5]",3775595,0,,,,-0.68693084,,Right Foot,,,,"[85.7, 34.5]",,High Pass,,40.998657,,,,Ellie Brazil,16393.0,,,,,Free Kick,1,From Free Kick,Maya Le Tissier,22337.0,Right Center Back,4,Brighton & Hove Albion WFC,965,['602a42e5-8ae8-4b04-b6f1-50a068295ca2'],40,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:40.154,Pass,
,,,,,,,,,,,,,,,,,,,0.926374,,,,,,,,,,,,,6ca8fe4f-e85b-4028-861f-5d4c9fc16d76,32,,,"[71.6, 9.0]",3775595,0,,,,-2.4740665,,Right Foot,,,,"[63.1, 2.3]",,Ground Pass,,10.823123,,,,Victoria Williams,16395.0,,,,,,1,From Free Kick,Ellie Brazil,16393.0,Left Wing,4,Brighton & Hove Albion WFC,965,['02fb03f9-aaaa-43aa-8666-a0de7864861e'],52,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:52.100,Pass,
,,,,,,,,,,,,,,,,,,,1.186144,,,,,,,,,,,,,7905d804-3d75-4596-9592-28a4349a7d1d,35,,,"[65.5, 2.1]",3775595,0,,,,0.06203211,,Left Foot,,,,"[81.6, 3.1]",,Ground Pass,,16.131025,,,,Bethan Roe,20035.0,,,,,,1,From Free Kick,Victoria Williams,16395.0,Left Center Back,4,Brighton & Hove Albion WFC,965,['efa451e0-5774-4c56-9c09-b58256bac233'],54,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:54.498,Pass,
,,,,,,,,,,,,,,,,,,,1.335163,,,,,,,,,,,,,d2093ccb-cd1e-4de0-897f-fa4301ca82a8,39,,,"[79.0, 3.1]",3775595,0,,,,-3.078818,,Right Foot,,,,"[61.5, 2.0]",,Ground Pass,,17.534538,,,,Victoria Williams,16395.0,,,,,,1,From Free Kick,Bethan Roe,20035.0,Left Back,4,Brighton & Hove Albion WFC,965,"['caf5befb-b12b-4279-a1e3-d5e51a8268b5', 'f07501e9-4cb5-4c17-b7d1-6de73627baba']",56,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:56.586,Pass,True
,,,,,,,,,,,,,,,,,,,0.726774,,,,,,,,,,,,,5f9e0cae-fd38-4e9f-86ef-4000cf586d3f,42,,,"[64.9, 2.5]",3775595,0,,,,1.4044642,,Left Foot,,,,"[67.2, 16.2]",,Ground Pass,,13.891725,,,,Danielle Buet,20034.0,,,,,,1,From Free Kick,Victoria Williams,16395.0,Left Center Back,4,Brighton & Hove Albion WFC,965,['64009555-60e3-497f-b3a7-e76476111089'],58,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:58.743,Pass,
,,,,,,,,,,,,,,,,,,,0.913207,,,,,,,,,,,,,eccd68d7-7e98-4c36-96f6-1216cec82da8,46,,,"[57.7, 27.2]",3775595,1,,,,2.2158797,,Right Foot,,,,"[50.1, 37.3]",,Ground Pass,,12.640016,,,,Maya Le Tissier,22337.0,,,,,,1,From Free Kick,Danielle Buet,20034.0,Left Defensive Midfield,4,Brighton & Hove Albion WFC,965,"['9a6e2488-e2fa-4acc-af01-69ea96966f0c', 'b5d3a094-5ab2-4072-be78-415f1ffc30b7']",2,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:02.548,Pass,True
,,,,,,,,,,,,,,,,,,,2.152468,,,,,,,,,,,,,9e024633-88d5-4bdc-a323-a81c38bfc7ff,49,,,"[51.1, 41.4]",3775595,1,,,,1.2108806,,Right Foot,,,,"[61.9, 70.1]",,Ground Pass,,30.6648,,,,Kayleigh Green,16400.0,,,,,,1,From Free Kick,Maya Le Tissier,22337.0,Right Center Back,4,Brighton & Hove Albion WFC,965,['d4c006cb-bfcc-41e5-8c49-1f78227b367c'],5,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:05.138,Pass,
,,,,,,,,,,,,,,,,,,,0.758502,,,,,,,,,,,,,08bf02b1-5811-4a05-869e-1ecf77784fda,52,,,"[73.9, 77.3]",3775595,1,,,,-0.10333432,,Right Foot,,,,"[87.4, 75.9]",,Ground Pass,,13.572398,,Incomplete,,Megan Connolly,23413.0,,,,,,1,From Free Kick,Kayleigh Green,16400.0,Right Back,4,Brighton & Hove Albion WFC,965,"['5b2c9fbd-1335-4499-9ebe-4fddbf96822a', '9aedc2b3-0d5c-4036-8298-2410c821653e']",9,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:09.157,Pass,
,,,,,,,,,,,,,True,,,,,,1.146653,,,,,,,,,,,,,5b2c9fbd-1335-4499-9ebe-4fddbf96822a,54,,,"[32.7, 4.2]",3775595,1,,,,0.116141625,,Left Foot,,,,"[38.7, 4.9]",,Ground Pass,,6.040695,,,,Yana Daniëls,10093.0,,,,,Interception,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,5,Bristol City WFC,973,"['08bf02b1-5811-4a05-869e-1ecf77784fda', 'abbdaff3-b785-499b-96ed-89568a9cc4fa']",9,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:09.916,Pass,
,,,,,,,,,,,,,,,,,,,1.232016,,,,,,,,,,,,,7abd70d9-a7ae-44fc-8d41-99fd5e9c3023,57,,,"[39.3, 5.3]",3775595,1,,,,1.1220729,,Right Foot,,,,"[43.2, 13.4]",,Ground Pass,,8.989994,,,,Jemma Elizabeth Purfield,24239.0,,,,,,1,Regular Play,Yana Daniëls,10093.0,Left Midfield,5,Bristol City WFC,973,['d48c3790-e1f5-4a17-862a-510dd0990465'],12,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:12.059,Pass,
,,,,,,,,,,,,,,,,,,,0.634781,,,,,,,,,,,,,12a26a36-3d8e-431b-b013-812b953896a2,60,,,"[42.1, 13.0]",3775595,1,,,,-0.07339732,,Left Foot,,,,"[55.7, 12.0]",,Low Pass,,13.636715,,Incomplete,,Molly Pike,31564.0,,,,,,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,5,Bristol City WFC,973,"['3061b638-e83d-4fd9-833e-b5b2e352312d', 'a1b476d8-953b-4f66-b41b-67b840bf1ba1']",14,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:14.148,Pass,
,,,,,,,,,,,,,,,,,,,1.735224,,,,,,,,,,,,,a8dafec4-817b-4d14-a85a-e8e698299444,64,,,"[63.3, 74.9]",3775595,1,,,,0.44943056,,Right Foot,,,,"[71.8, 79.0]",,High Pass,,9.4371605,,Out,,Megan Connolly,23413.0,,,,,Recovery,1,Regular Play,Kayleigh Green,16400.0,Right Back,5,Bristol City WFC,973,"['264dfbbf-8c2d-49f9-ad31-cc88f05e4e1a', '4e4686e4-4a90-4746-b10b-6a741ad294d1']",16,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:16.198,Pass,True
,,,,,,,,,,,,,,,,,,,1.202187,,,,,,,,,,,,,0fcd00bb-42f4-4c94-b135-e471a890705e,66,,,"[49.4, 0.1]",3775595,1,,,,0.7070605,,,,,,"[65.2, 13.6]",,Low Pass,,20.781963,,,,Ebony Salmon,31527.0,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,6,Bristol City WFC,973,['c8aa33d1-1c22-49aa-b8e3-847960360baa'],27,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:27.900,Pass,
,,,,,,,,,,,,,,,,,,,0.635151,,,,,,,,,,,,,fadca31a-ec0c-4c6c-975b-16a1d29d6c9f,70,,,"[66.8, 23.7]",3775595,1,,,,0.80357796,,Right Foot,,,,"[74.9, 32.1]",,Low Pass,,11.66919,,,,Carla Humphrey,16384.0,,,,,,1,From Throw In,Ebony Salmon,31527.0,Center Forward,6,Bristol City WFC,973,"['2e7e1d23-0029-462c-8e9c-45f70332636a', 'b82b5fff-fd16-4a83-b9bd-46e85a4f52e1']",30,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:30.199,Pass,True
,,,,,,,,,,,,,,,,,,,0.434944,,,,,,,,,,,,,2577fbd8-a494-4935-8141-dd0304a12801,79,,,"[66.5, 23.3]",3775595,1,,,,-1.5707964,,Right Foot,,,,"[66.5, 14.9]",,Ground Pass,,8.4,,,,Yana Daniëls,10093.0,,,,,,1,From Throw In,Carla Humphrey,16384.0,Right Center Midfield,6,Bristol City WFC,973,"['7a22fb91-043c-4baf-8440-fc82b37f9928', 'c6834a29-5291-4427-9fa2-1bf2d5f57c36', 'f0e89f58-a68a-43ce-89b0-c76a23005da8']",34,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:34.909,Pass,True
,,,,,,,,,,,,,,,,,,,1.350095,,,,,,,,,,,,,85f30d5c-2def-4971-8bab-8e462d8f074d,82,,,"[63.4, 14.6]",3775595,1,,,,-1.507053,,Left Foot,,,,"[64.0, 5.2]",,Ground Pass,,9.419129,,,,Jemma Elizabeth Purfield,24239.0,,,,,,1,From Throw In,Yana Daniëls,10093.0,Left Midfield,6,Bristol City WFC,973,['141b9b2f-cfed-4d11-b3a7-8c31d84a6e02'],36,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:36.977,Pass,
,,,,,,,,,,,,,,,,,,,5.600127,,,,,,,,,,,,,8bfe691c-c9c2-42f4-867b-50bc81cc461a,86,,,"[77.6, 8.0]",3775595,1,,,,0.27798814,,Left Foot,,,,"[120.0, 20.1]",,Ground Pass,,44.092743,,Out,,Molly Pike,31564.0,,,,,,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,6,Bristol City WFC,973,['1c6d931d-ee16-4e5f-a4b4-5d4e259458c8'],41,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:41.079,Pass,
,,,,,,,,,,,,,,,,,,,1.43055,,,,,,,,,,,,,fac79480-05d6-4769-a7b2-1729753254f4,91,,,"[6.0, 44.0]",3775595,1,,,,-1.3588387,,Right Foot,,,,"[9.4, 28.2]",,Ground Pass,,16.161682,,,,Victoria Williams,16395.0,,,,,Goal Kick,1,From Goal Kick,Cecilie Fiskerstrand,24370.0,Goalkeeper,7,Brighton & Hove Albion WFC,965,['30e40e65-eb46-41a9-a43a-2099f397a23e'],59,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:59.601,Pass,
,,,,,,,,,,,,,,,,,,,1.23991,,,,,,,,,,,,,31d3f9db-85be-4c13-9fef-1c810ad0a308,95,,,"[7.7, 31.8]",3775595,2,,,,0.37910384,,Right Foot,,,,"[32.3, 41.6]",,High Pass,,26.48018,,Incomplete,,Aileen Whelan,16374.0,,,,,,1,From Goal Kick,Victoria Williams,16395.0,Left Center Back,7,Brighton & Hove Albion WFC,965,"['247ba6c9-2e29-4178-9db0-857e28aa8a54', 'b3fb6d35-dfd3-4761-bf04-b59dace5a78f', 'dbd93c0b-b023-49c0-9314-4f1026b9b869']",3,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:03.031,Pass,True
,,,,,,,,,,,,,,,,,,,0.547088,,,,,,,,,,,,,b240f292-561b-44d5-bc13-e0ecf80d9425,99,,,"[39.2, 57.4]",3775595,2,,,,-0.6842948,,Right Foot,,,,"[46.8, 51.2]",,Ground Pass,,9.80816,,,,Inessa Kaagman,15579.0,,,,,Recovery,1,From Goal Kick,Kayleigh Green,16400.0,Right Back,7,Brighton & Hove Albion WFC,965,['59aa8624-eafb-4629-ac23-1bb825c40af8'],6,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:06.735,Pass,
,,,,,,,,,,,,,,,,,,,1.44648,,,,,,,,,,,,,6affafcc-3f75-470b-a837-586a38bc2a6b,102,,,"[55.3, 58.4]",3775595,2,,,,1.278449,,Right Foot,,,,"[61.5, 79.0]",,Ground Pass,,21.512787,,Out,,Megan Connolly,23413.0,,,,,,1,From Goal Kick,Inessa Kaagman,15579.0,Center Attacking Midfield,7,Brighton & Hove Albion WFC,965,['6a4cc011-d968-4eb1-a3cc-9d8f47ed4396'],9,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:09.739,Pass,
,,,,,,,,,,,,,,,,,,,1.264612,,,,,,,,,,,,,bdb520ea-34f6-4617-9269-a0fe423e9eef,104,,,"[58.2, 0.1]",3775595,2,,,,0.30186167,,,,,,"[74.9, 5.3]",,High Pass,,17.490854,,Incomplete,,Yana Daniëls,10093.0,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,8,Bristol City WFC,973,"['297fd7dd-8006-4944-9e2f-a11aea382574', '668aecbf-fd6c-4a5e-87a6-59ac5665e141']",24,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:24.956,Pass,
,,,,,,,,,,,,,,,,,,,1.934328,,,,,,,,,,,,,290c0af6-e5f3-41ec-995d-f1775a5eafef,110,,,"[117.7, 22.2]",3775595,2,,,,2.5976229,,Right Foot,,True,,"[105.3, 29.7]",,Ground Pass,,14.491722,,Incomplete,,Ebony Salmon,31527.0,,,,,,1,From Throw In,Yana Daniëls,10093.0,Left Midfield,8,Bristol City WFC,973,"['13dc03da-128d-4c63-a966-1a2999da2ae8', 'deade4fc-83ec-45a6-8db2-ff8b7e01d82d']",35,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:35.073,Pass,
,,,,,,,,,,,,,,,,,,,1.305071,,,,,,,,,,,,,bc4614df-eac5-426f-955d-3f50e0396928,118,,,"[22.3, 59.4]",3775595,2,,,,0.24857318,,Right Foot,,,,"[55.0, 67.7]",,Low Pass,,33.736923,,Incomplete,,Rianna Jarrett,46716.0,,,,,,1,From Throw In,Danielle Buet,20034.0,Left Defensive Midfield,8,Bristol City WFC,973,"['0fb8338b-2038-43c3-8f3f-f664eb015ae4', '6b723308-5324-4078-a46e-70cacb264944']",40,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:40.793,Pass,
,,,,,,,,,,,,,,,,,,,1.003147,,,,,,,,,,,,,da15171a-ee52-4b76-977d-2adea94a336b,122,,,"[74.9, 18.5]",3775595,2,,,,0.36834893,ab21c3f6-222b-47b2-926c-5275e3f0746e,Left Foot,,,,"[92.0, 25.1]",True,Ground Pass,,18.329485,,,,Yana Daniëls,10093.0,,,,,,1,From Throw In,Gemma Evans,16381.0,Right Center Back,8,Bristol City WFC,973,['9d443ba7-5935-44ee-944d-72397499805d'],44,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:44.518,Pass,
,,,,,,,,,,,,,,,,,,,0.815953,,,,,,,,,,,,,09426f44-6bca-4fab-b298-519427a4442f,128,,,"[60.0, 40.0]",3775595,3,,,,-2.7014701,,Right Foot,,,,"[42.8, 31.9]",,Ground Pass,,19.011839,,,,Aileen Whelan,16374.0,,,,,Kick Off,1,From Kick Off,Rianna Jarrett,46716.0,Center Forward,9,Brighton & Hove Albion WFC,965,['df1be820-8731-4aa9-b5de-5604ac397493'],20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:20.715,Pass,
,,,,,,,,,,,,,,,,,,,1.65017,,,,,,,,,,,,,a00b4854-6eb9-4d85-9925-af77f2c9cd04,131,,,"[50.8, 34.5]",3775595,3,,,,2.2626173,,Left Foot,,,,"[36.8, 51.4]",,Ground Pass,,21.945614,,,,Maya Le Tissier,22337.0,,,,,,1,From Kick Off,Aileen Whelan,16374.0,Right Defensive Midfield,9,Brighton & Hove Albion WFC,965,['78835f8f-748a-4480-9203-cac21027912c'],24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:24.084,Pass,
,,,,,,,,,,,,,,,,,,,1.175303,,,,,,,,,,,,,a9d32b14-0cb7-4c01-8792-382759af37e9,134,,,"[42.5, 51.9]",3775595,3,,,,0.03912593,,Right Foot,,,,"[70.6, 53.0]",,Low Pass,,28.121523,,Incomplete,,Rianna Jarrett,46716.0,,,,,,1,From Kick Off,Maya Le Tissier,22337.0,Right Center Back,9,Brighton & Hove Albion WFC,965,"['618d7eab-0285-440b-bbf3-0f3be09ca1fc', 'fc4be11c-3674-4491-bc3e-1d9af4aed387']",27,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:27.442,Pass,
