ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,706845db-90d0-4bb3-8cda-0e4800a6d166,1699,,,"[93.4, 17.5]",3775591,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,95,Chelsea FCW,971,['5ba248ef-2b1d-48a4-897f-e1e7a541cc5f'],51,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:51.090,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,134d69f8-1b00-469e-8b45-12a3a968e877,1703,,,"[105.8, 4.6]",3775591,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guro Reiten,10514.0,Left Midfield,95,Chelsea FCW,971,['bd829fd1-f6c6-4698-a194-d3ff9d3061d2'],55,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:55.125,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8253bcf-105d-4308-9f97-f51f29cdeea3,1707,,,"[113.7, 40.6]",3775591,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,95,Chelsea FCW,971,['e9279d37-3843-4c3a-a7c3-ce778ef9eb53'],58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:58.315,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e9f0188-dafb-4c49-90c2-de190dba0000,1709,,,"[50.7, 8.1]",3775591,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Emily Louise van Egmond,5076.0,Left Attacking Midfield,96,West Ham United LFC,972,['d0611cd8-9834-4f72-a3f4-18570f9bb359'],27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:27.921,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53fd75d2-d5c5-4f62-b8bb-50195c524939,1711,,,"[55.9, 4.3]",3775591,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,96,West Ham United LFC,972,['812be424-95a7-49ea-96af-361e1921056d'],29,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:29.394,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5bf20c4-d243-435c-a44d-2ba4c5211106,1715,,,"[108.5, 72.3]",3775591,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,97,Chelsea FCW,971,"['dd78887a-1405-4563-9180-667bb929a47e', 'f7c3c96b-31b5-417d-bd49-ecf321b9ce45']",37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:37.229,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,602c9ee8-1c62-479f-b56a-06af29175283,1718,,,"[113.7, 39.5]",3775591,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bethany England,15550.0,Left Center Forward,97,Chelsea FCW,971,['e77ae764-8bfa-4e8a-aaa0-64d911d22143'],38,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:38.655,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ffd8cd3-c420-4646-b726-7580256b4c1d,1723,,,"[44.7, 44.7]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Kate Longhurst,18147.0,Left Defensive Midfield,98,West Ham United LFC,972,"['7541b414-9315-4ebd-aa3a-8e27c9cbf67d', 'ec4c733c-3e6f-4991-90ce-e2389c8b9152']",21,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:21.711,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,de540665-ad87-49bc-8ad3-ab7ba191e104,1726,,,"[55.7, 3.1]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Katerina Svitková,24403.0,Left Wing Back,98,West Ham United LFC,972,['14f7809a-2e5e-4938-a403-4edbe08b8bd2'],25,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:25.273,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2e3e662-7ee1-43a1-a27e-68f47fa70128,1730,,,"[58.7, 13.7]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,98,West Ham United LFC,972,['040b156b-5b7d-40f5-a312-cdae9af94fba'],27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:27.412,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b370f28d-c1e1-4d71-b0c9-229367177754,1732,,,"[83.4, 9.3]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Emily Louise van Egmond,5076.0,Left Attacking Midfield,98,West Ham United LFC,972,['f3074a2d-da4f-4c05-baf1-5754cc26ae4b'],28,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:28.459,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d810430-26a7-475d-b518-d30b480e37ec,1735,,,"[78.8, 70.0]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Samantha May Kerr,4961.0,Right Center Forward,98,West Ham United LFC,972,['01810d48-9aaa-43a1-965a-711ea13b668c'],32,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:32.736,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,64314d68-2c6b-4550-895e-534cd7ac1585,1739,,,"[109.0, 69.0]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bethany England,15550.0,Left Center Forward,99,Chelsea FCW,971,"['1f99a41b-3642-454c-90d3-c10322031148', 'ce3efe03-7f76-4a44-b605-d2877861ff81']",55,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:55.669,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e06ca2-f453-48b0-9424-bbbdc9b5e671,1742,,,"[107.3, 59.5]",3775591,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,99,Chelsea FCW,971,"['3616e651-edce-4189-ae23-30ac8b04a613', 'ce3efe03-7f76-4a44-b605-d2877861ff81']",57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:57.148,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3338f9ab-f250-406b-89ce-54436ef7a485,1746,,,"[88.7, 29.0]",3775591,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,99,Chelsea FCW,971,['f52b96e5-ac8f-4c7f-a6f0-267b20f61fd5'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:00.889,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7dfe65f-9186-410f-b170-fea6018097cf,1751,,,"[57.4, 16.7]",3775591,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,100,West Ham United LFC,972,['0b03724c-3450-43c6-8094-31bd08296d98'],36,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:36.904,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,94c2e9c1-4eed-4b05-988f-a952abbe7c22,1757,,,"[53.1, 74.1]",3775591,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,101,Chelsea FCW,971,['467315df-d09b-4d2e-822c-5edcceba109b'],41,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:41.388,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,46edecce-2588-480d-ad84-5c6344974090,1760,,,"[83.2, 68.6]",3775591,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,101,Chelsea FCW,971,['ec1e9c59-6990-454a-9086-57326f6eae7b'],43,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:43.774,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776ff71-a545-4b84-aa7a-ecffca04b1e6,1763,,,"[99.1, 62.3]",3775591,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,102,Chelsea FCW,971,['2da18101-080e-4db3-b939-1809dffad403'],58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:58.601,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a274e4f-87d2-4e70-970c-982f4e9ffbab,1766,,,"[101.6, 79.2]",3775591,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bethany England,15550.0,Left Center Forward,102,Chelsea FCW,971,['9719e08a-7bc1-414f-ad0e-189670a453df'],59,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:59.736,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdea975d-45e3-403e-96c3-2522fe0ac313,1770,,,"[65.1, 2.9]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martha Thomas,31558.0,Center Forward,102,Chelsea FCW,971,['2e03cc78-7f4e-43d8-a895-3bf7333491e8'],3,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:03.872,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b03fbf1-875d-4f97-8617-c18271712d11,1772,,,"[82.8, 70.3]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,103,Chelsea FCW,971,['0d185644-14e7-432b-9a20-9be7b6349a45'],21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:21.040,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,71841bfa-e738-462a-aaf8-6d2cd8283271,1775,,,"[83.5, 77.0]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bethany England,15550.0,Left Center Forward,103,Chelsea FCW,971,['81c71225-31de-4f88-bd16-4f4990eee55b'],23,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:23.293,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,950ba513-0432-43ee-a607-b96bdb20e85c,1777,,,"[52.9, 5.4]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emily Louise van Egmond,5076.0,Left Attacking Midfield,104,West Ham United LFC,972,['a7764b9e-14a7-4230-95b2-ffac809c2b9a'],33,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:33.746,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d707476-4b28-48e3-9f37-2c6c772f5461,1779,,,"[59.8, 5.9]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martha Thomas,31558.0,Center Forward,104,West Ham United LFC,972,['7f721368-9b91-4283-87c4-574fe0551315'],34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:34.589,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a15d762a-af88-40e5-bf0a-d57177912bf1,1787,,,"[46.9, 3.1]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Katerina Svitková,24403.0,Left Wing Back,104,West Ham United LFC,972,"['59dd929a-aa7a-4f79-b798-47a88c13d5af', '5acab182-6f15-4e46-9456-f42b11937506']",37,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:37.696,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,39552fa8-a105-44c2-b48e-127eef85f668,1792,,,"[58.9, 18.9]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kenza Dali,15421.0,Right Attacking Midfield,104,West Ham United LFC,972,['acae0b1b-2204-48de-b1c0-d765cf225d5a'],40,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:40.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3efc5e8-b373-4cad-acb7-4f24abe093d8,1794,,,"[77.1, 62.3]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,105,Chelsea FCW,971,['cd3efa3e-5a83-47bf-bcd1-886eb5512f50'],42,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:42.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100a31d-2284-4b0a-9a88-ad387c64e360,1797,,,"[71.1, 75.9]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,105,Chelsea FCW,971,['e104d43c-8537-46b9-8354-59ca012785c2'],44,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:44.143,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d62ad4c6-eb9f-4743-89bd-defd425101f4,1801,,,"[64.4, 77.5]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,105,Chelsea FCW,971,"['8d28e3a0-2ef6-4a41-afcf-3362fa92c8eb', 'b756848c-bd08-4567-9921-48d53b9cddcf']",45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:45.461,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5c73714-f753-42d1-aaf6-af6d7d2d32e5,1804,,,"[46.2, 40.1]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Left Center Back,105,Chelsea FCW,971,['f2058dfe-a198-40a5-bc83-4f862bb8d670'],50,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:50.478,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107e230-5fd0-4ff1-9bd0-188420a5ee8e,1807,,,"[59.5, 41.9]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,105,Chelsea FCW,971,['36849450-7336-4885-bf69-557a06549bf8'],54,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:54.691,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e9a697f-706f-4599-a1a8-180824f8c54f,1811,,,"[70.8, 50.0]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,105,Chelsea FCW,971,['c08291f7-bdcc-41e9-a2bf-13fdf1a03cc3'],56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:56.823,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f8520a-5a9e-4aca-9222-bd00d2791a0f,1815,,,"[64.2, 35.1]",3775591,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,105,Chelsea FCW,971,['5ff50acc-c05c-42bd-a487-915d795c1e8d'],59,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:59.402,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f026c52-d292-48b6-8865-6c1d1704c698,1818,,,"[63.0, 75.0]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,105,Chelsea FCW,971,['ec12956f-353f-46c4-ad75-8f0cdfd660ce'],3,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:03.928,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,232ff89a-fadd-493c-9981-a7a27754a7d0,1822,,,"[77.6, 78.1]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,105,Chelsea FCW,971,"['53316893-4655-4a1e-a647-d12f9ef3a8de', '6b8111ad-96ba-419a-be1a-450e5ade8148']",6,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:06.506,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b345dc9-421a-4c44-80b7-619895c8ec00,1825,,,"[56.2, 70.0]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maren Nævdal Mjelde,10395.0,Right Center Back,105,Chelsea FCW,971,['751232d3-8210-4396-b4d2-7a5a7070d5c8'],10,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:10.301,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,be3d2e02-7228-47f2-82d8-cc54ce2d43fd,1828,,,"[55.7, 27.1]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Left Center Back,105,Chelsea FCW,971,['c3c95117-5ecb-42ea-820c-28808f471a3f'],14,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:14.050,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054df02-e0e4-4e31-9f6c-402a9cb291cd,1831,,,"[80.6, 5.4]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,105,Chelsea FCW,971,['e44acad2-c7cb-400e-90f4-f6c038d7cd9e'],16,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:16.815,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330a15f-b8b5-4ef1-a810-28589b10a474,1834,,,"[66.0, 19.6]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Left Center Back,105,Chelsea FCW,971,['def000c0-3d31-4ee9-b917-5d0e08550520'],20,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:20.104,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a11994d-7cf7-4452-bf97-04bf486f6435,1837,,,"[99.9, 29.1]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,105,Chelsea FCW,971,['9058073a-6a1f-4123-8627-476fb9d20286'],23,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:23.552,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,da0437b1-187e-4467-a2fc-cfa59c656055,1841,,,"[99.1, 34.8]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Right Center Forward,105,Chelsea FCW,971,['bbab0b6d-74c9-4087-bb3e-f026dca01f52'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:26.354,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f26ace74-9451-45c3-9f74-c7df66374116,1844,,,"[107.6, 26.9]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guro Reiten,10514.0,Left Midfield,105,Chelsea FCW,971,['66204466-4948-43b0-bdfe-8dbfac8b2ede'],27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:27.213,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e104fb85-e5aa-4141-b5bb-5ffdca22b9bf,1849,,,"[32.3, 36.5]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martha Thomas,31558.0,Center Forward,106,West Ham United LFC,972,['aee029a9-7a8a-4b6a-b676-4226d05166e6'],32,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:32.698,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b02a2642-747a-463f-9b79-bf49e1dc383f,1853,,,"[43.9, 8.1]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,106,West Ham United LFC,972,['90018c56-b6fe-4071-aab2-067bede1c534'],35,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:35.328,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2e3a23d-f6af-4010-9036-52234d33415c,1856,,,"[79.9, 16.6]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kenza Dali,15421.0,Right Attacking Midfield,106,West Ham United LFC,972,['1fe37c1f-e27f-4f3f-849a-a40b7753a4b4'],39,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:39.304,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d5fe595-992b-4b17-8d3d-eb8bf752e487,1859,,,"[109.9, 23.0]",3775591,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martha Thomas,31558.0,Center Forward,106,West Ham United LFC,972,['f42a9ff4-7380-4686-b9c3-830dd47e0fc4'],44,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:44.805,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,5feff698-5535-4ff0-bc73-4599696706df,1861,,,"[56.7, 52.4]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Bethany England,15550.0,Left Center Forward,107,Chelsea FCW,971,['608cdfeb-b3d1-4d09-b6bc-6216810b2caf'],18,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:18.727,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e4378fb-8714-46cd-9ccb-1aa92463f3a8,1863,,,"[82.1, 29.9]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Martha Thomas,31558.0,Center Forward,107,Chelsea FCW,971,['5b57e67b-9664-4fa8-bd0e-4a704da790be'],21,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:06:21.036,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,56db420a-5021-489f-8b1f-9570fe667c58,1865,,,"[67.2, 62.9]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Bethany England,15550.0,Left Center Forward,107,Chelsea FCW,971,['3a4c4d5c-5fc0-49f4-8a61-c16efb74e86e'],22,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:22.775,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fddc1c47-76e5-4f44-aeb8-7e0ae17090a7,1871,,,"[48.4, 77.2]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Niamh Charles,15631.0,Right Back,107,Chelsea FCW,971,"['06412e86-6aff-4fcd-af08-066e00ab3598', 'e24d42b5-cf06-49bb-9e5f-0f2137ac42a6']",27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:27.853,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825497c-800b-4309-b7e1-5fc2813af43b,1874,,,"[43.6, 67.8]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Maren Nævdal Mjelde,10395.0,Right Center Back,107,Chelsea FCW,971,['ce2aac5e-4acb-43c5-80d7-08385b7f0c2b'],29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:29.008,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9895e1fb-dfdc-4fc8-b272-1cd2aa787a7d,1877,,,"[52.8, 73.3]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,So-Yun Ji,4647.0,Right Midfield,107,Chelsea FCW,971,['52f33e90-8b99-4782-8256-8395f12351d2'],30,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:30.272,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf47bb86-8509-4673-97f9-1fb8025564c0,1881,,,"[41.9, 28.4]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Millie Bright,4642.0,Left Center Back,107,Chelsea FCW,971,['6ff7365f-72ad-4e23-bbb2-9bed2982bbc1'],34,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:34.831,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34c3a468-d9a4-4827-8e60-cbd5e40c4db1,1884,,,"[68.2, 6.8]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,107,Chelsea FCW,971,['2d837f38-c0d1-4a43-b5b2-747d77d5003e'],39,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:39.977,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,512f5efd-3e18-4d25-9540-e2f772be593e,1887,,,"[87.9, 12.3]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Guro Reiten,10514.0,Left Midfield,107,Chelsea FCW,971,['a0b5c00c-6e21-4d74-886d-84f90b80145b'],41,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:41.739,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34499b7c-4db5-46e2-a242-b72ff080e891,1890,,,"[93.4, 6.7]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Guro Reiten,10514.0,Left Midfield,108,Chelsea FCW,971,['55132fe8-517d-424e-a4e3-239b14889dc7'],46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:46.773,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e88d4f71-82b1-4ed5-9353-3eeb4d16a995,1893,,,"[109.0, 22.7]",3775591,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,108,Chelsea FCW,971,['fc0a9dbf-542d-453d-865d-c502e9d10426'],48,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:48.828,Ball Receipt*,
