ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.518774,,,,,,,,,,,,0a692fd1-178c-4085-ad13-94ad3d8984ef,1776,,"[57.1, 4.1]",3764234,42,,,,,2.6465545,,Left Foot,,,,"[40.8, 12.9]",Ground Pass,,18.52377,,,,,Gemma Bonner,15554.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,86,Manchester City WFC,746,['ddda5625-559a-4728-8be5-9d0a42e06f23'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:14.756,Pass,
,,,,,,,,,,,,,,,1.820295,,,,,,,,,,,,d97a8052-2e4b-4b0b-bc40-216a4959b15e,1779,,"[36.9, 15.6]",3764234,42,,,,,2.3191743,,Right Foot,,,,"[17.4, 36.6]",Ground Pass,,28.65746,,,,,Ellie Roebuck,4637.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,86,Manchester City WFC,746,['21d71a52-ee91-4f64-b19f-6b93ab0fdd70'],17,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:17.203,Pass,
,,,,,,,,,,,,,,,2.2822,,,,,,,,,,,,b2f61bfd-ff17-4b7a-a159-e94773db2768,1782,,"[22.0, 39.1]",3764234,42,,,,,-0.97433984,,Right Foot,,,,"[47.8, 1.1]",High Pass,,45.930817,,,,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,86,Manchester City WFC,746,['e4a77f56-c6db-4702-83ec-204503ef5c0e'],24,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:24.004,Pass,
,,,,,,,,,,,,,,,2.001466,,,,,,,,,,,,c32bc8cc-cad7-4105-aede-a4a1b7926cb1,1786,,"[45.2, 2.5]",3764234,42,,,,,2.5770233,,Left Foot,,,,"[18.2, 19.6]",High Pass,,31.959505,,,,,Gemma Bonner,15554.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,86,Manchester City WFC,746,"['13d6a40c-f850-416b-b37a-f5c4f68d0139', '7f954540-f725-41b6-8652-d501da6a76e2']",27,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:27.589,Pass,True
,,,,,,,,,,,,,,,1.577202,,,,,,,,,,,,c0817b73-c26f-4734-b38f-bc3d8affe68b,1789,,"[16.4, 22.0]",3764234,42,,,,,1.9513026,,Left Foot,,,,"[11.0, 35.5]",Ground Pass,,14.539945,,,,,Ellie Roebuck,4637.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,86,Manchester City WFC,746,['87641ca6-4f73-4ad9-b3d5-3665845ad228'],31,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:31.120,Pass,
,,,,,,,,,,,,,,,2.744496,,,,,,,,,,,,03c9f800-c1dc-48a1-94da-731c2cc30234,1792,,"[18.2, 42.9]",3764234,42,,,,,-0.8771832,,Right Foot,,,,"[47.3, 7.9]",High Pass,,45.51714,,,,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,86,Manchester City WFC,746,['ce8e1e21-30e4-4ee2-96c6-7a7887b7bf53'],36,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:36.843,Pass,
,,,,,,,,,,,,,,,1.763828,,,,,,,,,,,,bd3501c3-5da2-4d7b-867c-a612bf3d1208,1796,,"[84.6, 80.0]",3764234,42,,,,,-0.24607275,,,,,,"[106.1, 74.6]",Low Pass,,22.167768,,,,,Stine Larsen,10102.0,,,,,,Throw-in,1,From Throw In,Emma Follis,15557.0,Right Wing,87,Aston Villa,2647,['f193de2b-655a-465d-9df4-70990d6dcdc2'],46,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:42:46.495,Pass,
,,,,,,,,,,,,,,,2.814707,,,,,,,,,,,,727b836f-9de3-486c-83f9-d8ec6248bcef,1805,,"[120.0, 80.0]",3764234,43,,,,,-1.8029748,195b2b6b-6711-4899-a910-fb5ae5d05ade,Right Foot,,,,"[109.1, 33.9]",High Pass,,47.37109,,,,True,Stine Larsen,10102.0,True,,True,Outswinging,,Corner,1,From Corner,Chloe Arthur,10193.0,Center Defensive Midfield,88,Aston Villa,2647,['c3f3ab59-2397-4e29-ac47-973e71dab0d1'],24,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:43:24.328,Pass,
,,,,,,,,,,,,,,,1.596879,,,,,,,,,,,,dd71be32-e88c-4007-94ba-44b4de11f8a9,1811,,"[11.4, 21.5]",3764234,43,,,,,0.20902294,,Left Foot,,,,"[27.9, 25.0]",Low Pass,,16.867128,,,Incomplete,,,,,,,,,Recovery,1,From Corner,Chloe Kelly,15570.0,Left Wing,88,Aston Villa,2647,"['0defc13e-81b7-40e2-bf2a-503d69407321', 'e8d2427b-3422-4a9f-8a35-60d0a5e4a29a']",31,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:43:31.393,Pass,True
,,,,,,,,,,,,,,,3.085237,,,,,,,,,,,,e8d2427b-3422-4a9f-8a35-60d0a5e4a29a,1812,,"[92.2, 55.1]",3764234,43,,,,,1.6979603,,Right Foot,,,,"[89.4, 77.0]",Ground Pass,,22.07827,,,,,Chloe Arthur,10193.0,,,,,,Recovery,1,From Corner,Emma Follis,15557.0,Right Wing,88,Aston Villa,2647,"['88388a17-e178-4cc7-aac4-3894d3f5baab', 'dd71be32-e88c-4007-94ba-44b4de11f8a9']",32,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:43:32.990,Pass,
,,,,,,,,,,,,,,,2.033984,,,,,,,,,,,,e82eaa14-b33f-4f70-bba6-b1263954e4cd,1820,,"[77.3, 35.8]",3764234,43,,,,,2.7619798,,Right Foot,,,,"[58.0, 43.5]",Ground Pass,,20.779316,,,,,Elisha N''Dow,46534.0,,,,,,,1,From Corner,Marisa Ewers,15565.0,Right Center Midfield,88,Aston Villa,2647,['f5b091d2-e805-44c4-b33b-e2ed4cd8e910'],44,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:43:44.989,Pass,
,,,,,,,,,,,,,,,4.931423,,,,,,,,,,,,c2fcc719-5ade-4a50-9d38-fbc55c5b45a5,1823,,"[57.5, 45.2]",3764234,43,,,,,0.58198464,,Right Foot,,,,"[103.7, 75.6]",High Pass,,55.30461,,,Pass Offside,,Ella Franklin-Fraiture,46538.0,,,,,,,1,From Corner,Elisha N''Dow,46534.0,Right Center Back,88,Aston Villa,2647,['57b7800d-9be2-413b-ba3b-6aba68ea5290'],48,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:43:48.343,Pass,
,,,,,,,,,,,,,,,1.682059,,,,,,,,,,,,c7996225-cc55-46d0-af87-9a0388ecb25f,1825,,"[30.3, 4.4]",3764234,44,,,,,2.742077,,Left Foot,,,,"[16.8, 10.1]",Ground Pass,,14.65401,,,,,Gemma Bonner,15554.0,,,,,,Free Kick,1,From Free Kick,Demi Stokes,4651.0,Left Back,89,Manchester City WFC,746,['0d0b9a22-d0ca-4873-b79b-55fab6fa41fe'],11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:11.675,Pass,
,,,,,,,,,,,,,,,1.117806,,,,,,,,,,,,c94436e8-feab-48e6-a190-043d5c67d6b8,1828,,"[15.9, 17.8]",3764234,44,,,,,1.6285355,,Right Foot,,,,"[14.9, 35.1]",Ground Pass,,17.328878,,,,,Ellie Roebuck,4637.0,,,,,,,1,From Free Kick,Gemma Bonner,15554.0,Left Center Back,89,Manchester City WFC,746,['14814318-2570-4517-836b-95872adf2840'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:14.719,Pass,
,,,,,,,,,,,,,,,0.839352,,,,,,,,,,,,e2800960-d5f7-47c6-8dff-81e70c919fdb,1831,,"[15.6, 38.9]",3764234,44,,,,,1.5262399,,Right Foot,,,,"[16.3, 54.6]",Ground Pass,,15.715597,,,,,Stephanie Houghton,10185.0,,,,,,,1,From Free Kick,Ellie Roebuck,4637.0,Goalkeeper,89,Manchester City WFC,746,['b8215549-6054-4feb-a5dd-eee7290dbba1'],17,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:17.814,Pass,
,,,,,,,,,,,,,,,1.89409,,,,,,,,,,,,56251f86-bb46-4a0a-b0ed-14bfb632c679,1835,,"[16.0, 55.0]",3764234,44,,,,,-1.9764283,,Right Foot,,,,"[9.0, 38.7]",Ground Pass,,17.739504,,,,,Ellie Roebuck,4637.0,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,89,Manchester City WFC,746,"['598908e1-69d0-4f58-ae2a-07d903fe5d7c', '9a6f8803-ca5c-4198-bd6e-fe5cc1baca5f']",20,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:20.668,Pass,True
,,,,,,,,,,,,,,,3.29672,,,,,,,,,,,,5f8a5d24-f8c3-4d09-874c-a83fe7257468,1838,,"[11.0, 36.1]",3764234,44,,,,,-0.69702137,,Right Foot,,,,"[54.0, 0.1]",High Pass,,56.0803,,,Out,,,,,,,,,,1,From Free Kick,Ellie Roebuck,4637.0,Goalkeeper,89,Manchester City WFC,746,,23,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:23.835,Pass,
,,,,,,,,,,,,,,,0.863036,,,,,,,,,,,,39b2b1f7-dbfd-4f0f-8eaa-b13446ea9fff,1839,,"[64.4, 80.0]",3764234,44,,,,,-1.623777,,,,,,"[63.7, 66.8]",Low Pass,,13.218548,,,,,Marisa Ewers,15565.0,,,,,,Throw-in,1,From Throw In,Ella Franklin-Fraiture,46538.0,Right Back,90,Aston Villa,2647,['7fbd0f7a-dded-45a9-a731-13249e96a426'],34,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:34.087,Pass,
,,,,,,,,,,,,,,,0.82599,,,,,,,,,,,,11a60747-16eb-4323-84e0-095375b4dd6b,1843,,"[70.0, 69.7]",3764234,44,,,,,1.5707964,,Right Foot,,,,"[70.0, 77.3]",Ground Pass,,7.6,,,,,Ramona Petzelberger,46533.0,,,,,,,1,From Throw In,Marisa Ewers,15565.0,Right Center Midfield,90,Aston Villa,2647,"['6266d2f2-e1e4-4726-bd3c-bfe1eb7d87c3', 'da29fb24-a0fe-4b49-b029-bcb27bb83339']",37,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:37.560,Pass,True
,,,,,,,,,,,,,,,0.469333,,,,,,,,,,,,a912e5cf-4e78-4611-a989-ed2491f6debf,1849,,"[69.6, 77.6]",3764234,44,,,,,0.08314123,,Right Foot,,,,"[75.6, 78.1]",Ground Pass,,6.0207973,,,,,Emma Follis,15557.0,,,,,,,1,From Throw In,Ramona Petzelberger,46533.0,Left Center Midfield,90,Aston Villa,2647,['38f5baef-6e98-4762-9cfd-76ea9058136b'],40,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:40.385,Pass,
,,,,,,,,,,,,,,,0.886411,,,,,,,,,,,,5aa8f43b-30b4-4303-91e3-8102d459ef53,1853,,"[73.3, 78.4]",3764234,44,,,,,-1.9278264,,Left Foot,,,,"[68.6, 65.8]",Ground Pass,,13.448049,,,,,Ella Franklin-Fraiture,46538.0,,,,,,,1,From Throw In,Emma Follis,15557.0,Right Wing,90,Aston Villa,2647,"['4d66b4e6-171d-4f89-a82f-023e0097455b', 'f4a666c2-33c8-4fd3-b84e-c1fdb71043fa']",42,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:42.110,Pass,True
,,,,,,,,,,,,,,,1.974874,,,,,,,,,,,,f0d7a409-2d4d-4336-acaa-a19ff696257a,1856,,"[67.9, 64.9]",3764234,44,,,,,-2.2288225,,Right Foot,,,,"[51.9, 44.2]",Ground Pass,,26.16276,,,,,Elisha N''Dow,46534.0,,,,,,,1,From Throw In,Ella Franklin-Fraiture,46538.0,Right Back,90,Aston Villa,2647,['d05c746d-fb0b-430c-a219-7b3e1b74db65'],44,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:44.768,Pass,
,,,,,,,,,,,,,,,3.348607,,,,,,,,,,,,664fef21-dfa0-4a51-acf0-3737bd9fb9b8,1858,,"[51.5, 44.2]",3764234,44,,,,,-1.1464659,,Right Foot,,,,"[69.3, 4.8]",Ground Pass,,43.234245,,,,,Caroline Siems,46536.0,,,,,,,1,From Throw In,Elisha N''Dow,46534.0,Right Center Back,90,Aston Villa,2647,['9b2ab93f-b115-4332-b894-e0e3868da080'],46,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:46.743,Pass,
,,,,,,,,,,,,,,,3.023855,,,,,,,,,,,,a181b598-4757-4309-84b9-af758527a431,1861,,"[70.7, 4.6]",3764234,44,,,,,0.21755412,,Left Foot,,,,"[108.7, 13.0]",Ground Pass,,38.917347,,,Incomplete,,Diana Micaela Abreu de Sousa e Silva,10159.0,,,,,,,1,From Throw In,Caroline Siems,46536.0,Left Back,90,Aston Villa,2647,"['26ff7813-2f38-4073-b10b-dcdac94b4d3f', 'ced159ac-8709-4e8c-8fa3-6709234cb45c']",51,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:44:51.271,Pass,
,,,,,,,,,,,,,,,0.769889,,,,,,,,,,,,f18f4b25-8970-48ee-af7f-5d5581787462,1870,,"[20.5, 65.7]",3764234,44,,,,,-0.22923194,,Right Foot,,,,"[32.5, 62.9]",Ground Pass,,12.322337,,,,,Samantha June Mewis,5087.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,91,Manchester City WFC,746,"['1e3dd545-715f-4bc1-83ec-876aba238f17', 'd44d9c37-1c48-45fc-a9f0-12f3a44ff003']",58,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:58.317,Pass,True
,,,,,,,,,,,,,,,0.950529,,,,,,,,,,,,37c0b63f-6180-4537-a505-b6bdf32eb818,1874,,"[35.4, 63.7]",3764234,44,,,,,1.6764619,,Right Foot,,,,"[34.0, 76.9]",Ground Pass,,13.2740345,,,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,91,Manchester City WFC,746,"['c295f11e-eada-46f8-92d2-af0e0f6a3ead', 'd85b1242-e189-49a3-b2cf-473d3dc981c5']",59,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:44:59.703,Pass,True
,,,,,,,,,,,,,,,1.517389,,,,,,,,,,,,f3fb5186-9ecb-4e76-8d85-82405bc895f8,1877,,"[30.3, 75.5]",3764234,45,,,,,-2.7729816,,Right Foot,,,,"[7.0, 66.5]",Ground Pass,,24.97779,,,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,91,Manchester City WFC,746,['49c49a10-b378-418d-8d2c-9289b586ed8b'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:45:02.059,Pass,
,,,,,,,,,,,,,,,1.709378,,,,,,,,,,,,4ae3f22e-a57f-46d5-943c-c5e3f97981fa,1880,,"[5.4, 65.8]",3764234,45,,,,,-1.7395787,,Right Foot,,,,"[1.6, 43.5]",Ground Pass,,22.62145,,,Unknown,,,,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,91,Manchester City WFC,746,,4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:45:04.721,Pass,
,,,,,,,,,,,,,,,0.970866,,,,,,,,,,,,0918cfab-3560-42ef-9f01-1469f730ea52,1885,,"[60.0, 40.0]",3764234,45,,,,,-2.3661942,,Right Foot,,,,"[49.9, 30.1]",Ground Pass,,14.142842,,,,,Ramona Petzelberger,46533.0,,,,,,Kick Off,2,From Kick Off,Stine Larsen,10102.0,Center Forward,92,Aston Villa,2647,['aa348f40-7e1d-47e2-b134-496db0f852b8'],0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.483,Pass,
,,,,,,,,,,,,,,,2.034617,,,,,,,,,,,,a0914c5a-fd44-43c8-9220-5695d5314806,1888,,"[44.6, 42.2]",3764234,45,,,,,2.5271707,,Right Foot,,,,"[28.3, 53.7]",Ground Pass,,19.948433,,,,,Elisha N''Dow,46534.0,,,,,,,2,From Kick Off,Ramona Petzelberger,46533.0,Left Center Midfield,92,Aston Villa,2647,['b63a0b78-435b-489b-be45-697cd819adc3'],2,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:02.952,Pass,
,,,,,,,,,,,,,,,2.382818,,,,,,,,,,,,f202c43c-3795-4888-8db0-1c897954a8ac,1891,,"[28.9, 60.1]",3764234,45,,,,,0.21608497,,Right Foot,,,,"[78.1, 70.9]",High Pass,,50.37142,,,Incomplete,,,,,,,,,,2,From Kick Off,Elisha N''Dow,46534.0,Right Center Back,92,Aston Villa,2647,['b1327f46-9278-4312-8e6f-af042a7316dd'],6,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:06.666,Pass,
,,,,,,,,,,,,,,,1.128104,,,,,,,,,,,,b1327f46-9278-4312-8e6f-af042a7316dd,1892,,"[42.0, 9.2]",3764234,45,,,,,0.7469556,,Head,,,,"[50.1, 16.7]",High Pass,,11.0390215,,,Incomplete,,,,,,,,,Recovery,2,From Kick Off,Demi Stokes,4651.0,Left Back,92,Aston Villa,2647,"['f1ff4467-4386-45fc-8f3b-4b413f6c36cf', 'f202c43c-3795-4888-8db0-1c897954a8ac']",9,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:09.049,Pass,
,,,,,,,,,,,,,,,1.668105,,,,,,,,,,,,55a05289-8bd6-4e36-9c61-b052e6296428,1895,,"[79.7, 55.3]",3764234,45,,,,,-0.2573237,,Left Foot,,,,"[93.0, 51.8]",High Pass,,13.752818,,,,,Stine Larsen,10102.0,,,,,,,2,From Kick Off,Ramona Petzelberger,46533.0,Left Center Midfield,92,Aston Villa,2647,['06ace929-c390-4400-8920-edc5285302c9'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:11.049,Pass,
,,,,,,,,,,,,,,,1.100956,,,,,,,,,,,,03c7f81e-b4a7-4f9e-9055-39c926d5c9b8,1903,,"[103.9, 0.1]",3764234,45,,,,,1.5962145,,,,,,"[103.6, 11.9]",Low Pass,,11.803813,,,,,Chloe Arthur,10193.0,,,,,,Throw-in,2,From Throw In,Caroline Siems,46536.0,Left Back,93,Aston Villa,2647,['c1d92afa-0ff3-4176-a886-8942ccea069f'],43,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:43.192,Pass,
,,,,,,,,,,,,,,,6.083436,,,,,,,,,,,,3f3428b6-885f-4582-a23f-3c1e45b4aa02,1913,,"[55.9, 76.7]",3764234,45,,,,,-0.0143432785,,Right Foot,,,,"[104.7, 76.0]",High Pass,,48.80502,,,,,Georgia Stanway,4643.0,,,,,,,2,From Counter,Janine Elizabeth Beckie,4992.0,Right Wing,94,Manchester City WFC,746,['7fc9d720-2f55-4212-97b5-c3b5c8b83591'],50,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:50.288,Pass,
,,,,,,,,,,,,,,,1.073055,,,,,,,,,,,,54de22fe-42f3-40fd-96da-3efb8fbef3f5,1919,,"[110.3, 80.0]",3764234,46,,,,,-1.82812,,,,,,"[107.8, 70.5]",Low Pass,,9.8234415,,,,,Georgia Stanway,4643.0,,,,,,Throw-in,2,From Throw In,Esme Beth Morgan,4649.0,Right Back,95,Manchester City WFC,746,['f43e1aec-1f79-44db-919c-fe20ce246dc2'],16,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:16.359,Pass,
,,,,,,,,,,,,,,,0.486001,,,,,,,,,,,,50751d01-7c4c-472f-a911-2702aa9a7911,1923,,"[104.0, 76.2]",3764234,46,,,,,0.4266275,,Right Foot,,,,"[106.2, 77.2]",Ground Pass,,2.4166093,,,,,Esme Beth Morgan,4649.0,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Center Forward,95,Manchester City WFC,746,['8f0f5cee-a9eb-4a19-bb2d-ac4f73e777f0'],20,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:20.345,Pass,
,,,,,,,,,,,,,,,1.462058,,,,,,,,,,,,ac76911f-29d5-4675-9c9c-f0b188dacbad,1926,,"[103.2, 77.9]",3764234,46,,,,,-0.9272952,,Right Foot,,,,"[105.0, 75.5]",Ground Pass,,3.0,,,Incomplete,,,,,,,,,,2,From Throw In,Esme Beth Morgan,4649.0,Right Back,95,Manchester City WFC,746,['a1326008-11e9-478f-af7b-4e55f0f4e537'],21,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:21.499,Pass,
,,,,,,,,,,,,,,,1.005383,,,,,,,,,,,,1594cfa1-46af-406f-b904-dc518dbe293b,1931,,"[12.8, 3.7]",3764234,46,,,,,2.029613,,Right Foot,,,,"[8.7, 12.0]",Ground Pass,,9.257429,,,,,Natalie Haigh,46535.0,,,,,,,2,From Throw In,Caroline Siems,46536.0,Left Back,95,Manchester City WFC,746,['13ffcd52-3542-47b1-a17f-32c6dabe1f15'],23,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:23.768,Pass,
,,,,,,,,,,,,,,,2.272745,,,,,,,,,,,,1d922fc0-6961-4e4a-8eed-25f61c463391,1934,,"[10.3, 11.3]",3764234,46,,,,,0.42195246,,Right Foot,,,,"[42.6, 25.8]",High Pass,,35.405365,,,Unknown,,,,,,,,,,2,From Throw In,Natalie Haigh,46535.0,Left Center Back,95,Manchester City WFC,746,,25,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:25.989,Pass,
,,,,,,,,,,,,,,,2.412003,,,,,,,,,,,,16e0a0df-711c-4125-8187-b280ac7c38b9,1937,,"[77.5, 52.9]",3764234,46,,True,,,-3.0959811,,Right Foot,,,,"[53.4, 51.8]",Ground Pass,,24.125092,,,,,Gemma Bonner,15554.0,,,,,,Free Kick,2,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,96,Manchester City WFC,746,['2ebf8617-de52-4825-903d-707010ad3e5a'],39,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:39.604,Pass,
,,,,,,,,,,,,,,,2.331848,,,,,,,,,,,,723aad40-206e-40be-b3cb-522c8c5dd52d,1942,,"[89.8, 38.5]",3764234,46,,,,,-0.6799089,0da26fae-fb1b-4969-aefc-ff70af5bc40d,Right Foot,,,,"[103.9, 27.1]",Ground Pass,,18.132015,,,,,Diana Micaela Abreu de Sousa e Silva,10159.0,True,,,,,,2,From Counter,Emma Follis,15557.0,Right Wing,97,Aston Villa,2647,['af422948-e449-4d2f-a1ff-bae8f3203d3c'],50,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:50.627,Pass,
,,,,,,,,,,,,,,,1.885419,,,,,,,,,,,,28156c66-55fa-4176-af67-23c61fdd86d8,1947,,"[7.0, 36.1]",3764234,47,,True,,,-0.44908553,,Right Foot,,,,"[23.6, 28.1]",Ground Pass,,18.427155,,,,,Gemma Bonner,15554.0,,,,,,Goal Kick,2,From Goal Kick,Ellie Roebuck,4637.0,Goalkeeper,98,Manchester City WFC,746,['865847ad-5d6e-462c-a5d9-9cf845785867'],10,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:10.109,Pass,
,,,,,,,,,,,,,,,4.270355,,,,,,,,,,,,8594ac8d-acd5-49f3-8c5f-a9a7b292aae5,1949,,"[26.2, 22.5]",3764234,47,,True,,,1.3878194,,Right Foot,,,,"[36.1, 76.0]",High Pass,,54.40827,,,,,Esme Beth Morgan,4649.0,,,True,,,,2,From Goal Kick,Gemma Bonner,15554.0,Left Center Back,98,Manchester City WFC,746,['ff77e5f5-707b-4adf-a735-e3db55ba2134'],15,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:15.027,Pass,
,,,,,,,,,,,,,,,1.911161,,,,,,,,,,,,6b674b7d-9f84-4fc1-b208-b1227ad3ccc4,1951,,"[34.7, 77.4]",3764234,47,,,,,-2.3488953,,Right Foot,,,,"[21.1, 63.6]",Ground Pass,,19.375242,,,,,Stephanie Houghton,10185.0,,,,,,,2,From Goal Kick,Esme Beth Morgan,4649.0,Right Back,98,Manchester City WFC,746,['ab0490e1-038d-47de-81fc-bbd614cf522d'],20,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:20.026,Pass,
,,,,,,,,,,,,,,,1.91496,,,,,,,,,,,,80b46b5f-aecf-4fdf-b031-aa4a2b89b02c,1954,,"[21.3, 60.6]",3764234,47,,,,,-1.782794,,Right Foot,,,,"[14.8, 30.4]",Ground Pass,,30.891584,,,,,Gemma Bonner,15554.0,,,,,,,2,From Goal Kick,Stephanie Houghton,10185.0,Right Center Back,98,Manchester City WFC,746,['6ef94602-7f76-41fb-a05b-875f66df4ae6'],24,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:24.333,Pass,
,,,,,,,,,,,,,,,1.402301,,,,,,,,,,,,617869b4-96a0-40f3-82cf-8da9b166af7d,1957,,"[36.7, 26.9]",3764234,47,,,,,-0.9709774,,Right Foot,,,,"[47.3, 11.4]",Ground Pass,,18.777912,,,,,Chloe Kelly,15570.0,,,,,,,2,From Goal Kick,Gemma Bonner,15554.0,Left Center Back,98,Manchester City WFC,746,['b3e6dec1-56b5-41bb-bc53-4a19654781e3'],30,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:30.580,Pass,
,,,,,,,,,,,,,,,0.965447,,,,,,,,,,,,acbf8cb6-6c8a-42cb-bca4-cfa230330ece,1963,,"[57.5, 35.6]",3764234,47,,,,,-2.284887,,Left Foot,,,,"[49.7, 26.6]",Ground Pass,,11.90966,,,,,Gemma Bonner,15554.0,,,,,,Free Kick,2,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,99,Manchester City WFC,746,['2fc7232c-ff5e-48f6-b0f1-db2fba2ede41'],43,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:43.632,Pass,
,,,,,,,,,,,,,,,0.601055,,,,,,,,,,,,689ebf77-8f64-4cea-8101-fecfc9d1b80b,1966,,"[48.9, 32.9]",3764234,47,,,,,0.64987046,,Right Foot,,,,"[56.4, 38.6]",Ground Pass,,9.420191,,,,,Keira Walsh,4658.0,,,,,,,2,From Free Kick,Gemma Bonner,15554.0,Left Center Back,99,Manchester City WFC,746,['bff05035-b8b7-433a-b8e1-f2d8dc6f9527'],47,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:47.894,Pass,
