50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c58f06eb-151d-4d66-8f2d-892b5ee7df2f,1,,,3764239,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ef27d0b1-c9d3-4a0f-ad92-203f89e21801,2,,,3764239,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,70c776f2-c86e-42b1-a639-a19ba401309c,3,,,3764239,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['46d84506-468b-46d9-9efb-62c498360586'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,46d84506-468b-46d9-9efb-62c498360586,4,,,3764239,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['70c776f2-c86e-42b1-a639-a19ba401309c'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,True,59574d0d-e73a-41a0-a750-934b97793277,1719,,,3764239,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,118,Everton LFC,967,['55ca39e8-990b-434a-9eae-083288aa4457'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,True,55ca39e8-990b-434a-9eae-083288aa4457,1720,,,3764239,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,118,Everton LFC,967,['59574d0d-e73a-41a0-a750-934b97793277'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.26455,,,,,,,,,,,,,,085237a4-97e3-4fde-90c2-975b0922d5ae,5,,"[61.0, 40.1]",3764239,0,,,,-3.0122378,,Right Foot,,,"[36.4, 36.9]",,Low Pass,,24.807257,,,Kerys Harrop,15569.0,,,,,,Kick Off,1,From Kick Off,Rachel Williams,31563.0,Center Forward,2,Tottenham Hotspur Women,749,['0626bc18-06e2-41f3-8c73-c54b589e0ccf'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.509,Pass,
,,,,,,,,,,,,,,,,2.008625,,,,,,,,,,,,,,5754b263-46c6-4c6e-89a6-ac188e0e2f08,8,,"[36.8, 36.6]",3764239,0,,,,0.5178669,,Left Foot,,,"[70.5, 55.8]",,High Pass,,38.785694,,,Rachel Williams,31563.0,,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Center Back,2,Tottenham Hotspur Women,749,['802e7979-3f3a-46f2-8532-6240df219188'],3,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:03.259,Pass,
,,,,,,,,,,,,,,,,2.010659,,,,,,,,,,,,,,9fcaea23-5cda-49e4-b743-3bd43f748eed,11,,"[64.5, 57.7]",3764239,0,,,,1.2544366,,Right Foot,,,"[71.8, 80.0]",,Ground Pass,,23.464441,Out,,Ria Percival,18145.0,,,,,,,1,From Kick Off,Rachel Williams,31563.0,Center Forward,2,Tottenham Hotspur Women,749,['52a607e8-c9c2-44a6-8fb2-a86bfdf91db9'],8,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:08.077,Pass,
,,,,,,,,,,,,,,,,0.978481,,,,,,,,,,,,,,2dbbda65-468e-4eea-b5cd-e4b681b72208,13,,"[48.2, 0.1]",3764239,0,,,,1.371241,,,,,"[50.0, 9.0]",,Low Pass,,9.080198,,,Isobel Mary Christiansen,4645.0,,,,,,Throw-in,1,From Throw In,Danielle Turner,15571.0,Left Back,3,Everton LFC,967,['1e0a2419-a694-411a-8504-affbeb0ca6aa'],21,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:21.054,Pass,
