ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.121226,,,,,,,,,,,c3c7e612-fa06-4f11-92f1-2690e8efef9d,17,,,"[92.0, 76.2]",3775593,0,,,,,-2.4385765,,Right Foot,,,"[86.1, 71.2]",,Ground Pass,,7.7336926,,,Melanie Leupolz,15648.0,,,,,,,1,From Throw In,Niamh Charles,15631.0,Right Back,3,Chelsea FCW,971,['90718afe-f08f-4265-b9d2-e0da1cba944d'],18,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:18.378,Pass,
,,,,,,,,,,,,,,2.389879,,,,,,,,,,,36482aec-45cf-4e79-a4a0-13ea9be914bc,20,,,"[83.6, 71.0]",3775593,0,,,,,-3.01841,,Right Foot,,,"[62.6, 68.4]",,Ground Pass,,21.16034,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Melanie Leupolz,15648.0,Right Defensive Midfield,3,Chelsea FCW,971,['fcc57845-80df-449d-bcee-11375ccca2b7'],20,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:20.292,Pass,
,,,,,,,,,,,,,,1.939348,,,,,,,,,,,b68a4e7c-671a-49b0-9f75-681d4705ca48,23,,,"[61.2, 63.5]",3775593,0,,,,,-1.7396282,,Right Foot,,,"[56.7, 37.1]",,Ground Pass,,26.780777,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['b237e1d5-d5f8-4e7b-ba0f-72d7f2aa9fe5'],22,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:22.965,Pass,
,,,,,,,,,,,,,,2.580739,,,,,,,,,,,45b85180-d9b2-45d6-a774-fb4a2411ef2d,26,,,"[64.2, 35.7]",3775593,0,,,,,0.6577463,,Left Foot,,,"[104.2, 66.6]",,High Pass,,50.545128,,,Niamh Charles,15631.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['8334404a-65c3-4823-b908-5eee25e949b0'],26,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:26.078,Pass,
,,,,,,,,,,,,,,1.042972,,,,,,,,,,,19525172-3399-4bb7-ac50-d68d91e7d47d,37,,,"[117.3, 54.8]",3775593,0,,,,,-1.6089942,,Right Foot,True,,"[116.7, 39.1]",,Ground Pass,,15.711461,Incomplete,,Samantha May Kerr,4961.0,,,,,,,1,From Throw In,Niamh Charles,15631.0,Right Back,3,Chelsea FCW,971,"['21c5fb4e-0aff-4855-b3c4-3c633cb0c850', '6e78edaa-cc95-4b21-bf96-d5176ca30759', 'df7f8aab-8c68-4e32-8b24-f07949b0eead']",32,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:32.696,Pass,True
,,,,,,,,,,,,,,1.721253,,,,,,,,,,,c03b8608-04a2-43a3-a520-4e6e54da03f0,41,,,"[120.0, 80.0]",3775593,1,,,,,-1.8960556,f3e96354-0990-4da0-995f-57128c5c297f,Right Foot,,,"[105.6, 37.3]",True,Low Pass,,45.062733,,True,Melanie Leupolz,15648.0,,,True,Outswinging,,Corner,1,From Corner,Jessica Carter,19422.0,Left Back,4,Chelsea FCW,971,['b4d7608c-5966-4dde-91e7-f5506e5f1630'],6,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:06.610,Pass,
,,,,,,,,,,,,,,2.686615,,,,,,,,,,,86141002-3017-47a5-babb-f3b6e0fa2aa9,46,,,"[60.0, 40.0]",3775593,1,,True,,,-1.8051631,,Right Foot,,,"[53.1, 11.1]",,Ground Pass,,29.712288,,,Rachel Rowe,19780.0,,,,,,Kick Off,1,From Kick Off,Emma Harries,46635.0,Center Forward,5,Reading WFC,974,['d1abd17a-cbb5-44f8-9639-e1439a90ad50'],50,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:50.812,Pass,
,,,,,,,,,,,,,,0.291994,,,,,,,,,,,c6d18429-a75e-456a-9ab1-ca52449b301a,48,,,"[53.6, 5.8]",3775593,1,,True,,,-0.16324028,,Right Foot,,,"[70.6, 3.0]",,Ground Pass,,17.229046,,,Danielle Carter,24281.0,,,,,,,1,From Kick Off,Rachel Rowe,19780.0,Center Defensive Midfield,5,Reading WFC,974,['f74f29dc-bae2-461d-89b7-84cc649ced6b'],53,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:53.697,Pass,
,,,,,,,,,,,,,,1.123352,,,,,,,,,,,f309a3af-834f-41df-a611-97e769ef79ed,52,,,"[49.4, 73.2]",3775593,1,,,,,0.0914112,,Right Foot,,,"[61.4, 74.3]",,Ground Pass,,12.050311,,,Francesca Kirby,4641.0,,,,,,Recovery,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,6,Chelsea FCW,971,"['4dc8866a-7dcb-49a8-bc7e-90260471037d', 'f919b0bc-05e1-40c6-a7ba-20104bf48981']",55,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:55.039,Pass,True
,,,,,,,,,,,,,,2.291324,,,,,,,,,,,fe8925a1-2904-4ac5-8c2b-6b3a0bbc51fa,56,,,"[63.9, 71.2]",3775593,1,,,,,-0.061226062,,Right Foot,,,"[90.0, 69.6]",,High Pass,,26.148996,Incomplete,,Samantha May Kerr,4961.0,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,6,Chelsea FCW,971,"['323d5c75-d054-4a99-988c-0dfbeaf390f3', '4fd26a8f-5611-445b-9664-86b61fa09219', 'c842f390-c149-4e8a-be62-2fdf131cc885']",57,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:57.329,Pass,True
,,,,,,,,,,,,,,3.111969,,,,,,,,,,,cd226fea-736f-4c5a-b164-7e10fc1e4cbb,59,,,"[77.9, 80.0]",3775593,2,,True,,,-2.8141115,,,,,"[57.0, 72.9]",,Low Pass,,22.073061,,,Millie Bright,4642.0,,,,,,Throw-in,1,From Throw In,Niamh Charles,15631.0,Right Back,7,Chelsea FCW,971,['9baf39a9-d8a0-4dca-b4cf-8ee7acd2194f'],9,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:09.707,Pass,
,,,,,,,,,,,,,,2.70022,,,,,,,,,,,8cfe8dac-92b5-4097-b551-aa6e2a318cd9,61,,,"[56.7, 71.6]",3775593,2,,,,,-1.6925788,,Left Foot,,,"[52.6, 38.1]",,Ground Pass,,33.74996,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,7,Chelsea FCW,971,['fbc6037a-4e56-47d3-a606-b6e2fd08fce0'],14,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:14.192,Pass,
,,,,,,,,,,,,,,1.989774,,,,,,,,,,,6fea7664-265d-4224-b2f5-e6c3093dd30c,64,,,"[56.4, 37.4]",3775593,2,,,,,1.5611192,,Left Foot,,,"[56.7, 68.4]",,Ground Pass,,31.001451,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,['32771922-84b2-4e83-b254-94c4c3687f55'],19,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:19.304,Pass,
,,,,,,,,,,,,,,0.940491,,,,,,,,,,,5be723f1-7429-4a97-a2af-78035e791094,67,,,"[62.0, 69.8]",3775593,2,,,,,-0.10014236,,Right Foot,,,"[82.9, 67.7]",,Ground Pass,,21.005238,,,Francesca Kirby,4641.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,7,Chelsea FCW,971,['d486732a-e8c0-4fb3-af3c-9fe57d43cd78'],22,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:22.620,Pass,
,,,,,,,,,,,,,,0.795061,,,,,,,,,,,c1a17030-eea2-4019-bcc0-219445c2cff2,70,,,"[38.7, 8.5]",3775593,2,,,,,0.8218783,,Right Foot,,,"[45.3, 15.6]",,Low Pass,,9.693812,,,Emma Harries,46635.0,,,,,,Recovery,1,Regular Play,Danielle Carter,24281.0,Left Midfield,8,Reading WFC,974,['43db1a81-4710-4282-8599-c303cec33ef8'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:24.486,Pass,
,,,,,,,,,,,,,,2.77684,,,,,,,,,,,dfd3f932-4df0-4d8f-a1c2-e92e7fd2afda,76,,,"[46.4, 12.4]",3775593,2,,,,,0.22196926,,Right Foot,,,"[100.9, 24.7]",,High Pass,,55.870743,Incomplete,,Emma Harries,46635.0,,,,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,9,Reading WFC,974,"['5bbd91fa-bd4e-45ee-b09d-c8c44302526e', '78219eb6-e63a-465e-8e44-f8487b966c2e']",59,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:59.375,Pass,
,,,,,,,,,,,,,,1.37359,,,,,,,,,,,b363bb1f-b860-415d-b364-2950387ec115,79,,,"[94.0, 23.5]",3775593,3,,,,True,-1.6224744,,,,,"[93.7, 17.7]",,High Pass,,5.8077536,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Fara Williams,10251.0,Right Center Midfield,9,Reading WFC,974,"['129fdb88-96c2-42a5-a64f-c3d8a6dd672d', '50a56c95-f6da-445c-b61e-815fb46faee7']",3,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:03.883,Pass,True
,,,,,,,,,,,,,,1.974327,,,,,,,,,,,50a56c95-f6da-445c-b61e-815fb46faee7,82,,,"[26.4, 62.4]",3775593,3,,,,,0.96380866,,Right Foot,,,"[33.9, 73.2]",,Low Pass,,13.148765,Incomplete,,Francesca Kirby,4641.0,,,,,,Recovery,1,From Free Kick,Melanie Leupolz,15648.0,Right Defensive Midfield,9,Reading WFC,974,"['1d4bfdeb-c407-46bc-911f-4845acf6fcfb', 'ae0b0805-636d-4db9-abe4-467fd5b91228', 'b363bb1f-b860-415d-b364-2950387ec115', 'c1b86d46-0139-4d2f-b94f-319c6326da84']",5,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:05.257,Pass,True
,,,,,,,,,,,,,,1.58853,,,,,,,,,,,c16ff1c2-2df0-42d5-ae95-19b5e576f31c,88,,,"[40.3, 80.0]",3775593,3,,,,,-0.5070985,,,,,"[52.0, 73.5]",,Low Pass,,13.384319,,,Pernille Mosegaard Harder,10108.0,,,,,,Throw-in,1,From Throw In,Francesca Kirby,4641.0,Right Wing,10,Chelsea FCW,971,['8ed4cd31-c26a-48fe-9f06-1da2efc43690'],10,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:10.519,Pass,
,,,,,,,,,,,,,,1.467798,,,,,,,,,,,91a1fcc9-a5de-499d-9115-c1b7e03a1a83,92,,,"[51.5, 72.6]",3775593,3,,,,,3.1089246,,Right Foot,,,"[36.2, 73.1]",,Ground Pass,,15.308167,,,Niamh Charles,15631.0,,,,,,,1,From Throw In,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,10,Chelsea FCW,971,"['529d0eb1-a706-46e1-8310-bc12c9ccf1f5', 'f0ece8b6-2467-478f-8c11-5251b2268c8b']",13,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:13.275,Pass,True
,,,,,,,,,,,,,,1.299907,,,,,,,,,,,c43e9311-ebe1-4750-8544-445f85df37a3,95,,,"[35.1, 73.1]",3775593,3,,,,,-2.6052969,,Right Foot,,,"[20.8, 64.6]",,Ground Pass,,16.635504,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Niamh Charles,15631.0,Right Back,10,Chelsea FCW,971,['d36bd4d8-4c83-4f75-99ab-7580cd974fb4'],15,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:15.284,Pass,
,,,,,,,,,,,,,,1.893494,,,,,,,,,,,00fcdf10-45a6-440c-a2d1-d4e5360bbd4a,98,,,"[23.1, 60.6]",3775593,3,,,,,-1.412854,,Right Foot,,,"[29.2, 22.3]",,Ground Pass,,38.782726,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,10,Chelsea FCW,971,['124e056d-4375-49f0-9820-7beb273a77f9'],17,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:17.741,Pass,
,,,,,,,,,,,,,,1.18483,,,,,,,,,,,0b0d7192-073b-4dfc-9a6a-e32a67e859e9,101,,,"[34.8, 22.3]",3775593,3,,,,,-0.42200503,,Right Foot,,,"[49.5, 15.7]",,Ground Pass,,16.113659,,,So-Yun Ji,4647.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,10,Chelsea FCW,971,['6c790e29-9f63-4bcf-87e9-e41dc86cfeff'],20,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:20.939,Pass,
,,,,,,,,,,,,,,1.048976,,,,,,,,,,,1e4afa85-adb0-4b85-89b8-0de172b7f06f,104,,,"[50.8, 16.8]",3775593,3,,,,,1.0205492,,Right Foot,,,"[58.1, 28.7]",,Ground Pass,,13.960659,,,Sophie Louise Ingle,15549.0,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Left Wing,10,Chelsea FCW,971,['cab0c2f2-0c7a-4b4c-9b1f-6214a684f3e3'],23,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:23.724,Pass,
,,,,,,,,,,,,,,2.361947,,,,,,,,,,,48e1d4f5-f284-492e-9c27-cb103173d26f,106,,,"[58.1, 28.7]",3775593,3,,,,,-1.305979,,Left Foot,,,"[64.5, 5.1]",,Ground Pass,,24.452402,,,Jessica Carter,19422.0,,,,,,,1,From Throw In,Sophie Louise Ingle,15549.0,Left Defensive Midfield,10,Chelsea FCW,971,['9a27e1b9-a6f1-4f6f-8138-df531add2ef6'],24,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:24.773,Pass,
,,,,,,,,,,,,,,2.006251,,,,,,,,,,,766bd44e-6e36-4931-9bce-652f378e7199,108,,,"[64.5, 5.1]",3775593,3,,,,,2.5440755,,Right Foot,,,"[40.4, 21.5]",,High Pass,,29.150814,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Jessica Carter,19422.0,Left Back,10,Chelsea FCW,971,['32ee8271-e704-4866-92b2-4ff89fb9919a'],27,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:27.135,Pass,
,,,,,,,,,,,,,,2.419277,,,,,,,,,,,6f9a6374-5eb7-4982-9e0f-f955f5027ea0,111,,,"[40.3, 26.2]",3775593,3,,,,,1.5527803,,Left Foot,,,"[40.9, 59.5]",,Ground Pass,,33.305405,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,10,Chelsea FCW,971,['1f5693d9-42ff-4f09-9575-78ae66f461c7'],30,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:30.349,Pass,
,,,,,,,,,,,,,,1.760692,,,,,,,,,,,2d1e273c-5bae-4964-85e2-51544f104082,114,,,"[37.5, 63.5]",3775593,3,,,,,0.6061353,,Right Foot,,,"[55.1, 75.7]",,Ground Pass,,21.414948,,,Niamh Charles,15631.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,10,Chelsea FCW,971,['aee58d12-f236-43df-8239-6de0b5d1b223'],33,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:33.955,Pass,
,,,,,,,,,,,,,,1.471173,,,,,,,,,,,0f6acb45-aa89-4d3a-bbf1-0e2f0945911e,117,,,"[55.1, 75.7]",3775593,3,,,,,-2.5213432,,Right Foot,,,"[41.1, 65.7]",,Ground Pass,,17.20465,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Niamh Charles,15631.0,Right Back,10,Chelsea FCW,971,['65ef9577-c056-4433-915b-4c43bb0571e3'],36,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:36.873,Pass,
,,,,,,,,,,,,,,2.750521,,,,,,,,,,,08493d86-a300-4b94-bcb5-649fa8cfbb16,120,,,"[53.3, 61.3]",3775593,3,,,,,0.34338728,,Left Foot,,,"[105.6, 80.0]",,High Pass,,55.542595,Out,,Francesca Kirby,4641.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,10,Chelsea FCW,971,['f1e073e7-8a03-4b5c-9b66-8c454bea6d09'],41,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:41.655,Pass,
,,,,,,,,,,,,,,1.115812,,,,,,,,,,,10e1a15e-f928-41cf-b03f-9caa004ec814,122,,,"[17.3, 0.1]",3775593,4,,,,,0.267702,,,,,"[34.8, 4.9]",,High Pass,,18.146349,Incomplete,,Danielle Carter,24281.0,,,,,,Throw-in,1,From Throw In,Bethan Roberts,46636.0,Left Back,11,Reading WFC,974,"['498d6ae7-8dcb-4faf-bbb0-13dce646734e', '66e21371-0397-434e-8f4b-01f49edc8bca']",1,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:01.501,Pass,
,,,,,,,,,,,,,,1.559999,,,,,,,,,,,66e21371-0397-434e-8f4b-01f49edc8bca,125,,,"[85.3, 75.2]",3775593,4,,,,True,-1.4720198,,,,,"[86.4, 64.1]",,High Pass,,11.154371,,,Pernille Mosegaard Harder,10108.0,,,,,,Recovery,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,12,Chelsea FCW,971,"['10e1a15e-f928-41cf-b03f-9caa004ec814', '4162af5c-3c6c-4db1-aeef-436e82f5b789', '52fdc0ba-34fa-4156-a5ad-e92f58b5f83a']",2,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:02.617,Pass,True
,,,,,,,,,,,,,,1.904041,,,,,,,,,,,5c3e9298-556c-4f75-a936-c544d87c7df1,128,,,"[86.4, 64.0]",3775593,4,,,,,2.6183143,,Right Foot,,,"[78.6, 68.5]",,Ground Pass,,9.004998,,,Sophie Louise Ingle,15549.0,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,12,Chelsea FCW,971,['81a74abd-2976-48b5-be36-e4cde2b77caa'],4,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:04.183,Pass,
