50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.155066,,,,,,,,,,,4c8c9645-9f65-4df7-8ecd-c5dec0d542ce,21,,,"[23.2, 19.4]",3775649,2,,,,1.9540805,,Left Foot,,,"[18.2, 31.8]",,Ground Pass,,13.370116,,,Angharad James,15577.0,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Left Center Back,4,Reading WFC,974,['06d6d222-b31d-4888-90ad-cb7b6d8d7b86'],26,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:26.689,Pass,
,,,,,,,,,,,,,,,,,1.003556,,,,,,,,,,,72858678-c410-4dfd-9af7-76c1eb58d4ac,26,,,"[43.3, 11.2]",3775649,2,,,,-0.17652176,,Right Foot,,,"[61.8, 7.9]",,Ground Pass,,18.792019,,,Fara Williams,10251.0,,,,,,,1,Regular Play,Angharad James,15577.0,Right Defensive Midfield,4,Reading WFC,974,['fffdb48a-a833-4c01-9c97-3866ec7ac1e7'],33,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:33.965,Pass,
,,,,,,,,,,,,,,,,,1.850636,,,,,,,,,,,d3baafd5-540f-40c7-8dd6-09147901c2d1,29,,,"[60.0, 6.1]",3775649,2,,,,1.1411858,,Right Foot,,,"[70.4, 28.8]",,Ground Pass,,24.96898,,,Jessica Fishlock,5016.0,,,,,,,1,Regular Play,Fara Williams,10251.0,Left Center Forward,4,Reading WFC,974,['0d48d21d-8dc2-4ee7-9d40-6f42c0f43bd3'],36,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:36.052,Pass,
,,,,,,,,,,,,,,,,,1.8611,,,,,,,,,,,eef0cd2a-dce4-4ccb-bb21-fa0e73e58ac0,36,,,"[73.3, 6.9]",3775649,2,,,,2.4686217,,Right Foot,,,"[52.6, 23.4]",,Ground Pass,,26.471495,,,Deanna Cooper,20061.0,,,,,,,1,Regular Play,Jessica Fishlock,5016.0,Left Defensive Midfield,4,Reading WFC,974,['7312323d-25a8-4418-8610-438bacf43970'],44,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:44.767,Pass,
,,,,,,,,,,,,,,,,,2.628219,,,,,,,,,,,bcb2026a-5cef-4bdb-895d-47460ab5a8ab,39,,,"[52.3, 25.4]",3775649,2,,,,1.5147327,,Right Foot,,,"[53.4, 45.0]",,Ground Pass,,19.630842,,,Kristine Leine,31628.0,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Left Center Back,4,Reading WFC,974,['1399e2bb-95c8-45de-8875-25ebf3fe7834'],47,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:47.257,Pass,
,,,,,,,,,,,,,,,,,1.531013,,,,,,,,,,,6fad9900-b814-4fad-afc5-324e340ef002,42,,,"[56.6, 47.3]",3775649,2,,,,-1.662006,,Right Foot,,,"[55.1, 30.9]",,Ground Pass,,16.468454,,,Deanna Cooper,20061.0,,,,,,,1,Regular Play,Kristine Leine,31628.0,Right Center Back,4,Reading WFC,974,['dd4020c5-d6c7-42f3-8874-9a61f7c2035b'],50,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:50.351,Pass,
,,,,,,,,,,,,,,,,,0.994992,,,,,,,,,,,98a2eec7-2a37-40ae-8a61-0454b33924b4,46,,,"[55.4, 31.1]",3775649,2,,,,0.9526521,,Right Foot,,,"[61.8, 40.1]",,Ground Pass,,11.0435505,,,Angharad James,15577.0,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Left Center Back,4,Reading WFC,974,"['16626a04-6f1d-4da4-a9f2-c636b7fd200e', 'cf208eae-0a62-4b6b-a463-fff31ee53de8']",52,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:52.378,Pass,True
,,,,,,,,,,,,,,,,,2.651266,,,,,,,,,,,b81063a0-08d4-4583-8b60-4f10b4a38a8e,50,,,"[60.9, 38.9]",3775649,2,,,,2.947828,,Right Foot,,,"[34.4, 44.1]",,Ground Pass,,27.00537,,,Kristine Leine,31628.0,,,,,,,1,Regular Play,Angharad James,15577.0,Right Defensive Midfield,4,Reading WFC,974,['7295fdda-6907-43a5-a901-ace176a63e2a'],53,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:53.493,Pass,
,,,,,,,,,,,,,,,,,2.906439,,,,,,,,,,,fb10a9ac-87dd-4072-9625-cc3e46a78464,53,,,"[32.1, 44.6]",3775649,2,,,,-2.6990147,,Left Foot,,,"[11.0, 34.6]",,Ground Pass,,23.349731,,,Grace Moloney,15719.0,,,,,,,1,Regular Play,Kristine Leine,31628.0,Right Center Back,4,Reading WFC,974,['a413f5f1-da67-410f-a654-bb4447902f6d'],56,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:56.264,Pass,
,,,,,,,,,,,,,,,,,2.298348,,,,,,,,,,,c9d699d0-2ec0-4792-863d-f14c46b2a322,56,,,"[17.9, 37.2]",3775649,3,,,,-0.64726996,,Right Foot,,,"[56.0, 8.4]",,High Pass,,47.760338,,Incomplete,Fara Williams,10251.0,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,"['578fe1c3-abe6-4162-a328-41a87f503dd1', 'a798dfc0-392f-476c-9e04-aadcedb2d5e8']",4,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:04.503,Pass,
,,,,,,,,,,,,,,,,,3.609095,,,,,,,,,,,a798dfc0-392f-476c-9e04-aadcedb2d5e8,58,,,"[64.1, 71.7]",3775649,3,,,,0.37967718,,Head,,,"[84.9, 80.0]",,High Pass,,22.394865,,Out,Martha Thomas,31558.0,,,,,,Recovery,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,4,Reading WFC,974,"['3ccad572-64df-4833-bd16-28d0a8bcf44d', 'c9d699d0-2ec0-4792-863d-f14c46b2a322']",6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:06.802,Pass,
,,,,,,,,,,,,,,,,,3.690195,,,,,,,,,,,69cf5df3-6012-4ef1-9c0d-00003a0f15e3,61,,,"[31.8, 0.1]",3775649,3,,,,2.3086114,,,,,"[14.8, 18.8]",,High Pass,,25.272316,,,Deanna Cooper,20061.0,,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,5,Reading WFC,974,['6d4124c9-4948-46bd-ab73-b1e9d7c48e68'],12,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:12.072,Pass,
,,,,,,,,,,,,,,,,,2.261091,,,,,,,,,,,9c61f244-9fb9-41f3-8c4c-e452fa18f1ba,64,,,"[13.7, 21.9]",3775649,3,,,,2.259155,,Right Foot,,,"[3.5, 34.3]",,Ground Pass,,16.056152,,,Grace Moloney,15719.0,,,,,,,1,From Throw In,Deanna Cooper,20061.0,Left Center Back,5,Reading WFC,974,['ca06e337-ee2f-4d40-8c4e-d870851c3fb3'],16,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:16.317,Pass,
,,,,,,,,,,,,,,,,,2.640775,,,,,,,,,,,c2971cfc-0ddf-44c4-a323-9efadfe9ba52,67,,,"[9.4, 34.9]",3775649,3,,,,-0.15101534,,Right Foot,,,"[50.8, 28.6]",,High Pass,,41.876606,,Incomplete,Amalie Vevle Eikeland,26570.0,,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,5,Reading WFC,974,"['9f0f3634-2259-4bac-87f4-2c3cc7be6aa5', 'e79d3d51-4640-4284-89d3-90cd87f3a751']",22,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:22.246,Pass,
,,,,,,,,,,,,,,,,,3.666943,,,,,,,,,,,9f0f3634-2259-4bac-87f4-2c3cc7be6aa5,70,,,"[69.3, 51.5]",3775649,3,,,True,0.6834798,,,,,"[98.4, 75.2]",,High Pass,,37.529987,,,Martha Thomas,31558.0,,,,,,Recovery,1,Regular Play,Grace Fisk,34232.0,Right Center Back,6,West Ham United LFC,972,"['6df68142-d1d9-4666-99e5-9bc89d99a6ae', '807ca4a4-8349-4578-8d64-9319808ea012', 'c2971cfc-0ddf-44c4-a323-9efadfe9ba52']",24,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:24.887,Pass,True
,,,,,,,,,,,,,,,,,0.793259,,,,,,,,,,,fc6f722f-cb95-48f0-9759-1efd2ad0b2ee,74,,,"[117.9, 66.2]",3775649,3,,,,-1.9714208,,Right Foot,True,True,"[110.7, 49.2]",,Ground Pass,,18.461853,,Incomplete,Kenza Dali,15421.0,,,,,,,1,Regular Play,Martha Thomas,31558.0,Center Forward,6,West Ham United LFC,972,"['3493f9e3-a81e-4e1a-ac4f-e330163d6c4f', 'ddb25127-6086-40f9-82dd-b45155f9749a']",33,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:33.864,Pass,
,,,,,,,,,,,,,,,,,1.30562,,,,,,,,,,,92865894-1046-4401-a999-c16bba9728c7,77,,,"[106.7, 50.4]",3775649,3,,,,-2.612003,bb449029-feb3-436f-bdeb-b9c7b34bd592,Right Foot,,,"[94.4, 43.2]",,Ground Pass,,14.252368,,,Dagný Brynjarsdóttir,10124.0,True,,,,,Recovery,1,Regular Play,Kenza Dali,15421.0,Right Wing,6,West Ham United LFC,972,['bb2c9b19-a70c-4002-9c46-ad36865a7c27'],36,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:36.483,Pass,
,,,,,,,,,,,,,,,,,1.156314,,,,,,,,,,,4acfab94-e7f9-4541-bb14-fc63cc01cad3,82,,,"[6.0, 36.0]",3775649,4,,,,-0.5485494,,Right Foot,,,"[9.6, 33.8]",,Ground Pass,,4.2190046,,,Jessica Fishlock,5016.0,,,,,,Goal Kick,1,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,7,Reading WFC,974,['8e0d85ec-939a-4537-a71b-564cf18f92d1'],16,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:16.431,Pass,
,,,,,,,,,,,,,,,,,2.756427,,,,,,,,,,,c08db793-41a8-4276-bfef-6f9927d1d8c2,85,,,"[10.2, 38.1]",3775649,4,,,,-0.091530964,,Right Foot,,,"[51.6, 34.3]",,High Pass,,41.57403,,Incomplete,Angharad James,15577.0,,,,,,,1,From Goal Kick,Jessica Fishlock,5016.0,Left Defensive Midfield,7,Reading WFC,974,"['1fee52ad-f195-41e0-9caf-ebda5858c551', 'e2da8f0c-fb5d-4a80-b50b-03cc6af12fa0']",18,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:18.499,Pass,
,,,,,,,,,,,,,,,,,2.036122,,,,,,,,,,,1fee52ad-f195-41e0-9caf-ebda5858c551,87,,,"[68.5, 45.8]",3775649,4,,,,0.43984258,,Right Foot,,,"[77.0, 49.8]",,High Pass,,9.394147,,Incomplete,Dagný Brynjarsdóttir,10124.0,,,,,,Interception,1,From Goal Kick,Gilly Louise Scarlett Flaherty,18151.0,Center Back,7,Reading WFC,974,"['230d4fa5-84b8-4fa5-b475-6842246f0c1b', '3c676f71-0001-43a3-b3f9-a57d0553968a', 'c08db793-41a8-4276-bfef-6f9927d1d8c2']",21,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:21.255,Pass,
,,,,,,,,,,,,,,,,,2.657544,,,,,,,,,,,868088f3-9ceb-4a57-8954-169a19c8ef6e,92,,,"[37.3, 30.0]",3775649,4,,,,1.6624119,,Right Foot,,,"[34.7, 58.3]",,Ground Pass,,28.419184,,,Natasha Harding,15725.0,,,,,,,1,From Goal Kick,Angharad James,15577.0,Right Defensive Midfield,7,Reading WFC,974,['65aec2cc-1840-4e22-867f-7de60d33e711'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:24.651,Pass,
,,,,,,,,,,,,,,,,,0.134856,,,,,,,,,,,9fb71484-b478-454b-96c5-abd2c1c58e45,96,,,"[33.8, 59.1]",3775649,4,,,,0.0,,Right Foot,,,"[36.9, 59.1]",,Ground Pass,,3.1,,Incomplete,Rachel Rowe,19780.0,,,,,,,1,From Goal Kick,Natasha Harding,15725.0,Right Back,7,Reading WFC,974,"['2b4e181a-3787-4b72-9f3f-eb437b4b58e4', '4f8369f0-fb27-4ba7-a903-7e063fe4898c', 'd3b8187d-23ac-48d1-be16-4d3dcdc74885']",28,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:28.082,Pass,True
,,,,,,,,,,,,,,,,,2.057108,,,,,,,,,,,931d8b79-6b6e-4b28-8d60-2bb74e20aaa4,100,,,"[79.4, 5.1]",3775649,4,,,,0.73480844,,Right Foot,,,"[87.7, 12.6]",,Ground Pass,,11.186599,,,Katerina Svitková,24403.0,,,,,,Recovery,1,Regular Play,Emily Louise van Egmond,5076.0,Left Wing,8,West Ham United LFC,972,"['7ba93502-b9fa-42fe-9406-5e327b9bbc9f', 'b1d7cbe7-b84b-4257-a2de-7fe8af862e34']",30,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:30.418,Pass,True
,,,,,,,,,,,,,,,,,5.440679,,,,,,,,,,,e1a09bec-637d-4d1b-aea3-4b6c02ae2a41,103,,,"[112.2, 16.4]",3775649,4,,,,1.5660794,,Left Foot,True,,"[112.5, 80.0]",,High Pass,,63.600708,,,Cecilie Redisch Kvamme,31553.0,,,True,,,,1,Regular Play,Katerina Svitková,24403.0,Left Wing Back,8,West Ham United LFC,972,['e7dd309b-48b6-4df5-8a9e-d8c121a92107'],35,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:35.368,Pass,
,,,,,,,,,,,,,,,,,0.96306,,,,,,,,,,,8dd998bf-546c-4f1c-9772-498582e90af3,107,,,"[111.9, 77.7]",3775649,4,,,,-2.1495113,,Right Foot,,,"[107.0, 70.2]",,Ground Pass,,8.958795,,,Kenza Dali,15421.0,,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,8,West Ham United LFC,972,"['1ea44f40-fe8d-4290-8018-99307e8b1640', '62211cd1-38d1-4db2-87c5-8f990bbd3010']",41,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:41.600,Pass,True
,,,,,,,,,,,,,,,,,1.992698,,,,,,,,,,,ebe6e85f-6464-4391-951d-81e6494237f4,110,,,"[112.2, 73.4]",3775649,4,,,,-1.3490692,,Right Foot,True,,"[120.0, 38.8]",,High Pass,,35.468296,,Out,Emily Louise van Egmond,5076.0,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Wing,8,West Ham United LFC,972,['2fe43b8e-83cd-41be-a95b-f10be908b615'],45,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:45.694,Pass,
,,,,,,,,,,,,,,,,,0.955599,,,,,,,,,,,8dc0687e-1f3c-4384-9653-a7a8cac67c31,112,,,"[6.0, 36.0]",3775649,5,,,,0.07677189,,Right Foot,,,"[9.9, 36.3]",,Ground Pass,,3.9115214,,,Jessica Fishlock,5016.0,,,,,,Goal Kick,1,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,9,Reading WFC,974,['56a67f4d-587c-41ee-91cd-38902bee9e82'],12,,,,,,,,,,,,,,,,,Reading WFC,974,00:05:12.169,Pass,
,,,,,,,,,,,,,,,,,1.287039,,,,,,,,,,,157795ce-9ee6-4f9d-ab28-da57c427b953,115,,,"[11.7, 34.6]",3775649,5,,,,-1.252275,,Right Foot,,,"[20.9, 6.7]",,Ground Pass,,29.377712,,,Deanna Cooper,20061.0,,,,,,,1,From Goal Kick,Jessica Fishlock,5016.0,Left Defensive Midfield,9,Reading WFC,974,['32419091-e2ca-4524-9271-d1aded3591b7'],14,,,,,,,,,,,,,,,,,Reading WFC,974,00:05:14.244,Pass,
,,,,,,,,,,,,,,,,,3.029864,,,,,,,,,,,6d7326b1-9123-4c3d-9f89-2d80b8f37b5e,119,,,"[94.7, 80.0]",3775649,5,,,,-0.44625807,,,,,"[117.9, 68.9]",,Low Pass,,25.71867,,,Martha Thomas,31558.0,,,,,,Throw-in,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Center Back,10,West Ham United LFC,972,['238039bd-1c91-4f10-b4b9-22063914c5f5'],35,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:35.215,Pass,
,,,,,,,,,,,,,,,,,1.116921,,,,,,,,,,,5e88870b-1c36-4441-bbea-9ab2ae9a2502,122,,,"[117.9, 68.9]",3775649,5,,,,-1.7886838,,Right Foot,True,True,"[111.9, 41.8]",,Low Pass,,27.75626,,Incomplete,Dagný Brynjarsdóttir,10124.0,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,10,West Ham United LFC,972,"['8dd8e1a2-ffd2-4263-bb4c-c50924796a11', '9603d3af-5507-4083-bac3-a4b93bd717aa']",38,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:38.605,Pass,
,,,,,,,,,,,,,,,,,1.477456,,,,,,,,,,,f7d3b1ad-d750-44e9-8634-79a205b2a21c,132,,,"[78.2, 50.7]",3775649,5,,,,-0.84292626,,Left Foot,,,"[87.2, 40.6]",,Low Pass,,13.528119,,,Emily Louise van Egmond,5076.0,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Right Defensive Midfield,10,West Ham United LFC,972,"['0eaf72a6-0a1b-483c-8fb6-7b79299cebe3', 'c1c72448-eefd-49c1-94d6-33c1e501c1a7']",45,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:45.871,Pass,True
,,,,,,,,,,,,,,,,,3.019497,,,,,,,,,,,26952028-177f-4fe3-9e58-9ccb04ad665a,135,,,"[84.3, 37.5]",3775649,5,,,,-1.3865964,,Right Foot,,,"[89.2, 11.2]",,Ground Pass,,26.75257,,,Katerina Svitková,24403.0,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Left Wing,10,West Ham United LFC,972,['b62401f9-3827-4c82-8291-830c59446310'],48,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:48.654,Pass,
