50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.190553,,,,,,,,,,,,,,5b96fe58-55a8-4677-926f-a6b8b3c6eb1f,19,,,"[4.3, 43.2]",3764237,0,,,,0.93637717,,Right Foot,,,,"[29.1, 76.9]",,High Pass,,41.841724,,Harriet Scott,19592.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,"['89977c95-fc86-4e68-8f51-94d111ff8157', 'ec039951-0899-4a2c-9fe3-1fc0bf396e5f']",16,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:16.039,Pass,True
,,,,,,,,,,,,,,,,3.325862,,,,,,,,,,,,,,0d678e09-3e60-42f8-b33b-2458bddccc4f,22,,,"[37.4, 75.2]",3764237,0,,,,-0.348771,,Left Foot,,,,"[79.2, 60.0]",,High Pass,,44.47786,Pass Offside,Claudia Walker,15580.0,,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,3,Birmingham City WFC,969,['d69f09fb-7e40-4757-9706-04b67c6edd5b'],20,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:20.918,Pass,
,,,,,,,,,,,,,,,,1.11166,,,,,,,,,,,,,,fbbcc561-4a7f-4b41-8783-44d3d31f7678,24,,,"[41.4, 21.2]",3764237,0,,,,0.27475044,,Right Foot,,,,"[56.3, 25.4]",,Ground Pass,,15.480633,,Katie Zelem,31540.0,,,,,,Free Kick,1,From Free Kick,Millie Turner,31536.0,Left Center Back,4,Manchester United,1475,['52113dca-4573-4d6b-aa39-03dee3dedce7'],32,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:32.447,Pass,
,,,,,,,,,,,,,,,,0.188011,,,,,,,,,,,,,,54608ce6-3785-46a3-b2d6-4a7df48394bc,27,,,"[56.6, 33.1]",3764237,0,,,,0.8176451,,Right Foot,,,,"[59.6, 36.3]",,Low Pass,,4.3863425,Incomplete,Ella Toone,31534.0,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Left Center Midfield,4,Manchester United,1475,"['9a354781-b00a-42c5-ad62-bfb55d24cf22', 'ceb1b8ec-4eef-4d83-adaf-b8720d10ada7']",36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:36.679,Pass,
,,,,,,,,,,,,,,,,1.169144,,,,,,,,,,,,,,8d9ac157-0d1d-4af8-bacc-003004215c9b,32,,,"[61.1, 44.9]",3764237,0,,,,2.5175695,,Right Foot,,,,"[56.1, 48.5]",,Ground Pass,,6.1611686,,Mollie Green,47520.0,,,,,,,1,From Free Kick,Claudia Walker,15580.0,Center Forward,4,Manchester United,1475,['d439d99a-c28d-4f4a-8c48-513e0eeede13'],38,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:38.068,Pass,
,,,,,,,,,,,,,,,,1.84767,,,,,,,,,,,,,,4160c329-df0a-494f-b21d-b1e82d104371,35,,,"[62.2, 51.7]",3764237,0,,,,0.5020902,,Right Foot,,,,"[72.4, 57.3]",,Ground Pass,,11.63615,Incomplete,Sarah Emma Mayling,19500.0,,,,,,,1,From Free Kick,Mollie Green,47520.0,Right Center Midfield,4,Manchester United,1475,"['4e775fa1-f353-4c2e-9726-8ee8c2bd0b3e', '6296978b-7d8c-44c3-9812-eada15b6a5e4']",40,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:40.543,Pass,
,,,,,,,,,,,,,,,,1.18069,,,,,,,,,,,,,,ba25a245-280e-4788-9c7f-ab1f4a219957,40,,,"[47.4, 25.6]",3764237,0,,,,2.75571,,Right Foot,,,,"[44.2, 26.9]",,Ground Pass,,3.4539833,,Katie Zelem,31540.0,,,,,,,1,From Free Kick,Ona Batlle Pascual,46639.0,Left Back,4,Manchester United,1475,"['58e3f2f0-ed4b-4224-86d9-0c7cf35b59f4', 'cee009ab-ffb5-4c6c-8294-1843cbb33156']",43,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:43.696,Pass,True
,,,,,,,,,,,,,,,,2.517344,,,,,,,,,,,,,,b5cf0f33-a718-48ab-a920-336827a8b73b,42,,,"[43.9, 26.9]",3764237,0,,,,-1.3849324,,Right Foot,,,,"[48.3, 3.5]",,Low Pass,,23.810081,,Jackie Groenen,10654.0,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Left Center Midfield,4,Manchester United,1475,['22210be3-d604-456f-8439-bb9530ebec0f'],44,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:44.877,Pass,
,,,,,,,,,,,,,,,,3.170659,,,,,,,,,,,,,,1339f1da-07c6-4efd-a757-e9ccef2e4f27,45,,,"[42.7, 2.9]",3764237,0,,,,1.6172744,,Right Foot,,,,"[40.3, 54.5]",,Low Pass,,51.655785,,Abbie McManus,4648.0,,,True,,,,1,From Free Kick,Jackie Groenen,10654.0,Right Center Midfield,4,Manchester United,1475,['7b60896c-ac15-4612-8a6d-db9bbd99b9a2'],50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:50.593,Pass,
,,,,,,,,,,,,,,,,2.875934,,,,,,,,,,,,,,07390da1-4c3b-4bd6-9076-929a41be25ff,48,,,"[54.3, 56.8]",3764237,0,,,,-0.6980746,,Right Foot,,,,"[98.4, 19.8]",,High Pass,,57.5657,,Leah Galton,31539.0,,,,,,,1,From Free Kick,Abbie McManus,4648.0,Right Center Back,4,Manchester United,1475,['5ddc2fed-bbb0-4c13-92ee-971f34195db8'],57,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:57.113,Pass,
,,,,,,,,,,,,,,,,0.511328,,,,,,,,,,,,,,8808c5dd-7275-4d54-9d68-96cb94075fb9,56,,,"[65.1, 17.4]",3764237,1,,,,0.9928944,,Left Foot,,,,"[71.1, 26.6]",,Ground Pass,,10.983624,,Katie Zelem,31540.0,,,,,,,1,From Free Kick,Ona Batlle Pascual,46639.0,Left Back,4,Manchester United,1475,['2603e8ae-02dd-44ca-b8e2-69c9a32358e8'],6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:06.330,Pass,
,,,,,,,,,,,,,,,,1.094667,,,,,,,,,,,,,,65b55746-b77a-4721-84ad-0c4d9946de57,58,,,"[70.9, 26.6]",3764237,1,,,,-3.0909114,,Right Foot,,,,"[57.1, 25.9]",,Ground Pass,,13.817742,,Millie Turner,31536.0,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Left Center Midfield,4,Manchester United,1475,['50b42ae1-6c4c-4277-bf3b-4cd5a64dc2bb'],6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:06.842,Pass,
,,,,,,,,,,,,,,,,1.29927,,,,,,,,,,,,,,42cb74b6-32e8-490f-a10f-46f639fd7cfb,61,,,"[57.1, 25.9]",3764237,1,,,,-0.8845484,,Right Foot,,,,"[65.7, 15.4]",,Low Pass,,13.572398,,Ona Batlle Pascual,46639.0,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,4,Manchester United,1475,['a1e91c62-3350-44a8-a639-16e9c078f935'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:08.016,Pass,
,,,,,,,,,,,,,,,,2.720937,,,,,,,,,,,,,,e155a956-745d-4c75-997b-7a1e76bfce6a,64,,,"[74.7, 24.2]",3764237,1,,,,1.833791,,Right Foot,,,,"[64.9, 60.6]",,Low Pass,,37.696156,,Kirsty Smith,10196.0,,,,,,,1,From Free Kick,Ona Batlle Pascual,46639.0,Left Back,4,Manchester United,1475,['58aa019d-215a-4a24-80a5-8f8fcdac1e92'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:13.028,Pass,
,,,,,,,,,,,,,,,,1.11733,,,,,,,,,,,,,,5031c176-14f2-4dae-a5e0-c669c5299ed3,66,,,"[64.0, 60.6]",3764237,1,,,,-2.4339595,,Left Foot,,,,"[55.7, 53.5]",,Ground Pass,,10.922454,,Abbie McManus,4648.0,,,,,,,1,From Free Kick,Kirsty Smith,10196.0,Right Back,4,Manchester United,1475,['b1b13e94-0e49-4d5c-94c4-e2af1b373af1'],15,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:15.749,Pass,
,,,,,,,,,,,,,,,,1.402277,,,,,,,,,,,,,,3f6e548b-7a6e-4f94-97c6-4674b0bed1a2,69,,,"[56.3, 53.8]",3764237,1,,,,0.73083055,,Right Foot,,,,"[81.4, 76.3]",,High Pass,,33.708454,,Kirsty Hanson,31532.0,,,,,,,1,From Free Kick,Abbie McManus,4648.0,Right Center Back,4,Manchester United,1475,['94200dd4-fc7b-4e67-8c1e-8edbb12ccc66'],16,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:16.986,Pass,
,,,,,,,,,,,,,,,,1.694654,,,,,,,,,,,,,,0592520e-665b-4f3f-8fdb-49ff6f3fb5ca,73,,,"[33.0, 8.2]",3764237,1,,,,0.76101273,,Head,,,,"[39.3, 14.2]",,Low Pass,,8.7,Incomplete,Christie Murray,15628.0,,,,,,Recovery,1,From Free Kick,Rebecca Holloway,31568.0,Left Back,4,Manchester United,1475,"['5747cd3c-5434-4e6c-ad79-ec88cfebc5a9', 'c12f83a7-0099-40f6-aa19-0c95f8fdd699']",20,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:20.259,Pass,
,,,,,,,,,,,,,,,,1.246854,,,,,,,,,,,,,,5747cd3c-5434-4e6c-ad79-ec88cfebc5a9,75,,,"[80.8, 65.9]",3764237,1,,,,-2.5935688,,Right Foot,,,,"[73.1, 61.2]",,Low Pass,,9.021087,,Katie Zelem,31540.0,,,,,,Recovery,1,From Free Kick,Ella Toone,31534.0,Center Attacking Midfield,4,Manchester United,1475,"['0592520e-665b-4f3f-8fdb-49ff6f3fb5ca', 'e89da38a-5e4d-42c6-a8da-b770f0cb73f8']",21,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:21.954,Pass,
,,,,,,,,,,,,,,,,2.494851,,,,,,,,,,,,,,0679179a-feda-42f9-ae05-3e99bb495fd2,78,,,"[75.3, 54.8]",3764237,1,,,,-1.8979425,,Right Foot,,,,"[64.0, 21.5]",,Ground Pass,,35.16504,,Ona Batlle Pascual,46639.0,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Left Center Midfield,4,Manchester United,1475,['41ee0185-0c06-47a6-8412-0d5fd4ffd49d'],23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:23.963,Pass,
,,,,,,,,,,,,,,,,1.662153,,,,,,,,,,,,,,50412884-50e4-4193-b858-8a7912929b02,81,,,"[69.3, 18.6]",3764237,1,,,,-0.49203116,,Left Foot,,,,"[94.3, 5.2]",,Low Pass,,28.364767,,Jackie Groenen,10654.0,,,,,,,1,From Free Kick,Ona Batlle Pascual,46639.0,Left Back,4,Manchester United,1475,['4c95ed7e-c688-4f75-9ed1-774f944d85ad'],27,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:27.690,Pass,
,,,,,,,,,,,,,,,,2.684805,,,,,,,,,,,,,,b3acd20a-6296-4cdd-b4ac-5c1f71312b06,85,,,"[106.1, 10.9]",3764237,1,,,,0.7628456,,Left Foot,,,,"[119.7, 23.9]",,Ground Pass,,18.813826,Out,Leah Galton,31539.0,,,,,,,1,From Free Kick,Jackie Groenen,10654.0,Right Center Midfield,4,Manchester United,1475,"['5ab673b1-c005-47bd-b83a-cd05b8f9c990', 'f3b1e300-9ce8-4c82-9852-9c1963385b47']",31,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:31.432,Pass,True
,,,,,,,,,,,,,,,,2.308646,,,,,,,,,,,,,,98abdb25-9a2d-4bd9-b54e-2929eaa7624d,87,,,"[7.0, 44.1]",3764237,1,,,,-1.4758446,,Right Foot,,,,"[9.6, 16.8]",,Ground Pass,,27.42353,,Rachel Corsie,4984.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,5,Birmingham City WFC,969,['6aae627e-bf9e-42c3-8148-352c32fdd4b1'],47,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:47.092,Pass,
,,,,,,,,,,,,,,,,0.732193,,,,,,,,,,,,,,8fec830e-cb85-4584-98f4-648cfed7cf6a,90,,,"[21.1, 15.6]",3764237,1,,,,-0.7159131,,Right Foot,,,,"[35.7, 2.9]",,Low Pass,,19.35071,,Rebecca Holloway,31568.0,,,,,,,1,From Goal Kick,Rachel Corsie,4984.0,Left Center Back,5,Birmingham City WFC,969,['f2f318bd-d7fc-42ce-9ba9-38b76e5ddd87'],51,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:51.082,Pass,
,,,,,,,,,,,,,,,,1.130904,,,,,,,,,,,,,,dfddc86d-ea74-4b82-b012-38cfa31eb073,96,,,"[38.4, 0.1]",3764237,2,,,,0.3267422,,,,,,"[56.4, 6.2]",,High Pass,,19.005526,Incomplete,Claudia Walker,15580.0,,,,,,Throw-in,1,From Throw In,Rebecca Holloway,31568.0,Left Back,6,Birmingham City WFC,969,"['2ed276d9-a159-4e3c-849c-92399c0fa6b4', '7b743147-78b8-41cb-ac32-7a431ce09071']",1,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:01.711,Pass,
,,,,,,,,,,,,,,,,1.988073,,,,,,,,,,,,,,7b743147-78b8-41cb-ac32-7a431ce09071,98,,,"[63.7, 73.9]",3764237,2,,,,-1.3234423,,Left Foot,,,,"[68.7, 54.1]",,High Pass,,20.421556,Incomplete,Jackie Groenen,10654.0,,,,,,Recovery,1,From Throw In,Kirsty Smith,10196.0,Right Back,6,Birmingham City WFC,969,"['1bac53f5-9483-4b48-8d21-77b6e5eff11c', '4b29de40-66a6-41cc-a3f6-c054099d7b3b', 'dfddc86d-ea74-4b82-b012-38cfa31eb073']",2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:02.842,Pass,
,,,,,,,,,,,,,,,,1.474572,,,,,,,,,,,,,,4b29de40-66a6-41cc-a3f6-c054099d7b3b,100,,,"[51.4, 26.0]",3764237,2,,,,-0.5018235,,Head,,,,"[62.7, 19.8]",,High Pass,,12.889143,,Claudia Walker,15580.0,,,,,,Recovery,1,From Throw In,Mollie Green,47520.0,Right Center Midfield,6,Birmingham City WFC,969,"['7b743147-78b8-41cb-ac32-7a431ce09071', '88791bce-46d7-4799-be07-39825ef68a43']",4,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:04.830,Pass,
,,,,,,,,,,,,,,,,1.277014,,,,,,,,,,,,,,7ae5d2d6-dda7-4b9e-927d-349ca492f55a,103,,,"[63.0, 19.8]",3764237,2,,,True,1.1361262,,,,,,"[68.2, 31.0]",,High Pass,,12.348279,,Mollie Green,47520.0,,,,,,,1,From Throw In,Claudia Walker,15580.0,Center Forward,6,Birmingham City WFC,969,"['e3db6e4d-e962-4754-be52-eed2d89136f1', 'fe6600ab-2c4f-4a3e-b467-201c111f200c']",6,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:06.420,Pass,True
,,,,,,,,,,,,,,,,1.487546,,,,,,,,,,,,,,e0e008fc-6737-4b29-bb7a-4bff1cd75e45,110,,,"[39.7, 43.8]",3764237,2,,,,1.8193916,,Right Foot,,,,"[36.4, 56.8]",,Ground Pass,,13.412308,,Abbie McManus,4648.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,7,Manchester United,1475,['83ec2a27-51f1-4507-9875-0ab0dca5b965'],11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:11.414,Pass,
,,,,,,,,,,,,,,,,1.044674,,,,,,,,,,,,,,189af085-662c-4542-a878-d207c24a5549,113,,,"[36.7, 58.9]",3764237,2,,,,-0.66707236,,Right Foot,,,,"[44.7, 52.6]",,Ground Pass,,10.182829,,Katie Zelem,31540.0,,,,,,,1,Regular Play,Abbie McManus,4648.0,Right Center Back,7,Manchester United,1475,['acfdb812-87c2-4dd1-97ea-717aaab9aeb0'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:13.353,Pass,
,,,,,,,,,,,,,,,,1.111542,,,,,,,,,,,,,,34a4206a-d4c0-4638-a28d-162411d33e6f,116,,,"[39.4, 51.2]",3764237,2,,,,2.385172,,Right Foot,,,,"[32.3, 57.9]",,Ground Pass,,9.762172,,Abbie McManus,4648.0,,,,,,,1,Regular Play,Katie Zelem,31540.0,Left Center Midfield,7,Manchester United,1475,['424b23fd-573e-4785-859f-effd2a65c588'],16,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:16.381,Pass,
,,,,,,,,,,,,,,,,1.398619,,,,,,,,,,,,,,afc297d0-9331-415c-98e5-b9a3806f3501,119,,,"[39.4, 62.0]",3764237,2,,,,-0.104876935,,Right Foot,,,,"[52.7, 60.6]",,Ground Pass,,13.373481,,Ella Toone,31534.0,,,,,,,1,Regular Play,Abbie McManus,4648.0,Right Center Back,7,Manchester United,1475,['543d62a6-e474-4d6f-99af-f0df5d699c9b'],22,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:22.607,Pass,
,,,,,,,,,,,,,,,,1.748636,,,,,,,,,,,,,,6d1d647a-9312-4a88-b452-164a89a66197,121,,,"[53.3, 60.6]",3764237,2,,,,1.8391626,,Right Foot,,,,"[48.9, 76.6]",,Ground Pass,,16.593975,,Kirsty Smith,10196.0,,,,,,,1,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,7,Manchester United,1475,['1c9f559a-4593-4fe8-bfc7-ed0772799e8c'],24,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:24.006,Pass,
