ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c7d0788b-b383-4faa-9d3d-2497f870d6e8,1,,,,3764240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2e3840ba-6562-427a-bf52-4edc78a00653,2,,,,3764240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ec1874d-497f-4937-b9ad-cdc63f631a7f,3,,,,3764240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['700c69ec-1834-44cc-aa26-06014e27e1e3'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,700c69ec-1834-44cc-aa26-06014e27e1e3,4,,,,3764240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['7ec1874d-497f-4937-b9ad-cdc63f631a7f'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d12908d6-b3af-4710-b5e7-08704de749e5,1679,,,,3764240,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Bristol City WFC,973,['1e7c5bb1-28c1-4158-8145-e66a54875163'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e7c5bb1-28c1-4158-8145-e66a54875163,1680,,,,3764240,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Bristol City WFC,973,['d12908d6-b3af-4710-b5e7-08704de749e5'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.57857,,,,,,,,,,,,,eb1c381d-ca58-4e19-81e9-c15c81db47bc,5,,,"[61.0, 40.1]",3764240,0,,,,,1.3734008,,Right Foot,,,"[61.5, 42.6]",,Ground Pass,,2.5495098,,,,Nicoline Sørensen,10274.0,,,,,,Kick Off,1,From Kick Off,Simone Magill,15559.0,Center Forward,2,Everton LFC,967,['224560b4-86d3-4adb-bb0b-4bcc9c9f4661'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.308,Pass,
,,,,,,,,,,,,,,,1.986019,,,,,,,,,,,,,220ff8c7-bf1b-4bdd-8c5a-f71addb81138,8,,,"[61.6, 37.3]",3764240,0,,,,,-2.2819905,,Right Foot,,,"[42.3, 14.9]",,Ground Pass,,29.567719,,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,From Kick Off,Nicoline Sørensen,10274.0,Left Wing,2,Everton LFC,967,['deb02e05-dc42-4973-8b0f-c1775aa6b543'],2,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:02.121,Pass,
,,,,,,,,,,,,,,,1.277929,,,,,,,,,,,,,03fcdf5b-f1ea-453c-931c-496c146c5eb0,10,,,"[42.3, 14.9]",3764240,0,,,,,1.8983607,,Right Foot,,,"[35.3, 35.5]",,Ground Pass,,21.756838,,,,Megan Finnigan,18254.0,,,,,,,1,From Kick Off,Rikke Læntver Sevecke,15789.0,Left Center Back,2,Everton LFC,967,['e3f27dcc-8d9f-47f5-8f68-97ac0be874b3'],4,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:04.107,Pass,
,,,,,,,,,,,,,,,1.485065,,,,,,,,,,,,,24e9bee8-e5f4-42f4-b81b-1b69c47a7809,13,,,"[33.6, 39.6]",3764240,0,,,,,1.4956691,,Right Foot,,,"[35.7, 67.5]",,Low Pass,,27.97892,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Kick Off,Megan Finnigan,18254.0,Right Center Back,2,Everton LFC,967,['e35390ee-b962-48c2-90d7-a47f372277bb'],6,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.759,Pass,
