ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,89e1b91c-8ab2-4a97-9818-bfe376fc0cc1,1,,,,3775613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 16}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,570b7cbb-23e6-4720-a0c7-fe05ed191c32,2,,,,3775613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ebb66969-a478-4a1a-bcbe-a067ac2e9579,3,,,,3775613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['46e9c236-cae6-455f-822c-08ff68530319'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,46e9c236-cae6-455f-822c-08ff68530319,4,,,,3775613,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['ebb66969-a478-4a1a-bcbe-a067ac2e9579'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,404b3ea3-e946-4510-badb-aa3a97b22a92,1778,,,,3775613,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,82,Tottenham Hotspur Women,749,['0dacd457-daa7-4a29-a35e-ba79d653dab4'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0dacd457-daa7-4a29-a35e-ba79d653dab4,1779,,,,3775613,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,82,Tottenham Hotspur Women,749,['404b3ea3-e946-4510-badb-aa3a97b22a92'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.343829,,,,,,,,,,,635aba4e-411b-40cf-8faf-aedb43dc92a8,5,,,"[60.0, 40.0]",3775613,0,True,,,2.7661676,,Right Foot,,,,"[43.0, 46.7]",,Ground Pass,,18.272657,,,,Kim Little,15616.0,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['537cbce8-7962-4330-9a40-d87874499c52'],1,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:01.921,Pass,
,,,,,,,,,,,,,,,1.536522,,,,,,,,,,,9d5b7f3d-735f-48c2-854a-1fe86ff34e3a,7,,,"[41.1, 38.9]",3775613,0,,,,-2.6011732,,Right Foot,,,,"[29.1, 31.7]",,Ground Pass,,13.994285,,,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Kim Little,15616.0,Center Defensive Midfield,2,Arsenal WFC,968,['07c9f045-2b4c-462e-9366-38ab586bd660'],5,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.396,Pass,
,,,,,,,,,,,,,,,1.948777,,,,,,,,,,,e6aa34be-6152-4a42-92cf-4f87dbedea55,10,,,"[25.3, 29.0]",3775613,0,,,,1.5128901,,Right Foot,,,,"[26.9, 56.6]",,Ground Pass,,27.646338,,,,Carlotte Wubben-Moy,49697.0,,,,,,1,From Kick Off,Lia Wälti,10405.0,Left Center Back,2,Arsenal WFC,968,['e296cb85-b672-42d7-91af-8b2dee7912a6'],8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:08.870,Pass,
,,,,,,,,,,,,,,,2.694373,,,,,,,,,,,eb82c3b0-0460-4910-9799-239a99b413f7,13,,,"[31.9, 57.6]",3775613,0,,,,-1.7565289,,Right Foot,,,,"[26.0, 26.2]",,Ground Pass,,31.949492,,,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Carlotte Wubben-Moy,49697.0,Right Center Back,2,Arsenal WFC,968,['fe60d46f-967f-4cb3-97fe-8d0e7fcb86c2'],12,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:12.098,Pass,
