50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b25d3421-d920-4329-9ff3-97f641df4d3b,1,,,,3775586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 45156, 'name': 'Malin Gut'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a09130d8-b339-4695-bf0d-aff0e258856f,2,,,,3775586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,171a4c3e-5a39-42c5-9942-0c252cdf7597,3,,,,3775586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['a6b94293-d27b-445c-b16e-8afe0c2a80dd'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6b94293-d27b-445c-b16e-8afe0c2a80dd,4,,,,3775586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['171a4c3e-5a39-42c5-9942-0c252cdf7597'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e3eb0b5-27a4-4082-aded-b22ef8f828a9,1804,,,,3775586,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Arsenal WFC,968,['ddc1d838-5c66-4726-b1a7-7f29cc7bf32a'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddc1d838-5c66-4726-b1a7-7f29cc7bf32a,1805,,,,3775586,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Arsenal WFC,968,['1e3eb0b5-27a4-4082-aded-b22ef8f828a9'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.228746,,,,,,,,,,,,,18a79df9-1753-4f0e-afc6-8106587c6a42,5,,,"[61.0, 40.1]",3775586,0,,,,,3.1292982,,Right Foot,,,,"[36.6, 40.4]",,Ground Pass,,24.401844,,,,,Shelina Laura Zadorsky,5074.0,,,,,,Kick Off,1,From Kick Off,Rianna Dean,31702.0,Center Forward,2,Tottenham Hotspur Women,749,['a47930d8-1348-4e9a-a2f1-7dfa8822387b'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.509,Pass,
,,,,,,,,,,,,,,,,,2.611537,,,,,,,,,,,,,40264e09-abb6-4c11-863f-5f1bd911a828,8,,,"[49.2, 30.7]",3775586,0,,,,,0.58060706,,Left Foot,,,,"[93.1, 59.5]",,High Pass,,52.50381,,,Incomplete,,,,,,,,,,1,From Kick Off,Shelina Laura Zadorsky,5074.0,Left Center Back,2,Tottenham Hotspur Women,749,['c72cd1f8-a14d-4cc6-b91d-81034c8e955b'],3,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:03.841,Pass,
,,,,,,,,,,,,,,,,,1.355593,,,,,,,,,,,,,c72cd1f8-a14d-4cc6-b91d-81034c8e955b,9,,,"[27.0, 20.6]",3775586,0,,,,,-0.35662013,,Head,,,,"[42.3, 14.9]",,Low Pass,,16.327278,,,,,Danielle van de Donk,10658.0,,,,,,Recovery,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Tottenham Hotspur Women,749,"['40264e09-abb6-4c11-863f-5f1bd911a828', '86763e13-fa7b-4a44-b2fb-7fe35d5a0e6c']",6,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:06.453,Pass,
,,,,,,,,,,,,,,,,,0.628246,,,,,,,,,,,,,097253c5-830f-4860-8f8e-1668bb1d0c57,11,,,"[42.3, 14.9]",3775586,0,,,,,-1.5707964,,Right Foot,,,,"[42.3, 10.4]",,Ground Pass,,4.5,,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,1,From Kick Off,Danielle van de Donk,10658.0,Left Center Midfield,2,Tottenham Hotspur Women,749,"['0dbf1f38-355d-43e5-947f-22b1e449fac0', '4f0e7127-c8ff-4cf8-913f-75f9f62530a1']",7,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:07.808,Pass,
