ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.180807,,,,,,,,,,,,,,df3e99d2-80ce-4d98-af40-ccdb8a3c1aa9,2143,,,"[33.8, 71.5]",3775589,61,,,,-1.2734312,,Left Foot,,,,"[37.6, 59.1]",,Ground Pass,,12.969194,,,,Lia Wälti,10405.0,,,,,,2,From Free Kick,Lisa Evans,10179.0,Right Back,141,Arsenal WFC,968,"['4225b4b4-2f90-4769-a6e0-5410b0e83585', 'fdfd782e-7211-4cc8-8b12-2cdb10f99d4b']",35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:16:35.377,Pass,True
,,,,,,,,,,,,,,,,,7.743034,,,,,,,,,,,,,,ae218b9c-859a-4b35-b4a9-59a7455f6401,2147,,,"[40.4, 57.6]",3775589,61,,,,0.11646223,,Left Foot,,,,"[112.2, 66.0]",,High Pass,,72.289696,,Incomplete,,,,,,,,,2,From Free Kick,Lia Wälti,10405.0,Center Defensive Midfield,141,Arsenal WFC,968,"['6cb2b6ac-062b-4e24-a0e6-3b17307ef7c8', '9bd8fb41-bcce-46ce-b6b4-3b24ecd617b9']",37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:16:37.832,Pass,True
,,,,,,,,,,,,,,,,,3.406321,,,,,,,,,,,,,,a7bc7cd9-8c44-4c1d-9325-1bf786e30663,2150,,,"[17.1, 32.0]",3775589,62,,,,-0.037646987,,Drop Kick,,,,"[70.2, 30.0]",,High Pass,,53.13765,,,,Rachel Rowe,19780.0,,,,,,2,From Free Kick,Grace Moloney,15719.0,Goalkeeper,141,Arsenal WFC,968,['91e6092d-2efd-401a-9bbc-e8b6264abf58'],4,,,,,,,,,,,,,,,,,Reading WFC,974,00:17:04.842,Pass,
,,,,,,,,,,,,,,,,,1.955392,,,,,,,,,,,,,,050c9a32-fd90-462a-a2f7-039244edb18d,2153,,,"[70.2, 30.0]",3775589,62,,,True,-0.47931212,,,,,,"[85.4, 22.1]",,Low Pass,,17.130383,,Incomplete,,Natasha Harding,15725.0,,,,,,2,From Free Kick,Rachel Rowe,19780.0,Right Midfield,141,Arsenal WFC,968,"['505366b9-d216-44e3-bd5b-f4b637e72e05', '56f39f9e-b8d6-4be5-8712-771e728ecced', '8ed022ff-9347-4628-80a6-ada014d98e45']",8,,,,,,,,,,,,,,,,,Reading WFC,974,00:17:08.267,Pass,True
,,,,,,,,,,,,,,,,,1.426658,,,,,,,,,,,,,,2a9b0e78-22fb-4730-b5e2-e8e4ca0aacc6,2156,,,"[63.3, 26.2]",3775589,62,,,True,-1.2604089,,,,,,"[66.7, 15.6]",,High Pass,,11.131936,,Incomplete,,Emma Mukandi,18998.0,,,,,Recovery,2,From Free Kick,Jessica Fishlock,5016.0,Right Center Midfield,141,Arsenal WFC,968,"['0d7edf08-5cc8-40ef-a145-99e8801126fa', '49628112-5715-4e57-8371-fc49ca627bbf', '864243be-d60d-43b4-96d5-dc98f187e5f8']",12,,,,,,,,,,,,,,,,,Reading WFC,974,00:17:12.408,Pass,True
,,,,,,,,,,,,,,,,,1.598224,,,,,,,,,,,,,,24191d28-f43e-4a80-b5ed-83d21a8a6cd1,2163,,,"[53.1, 64.0]",3775589,62,,,,2.9441972,,Right Foot,,,,"[40.1, 66.6]",,Ground Pass,,13.257451,,,,Lisa Evans,10179.0,,,,,,2,From Free Kick,Bethany Mead,15619.0,Right Wing,141,Arsenal WFC,968,"['45d5ae12-5830-4975-91e9-673768e5ddc1', 'd6834984-7ccf-4085-86fb-67e7356e86da']",15,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:15.896,Pass,True
,,,,,,,,,,,,,,,,,0.613605,,,,,,,,,,,,,,8d61af1b-1429-4825-a390-1dc1e53275c0,2166,,,"[40.1, 66.6]",3775589,62,,,,-1.3694792,,Right Foot,,,,"[42.1, 56.8]",,Ground Pass,,10.002,,,,Lia Wälti,10405.0,,,,,,2,From Free Kick,Lisa Evans,10179.0,Right Back,141,Arsenal WFC,968,['1cc6ed96-4ed7-4448-95a5-0806ab9df5f5'],17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:17.535,Pass,
,,,,,,,,,,,,,,,,,1.431787,,,,,,,,,,,,,,0a838919-831d-4fd1-8b99-2f4ec4bd9be8,2169,,,"[42.1, 56.8]",3775589,62,,,,-2.8706458,,Left Foot,,,,"[29.5, 53.3]",,Ground Pass,,13.077079,,,,Leah Williamson,18999.0,,,,,,2,From Free Kick,Lia Wälti,10405.0,Center Defensive Midfield,141,Arsenal WFC,968,['9b9c735d-67cb-4ec9-afc5-5d542ac14b22'],18,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:18.189,Pass,
,,,,,,,,,,,,,,,,,1.18977,,,,,,,,,,,,,,1cc5ac37-9781-451b-bb16-6612841fd92d,2172,,,"[29.5, 53.3]",3775589,62,,,,-1.5989579,,Right Foot,,,,"[28.9, 32.0]",,Ground Pass,,21.308449,,,,Jennifer Patricia Beattie,17524.0,,,,,,2,From Free Kick,Leah Williamson,18999.0,Right Center Back,141,Arsenal WFC,968,['bfff77b9-0a46-4851-ae0d-7b58722383c5'],19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:19.661,Pass,
,,,,,,,,,,,,,,,,,2.236811,,,,,,,,,,,,,,e5b6cc3f-2be2-4c2a-83f4-701e0cf570bf,2175,,,"[31.5, 29.7]",3775589,62,,,,-0.7522719,,Right Foot,,,,"[58.0, 4.9]",,Ground Pass,,36.29449,,,,Katie McCabe,15620.0,,,,,,2,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,141,Arsenal WFC,968,['b0021015-7536-4df7-aef3-5c31bd98d520'],22,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:22.336,Pass,
,,,,,,,,,,,,,,,,,1.113869,,,,,,,,,,,,,,2573ffa8-a002-4737-9b30-f0ecb1408a5b,2178,,,"[82.5, 12.7]",3775589,62,,,,0.57275325,,Left Foot,,,,"[93.2, 19.6]",,Ground Pass,,12.73185,,,,Danielle van de Donk,10658.0,,,,,,2,From Free Kick,Katie McCabe,15620.0,Left Back,141,Arsenal WFC,968,['4a0cbc7e-bacb-4b64-b1ef-87748bb2b1a4'],27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:27.642,Pass,
,,,,,,,,,,,,,,,,,1.348785,,,,,,,,,,,,,,a746d87a-e696-43b8-a894-7633798a8eb7,2181,,,"[100.0, 15.6]",3775589,62,,,,0.74988014,,Left Foot,,,,"[110.2, 25.1]",,Ground Pass,,13.938795,,,,Kim Little,15616.0,,,,,,2,From Free Kick,Danielle van de Donk,10658.0,Left Wing,141,Arsenal WFC,968,['9236efce-998c-4711-b010-4906735bccd6'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:30.308,Pass,
,,,,,,,,,,,,,,,,,0.740966,,,,,,,,,,,,,,89f0b6a8-708c-4bbf-8f31-f542b6069528,2185,,,"[118.5, 21.9]",3775589,62,,,,1.808331,,Left Foot,True,,,"[113.9, 40.9]",,High Pass,,19.548914,,Incomplete,,Vivianne Miedema,15623.0,,,,,,2,From Free Kick,Kim Little,15616.0,Right Center Midfield,141,Arsenal WFC,968,"['354b0e03-9d2a-44d4-baad-e3bc2a48ecb3', '9252f947-8296-4fc3-9648-c74ef5a11e30']",35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:35.638,Pass,
,,,,,,,,,,,,,,,,,1.027061,,,,,,,,,,,,,,221747e5-95e7-4ea0-9de2-2fef38f59623,2193,,,"[92.9, 12.7]",3775589,62,,,,3.0932434,,Left Foot,,,,"[80.5, 13.3]",,Ground Pass,,12.414508,,,,Lia Wälti,10405.0,,,,,Recovery,2,From Free Kick,Katie McCabe,15620.0,Left Back,141,Arsenal WFC,968,['b5c85fb0-1845-4b82-b8e2-de8bc0693ade'],42,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:42.315,Pass,
,,,,,,,,,,,,,,,,,0.514369,,,,,,,,,,,,,,eb48abc3-a8a9-4de4-b6fa-c1a1d9cbf0fa,2196,,,"[83.3, 11.6]",3775589,62,,,,0.0,,Left Foot,,,,"[88.8, 11.6]",,Ground Pass,,5.5,,Incomplete,,Jill Roord,10650.0,,,,,,2,From Free Kick,Lia Wälti,10405.0,Center Defensive Midfield,141,Arsenal WFC,968,"['251f016a-bf17-41b4-a5f1-f4927d7b1765', 'e0d61509-ee36-4aa6-9b65-9745c9ed3c09']",44,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:44.691,Pass,
,,,,,,,,,,,,,,,,,0.718037,,,,,,,,,,,,,,42e178a4-ab60-4202-bd24-9b17a0dea82c,2200,,,"[82.8, 1.7]",3775589,62,,,,1.5328399,,Right Foot,,,,"[83.1, 9.6]",,Ground Pass,,7.905694,,,,Lia Wälti,10405.0,,,,,Recovery,2,From Free Kick,Katie McCabe,15620.0,Left Back,141,Arsenal WFC,968,"['2a1326f1-c9fb-4113-91ed-270e72935384', 'e293204a-42d3-4409-b320-14dd234bebd8']",46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:46.665,Pass,True
,,,,,,,,,,,,,,,,,1.042969,,,,,,,,,,,,,,1b093d61-0d6c-46d0-a9df-c666da9d76af,2204,,,"[82.8, 10.1]",3775589,62,,,,-0.68964666,,Left Foot,,,,"[92.5, 2.1]",,Ground Pass,,12.573384,,,,Danielle van de Donk,10658.0,,,,,,2,From Free Kick,Lia Wälti,10405.0,Center Defensive Midfield,141,Arsenal WFC,968,"['4ff20593-e9d6-4f8a-a2de-9ff7e62ccbfe', 'ca30a090-c08f-4476-8ca3-4aa923fac782']",47,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:47.406,Pass,True
,,,,,,,,,,,,,,,,,0.901345,,,,,,,,,,,,,,3d1cb07e-8dcb-45b8-bda1-ef4fc2b7b2c0,2207,,,"[89.4, 2.4]",3775589,62,,,,1.5447153,,Right Foot,,,,"[89.7, 13.9]",,Ground Pass,,11.503912,,,,Jill Roord,10650.0,,,,,,2,From Free Kick,Danielle van de Donk,10658.0,Left Wing,141,Arsenal WFC,968,['02525bdc-f4d8-41e2-a75b-e70376f4bf65'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:49.709,Pass,
,,,,,,,,,,,,,,,,,2.200145,,,,,,,,,,,,,,ca1ab43d-6f1b-4ae3-972e-4c0b163c28fb,2211,,,"[89.2, 15.1]",3775589,62,,,,2.9264324,,Right Foot,,,,"[74.1, 18.4]",,Ground Pass,,15.45639,,,,Lia Wälti,10405.0,,,,,,2,From Free Kick,Jill Roord,10650.0,Left Center Midfield,141,Arsenal WFC,968,"['f13c162a-e4b6-43ca-a54e-e8922054524e', 'fd93a710-1e11-49a4-8fc8-3a7a710d4591']",50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:50.625,Pass,True
,,,,,,,,,,,,,,,,,1.307667,,,,,,,,,,,,,,b9b8f5bf-0a68-4324-826d-763b305327f1,2214,,,"[73.3, 19.9]",3775589,62,,,,2.289031,,Right Foot,,,,"[62.9, 31.8]",,Ground Pass,,15.804113,,,,Leah Williamson,18999.0,,,,,,2,From Free Kick,Lia Wälti,10405.0,Center Defensive Midfield,141,Arsenal WFC,968,['ed385aca-bbcf-484d-9b8d-a69d534eee67'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:52.865,Pass,
,,,,,,,,,,,,,,,,,2.320765,,,,,,,,,,,,,,bca39ec5-7786-4bae-9056-7e5c58c2e343,2217,,,"[67.5, 27.1]",3775589,62,,,,-0.8172056,,Right Foot,,,,"[88.8, 4.4]",,Ground Pass,,31.128443,,,,Danielle van de Donk,10658.0,,,,,,2,From Free Kick,Leah Williamson,18999.0,Right Center Back,141,Arsenal WFC,968,['0ffd56a4-2583-404e-860b-e5372cfd3252'],55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:55.649,Pass,
,,,,,,,,,,,,,,,,,5.501112,,,,,,,,,,,,,,1b133e93-7143-4e0b-a0c2-633f2a7c0645,2220,,,"[88.8, 4.4]",3775589,62,,,,1.0463732,,Right Foot,True,,,"[119.4, 57.3]",,High Pass,,61.112766,,Out,,,,,True,,,,2,From Free Kick,Danielle van de Donk,10658.0,Left Wing,141,Arsenal WFC,968,,59,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:17:59.065,Pass,
,,,,,,,,,,,,,,,,,2.818095,,,,,,,,,,,,,,49f23ce8-1936-4cbd-ac25-35fdc350581d,2222,,,"[7.0, 44.1]",3775589,64,,,,0.41609877,,Right Foot,,,,"[63.8, 69.2]",,High Pass,,62.098713,,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,Goal Kick,2,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,142,Reading WFC,974,"['311e23d4-14b6-41b1-979d-f7e290c14410', '499d542e-aa62-4191-9686-3bf37c7e71bd']",2,,,,,,,,,,,,,,,,,Reading WFC,974,00:19:02.528,Pass,
,,,,,,,,,,,,,,,,,2.718858,,,,,,,,,,,,,,50cc1ca2-5864-442b-9fa1-a9df739fd4c7,2228,,,"[47.1, 77.2]",3775589,65,,,,-0.27039692,,Right Foot,,,,"[94.0, 64.2]",,High Pass,,48.66837,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Grace Moloney,15719.0,Goalkeeper,143,Reading WFC,974,['1f630545-0617-401c-a9b4-0cb28eed64e9'],41,,,,,,,,,,,,,,,,,Reading WFC,974,00:20:41.894,Pass,
,,,,,,,,,,,,,,,,,1.501507,,,,,,,,,,,,,,06b60519-65d0-4387-a87a-1311be27674b,2231,,,"[77.7, 57.9]",3775589,65,,,,-2.2426782,,Right Foot,,,,"[64.1, 40.8]",,Ground Pass,,21.848799,,,,Emma Mukandi,18998.0,,,,,Recovery,2,From Free Kick,Angharad James,15577.0,Left Center Midfield,143,Reading WFC,974,['66b9b994-c6ce-4ca6-a2d3-9158165ed3a1'],47,,,,,,,,,,,,,,,,,Reading WFC,974,00:20:47.109,Pass,
,,,,,,,,,,,,,,,,,1.866721,,,,,,,,,,,,,,9842d4a9-aeae-4863-a401-494cc4aebcad,2234,,,"[66.7, 38.8]",3775589,65,,,,0.57637525,,Left Foot,,,,"[94.7, 57.0]",,Low Pass,,33.39521,,Incomplete,,Natasha Harding,15725.0,,,,,,2,From Free Kick,Emma Mukandi,18998.0,Left Back,143,Reading WFC,974,"['72e9debc-a9dc-4b2f-9c05-900653a994ae', '7e06b167-7211-47ed-a3bf-e627be7902e9']",49,,,,,,,,,,,,,,,,,Reading WFC,974,00:20:49.711,Pass,
,,,,,,,,,,,,,,,,,1.007194,,,,,,,,,,,,,,b3598c35-c06f-4981-81ed-ee14422b5bc5,2238,,,"[25.4, 30.6]",3775589,65,,,,1.0432627,,Right Foot,,,,"[32.1, 42.1]",,Ground Pass,,13.309395,,,,Kim Little,15616.0,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,144,Arsenal WFC,968,['5078da8c-4f03-4e08-afaf-5829d54c561a'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:20:52.958,Pass,
,,,,,,,,,,,,,,,,,3.160128,,,,,,,,,,,,,,5d59ce96-e050-4fa8-b53b-20d10bbf1b57,2241,,,"[31.5, 43.0]",3775589,65,,,,1.7757623,,Left Foot,,,,"[25.7, 70.9]",,Ground Pass,,28.49649,,,,Lisa Evans,10179.0,,,,,,2,Regular Play,Kim Little,15616.0,Right Center Midfield,144,Arsenal WFC,968,['946323b4-4404-497f-bed4-7dc8bf87cad0'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:20:54.767,Pass,
,,,,,,,,,,,,,,,,,3.469204,,,,,,,,,,,,,,471f0549-f461-4817-9db9-6085354aa560,2244,,,"[25.7, 70.9]",3775589,65,,,,-0.47812435,,Right Foot,,,,"[64.1, 51.0]",,High Pass,,43.250088,,Incomplete,,Jill Roord,10650.0,,,,,,2,Regular Play,Lisa Evans,10179.0,Right Back,144,Arsenal WFC,968,"['7cac7511-3a93-4357-9cf4-5981f6a6aace', 'c326a1d1-779d-4303-9c43-3f9e2fd6dc50']",57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:20:57.967,Pass,
,,,,,,,,,,,,,,,,,2.320813,,,,,,,,,,,,,,7cac7511-3a93-4357-9cf4-5981f6a6aace,2246,,,"[56.0, 29.1]",3775589,66,,,,0.15066472,,Right Foot,,,,"[86.3, 33.7]",,High Pass,,30.647186,,Incomplete,,Natasha Harding,15725.0,,,,,Recovery,2,Regular Play,Deanna Cooper,20061.0,Right Center Back,144,Arsenal WFC,968,"['42d47891-6d11-4283-b4cd-d3f2f47d098e', '471f0549-f461-4817-9db9-6085354aa560', 'c72d0bad-cd42-4134-b97a-e7333a4ac85a']",1,,,,,,,,,,,,,,,,,Reading WFC,974,00:21:01.437,Pass,
,,,,,,,,,,,,,,,,,1.801915,,,,,,,,,,,,,,3368526c-9ef9-4157-945c-4975b8d8e3c6,2249,,,"[63.0, 33.1]",3775589,66,,,,0.5278227,,Head,,,,"[87.7, 47.5]",,High Pass,,28.591082,,Incomplete,,Natasha Harding,15725.0,,,,,Recovery,2,Regular Play,Deanna Cooper,20061.0,Right Center Back,144,Arsenal WFC,968,"['74c4d2fa-1496-47c3-af4f-6c8ba5366b96', 'c5f50de5-9e91-45e2-8889-85dcf76a2966']",5,,,,,,,,,,,,,,,,,Reading WFC,974,00:21:05.592,Pass,
,,,,,,,,,,,,,,,,,3.600318,,,,,,,,,,,,,,74c4d2fa-1496-47c3-af4f-6c8ba5366b96,2251,,,"[32.4, 32.6]",3775589,66,,,,-1.4450891,,Right Foot,,,,"[34.7, 14.4]",,Low Pass,,18.344753,,,,Katie McCabe,15620.0,,,,,Recovery,2,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,144,Arsenal WFC,968,"['118b2e33-c968-4f45-ab42-a254acf6e421', '3368526c-9ef9-4157-945c-4975b8d8e3c6']",7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:07.394,Pass,
,,,,,,,,,,,,,,,,,1.982477,,,,,,,,,,,,,,99912d06-3cc9-45ea-9b3a-165ed0954291,2254,,,"[34.7, 8.9]",3775589,66,,,,-0.27071962,,Left Foot,,,,"[57.4, 2.6]",,Ground Pass,,23.558014,,,,Danielle van de Donk,10658.0,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,144,Arsenal WFC,968,['012d6edb-9d4f-4244-ac7f-2d54fe051730'],11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:11.075,Pass,
,,,,,,,,,,,,,,,,,1.254287,,,,,,,,,,,,,,dcccde5a-193a-48da-ad2d-14c31dbb58a6,2258,,,"[69.3, 2.1]",3775589,66,,,,3.0132694,,Right Foot,,,,"[47.6, 4.9]",,Ground Pass,,21.8799,,,,Katie McCabe,15620.0,,,,,,2,Regular Play,Danielle van de Donk,10658.0,Left Wing,144,Arsenal WFC,968,"['27e38265-6d01-4d09-b746-c4a21028776a', 'be5636e0-c485-49bd-9d9a-b63b8afef694']",19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:19.318,Pass,True
,,,,,,,,,,,,,,,,,2.020632,,,,,,,,,,,,,,91dd072c-fe88-4587-8eb2-508d5952d792,2261,,,"[50.6, 4.9]",3775589,66,,,,0.23091593,,Left Foot,,,,"[82.5, 12.4]",,High Pass,,32.769802,,Incomplete,,,,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,144,Arsenal WFC,968,['2c61d63b-0f28-499a-96cd-9d5ca9aebe7f'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:21.939,Pass,
,,,,,,,,,,,,,,,,,1.352442,,,,,,,,,,,,,,62da22bc-085c-47ca-919c-dc64787c387b,2263,,,"[57.4, 0.1]",3775589,66,,,,2.4924684,,,,,,"[40.4, 13.0]",,Low Pass,,21.340338,,,,Jennifer Patricia Beattie,17524.0,,,,,Throw-in,2,From Throw In,Katie McCabe,15620.0,Left Back,145,Arsenal WFC,968,['46bf713d-7c4d-4614-9246-5669776420d1'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:32.871,Pass,
,,,,,,,,,,,,,,,,,2.087632,,,,,,,,,,,,,,d79e28a4-b3fd-4d70-b0b4-9d580acff1f7,2266,,,"[40.7, 13.3]",3775589,66,,,,2.5489519,,Right Foot,,,,"[15.9, 30.0]",,Low Pass,,29.898663,,,,Manuela Zinsberger,10237.0,,,,,,2,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,145,Arsenal WFC,968,['b731fae0-3681-4ae0-8ed2-05669a0ca5e4'],35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:35.169,Pass,
,,,,,,,,,,,,,,,,,2.133388,,,,,,,,,,,,,,0631c87b-08be-4159-a0ae-1c12a8aecc80,2269,,,"[15.7, 43.0]",3775589,66,,,,0.83649004,,Right Foot,,,,"[32.4, 61.5]",,Ground Pass,,24.92268,,,,Lisa Evans,10179.0,,,,,,2,From Throw In,Manuela Zinsberger,10237.0,Goalkeeper,145,Arsenal WFC,968,['70373acd-d9a3-494b-a12f-1a8c141dc6fb'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:39.186,Pass,
,,,,,,,,,,,,,,,,,1.290309,,,,,,,,,,,,,,ffaa1da0-631e-4e01-999d-05dca35381a3,2272,,,"[32.4, 61.1]",3775589,66,,,,-1.9435005,,Right Foot,,,,"[27.2, 47.8]",,Ground Pass,,14.280406,,,,Leah Williamson,18999.0,,,,,,2,From Throw In,Lisa Evans,10179.0,Right Back,145,Arsenal WFC,968,['98196960-5523-4e6e-bbe4-0da1c5dc0ef6'],41,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:41.360,Pass,
,,,,,,,,,,,,,,,,,2.50997,,,,,,,,,,,,,,86775dfb-f297-44aa-a484-11dd5f46aade,2275,,,"[41.6, 51.3]",3775589,66,,,,-0.61360675,,Right Foot,,,,"[78.8, 25.1]",,High Pass,,45.500328,,Incomplete,,,,,,,,,2,From Throw In,Leah Williamson,18999.0,Right Center Back,145,Arsenal WFC,968,['e0629a4d-3b23-4c22-8e4d-ed22cc595305'],44,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:44.788,Pass,
,,,,,,,,,,,,,,,,,0.906812,,,,,,,,,,,,,,3c4a6293-d878-4245-ae0c-5a099e86b08b,2278,,,"[37.9, 48.1]",3775589,66,,,,-1.9129522,,Right Foot,,,,"[35.3, 40.8]",,Ground Pass,,7.7491937,,,,Deanna Cooper,20061.0,,,,,,2,From Throw In,Kristine Leine,31628.0,Right Back,145,Arsenal WFC,968,['91c047c8-9a5f-4ef8-8293-351c05c47854'],48,,,,,,,,,,,,,,,,,Reading WFC,974,00:21:48.898,Pass,
,,,,,,,,,,,,,,,,,1.708271,,,,,,,,,,,,,,6f5d4e53-2925-43ad-a47c-ec1e4752aa07,2281,,,"[35.3, 40.8]",3775589,66,,,,-0.23435207,,Right Foot,,,,"[57.5, 35.5]",,Low Pass,,22.82389,,Incomplete,,Angharad James,15577.0,,,,,,2,From Throw In,Deanna Cooper,20061.0,Right Center Back,145,Arsenal WFC,968,"['72e3e269-4b23-485d-a8c8-7d6cfa2668b3', '7b274252-6eb6-47f1-9e70-b6eb837d24dd']",49,,,,,,,,,,,,,,,,,Reading WFC,974,00:21:49.823,Pass,
,,,,,,,,,,,,,,,,,1.239564,,,,,,,,,,,,,,72e3e269-4b23-485d-a8c8-7d6cfa2668b3,2283,,,"[62.6, 44.6]",3775589,66,,,,-0.26299474,,Right Foot,,,,"[73.0, 41.8]",,High Pass,,10.770329,,,,Kim Little,15616.0,,,,,Recovery,2,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,145,Arsenal WFC,968,"['6f5d4e53-2925-43ad-a47c-ec1e4752aa07', 'b6c9b4e7-0733-43ee-8a39-3ba9d034f278']",51,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:51.531,Pass,
,,,,,,,,,,,,,,,,,0.885226,,,,,,,,,,,,,,a4ec94a8-417e-4525-a2da-4a5bd7345ed3,2289,,,"[82.2, 41.3]",3775589,66,,,,1.4662834,,Right Foot,,,,"[83.7, 55.6]",,High Pass,,14.378456,,,,Bethany Mead,15619.0,,,,,Recovery,2,From Throw In,Jill Roord,10650.0,Left Center Midfield,145,Arsenal WFC,968,['6d10dbef-f4ab-40d0-99ac-261f8538efd7'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:54.278,Pass,
,,,,,,,,,,,,,,,,,1.432912,,,,,,,,,,,,,,cdc3be7d-4385-4133-a2b8-b33e4df9985b,2296,,,"[101.8, 68.0]",3775589,67,,,,-1.1330638,f2196d44-3ff9-4427-b870-5451799bfcb3,Left Foot,True,,,"[115.7, 38.3]",,High Pass,,32.791767,,,,Vivianne Miedema,15623.0,True,,,,,2,From Throw In,Bethany Mead,15619.0,Right Wing,145,Arsenal WFC,968,['04efc789-caaa-4fd3-bf2d-73c89e434a2e'],1,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:22:01.307,Pass,
,,,,,,,,,,,,,,,,,2.722868,,,,,,,,,,,,,,efadbace-b897-42ca-894a-598986088518,2301,,,"[7.0, 44.1]",3775589,67,,,,0.18122548,,Right Foot,,,,"[58.3, 53.5]",,High Pass,,52.1541,,Incomplete,,Danielle Carter,24281.0,,,,,Goal Kick,2,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,146,Reading WFC,974,"['3640fdcb-05f5-48dd-84d8-47db06578ba3', '5a5f1345-13f4-4456-84e4-ece21fa5dd7d']",52,,,,,,,,,,,,,,,,,Reading WFC,974,00:22:52.326,Pass,
,,,,,,,,,,,,,,,,,0.84617,,,,,,,,,,,,,,5a5f1345-13f4-4456-84e4-ece21fa5dd7d,2303,,,"[61.8, 26.6]",3775589,67,,,,0.28605145,,Right Foot,,,,"[68.6, 28.6]",,High Pass,,7.088018,,,,Jill Roord,10650.0,,,,,Recovery,2,From Counter,Kim Little,15616.0,Right Center Midfield,147,Arsenal WFC,968,"['81443078-4ad1-4019-9aa0-047d466b977a', 'efadbace-b897-42ca-894a-598986088518']",55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:22:55.048,Pass,
