ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cc0d1b2c-2170-460a-98d7-4f9c06e67af9,1,,,3775598,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 36}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5f17d15f-2259-4fd8-b2ee-c8596c7e33fe,2,,,3775598,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,82a3d8db-cc58-4888-95f7-400bbc8641bb,3,,,3775598,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['7b01584c-895b-4c74-9ab0-74c5cc53415c'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7b01584c-895b-4c74-9ab0-74c5cc53415c,4,,,3775598,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['82a3d8db-cc58-4888-95f7-400bbc8641bb'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e4642f6b-a15c-4907-8a7f-c63220cdaddc,1602,,,3775598,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Reading WFC,974,['3d295688-12da-423e-a67e-9d2d6f7a4501'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3d295688-12da-423e-a67e-9d2d6f7a4501,1603,,,3775598,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Reading WFC,974,['e4642f6b-a15c-4907-8a7f-c63220cdaddc'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.029947,,,,,,,,,,,65f8cf54-6206-4fb5-ba79-129104eb1d74,5,,"[60.0, 40.0]",3775598,0,,,2.9286542,,Right Foot,,,"[48.9, 42.4]",Ground Pass,,11.356496,,Angharad James,15577.0,,,,,Kick Off,1,From Kick Off,Jessica Fishlock,5016.0,Right Center Midfield,2,Reading WFC,974,['5537dea3-0cb1-4e80-9dd0-f2fc67e72f30'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.832,Pass,
,,,,,,,,,,,,,,,,1.613902,,,,,,,,,,,ad916a6a-5ac2-426f-afbe-cbaea1a14ad4,8,,"[48.9, 42.4]",3775598,0,,,-2.5337906,,Right Foot,,,"[35.1, 32.8]",Ground Pass,,16.81071,,Molly Bartrip,21021.0,,,,,,1,From Kick Off,Angharad James,15577.0,Center Defensive Midfield,2,Reading WFC,974,['31701f56-1f48-4377-b9e9-44f8f2d3c30a'],2,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:02.284,Pass,
,,,,,,,,,,,,,,,,2.054486,,,,,,,,,,,7a88d8f0-c6ec-4815-b35f-3c2cc11bc2d4,11,,"[31.3, 32.0]",3775598,0,,,2.6971734,,Right Foot,,,"[8.2, 43.0]",Ground Pass,,25.585348,,Grace Moloney,15719.0,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Center Back,2,Reading WFC,974,['a13c1d39-2435-4da3-ab3d-33ccfcc50f8f'],4,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:04.928,Pass,
,,,,,,,,,,,,,,,,2.799996,,,,,,,,,,,16ffe446-2ae7-4d81-8db6-e5373c2259f7,15,,"[8.4, 43.2]",3775598,0,,,-1.1675533,,Right Foot,,,"[20.9, 13.9]",Low Pass,,31.854984,,Emma Mukandi,18998.0,,,,,,1,From Kick Off,Grace Moloney,15719.0,Goalkeeper,2,Reading WFC,974,"['5d21073d-9655-4559-9b4b-7a6b23f615f4', 'b81f8ffb-e824-46ec-a343-331a2a2ebc83']",7,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:07.976,Pass,True
