ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,773567ad-aa9e-4e8f-8aa0-cbfeef2e725a,1,,,,3775576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,050a8cc3-9861-4602-abb4-396c60468db9,2,,,,3775576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4f69dab4-499c-460f-b265-9ff46464a006,3,,,,3775576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['642f3c0f-20ec-45d7-9766-0a9a40bbc5f1'],0,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,642f3c0f-20ec-45d7-9766-0a9a40bbc5f1,4,,,,3775576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['4f69dab4-499c-460f-b265-9ff46464a006'],0,,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5b1cd347-168b-4a95-956e-50de4b2eecc3,1574,,,,3775576,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,92,Chelsea FCW,971,['73c2e3cf-9b78-4e02-acee-9046b90bcc05'],0,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,73c2e3cf-9b78-4e02-acee-9046b90bcc05,1575,,,,3775576,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,92,Chelsea FCW,971,['5b1cd347-168b-4a95-956e-50de4b2eecc3'],0,,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.03135,,,,,,,,,,,,,,,edb629f6-38cf-44ed-b432-a6ab3b548f94,5,,,"[60.0, 40.0]",3775576,0,,,,,-3.049074,,Right Foot,,,,"[50.3, 39.1]",,Ground Pass,,9.741663,,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['c16038be-1968-4cb5-8439-f31e72936493'],0,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.524,Pass,
,,,,,,,,,,,,,,,,1.30635,,,,,,,,,,,,,,,f943941d-70cb-40c4-adfc-b5aa68795ee9,8,,,"[48.4, 38.5]",3775576,0,,,,,-2.3447008,,Right Foot,,,,"[39.8, 29.7]",,Ground Pass,,12.304471,,,Alex Greenwood,10252.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['ec7cfb5c-7165-4b34-847f-3aede2ad7019'],1,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.591,Pass,
,,,,,,,,,,,,,,,,2.894911,,,,,,,,,,,,,,,a7817c8c-e730-4f07-ba2d-84829f2af2f3,11,,,"[41.8, 25.5]",3775576,0,,,,,-0.40440208,,Left Foot,,,,"[91.1, 4.4]",,High Pass,,53.625553,,,Lauren Hemp,15555.0,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,Manchester City WFC,746,['bdbf0691-1d6a-45ca-a54f-1a7929179b6a'],6,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.702,Pass,
,,,,,,,,,,,,,,,,0.925326,,,,,,,,,,,,,,,b62f1383-6b61-4057-a278-81263f875d64,15,,,"[89.8, 3.3]",3775576,0,,,,,1.4352686,,Left Foot,,,,"[90.1, 5.5]",,High Pass,,2.2203603,Incomplete,,,,,,,,,1,From Kick Off,Lauren Hemp,15555.0,Left Wing,2,Manchester City WFC,746,"['4c6f3f53-f636-4f56-844f-de6372a30be5', 'ae573619-7a4b-40ca-807e-51b229e8796e']",10,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:10.304,Pass,True
