50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85458312-38f0-40db-ab3e-ee130606732b,1,,,,3775627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,62e22a49-4f32-4e8c-bf8a-faac3de336a8,2,,,,3775627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b749a4d-11fe-4c15-af00-29821bdecfdc,3,,,,3775627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['b25d133c-aca1-484f-a22d-13395e2d74cf'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b25d133c-aca1-484f-a22d-13395e2d74cf,4,,,,3775627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['7b749a4d-11fe-4c15-af00-29821bdecfdc'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a61b1ae7-4b76-4e14-a248-b8a0be8efa56,1647,,,,3775627,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,Chelsea FCW,971,['ef325d5c-190c-47fa-926e-cd5ea25e4eb0'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef325d5c-190c-47fa-926e-cd5ea25e4eb0,1648,,,,3775627,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,Chelsea FCW,971,['a61b1ae7-4b76-4e14-a248-b8a0be8efa56'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.371659,,,,,,,,,,,,,cc022a0d-7d33-4f2b-a437-e66158ff08e5,5,,,"[60.0, 40.0]",3775627,0,,,,-1.4410938,,Right Foot,,,"[60.3, 37.7]",,Ground Pass,,2.3194828,,,,Vivianne Miedema,15623.0,,,,,,Kick Off,1,From Kick Off,Jill Roord,10650.0,Left Center Midfield,2,Arsenal WFC,968,['df319648-11a8-4a8f-a378-3a8fd7a3d5c9'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.165,Pass,
,,,,,,,,,,,,,,,,1.32353,,,,,,,,,,,,,e5cd72b1-b1b6-49c4-841c-b675c147a14d,7,,,"[59.7, 37.0]",3775627,0,,,,2.9835026,,Left Foot,,,"[45.9, 39.2]",,Ground Pass,,13.974262,,,,Lia Wälti,10405.0,,,,,,,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['32adf0e3-c2b5-44a7-a317-cedce1a64993'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.537,Pass,
,,,,,,,,,,,,,,,,1.506542,,,,,,,,,,,,,876c4bc1-50e7-47ca-83bb-5cff771c530c,10,,,"[45.3, 37.5]",3775627,0,,,,-0.66562414,,Left Foot,,,"[70.9, 17.4]",,Low Pass,,32.547966,,,,Caitlin Jade Foord,11338.0,,,,,,,1,From Kick Off,Lia Wälti,10405.0,Center Defensive Midfield,2,Arsenal WFC,968,['01511e1d-bc00-400b-b400-801d9e863886'],3,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:03.034,Pass,
,,,,,,,,,,,,,,,,1.836947,,,,,,,,,,,,,133bb4e0-ceae-4e65-b553-04fcc0f084cf,15,,,"[50.8, 56.0]",3775627,0,,,,-2.9933379,,Right Foot,,,"[35.4, 53.7]",,Ground Pass,,15.570806,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Melanie Leupolz,15648.0,Center Defensive Midfield,2,Arsenal WFC,968,"['13f8c4c3-506a-48b7-87f6-313e51c4896f', 'fb8476d3-a050-478f-9d22-2674cb23bd4c']",5,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:05.964,Pass,True
