ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.051376,,,,,,,,,,,,,dca15691-dbfc-41c3-bbeb-f188ece417bf,3196,,"[6.0, 36.0]",3775610,91,,,,-0.2416145,,Right Foot,,,,"[62.0, 22.2]",,High Pass,,57.675297,,Incomplete,,Abigail Harrison,23412.0,,,,,,Goal Kick,2,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,182,Bristol City WFC,973,"['1f5a3978-1f4f-4cf5-9b7d-b9bfb8333900', '9a669220-5e2e-451c-8aaa-31152376edce']",9,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:46:09.907,Pass,
,,,,,,,,,,,,,,,,1.419162,,,,,,,,,,,,,1f5a3978-1f4f-4cf5-9b7d-b9bfb8333900,3199,,"[58.1, 57.9]",3775610,91,,,True,-0.7301353,,,,,,"[70.5, 46.8]",,Low Pass,,16.642416,,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Hayley Ladd,19501.0,Right Center Midfield,182,Bristol City WFC,973,"['9f4644bd-8344-4415-9020-de4afea5ea95', 'dca15691-dbfc-41c3-bbeb-f188ece417bf', 'fefde97d-6330-4eca-a06a-63afa0cd682e']",12,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:12.958,Pass,True
,,,,,,,,,,,,,,,,2.045339,,,,,,,,,,,,,9f4644bd-8344-4415-9020-de4afea5ea95,3200,,"[49.6, 33.3]",3775610,91,,,,-0.85459447,,Head,,,,"[63.7, 17.1]",,High Pass,,21.476732,,,,Abigail Harrison,23412.0,,,,,,Recovery,2,From Goal Kick,Yana Daniëls,10093.0,Right Back,182,Bristol City WFC,973,"['1f5a3978-1f4f-4cf5-9b7d-b9bfb8333900', '823dc218-96a5-452a-8de3-88616bb5a2d1']",14,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:46:14.377,Pass,
,,,,,,,,,,,,,,,,2.295655,,,,,,,,,,,,,e36b31c7-6e84-4bda-a71d-34158b564538,3203,,"[63.9, 17.1]",3775610,91,,,,-0.99172205,,Right Foot,,,,"[72.4, 4.1]",,Ground Pass,,15.532225,,,,Jemma Elizabeth Purfield,24239.0,,,,,,,2,From Goal Kick,Abigail Harrison,23412.0,Left Midfield,182,Bristol City WFC,973,['692e04fd-e12a-4b89-a44d-572306dbfdcd'],17,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:46:17.970,Pass,
,,,,,,,,,,,,,,,,1.133531,,,,,,,,,,,,,692cd21b-e351-4442-875f-e81164cc2a66,3205,,"[72.4, 4.1]",3775610,91,,,,0.4706405,,Left Foot,,,,"[89.5, 12.8]",,Ground Pass,,19.185932,,,,Ebony Salmon,31527.0,,,,,,,2,From Goal Kick,Jemma Elizabeth Purfield,24239.0,Left Back,182,Bristol City WFC,973,['3ecd02cf-8333-48f3-881e-dbc89af3f2d0'],20,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:46:20.266,Pass,
,,,,,,,,,,,,,,,,1.390535,,,,,,,,,,,,,023012a9-cb99-4f50-abb7-6825704825fe,3208,,"[89.5, 12.8]",3775610,91,,,,1.2924967,,Right Foot,,,,"[90.9, 17.7]",,Ground Pass,,5.096077,,Incomplete,,Abigail Harrison,23412.0,,,,,,,2,From Goal Kick,Ebony Salmon,31527.0,Center Forward,182,Bristol City WFC,973,"['7dcd3870-d319-433c-95d3-1f4b0946fec6', 'e7d9ba96-dec8-476a-b591-1a00464e5e1d']",21,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:46:21.501,Pass,
,,,,,,,,,,,,,,,,0.932864,,,,,,,,,,,,,66d4e3bf-ff1f-4f36-b7f9-24de59154e24,3211,,"[29.3, 66.1]",3775610,91,,,,0.47385132,,Right Foot,,,,"[37.1, 70.1]",,Ground Pass,,8.765842,,,,Ella Toone,31534.0,,,,,,Recovery,2,Regular Play,Amy Turner,31533.0,Right Center Back,183,Manchester United,1475,['0561e425-b95b-476a-8940-ead6735bb680'],24,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:24.948,Pass,
,,,,,,,,,,,,,,,,0.498815,,,,,,,,,,,,,ce999974-89d0-402b-b0cb-c581bbdc2f31,3214,,"[37.1, 70.1]",3775610,91,,,,-2.7526357,,Right Foot,,,,"[24.9, 65.1]",,Ground Pass,,13.18484,,,,Amy Turner,31533.0,,,,,,,2,Regular Play,Ella Toone,31534.0,Center Defensive Midfield,183,Manchester United,1475,['766363fd-871d-4a89-b75c-5fa10b056add'],27,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:27.210,Pass,
,,,,,,,,,,,,,,,,2.345733,,,,,,,,,,,,,15e2e784-289c-42be-96af-2e6dc2b7b350,3217,,"[25.6, 62.1]",3775610,91,,,,-2.363139,,Right Foot,,,,"[11.1, 47.8]",,Ground Pass,,20.365166,,,,Mary Alexandra Earps,31538.0,,,,,,,2,Regular Play,Amy Turner,31533.0,Right Center Back,183,Manchester United,1475,['ddb60f95-3d4d-457d-a0fe-05b835cb8344'],28,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:28.472,Pass,
,,,,,,,,,,,,,,,,3.659287,,,,,,,,,,,,,7a804908-394e-414c-9ee9-406cfa97079f,3220,,"[15.0, 42.8]",3775610,91,,,,-1.0067592,,Right Foot,,,,"[34.8, 11.5]",,Ground Pass,,37.036873,,,,Kirsty Smith,10196.0,,,,,,,2,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,183,Manchester United,1475,['047c9815-0906-4bd9-acd2-b180f743221d'],32,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:32.323,Pass,
,,,,,,,,,,,,,,,,1.436678,,,,,,,,,,,,,3a20ad0c-815a-4bd6-8a20-35e4010f75b6,3223,,"[37.4, 10.6]",3775610,91,,,,1.7771202,,Left Foot,,,,"[33.8, 27.8]",,Ground Pass,,17.572706,,,,Millie Turner,31536.0,,,,,,,2,Regular Play,Kirsty Smith,10196.0,Left Back,183,Manchester United,1475,['72c2442f-f588-4d96-9e75-305e3e55c0c8'],37,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:37.029,Pass,
,,,,,,,,,,,,,,,,1.050653,,,,,,,,,,,,,3123946d-035b-4d22-9950-32e051be16ba,3226,,"[38.6, 30.1]",3775610,91,,,,-0.29675576,,Right Foot,,,,"[50.7, 26.4]",,Ground Pass,,12.653063,,,,Hayley Ladd,19501.0,,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,183,Manchester United,1475,['cda73d52-59e8-4e16-8f42-e92fc4aec07f'],41,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:41.483,Pass,
,,,,,,,,,,,,,,,,0.990887,,,,,,,,,,,,,9c90a02f-5be3-40d0-957e-a64a752d50e0,3228,,"[50.7, 26.4]",3775610,91,,,,3.066965,,Right Foot,,,,"[40.0, 27.2]",,Ground Pass,,10.729865,,,,Millie Turner,31536.0,,,,,,,2,Regular Play,Hayley Ladd,19501.0,Right Center Midfield,183,Manchester United,1475,['c49f617a-b928-44b2-bad1-70da470d8bfd'],42,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:42.534,Pass,
,,,,,,,,,,,,,,,,1.613376,,,,,,,,,,,,,56b548b9-13d7-452c-8017-6d1cffce78b8,3230,,"[40.0, 27.2]",3775610,91,,,,-0.9782379,,Right Foot,,,,"[53.6, 7.0]",,Ground Pass,,24.351591,,,,Kirsty Smith,10196.0,,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,183,Manchester United,1475,['cc67a390-c57a-4396-83f9-a27bef3689ef'],43,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:43.525,Pass,
,,,,,,,,,,,,,,,,1.316692,,,,,,,,,,,,,526ea408-98e2-46ec-9cd5-7d20f180a693,3233,,"[53.9, 4.7]",3775610,91,,,,1.7805369,,Left Foot,,,,"[49.6, 24.9]",,Ground Pass,,20.652603,,,,Hayley Ladd,19501.0,,,,,,,2,Regular Play,Kirsty Smith,10196.0,Left Back,183,Manchester United,1475,['882666f1-3b0b-4baf-8ae8-407a1bec207f'],47,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:47.200,Pass,
,,,,,,,,,,,,,,,,1.592388,,,,,,,,,,,,,fa468bbf-ab8f-4401-bc84-4de4506f1ee0,3236,,"[49.6, 27.1]",3775610,91,,,,1.2837667,,Right Foot,,,,"[54.5, 43.7]",,Ground Pass,,17.30809,,,,Ella Toone,31534.0,,,,,,,2,Regular Play,Hayley Ladd,19501.0,Right Center Midfield,183,Manchester United,1475,['2f47c356-c56f-43fa-b365-0bfaa2678f13'],50,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:50.286,Pass,
,,,,,,,,,,,,,,,,2.438823,,,,,,,,,,,,,863bea7b-a060-4923-b7bb-7b0f0b288758,3239,,"[54.5, 43.7]",3775610,91,,,,1.2705579,,Right Foot,,,,"[64.5, 76.0]",,Ground Pass,,33.812572,,,,Martha Harris,32618.0,,,,,,,2,Regular Play,Ella Toone,31534.0,Center Defensive Midfield,183,Manchester United,1475,['6f34f8ad-df7c-4fd6-9f15-54d491bd22d8'],53,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:53.319,Pass,
,,,,,,,,,,,,,,,,2.218824,,,,,,,,,,,,,4ad34957-52e2-4269-8d0e-f9be25e9bb34,3242,,"[65.3, 75.7]",3775610,91,,,,-0.089256376,,Right Foot,,,,"[91.0, 73.4]",,Ground Pass,,25.802713,,,,Kirsty Hanson,31532.0,,,,,,,2,Regular Play,Martha Harris,32618.0,Right Back,183,Manchester United,1475,['02ecd2f9-f919-4d99-979f-1769ede44c43'],56,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:56.711,Pass,
,,,,,,,,,,,,,,,,1.457013,,,,,,,,,,,,,31920afa-bf4d-47b9-b419-730fdca2e5e4,3248,,"[87.7, 80.0]",3775610,92,,,,-0.6435011,,,,,,"[98.5, 71.9]",,Low Pass,,13.5,,,,Ivana Fuso,61029.0,,,,,,Throw-in,2,From Throw In,Martha Harris,32618.0,Right Back,184,Manchester United,1475,['907f9605-45e0-4da7-a18a-4979d25024c9'],9,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:09.279,Pass,
,,,,,,,,,,,,,,,,0.850507,,,,,,,,,,,,,1a4c4c4d-f875-4102-9742-3cbf45c5e7ca,3252,,"[99.7, 74.5]",3775610,92,,,,2.6779451,,Right Foot,,,,"[93.1, 77.8]",,Ground Pass,,7.3790245,,,,Martha Harris,32618.0,,,,,,,2,From Throw In,Ivana Fuso,61029.0,Left Center Midfield,184,Manchester United,1475,"['03e4e526-68c0-426a-92bb-039a4144e39f', '54be8cc5-10f2-4e28-9b29-0c2610631814']",12,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:12.470,Pass,True
,,,,,,,,,,,,,,,,0.808207,,,,,,,,,,,,,887f96d8-52f6-4dc1-a067-98933064ffc8,3255,,"[95.3, 76.2]",3775610,92,,,,-2.2612429,,Right Foot,,,,"[89.6, 69.3]",,Ground Pass,,8.949861,,,,Ella Toone,31534.0,,,,,,,2,From Throw In,Martha Harris,32618.0,Right Back,184,Manchester United,1475,['4bd119cc-ff8e-46cf-8374-08bb86e6410a'],14,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:14.323,Pass,
,,,,,,,,,,,,,,,,0.88326,,,,,,,,,,,,,52fad78b-69d5-467d-9229-519804879d12,3258,,"[89.4, 69.3]",3775610,92,,,,0.6084601,,Right Foot,,,,"[98.3, 75.5]",,Ground Pass,,10.846659,,,,Tobin Powell Heath,5013.0,,,,,,,2,From Throw In,Ella Toone,31534.0,Center Defensive Midfield,184,Manchester United,1475,['145efb4f-412b-451d-8f92-7e03d1ce4670'],18,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:18.322,Pass,
,,,,,,,,,,,,,,,,0.890259,,,,,,,,,,,,,1460e61a-5979-4ea5-b6ba-a8b2791d4b11,3261,,"[98.3, 75.5]",3775610,92,,,,-1.3720176,,Left Foot,,,,"[101.1, 61.6]",,Low Pass,,14.17921,,,,Ivana Fuso,61029.0,,,,,,,2,From Throw In,Tobin Powell Heath,5013.0,Right Wing,184,Manchester United,1475,['9f7c6e4f-05d7-4bbd-96ed-5d11502f4b34'],20,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:20.263,Pass,
,,,,,,,,,,,,,,,,0.864671,,,,,,,,,,,,,7fc8a1e2-3cf7-4d7f-afbf-8fa79d8675dc,3264,,"[99.2, 60.9]",3775610,92,,,,-1.080839,,Right Foot,,,,"[101.6, 56.4]",,Ground Pass,,5.1,,,,Martha Harris,32618.0,,,,,,,2,From Throw In,Ivana Fuso,61029.0,Left Center Midfield,184,Manchester United,1475,['d0b2e96b-8c29-4641-ad99-56293b78cc70'],22,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:22.489,Pass,
,,,,,,,,,,,,,,,,0.689298,,,,,,,,,,,,,6bf82893-e836-4dcc-9f6e-8f1f4e1a6032,3270,,"[98.3, 80.0]",3775610,92,,,,-2.5113988,,,,,,"[89.8, 73.8]",,Low Pass,,10.520931,,,,Ella Toone,31534.0,,,,,,Throw-in,2,From Throw In,Tobin Powell Heath,5013.0,Right Wing,185,Manchester United,1475,['8fec63c8-b3fd-4a18-831a-7ebfc8d32b7a'],30,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:30.368,Pass,
,,,,,,,,,,,,,,,,1.920493,,,,,,,,,,,,,2fea609a-0225-42ef-be12-b283259dcd94,3276,,"[20.9, 7.4]",3775610,92,,,,0.6998929,,Left Foot,,,,"[39.9, 23.4]",,Ground Pass,,24.839485,,,,Emma Bissell,46738.0,,,,,,,2,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,186,Bristol City WFC,973,['40b6738a-b2e5-45c8-b843-cb88da56ec3f'],36,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:47:36.224,Pass,
,,,,,,,,,,,,,,,,5.100233,,,,,,,,,,,,,436fa725-b9ec-46a8-ad63-a6ef3c397d37,3279,,"[40.6, 32.2]",3775610,92,,,,0.5917355,,Right Foot,,,,"[96.1, 69.5]",,Ground Pass,,66.869576,,,,Ebony Salmon,31527.0,,,,,,,2,Regular Play,Emma Bissell,46738.0,Right Center Midfield,186,Bristol City WFC,973,['2b040740-5c47-41d0-ac85-191ea548dce4'],39,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:47:39.497,Pass,
,,,,,,,,,,,,,,,,4.521796,,,,,,,,,,,,,45a36e60-27a1-49c4-b86a-86a1fc8ae3f7,3282,,"[113.8, 57.1]",3775610,92,,,,-1.6251287,,Right Foot,True,,,"[110.7, 0.1]",,Low Pass,,57.084236,,Out,,,,,,True,,,,2,Regular Play,Ebony Salmon,31527.0,Center Forward,186,Bristol City WFC,973,,49,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:47:49.797,Pass,
,,,,,,,,,,,,,,,,1.426036,,,,,,,,,,,,,c5010e06-480a-4677-a4e8-13f3e0c05f3b,3283,,"[13.0, 80.0]",3775610,93,,,,-0.20032237,,,,,,"[32.7, 76.0]",,High Pass,,20.10199,,Incomplete,,Ivana Fuso,61029.0,,,,,,Throw-in,2,From Throw In,Martha Harris,32618.0,Right Back,187,Manchester United,1475,"['76dd361a-bde1-444e-88aa-11fe7032a71a', 'e9bb62ca-2923-482f-88a8-3893bc4ca318']",21,,,,,,,,,,,,,,,,,Manchester United,1475,00:48:21.936,Pass,
,,,,,,,,,,,,,,,,0.571248,,,,,,,,,,,,,76dd361a-bde1-444e-88aa-11fe7032a71a,3286,,"[87.4, 4.1]",3775610,93,,,,-0.5585993,,Head,,,,"[93.8, 0.1]",,Low Pass,,7.547185,,Out,,,,,,,,,Recovery,2,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,187,Manchester United,1475,"['8cacd428-48a5-409a-a813-43ba0fe1a7c8', 'c5010e06-480a-4677-a4e8-13f3e0c05f3b']",23,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:48:23.362,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1b5a80f-d5fd-4063-971f-c4f492662a81,6,,"[42.8, 42.7]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Left Center Midfield,2,Bristol City WFC,973,['fa7ba3f0-13a3-4303-b1c7-a805af656b75'],1,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:01.843,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151f011-9baf-40ee-a909-2ced7023efeb,9,,"[30.6, 63.1]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Aimee Palmer,36801.0,Right Center Back,2,Bristol City WFC,973,['8818d68f-9f61-46ca-a78c-9789065e1b32'],4,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:04.272,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc50c104-13ef-4f2a-bdf2-840a52e744d0,13,,"[60.8, 9.1]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Katie Zelem,31540.0,Center Defensive Midfield,3,Manchester United,1475,['d3b3c82c-d4b8-4d58-8789-9ddf29a1cc91'],17,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:17.202,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650d2a18-7865-4fd8-81c5-87fd0d48f19a,16,,"[37.9, 8.3]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['01479253-5c78-4841-a9c9-bae9bfde6958'],20,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:20.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc0c6b88-de62-4707-a032-58c89b69a255,19,,"[23.2, 39.8]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,3,Manchester United,1475,['db7c2d7c-4a78-4295-b18d-558e11781caa'],23,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:23.752,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960bae2e-4e6c-4d84-adcb-bd5b36e1f97b,22,,"[39.2, 24.9]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['9d83d579-7cbe-4719-aa33-e762534850f5'],28,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:28.765,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5b89e8d-288a-443e-a85e-11f5e2b4b17e,25,,"[45.3, 50.1]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,3,Manchester United,1475,['fa0291b2-bc87-4d8f-9d3d-c29ab4850920'],33,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:33.759,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c22a81b1-1dfb-42e5-8339-33b678b580dc,28,,"[49.8, 63.1]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tobin Powell Heath,5013.0,Right Wing,3,Manchester United,1475,['985c589e-8a66-4353-b85b-5b8800ee0d2a'],36,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:36.307,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43a725ef-1f14-4958-ac12-a7b9ea2b33ed,32,,"[43.9, 54.9]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,3,Manchester United,1475,['2d414e87-9cdf-4e02-87a1-479eae452c67'],42,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:42.945,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52ae92a9-7e5a-41f8-94e7-e3ecadf99e71,35,,"[42.4, 24.9]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['2586ca5c-4682-445a-b4d5-f5fd05df42ce'],45,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:45.636,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe790a2c-d44e-4833-b53b-eb6d2d06ae43,38,,"[94.2, 1.7]",3775610,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kirsty Smith,10196.0,Left Back,3,Manchester United,1475,['ae1201e5-cb57-4e4e-a635-c7647e6ee0bf'],52,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:52.184,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38421397-f1c8-411f-9642-d4735cff806b,46,,"[61.6, 34.3]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['966e7f19-8a17-4672-b508-6ef4a12b6ed6'],29,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:29.381,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26427064-c949-4939-8e80-1cbef4c3f2cf,50,,"[74.8, 72.5]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ona Batlle Pascual,46639.0,Right Back,6,Manchester United,1475,['2202f9b2-bf14-4896-b808-0e245e169d5a'],32,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:32.955,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af10f477-8db3-485e-9bd4-ff29c3f76c91,53,,"[68.5, 48.3]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jackie Groenen,10654.0,Right Center Midfield,6,Manchester United,1475,['bf0edee5-1a73-4485-a512-3a39af15f559'],35,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:35.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bc8c859-2096-498f-8b71-495cccbbec59,57,,"[64.0, 31.9]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Center Defensive Midfield,6,Manchester United,1475,['8ef4cbbc-ab66-4ed0-97b5-8c2803c6d01a'],37,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:37.463,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de9ad668-fd70-4cc6-ae7e-33697226ecca,60,,"[81.4, 4.1]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kirsty Smith,10196.0,Left Back,6,Manchester United,1475,['18e6b0ce-ad46-4b0b-9659-1d525c8b6c9a'],40,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:40.511,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9baac14f-a78a-44d7-a490-a30af7448e07,63,,"[95.4, 11.2]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leah Galton,31539.0,Left Center Midfield,6,Manchester United,1475,['f2f2e555-e23b-40d4-b2c2-dd6482f4cd9a'],41,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:41.215,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7446c23f-f344-44d7-a087-7d16b9b1edc5,68,,"[71.6, 12.7]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Center Defensive Midfield,6,Manchester United,1475,['5bcade47-77f9-48e5-8b7e-29ec743306ff'],45,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:45.101,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de13b90a-5b36-4638-8906-4803694d8cb8,71,,"[62.6, 11.5]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['fc4ad6af-5b40-47d1-8332-2ef920cb2f6d'],46,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:46.857,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32d3bd18-1f3d-4891-b285-dab64b4ae312,74,,"[69.8, 26.9]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Center Defensive Midfield,6,Manchester United,1475,['d0cd7f51-2587-4132-b078-e8c9b22c38ee'],48,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:48.562,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b637186-1adf-4e22-9989-30cc4eb6c2a4,77,,"[72.6, 43.9]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jackie Groenen,10654.0,Right Center Midfield,6,Manchester United,1475,['4c22d768-0845-48a2-95c1-cf78a106b016'],50,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:50.827,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e07e2de1-3091-47f9-828f-e2ad81a6a230,80,,"[73.4, 31.4]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Center Defensive Midfield,6,Manchester United,1475,['610166bb-e01f-47fe-b1e6-af0f35428cd9'],54,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:54.686,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13f712fb-7b9c-44a4-9f8f-f35ad3171a4f,87,,"[83.4, 46.3]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Tobin Powell Heath,5013.0,Right Wing,6,Manchester United,1475,['1a5f81e5-2d3b-4e8c-8302-9e4b7cfac8c1'],57,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:57.366,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0c20ba1-cf26-4b19-9fa5-c31afa01573f,89,,"[90.4, 41.7]",3775610,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jessica Sigsworth,31535.0,Center Forward,6,Manchester United,1475,['5d847f5d-cdb5-40a6-be19-7fd6891955b7'],57,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:57.598,Ball Receipt*,
