ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,547bae4a-207d-4556-8409-5e19f2f33bb7,1,,,,3775636,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,51402bf9-83c8-45f9-93c8-016de45b639e,2,,,,3775636,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 47520, 'name': 'Mollie Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a49b4048-fa06-4925-9e87-eed4b3419e89,3,,,,3775636,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['22290d39-693d-4f25-9502-8cd22d41bf33'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,22290d39-693d-4f25-9502-8cd22d41bf33,4,,,,3775636,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['a49b4048-fa06-4925-9e87-eed4b3419e89'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ad90c6fb-cdd3-4a8f-8b07-9fc5e1e6a4f2,1685,,,,3775636,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Bristol City WFC,973,['331541ec-d84f-4ace-8f1a-4616ba50befd'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,331541ec-d84f-4ace-8f1a-4616ba50befd,1686,,,,3775636,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Bristol City WFC,973,['ad90c6fb-cdd3-4a8f-8b07-9fc5e1e6a4f2'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.148809,,,,,,,,,,,,,,5eba62aa-586f-4f3c-8a40-faa997fda19e,5,,,"[60.0, 40.0]",3775636,0,,,,3.1218584,,Right Foot,,,"[44.8, 40.3]",,Ground Pass,,15.20296,,,Aimee Palmer,36801.0,,,,,Kick Off,1,From Kick Off,Abigail Harrison,23412.0,Center Forward,2,Bristol City WFC,973,['b7e02f7b-55c9-4ab5-be1e-7efc14a80831'],1,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:01.085,Pass,
,,,,,,,,,,,,,,,1.39114,,,,,,,,,,,,,,e949bd7d-16d1-436f-a3c4-76275823365f,8,,,"[39.6, 41.0]",3775636,0,,,,2.670699,,Left Foot,,,"[23.1, 49.4]",,Ground Pass,,18.51513,,,Jasmine Matthews,15618.0,,,,,,1,From Kick Off,Aimee Palmer,36801.0,Right Defensive Midfield,2,Bristol City WFC,973,['d3461d60-e590-4747-aed2-df15b044e060'],3,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:03.558,Pass,
,,,,,,,,,,,,,,,0.919796,,,,,,,,,,,,,,fa73dbc8-c4d6-412e-85a5-d2e57ff1e479,11,,,"[24.4, 49.4]",3775636,0,,,,-0.67474097,,Left Foot,,,"[36.9, 39.4]",,Ground Pass,,16.00781,,,Ella Jade Mastrantonio,46737.0,,,,,,1,From Kick Off,Jasmine Matthews,15618.0,Right Center Back,2,Bristol City WFC,973,['ebd88399-ca23-4efb-b609-489839e29873'],6,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:06.504,Pass,
,,,,,,,,,,,,,,,1.837936,,,,,,,,,,,,,,8db8bf9a-aede-4dbb-aa03-a80013f36781,14,,,"[35.7, 39.4]",3775636,0,,,,-2.4410963,,Right Foot,,,"[20.4, 26.5]",,Ground Pass,,20.012497,,,Gemma Evans,16381.0,,,,,,1,From Kick Off,Ella Jade Mastrantonio,46737.0,Left Defensive Midfield,2,Bristol City WFC,973,['b72a4f42-14c9-4970-b38d-4591184adba8'],8,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:08.130,Pass,
