50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,67ddbb40-a01d-40f6-b1d0-6c7dceae7b4c,1,,,,3775623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8184bb8a-97f6-4d01-8027-255d1e9b282c,2,,,,3775623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,24474590-742b-4edd-90e2-a02d5ca20af1,3,,,,3775623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['c66cf0cf-972d-45a8-b469-0bde1bbbc0be'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c66cf0cf-972d-45a8-b469-0bde1bbbc0be,4,,,,3775623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['24474590-742b-4edd-90e2-a02d5ca20af1'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ce898a21-6745-47e1-ad94-81ac5e946ec6,1348,,,,3775623,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,115,West Ham United LFC,972,['b1349e7c-712f-41cb-a2d2-e7052c0948c8'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b1349e7c-712f-41cb-a2d2-e7052c0948c8,1349,,,,3775623,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,115,West Ham United LFC,972,['ce898a21-6745-47e1-ad94-81ac5e946ec6'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.980064,,,,,,,,,,,ba09d9f3-dea0-43a2-8e20-c40db10ec50a,5,,,"[60.0, 40.0]",3775623,0,,True,,,-2.5122194,,Right Foot,,,,"[49.7, 32.5]",,Ground Pass,,12.741272,,,Inessa Kaagman,15579.0,,,,,,Kick Off,1,From Kick Off,Rianna Jarrett,46716.0,Center Forward,2,Brighton & Hove Albion WFC,965,['719ca51e-11fb-439c-9e6c-8c47dfd48f92'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.418,Pass,
,,,,,,,,,,,,,,,,,,1.751739,,,,,,,,,,,f359e937-6119-45e2-9c0a-2e2110b61f94,7,,,"[47.9, 32.7]",3775623,0,,,,,2.1324198,,Left Foot,,,,"[31.1, 59.4]",,Ground Pass,,31.545681,,,Danique Kerkdijk,16383.0,,,,,,,1,From Kick Off,Inessa Kaagman,15579.0,Left Defensive Midfield,2,Brighton & Hove Albion WFC,965,['c231775e-ea6b-40bf-8f8e-56dcf415c02c'],2,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:02.129,Pass,
,,,,,,,,,,,,,,,,,,2.229958,,,,,,,,,,,3e8cc9c8-f240-423c-8be0-f066a6a589f9,10,,,"[33.4, 56.7]",3775623,0,,,,,-2.1868186,,Right Foot,,,,"[19.1, 36.5]",,Ground Pass,,24.749344,,,Cecilie Fiskerstrand,24370.0,,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Brighton & Hove Albion WFC,965,['4b8bdca9-23a6-4bfa-9738-2246bb3770dd'],5,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:05.735,Pass,
,,,,,,,,,,,,,,,,,,1.308068,,,,,,,,,,,f321120d-33b5-4aa1-8aa3-1c1a4106a64c,13,,,"[19.5, 39.4]",3775623,0,,,,,1.4629687,,Right Foot,,,,"[21.6, 58.8]",,Ground Pass,,19.513329,,,Danique Kerkdijk,16383.0,,,,,,,1,From Kick Off,Cecilie Fiskerstrand,24370.0,Goalkeeper,2,Brighton & Hove Albion WFC,965,['ee6bf53b-d6a3-46a2-95d7-a80b3704198d'],11,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:11.709,Pass,
