50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d4453308-54f0-4511-87e9-09077f211d8c,1,,,,3775647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 33090, 'name': 'Emily Murphy'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 35}, {'player': {'id': 47520, 'name': 'Mollie Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c903ee5d-2e32-4aae-a15b-fd7c754139fe,2,,,,3775647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 20035, 'name': 'Bethan Roe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,564a7e60-02f4-48b4-a1d9-064fb34bee2d,3,,,,3775647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['a8b487f5-0caa-4967-b55d-05dc92e04f24'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a8b487f5-0caa-4967-b55d-05dc92e04f24,4,,,,3775647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['564a7e60-02f4-48b4-a1d9-064fb34bee2d'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f17e439c-11dc-4f9c-8e6e-39a2b48d2cc6,1718,,,,3775647,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,129,Birmingham City WFC,969,['db6b6210-98c2-49a9-865e-8b6a0c1c76df'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,db6b6210-98c2-49a9-865e-8b6a0c1c76df,1719,,,,3775647,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,129,Birmingham City WFC,969,['f17e439c-11dc-4f9c-8e6e-39a2b48d2cc6'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.808128,,,,,,,,,,,,c6f566a2-a467-435d-b509-e4af46412a6f,5,,,"[60.0, 40.0]",3775647,0,,,,-3.012682,,Right Foot,,,,"[54.6, 39.3]",Ground Pass,,5.4451814,,,,Mollie Green,47520.0,,,,,,Kick Off,1,From Kick Off,Claudia Walker,15580.0,Center Forward,2,Birmingham City WFC,969,['ad30b25e-d09d-45f8-9947-e34d209aa838'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.103,Pass,
,,,,,,,,,,,,,,,,1.935316,,,,,,,,,,,,1a5a96bb-19d0-4c7d-9457-3d7fc780d0fb,8,,,"[53.6, 36.2]",3775647,0,,,,-2.4602945,,Right Foot,,,,"[31.4, 18.2]",Ground Pass,,28.580414,,,,Harriet Scott,19592.0,,,,,,,1,From Kick Off,Mollie Green,47520.0,Right Center Midfield,2,Birmingham City WFC,969,['8fea3d99-b848-49ac-8b43-550fb2cbaee5'],1,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:01.643,Pass,
,,,,,,,,,,,,,,,,1.929649,,,,,,,,,,,,0a4abbf7-c423-4e9b-8193-2d2b15e267f2,11,,,"[28.4, 21.2]",3775647,0,,,,2.3357892,,Right Foot,,,,"[14.0, 36.2]",Ground Pass,,20.793268,,,,Hannah Hampton,22032.0,,,,,,,1,From Kick Off,Harriet Scott,19592.0,Left Center Back,2,Birmingham City WFC,969,['d3bf8d63-8c61-457f-8da5-2b0299a2a030'],5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:05.326,Pass,
,,,,,,,,,,,,,,,,2.035769,,,,,,,,,,,,efa6056a-c2b0-4819-be2b-f3ec2f783dc5,14,,,"[18.7, 40.3]",3775647,0,,,,0.28483164,,Right Foot,,,,"[63.1, 53.3]",High Pass,,46.264027,,,,Claudia Walker,15580.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['51a219c7-186a-4ea7-b174-f83b3dc3d09f'],10,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:10.049,Pass,
,,,,,,,,,,,,,,,,0.653869,,,,,,,,,,,,f7089c44-c0e0-4f94-a85b-17b817db5289,18,,,"[59.0, 52.1]",3775647,0,,,,2.907177,,Right Foot,,,,"[52.3, 53.7]",Ground Pass,,6.8883963,,,,Mollie Green,47520.0,,,,,,,1,From Kick Off,Claudia Walker,15580.0,Center Forward,2,Birmingham City WFC,969,"['88dcc1d1-ca14-43ac-bf48-beecf7ce4c13', 'f1891057-8d22-44c9-a166-73a976097982']",13,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:13.564,Pass,True
,,,,,,,,,,,,,,,,1.310207,,,,,,,,,,,,cc8da621-9a24-41eb-aeea-53300d51e428,22,,,"[51.1, 60.2]",3775647,0,,,,0.4023211,,Right Foot,,,,"[79.3, 72.2]",Ground Pass,,30.647022,,,,Emily Murphy,33090.0,,,,,,,1,From Kick Off,Mollie Green,47520.0,Right Center Midfield,2,Birmingham City WFC,969,"['1d116957-49f3-45ce-8ce6-3b2803201226', '63064bc6-c288-4a20-8ed5-c0575357f04d']",15,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:15.344,Pass,True
,,,,,,,,,,,,,,,,1.312834,,,,,,,,,,,,ea9f64d5-509b-4e53-8a50-6ada19b88b16,25,,,"[78.1, 62.4]",3775647,0,,,,-0.9025069,,Left Foot,,,,"[97.6, 37.7]",Low Pass,,31.469667,,Incomplete,,Jamie-Lee Napier,32169.0,,,,,,,1,From Kick Off,Emily Murphy,33090.0,Right Midfield,2,Birmingham City WFC,969,"['115cade2-b20c-48ef-898a-cd99f04c9a40', 'e19d4af4-1979-440f-aa57-dd6381aa46fd']",18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:18.293,Pass,
