bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.123551,,,,,,,,,,,e7d62421-e7d6-4294-8108-58c16aea542c,20,,,"[42.6, 64.5]",3775606,0,,,,1.6835239,,Right Foot,,,"[41.4, 75.1]",,Ground Pass,,10.667708,,,,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Defensive Midfield,3,Chelsea FCW,971,['0b2e4087-5ea7-4e6f-bff0-c38b7709d299'],17,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:17.086,Pass,
,,,,,,,,,,,,,,,,,,,1.712635,,,,,,,,,,,14698fc7-bf94-49c3-9d9a-7e9d9ce27d2b,23,,,"[42.2, 73.8]",3775606,0,,,,-2.5669897,,Right Foot,,,"[28.3, 64.8]",,Ground Pass,,16.559288,,,,Millie Bright,4642.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Back,3,Chelsea FCW,971,['6ab5cedb-c97b-421a-ad18-549fbfb315ae'],18,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:18.479,Pass,
,,,,,,,,,,,,,,,,,,,2.287712,,,,,,,,,,,d334e135-2f11-4e3f-8e04-6d2c1e389fa7,26,,,"[23.4, 62.0]",3775606,0,,,,-2.289131,,Right Foot,,,"[10.9, 47.7]",,Ground Pass,,18.993156,,,,Ann-Katrin Berger,15560.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['d143cfa7-8602-4182-9efc-60b55fdf774e'],21,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.768,Pass,
,,,,,,,,,,,,,,,,,,,2.458319,,,,,,,,,,,dcc1869d-844f-4710-8ac8-f42e4a57d586,29,,,"[12.2, 45.6]",3775606,0,,,,-0.7752389,,Right Foot,,,"[47.0, 11.5]",,High Pass,,48.72217,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,3,Chelsea FCW,971,['b83d1621-b98f-42bc-8300-92efba484ae1'],29,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:29.050,Pass,
,,,,,,,,,,,,,,,,,,,1.044683,,,,,,,,,,,8ea23dc6-08d8-4146-8d9f-8e0f39633b84,32,,,"[47.9, 11.0]",3775606,0,,,,-0.061460957,,Left Foot,,,"[60.9, 10.2]",,Ground Pass,,13.024592,,,,Guro Reiten,10514.0,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,3,Chelsea FCW,971,['9ba36a96-9e4b-4971-b17c-3de8b08b3dc6'],31,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:31.601,Pass,
,,,,,,,,,,,,,,,,,,,0.971036,,,,,,,,,,,382f5ba7-103c-464c-96e4-f3bdcb3b723c,37,,,"[61.7, 68.5]",3775606,0,,,,-1.9865102,,Left Foot,,,"[56.8, 57.4]",,Ground Pass,,12.133425,,,,Jessica Fishlock,5016.0,,,,,Recovery,1,Regular Play,Amalie Vevle Eikeland,26570.0,Right Midfield,4,Reading WFC,974,['61f84fff-9e5b-40b7-bddb-9c35752a5cda'],34,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:34.332,Pass,
,,,,,,,,,,,,,,,,,,,3.280811,,,,,,,,,,,669b8138-c573-45bf-9e5b-f585fa783446,40,,,"[51.2, 55.5]",3775606,0,,,,-2.8480036,,Right Foot,,,"[12.5, 43.8]",,Low Pass,,40.42994,,,,Grace Moloney,15719.0,,,,,,1,Regular Play,Jessica Fishlock,5016.0,Right Defensive Midfield,4,Reading WFC,974,['74d78745-fba2-4f02-9625-62722b433e2d'],36,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:36.200,Pass,
,,,,,,,,,,,,,,,,,,,1.463946,,,,,,,,,,,42633a94-bfce-4196-b1d2-c450a4130276,43,,,"[12.5, 43.8]",3775606,0,,,,-1.1909996,,Right Foot,,,"[22.2, 19.5]",,Ground Pass,,26.16448,,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,['49307611-30d1-4778-8e5a-9778d338e996'],43,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:43.379,Pass,
,,,,,,,,,,,,,,,,,,,0.989277,,,,,,,,,,,8a56e890-3bb9-4521-886c-285038de10ab,46,,,"[23.1, 19.4]",3775606,0,,,,0.59740084,,Left Foot,,,"[35.3, 27.7]",,Ground Pass,,14.755677,,,,Angharad James,15577.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Center Back,4,Reading WFC,974,['f27043d0-ef7e-4987-b9b6-5750595a9e7d'],46,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:46.905,Pass,
,,,,,,,,,,,,,,,,,,,1.956728,,,,,,,,,,,dcf8da14-fa87-4106-8b47-67ff2438fd82,49,,,"[34.3, 26.0]",3775606,0,,,,-2.2822554,,Right Foot,,,"[24.3, 14.4]",,Ground Pass,,15.3153515,,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Angharad James,15577.0,Left Defensive Midfield,4,Reading WFC,974,['64027e9f-3e2c-47a1-957e-d0cf9373945d'],47,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:47.993,Pass,
,,,,,,,,,,,,,,,,,,,1.299559,,,,,,,,,,,d9f32b30-e540-44e2-a7e4-531fa28a6344,52,,,"[31.7, 3.8]",3775606,0,,,,-0.091093354,,Left Foot,,,"[52.5, 1.9]",,Ground Pass,,20.886599,,Incomplete,,Fara Williams,10251.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Center Back,4,Reading WFC,974,"['7d447120-fd5e-4dcc-8671-e39a05fef56a', 'a8fa6dc4-43cd-4bf1-a007-4a6332474107']",52,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:52.293,Pass,
,,,,,,,,,,,,,,,,,,,0.914562,,,,,,,,,,,28a3f634-ddfc-4843-a2fc-938e3f343077,55,,,"[47.8, 0.1]",3775606,1,,,,0.7695265,,,,,"[54.2, 6.3]",,Low Pass,,8.910667,,,,Emma Mukandi,18998.0,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,5,Reading WFC,974,['1ac79cac-8208-43da-b262-5133c8f524df'],10,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:10.132,Pass,
,,,,,,,,,,,,,,,,,,,0.172437,,,,,,,,,,,8e04f695-96ba-4e85-a2e3-4306501e0720,59,,,"[55.7, 6.6]",3775606,1,,,,0.0,,Left Foot,,,"[58.1, 6.6]",,Low Pass,,2.4,,Incomplete,,,,,,,,,1,From Throw In,Emma Mukandi,18998.0,Left Center Back,5,Reading WFC,974,"['81c5407b-b7ef-4f34-b8e7-5c90146d6051', 'a965dd07-b471-4aa2-bb0e-47292cda142f']",11,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:11.603,Pass,True
,,,,,,,,,,,,,,,,,,,1.436482,,,,,,,,,,,5ffe8bf1-c797-4bfb-808b-546325765576,61,,,"[66.7, 0.1]",3775606,1,,,,0.20494665,,,,,"[84.5, 3.8]",,High Pass,,18.180485,,Incomplete,,Natasha Harding,15725.0,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,6,Reading WFC,974,"['0e5c02ea-d9fa-4eef-8f30-0a7ec727d5f9', '805f2858-4785-41ea-a726-f9661142751b']",23,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:23.459,Pass,
,,,,,,,,,,,,,,,,,,,0.830376,,,,,,,,,,,b4267807-e892-4d15-8d28-ee3595b3f904,68,,,"[72.2, 1.1]",3775606,1,,,,3.0172377,,Right Foot,,,"[63.4, 2.2]",,Ground Pass,,8.868484,,,,Lily Woodham,15704.0,,,,,,1,From Throw In,Angharad James,15577.0,Left Defensive Midfield,6,Reading WFC,974,"['b4119e8a-c06b-4ac4-ae6a-37df7ebabc34', 'df82e982-a68d-4010-acba-7696b1cb8391']",29,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:29.261,Pass,True
,,,,,,,,,,,,,,,,,,,4.120826,,,,,,,,,,,d9be5e5c-4c53-4f12-a179-321d8f7e7629,71,,,"[63.4, 2.2]",3775606,1,,,,0.3656637,,Left Foot,,,"[107.8, 19.2]",,High Pass,,47.543243,,Incomplete,,,,,,,,,1,From Throw In,Lily Woodham,15704.0,Left Back,6,Reading WFC,974,['a76c25ad-f58e-4b1e-9909-c239a024dbdb'],30,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:30.303,Pass,
,,,,,,,,,,,,,,,,,,,2.92411,,,,,,,,,,,6946f87a-3dda-459c-8c6e-7db0680851a4,74,,,"[13.6, 58.1]",3775606,1,,,,-0.97971493,,Keeper Arm,,,"[38.7, 20.7]",,Low Pass,,45.04187,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Throw In,Ann-Katrin Berger,15560.0,Goalkeeper,6,Reading WFC,974,['4cca5959-8b95-4e48-ac74-e9b88c1730a1'],35,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:35.541,Pass,
,,,,,,,,,,,,,,,,,,,3.404149,,,,,,,,,,,59319d32-7b21-433d-9f11-25e3ace76e56,77,,,"[47.3, 16.3]",3775606,1,,,,0.030163262,,Left Foot,,,"[93.7, 17.7]",,Ground Pass,,46.421116,,Incomplete,,,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Reading WFC,974,['6f78e517-1abf-481c-a2c0-cda31c51de2c'],40,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:40.076,Pass,
,,,,,,,,,,,,,,,,,,,0.125393,,,,,,,,,,,d3fd5d6e-26b4-4fdd-bad6-6dc5b2d88c75,81,,,"[23.6, 68.3]",3775606,1,,,,0.30970293,,Right Foot,,,"[26.1, 69.1]",,Low Pass,,2.624881,,Incomplete,,,,,,,,,1,From Throw In,Kristine Leine,31628.0,Right Back,6,Reading WFC,974,"['32f4c4a5-9330-4724-b035-a23ebda09aff', '869d4adc-bbb3-4cc8-9962-d32eac8de573']",45,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:45.155,Pass,True
,,,,,,,,,,,,,,,,,,,1.033659,,,,,,,,,,,ee5f8a71-42b5-4f19-b7bb-8b8fe9756c43,83,,,"[9.5, 80.0]",3775606,1,,,,-0.31204212,,,,,"[25.0, 75.0]",,High Pass,,16.286497,,,,Fara Williams,10251.0,,,,,Throw-in,1,From Throw In,Kristine Leine,31628.0,Right Back,7,Reading WFC,974,['633b5ef5-0131-472d-b040-d798bfc3407c'],58,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:58.136,Pass,
,,,,,,,,,,,,,,,,,,,0.481713,,,,,,,,,,,7e6a96d0-ab8d-41a7-b1d9-ceaf94ed6fae,87,,,"[20.6, 76.4]",3775606,2,,,,-3.09995,,Right Foot,,,"[13.4, 76.1]",,Ground Pass,,7.2062473,,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Midfield,7,Reading WFC,974,['6f554d85-9e23-4c9f-bf86-56b1a4879bc1'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:00.211,Pass,
,,,,,,,,,,,,,,,,,,,1.915033,,,,,,,,,,,fc8910c7-1cfb-4fac-b6cd-296857c0fffb,89,,,"[13.4, 76.1]",3775606,2,,,,-0.08873434,,Right Foot,,,"[41.5, 73.6]",,High Pass,,28.21099,,Incomplete,,,,,,,,,1,From Throw In,Kristine Leine,31628.0,Right Back,7,Reading WFC,974,['7125d45e-46a2-4b58-930c-9be83e5604d6'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:00.692,Pass,
,,,,,,,,,,,,,,,,,,,1.799633,,,,,,,,,,,7125d45e-46a2-4b58-930c-9be83e5604d6,90,,,"[78.6, 6.5]",3775606,2,,,,0.6518691,,Head,,,"[90.0, 15.2]",,High Pass,,14.340502,,Incomplete,,Erin Cuthbert,4660.0,,,,,Recovery,1,From Throw In,Melanie Leupolz,15648.0,Left Defensive Midfield,7,Reading WFC,974,"['2b104e4b-6ee0-414a-9b65-57bde746d679', '8b5c7102-6cac-4a40-96e4-8e2b9ab80deb', 'fc8910c7-1cfb-4fac-b6cd-296857c0fffb']",2,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:02.607,Pass,
,,,,,,,,,,,,,,,,,,,1.102754,,,,,,,,,,,2b104e4b-6ee0-414a-9b65-57bde746d679,92,,,"[30.1, 64.9]",3775606,2,,,,0.018179815,,Head,,,"[35.6, 65.0]",,High Pass,,5.500909,,,,Jessica Fishlock,5016.0,,,,,Recovery,1,From Throw In,Angharad James,15577.0,Left Defensive Midfield,7,Reading WFC,974,"['7125d45e-46a2-4b58-930c-9be83e5604d6', '73edf250-f796-4a95-910f-a5e28dd408ad']",4,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:04.407,Pass,
,,,,,,,,,,,,,,,,,,,1.025452,,,,,,,,,,,3f56dee7-51ab-424f-8993-7843dbb56e00,94,,,"[35.6, 65.0]",3775606,2,,,,-2.4173427,,Head,,,"[27.8, 58.1]",,High Pass,,10.413933,,,,Angharad James,15577.0,,,,,,1,From Throw In,Jessica Fishlock,5016.0,Right Defensive Midfield,7,Reading WFC,974,['86c1d14e-9570-4973-b537-d9ef31a1f97d'],5,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:05.550,Pass,
,,,,,,,,,,,,,,,,,,,1.077124,,,,,,,,,,,7129acf4-d8ff-4894-bd55-7217b6c7686e,98,,,"[30.0, 57.8]",3775606,2,,,,2.1397796,,Right Foot,,,"[24.5, 66.4]",,Ground Pass,,10.20833,,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Angharad James,15577.0,Left Defensive Midfield,7,Reading WFC,974,"['3c19c440-4c50-4498-98f3-c62ca280809b', 'd32a7fa4-5825-46b4-a4f8-ded725eaa64b']",7,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:07.013,Pass,True
,,,,,,,,,,,,,,,,,,,2.470218,,,,,,,,,,,bdf921e0-ab98-40a9-8ca1-387cb0c7981b,101,,,"[25.4, 70.5]",3775606,2,,,,0.1991197,,Right Foot,,,"[70.0, 79.5]",,High Pass,,45.499012,,Out,,Natasha Harding,15725.0,,,,,,1,From Throw In,Kristine Leine,31628.0,Right Back,7,Reading WFC,974,['16eda3c6-cc2b-4967-a165-7a29d301aa94'],10,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:10.235,Pass,
,,,,,,,,,,,,,,,,,,,1.756734,,,,,,,,,,,214b88f6-708d-4134-9b33-fac8e65ac30d,103,,,"[57.8, 0.1]",3775606,2,True,,,0.44005853,,,,,"[80.1, 10.6]",,High Pass,,24.648327,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Chelsea FCW,971,['f556d3c8-478d-4268-8979-5ec3c3abb0ea'],31,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:31.467,Pass,
,,,,,,,,,,,,,,,,,,,1.073791,,,,,,,,,,,f556d3c8-478d-4268-8979-5ec3c3abb0ea,104,,,"[40.0, 69.5]",3775606,2,,,,0.1359091,,Right Foot,,,"[51.7, 71.1]",,Low Pass,,11.808895,,,,Fara Williams,10251.0,,,,,Interception,1,From Throw In,Deanna Cooper,20061.0,Right Center Back,8,Chelsea FCW,971,"['214b88f6-708d-4134-9b33-fac8e65ac30d', 'fb0d3b1a-5359-4354-80ef-1503b12c1837']",33,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:33.223,Pass,
,,,,,,,,,,,,,,,,,,,1.85886,,,,,,,,,,,fa458f57-c64b-4127-81c2-f28a98a533dc,108,,,"[49.7, 69.7]",3775606,2,,,,-1.6848036,,Right Foot,,,"[46.7, 43.5]",,Low Pass,,26.371197,,Incomplete,,Angharad James,15577.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Midfield,8,Chelsea FCW,971,"['55656064-4aaf-42fb-8a31-b069cdf69160', '7c96c156-efeb-40a7-8a50-368342a4291d', '9e737f4f-56e6-4a06-91b7-82dc58608ed0']",34,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:34.599,Pass,True
,,,,,,,,,,,,,,,,,,,2.598739,,,,,,,,,,,824013c8-76eb-4816-9edd-3462e76904e1,112,,,"[76.9, 40.6]",3775606,2,,,,1.0561911,,Right Foot,,,"[89.0, 62.0]",,Ground Pass,,24.583939,,Incomplete,,Niamh Charles,15631.0,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Right Defensive Midfield,8,Chelsea FCW,971,"['1145bc66-d062-4081-adb7-d73a8cc63ab5', 'b2f0b0c5-11f5-4835-93c6-f1ea59c3dce2']",37,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:37.633,Pass,
,,,,,,,,,,,,,,,,,,,1.249726,,,,,,,,,,,35dda388-1543-49f5-b5ae-7b136c98e32a,120,,,"[32.8, 1.1]",3775606,2,,,,2.4016178,,Left Foot,,,"[23.6, 9.5]",,Ground Pass,,12.45793,,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Lily Woodham,15704.0,Left Back,9,Reading WFC,974,['1deedf16-810e-4458-b49e-c8795e912668'],44,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:44.431,Pass,
,,,,,,,,,,,,,,,,,,,2.210016,,,,,,,,,,,137604b6-bba7-4c30-9cc3-f98b8008ef03,123,,,"[28.1, 7.0]",3775606,2,,,,0.10821754,,Left Foot,,,"[68.6, 11.4]",,High Pass,,40.73831,,,,Emma Harries,46635.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Center Back,9,Reading WFC,974,['3780e51a-3d9b-44a9-b326-896ffe18b9a5'],48,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:48.745,Pass,
