50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.284969,,,,,,,,,,,,,40a59d84-7d03-497e-b439-066f8a51eca9,980,,"[28.8, 80.0]",3775548,25,,,,,-0.61466295,,,,,,"[44.1, 69.2]",,High Pass,,18.727787,,Pernille Mosegaard Harder,10108.0,,,,,,Throw-in,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,53,Chelsea FCW,971,['4ab94f20-691d-4830-a449-ec7a9e21e737'],17,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:17.067,Pass,
,,,,,,,,,,,,,,,,,,,1.29107,,,,,,,,,,,,,823db8de-f926-409c-b784-2d0d5b92bf30,982,,"[45.3, 69.0]",3775548,25,,,,,-0.12153545,,Head,,,,"[58.4, 67.4]",,High Pass,,13.197349,Incomplete,Francesca Kirby,4641.0,,,,,,,1,From Throw In,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,53,Chelsea FCW,971,"['72e4ac35-fd05-43d7-8142-e30fdb78c13f', 'ad185a14-443d-4dcb-bdcb-3829ddf7c1a6']",18,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:18.352,Pass,
,,,,,,,,,,,,,,,,,,,1.499888,,,,,,,,,,,,,dbb0543f-0775-4b31-b5e5-81a231c8b0d2,986,,"[49.9, 23.6]",3775548,25,,,,,1.8519188,,Right Foot,,,,"[44.5, 42.3]",,Ground Pass,,19.46407,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,54,Arsenal WFC,968,['f32029e1-7b00-4b56-a31e-1f7d3a86ad80'],22,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:22.769,Pass,
,,,,,,,,,,,,,,,,,,,1.898892,,,,,,,,,,,,,7dc6a692-918c-4a7d-a00e-2103c8112532,989,,"[44.5, 41.8]",3775548,25,,,,,-2.789284,,Right Foot,,,,"[24.1, 34.3]",,Ground Pass,,21.734995,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,54,Arsenal WFC,968,['8520126b-e2c3-4afc-a3a4-fd8051e7d3b0'],27,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:27.918,Pass,
,,,,,,,,,,,,,,,,,,,1.5943,,,,,,,,,,,,,b8579798-05de-41aa-ac5c-7c8745ea12f3,992,,"[31.4, 36.0]",3775548,25,,,,,-0.31305513,,Right Foot,,,,"[48.7, 30.4]",,Ground Pass,,18.183784,,Vivianne Miedema,15623.0,,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,54,Arsenal WFC,968,['4d5f7fe6-2097-4150-9dc6-87e77430dca0'],36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:36.966,Pass,
,,,,,,,,,,,,,,,,,,,1.558344,,,,,,,,,,,,,3926aaed-ed4e-4136-b525-fab4f2883769,999,,"[53.7, 46.1]",3775548,25,,,,,0.6873529,,Right Foot,,,,"[80.5, 68.1]",,Low Pass,,34.673332,Incomplete,Noelle Maritz,10404.0,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,54,Arsenal WFC,968,"['0b42105c-6c6e-426d-a763-70190058233d', '3dd018b9-261c-4a14-b594-4d1729453b72']",43,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:43.036,Pass,
,,,,,,,,,,,,,,,,,,,2.254811,,,,,,,,,,,,,329a6ad0-9636-4bf8-a2b4-bdfc1fb1bd7b,1004,,"[9.8, 23.0]",3775548,25,,,,,0.76247954,,Right Foot,,,,"[45.5, 57.1]",,High Pass,,49.36902,,Melanie Leupolz,15648.0,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,54,Arsenal WFC,968,['22f86e2c-77ee-45bd-9490-7c9c2bed1311'],55,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:55.016,Pass,
,,,,,,,,,,,,,,,,,,,2.396433,,,,,,,,,,,,,4c890f9b-43d8-471e-b007-c4d64ba33f81,1006,,"[45.5, 57.1]",3775548,25,,,,,-0.39595458,,Head,,,,"[69.9, 46.9]",,High Pass,,26.44617,Incomplete,Francesca Kirby,4641.0,,,,,,,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,54,Arsenal WFC,968,"['22fb5fea-55cf-4ded-9e0f-9ef987f7a291', 'a78d6cb4-32bc-46c6-8310-5778408a1a8a']",57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:57.514,Pass,
,,,,,,,,,,,,,,,,,,,1.496598,,,,,,,,,,,,,a78d6cb4-32bc-46c6-8310-5778408a1a8a,1008,,"[50.2, 33.2]",3775548,25,,,,,1.1689256,,Right Foot,,,,"[55.3, 45.2]",,Ground Pass,,13.038788,,Lia Wälti,10405.0,,,,,,Recovery,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,54,Arsenal WFC,968,"['4c890f9b-43d8-471e-b007-c4d64ba33f81', 'fe85166e-034b-4e3f-bf9b-e6f615786042']",59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:59.911,Pass,
,,,,,,,,,,,,,,,,,,,2.091025,,,,,,,,,,,,,7bb21069-d663-4ff3-bc45-7fb2e8c879de,1011,,"[55.3, 45.2]",3775548,26,,,,,1.7338916,,Right Foot,,,,"[51.4, 68.9]",,Ground Pass,,24.018744,,Noelle Maritz,10404.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,54,Arsenal WFC,968,['0cb0bbfe-5416-431f-b8a8-9a61db32e6e9'],1,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:01.598,Pass,
,,,,,,,,,,,,,,,,,,,1.642486,,,,,,,,,,,,,a6a1508b-b18e-4757-a73f-609b01fef3ad,1014,,"[51.4, 68.9]",3775548,26,,,,,-2.5026786,,Right Foot,,,,"[30.4, 53.3]",,Ground Pass,,26.160275,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Noelle Maritz,10404.0,Right Back,54,Arsenal WFC,968,['a09cafcf-9142-48a4-b091-948ab52d562c'],6,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:06.911,Pass,
,,,,,,,,,,,,,,,,,,,3.359582,,,,,,,,,,,,,0cd6cc63-0bec-4f6b-8645-adabc3cedabe,1016,,"[30.4, 53.3]",3775548,26,,,,,-1.1752452,,Right Foot,,,,"[49.9, 6.6]",,High Pass,,50.607708,,Katie McCabe,15620.0,,,True,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,54,Arsenal WFC,968,['f4524f20-74da-42f4-9f1e-b9b36e0fd09f'],8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:08.553,Pass,
,,,,,,,,,,,,,,,,,,,1.379657,,,,,,,,,,,,,0e613ad6-55f9-4636-90c6-bf11e3b2b154,1019,,"[49.9, 6.6]",3775548,26,,,,,0.7284029,,Left Foot,,,,"[67.5, 22.3]",,Ground Pass,,23.584953,,Jill Roord,10650.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,54,Arsenal WFC,968,['e452e179-4f1c-480f-aee3-bccdd0cb58fd'],12,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:12.089,Pass,
,,,,,,,,,,,,,,,,,,,0.862496,,,,,,,,,,,,,a2c123be-8319-459d-8680-ae35feddafaf,1021,,"[67.5, 22.8]",3775548,26,,,,,-2.490516,,Right Foot,,,,"[63.3, 19.6]",,Ground Pass,,5.2801514,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,54,Arsenal WFC,968,['661410ec-9c8d-45f6-92e4-f90ac7c7e629'],13,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:13.469,Pass,
,,,,,,,,,,,,,,,,,,,1.593449,,,,,,,,,,,,,23901c59-7aeb-4c93-ae31-bc2e55b10429,1024,,"[63.8, 21.0]",3775548,26,,,,,0.4237259,,Right Foot,,,,"[92.4, 33.9]",,High Pass,,31.374672,Incomplete,Vivianne Miedema,15623.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,54,Arsenal WFC,968,"['674ae055-19e7-4ece-93b5-d8d4db17cb64', 'a9fc9046-dd41-428b-a6ea-18c8c07b1d3b']",15,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:15.730,Pass,
,,,,,,,,,,,,,,,,,,,1.958884,,,,,,,,,,,,,a9fc9046-dd41-428b-a6ea-18c8c07b1d3b,1026,,"[27.7, 46.2]",3775548,26,,,,,0.84644693,,Right Foot,,,,"[46.9, 67.9]",,High Pass,,28.974644,,Melanie Leupolz,15648.0,,,,,,Recovery,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,54,Arsenal WFC,968,"['23901c59-7aeb-4c93-ae31-bc2e55b10429', 'c27adb09-5564-4365-9ed1-3507b193d0a8']",17,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:26:17.324,Pass,
,,,,,,,,,,,,,,,,,,,1.463264,,,,,,,,,,,,,2ffac934-bef3-4845-84da-1d989aa8da5c,1033,,"[63.8, 16.7]",3775548,26,,,,,-0.732194,,Right Foot,,,,"[72.7, 8.7]",,Ground Pass,,11.967038,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,54,Arsenal WFC,968,['64a4eae8-6efc-4dcd-b47e-3c4683a9fc99'],23,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:23.795,Pass,
,,,,,,,,,,,,,,,,,,,0.792452,,,,,,,,,,,,,91285746-fc3b-439c-b2c8-5bed9814fe1e,1036,,"[78.3, 8.1]",3775548,26,,,,,1.8370484,,Right Foot,,,,"[75.3, 19.1]",,Ground Pass,,11.401754,,Jill Roord,10650.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,54,Arsenal WFC,968,['3b098813-267f-49bf-90bf-81460b185b63'],27,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:27.551,Pass,
,,,,,,,,,,,,,,,,,,,1.039322,,,,,,,,,,,,,4bd1b2d8-fe29-4f14-ac4a-dcf371d255af,1040,,"[74.3, 17.4]",3775548,26,,,,,-1.6728033,,Right Foot,,,,"[73.0, 4.7]",,Ground Pass,,12.766362,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,54,Arsenal WFC,968,['65fbdc3f-2b85-49f5-9f69-a31a5832f5a6'],29,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:29.698,Pass,
,,,,,,,,,,,,,,,,,,,1.602405,,,,,,,,,,,,,f81e5abf-cd11-4466-ad4f-ca68b8c7f5b1,1044,,"[73.7, 5.4]",3775548,26,,,,,2.9712594,,Right Foot,,,,"[48.7, 9.7]",,Ground Pass,,25.367105,,Carlotte Wubben-Moy,49697.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,54,Arsenal WFC,968,"['40d16ad4-fd1a-4c26-b2ee-aaca11fb61fa', '76f3a505-8191-4d93-8f79-9f4fdf1357b9']",31,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:31.173,Pass,True
,,,,,,,,,,,,,,,,,,,1.062485,,,,,,,,,,,,,a35af7c7-3429-4a02-9699-59db21a4dc9c,1047,,"[47.6, 10.2]",3775548,26,,,,,1.2510742,,Right Foot,,,,"[52.5, 25.0]",,Ground Pass,,15.590061,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,54,Arsenal WFC,968,['cac2456c-4391-4a21-9632-354f2197dfa6'],33,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:33.657,Pass,
,,,,,,,,,,,,,,,,,,,1.12511,,,,,,,,,,,,,fdd210c1-0bb1-4156-b782-de5eb5d1e36f,1050,,"[66.8, 16.2]",3775548,26,,,,,1.0248975,,Left Foot,,,,"[79.8, 37.6]",,Ground Pass,,25.03917,,Vivianne Miedema,15623.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,54,Arsenal WFC,968,['b62e0ceb-6f0c-4700-9949-1b5ee2eef365'],38,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:38.966,Pass,
,,,,,,,,,,,,,,,,,,,4.493101,,,,,,,,,,,,,864719b7-dd2d-4d15-a6a5-84250581151d,1053,,"[79.8, 37.6]",3775548,26,,,,,-0.737204,,Right Foot,,,,"[112.4, 8.0]",,Ground Pass,,44.03317,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,54,Arsenal WFC,968,['cab49e5c-4bd3-4b72-86ec-77cb0bb15afa'],41,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:41.191,Pass,
,,,,,,,,,,,,,,,,,,,0.355737,,,,,,,,,,,,,405e8bc1-83f9-42fa-8f1b-74ff80a88f18,1056,,"[117.6, 6.4]",3775548,26,,,,,1.7186457,,Left Foot,,,,"[116.9, 11.1]",,Low Pass,,4.7518415,Incomplete,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,54,Arsenal WFC,968,['f15df21b-920d-4554-acaf-4c95fc0ec4e9'],46,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:46.875,Pass,
,,,,,,,,,,,,,,,,,,,0.988129,,,,,,,,,,,,,b274e4a6-2de7-45e0-82e2-5b0cf7c445a0,1063,,"[104.6, 8.8]",3775548,26,,,,,1.7661879,,Right Foot,,,,"[102.7, 18.4]",,Ground Pass,,9.786215,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,54,Arsenal WFC,968,['9466181e-46cc-4652-bc2f-e3345c1f5eb8'],53,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:53.191,Pass,
,,,,,,,,,,,,,,,,,,,1.458217,,,,,,,,,,,,,7a8b5fe0-26b6-459e-b6a7-7940e1c6ccee,1069,,"[116.6, 9.9]",3775548,26,,,,,1.8692952,,Left Foot,True,,,"[108.2, 37.2]",,High Pass,,28.563087,Incomplete,,,,,,,,Recovery,1,Regular Play,Katie McCabe,15620.0,Left Back,54,Arsenal WFC,968,['56cee76e-538c-4c53-917f-285b26a7ee8c'],59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:59.031,Pass,
,,,,,,,,,,,,,,,,,,,1.542363,,,,,,,,,,,,,8b803431-e33f-4045-a5e6-28a8bac6bf17,1073,,"[72.7, 4.7]",3775548,27,,,,,0.19118446,,Left Foot,,,,"[85.1, 7.1]",,Ground Pass,,12.630123,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,54,Arsenal WFC,968,['3880b412-d2a1-4efd-9113-daa0856e1275'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:05.969,Pass,
,,,,,,,,,,,,,,,,,,,1.230658,,,,,,,,,,,,,bbdee70b-8431-4d87-b684-c97b6c68ee6d,1077,,"[84.4, 6.2]",3775548,27,,,,,-3.0105648,,Left Foot,,,,"[71.5, 4.5]",,Ground Pass,,13.011534,,Carlotte Wubben-Moy,49697.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,54,Arsenal WFC,968,"['1c33982e-5f49-4e3e-9adc-1cf89608f770', 'bac7ab11-c207-440a-a498-047f58018d74']",8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:08.092,Pass,True
,,,,,,,,,,,,,,,,,,,0.907344,,,,,,,,,,,,,3b73c001-81f0-4d53-8add-742430b08f5c,1080,,"[71.5, 4.5]",3775548,27,,,,,1.2072694,,Right Foot,,,,"[75.0, 13.7]",,Ground Pass,,9.843272,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,54,Arsenal WFC,968,"['931408cb-6cbd-4b84-a6ce-7d174227a5cb', 'bac7ab11-c207-440a-a498-047f58018d74']",9,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:09.728,Pass,True
,,,,,,,,,,,,,,,,,,,2.054931,,,,,,,,,,,,,02516fd9-3114-4af0-9014-f914c4c2ee0c,1086,,"[75.5, 15.6]",3775548,27,,True,,,-3.0177846,,Left Foot,,,,"[53.0, 12.8]",,Ground Pass,,22.673553,,Carlotte Wubben-Moy,49697.0,,,,,,Free Kick,1,From Free Kick,Katie McCabe,15620.0,Left Back,55,Arsenal WFC,968,['cb5c83bf-a48e-4f4e-b378-7cf2bdc44d26'],33,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:33.663,Pass,
,,,,,,,,,,,,,,,,,,,2.443973,,,,,,,,,,,,,0f106212-e373-4ad8-b94d-0fb3bcc46d0b,1088,,"[55.5, 23.6]",3775548,27,,,,,1.0194542,,Right Foot,,,,"[88.4, 77.1]",,High Pass,,62.80653,,Noelle Maritz,10404.0,,,True,,,,1,From Free Kick,Carlotte Wubben-Moy,49697.0,Left Center Back,55,Arsenal WFC,968,['9a158b5a-83e6-499e-8209-9da488eb5568'],40,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:40.511,Pass,
,,,,,,,,,,,,,,,,,,,1.629363,,,,,,,,,,,,,8655d715-3a4c-4dc3-8dd6-446ba11ebabd,1090,,"[87.8, 76.1]",3775548,27,,,,,-0.9971297,,Right Foot,,,,"[100.4, 56.6]",,Low Pass,,23.216589,Incomplete,Lisa Evans,10179.0,,,,,,,1,From Free Kick,Noelle Maritz,10404.0,Right Back,55,Arsenal WFC,968,"['295cf58b-5505-4962-9cd2-0089b0c8daf8', 'c555d5c4-2966-4ab2-ac14-ba07605c2cd4']",42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:42.955,Pass,
,,,,,,,,,,,,,,,,,,,1.022277,,,,,,,,,,,,,c555d5c4-2966-4ab2-ac14-ba07605c2cd4,1092,,"[19.7, 23.5]",3775548,27,,,,,-1.4764031,,Left Foot,,,,"[21.3, 6.6]",,Low Pass,,16.97557,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,Recovery,1,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,55,Arsenal WFC,968,"['8655d715-3a4c-4dc3-8dd6-446ba11ebabd', 'bba0eefe-bc1d-4a18-97a5-e180bb655cfa']",44,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:44.584,Pass,
,,,,,,,,,,,,,,,,,,,1.887639,,,,,,,,,,,,,2c4511ee-2718-4ad9-949f-8042105a4813,1096,,"[19.5, 5.9]",3775548,27,,,,,-0.26585475,,Left Foot,,,,"[40.8, 0.1]",,Low Pass,,22.075552,Out,So-Yun Ji,4647.0,,,,,,,1,From Free Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,55,Arsenal WFC,968,"['1a33e30d-4662-4fb1-aba7-d076288fbc6b', 'd3a02110-7d60-47f4-beb8-4e7d7564f1b6']",46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:46.978,Pass,True
,,,,,,,,,,,,,,,,,,,0.604693,,,,,,,,,,,,,91b81ae6-c8af-4604-a373-af7a997bdd44,1098,,"[83.3, 80.0]",3775548,27,,,,,-0.7527301,,,,,,"[91.2, 72.6]",,Low Pass,,10.82451,,Vivianne Miedema,15623.0,,,,,,Throw-in,1,From Throw In,Noelle Maritz,10404.0,Right Back,56,Arsenal WFC,968,['b123d786-c836-4e94-a4ce-388ae72a9daf'],56,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:56.906,Pass,
,,,,,,,,,,,,,,,,,,,0.672257,,,,,,,,,,,,,35e4a3cc-a517-4863-bfeb-38a420f758d9,1101,,"[90.8, 72.6]",3775548,27,,,,,2.3779302,,Right Foot,,,,"[86.1, 77.1]",,Ground Pass,,6.5069194,,Noelle Maritz,10404.0,,,,,,,1,From Throw In,Vivianne Miedema,15623.0,Center Forward,56,Arsenal WFC,968,['1fedc9c6-b04f-4b77-96c8-39fb4856c47a'],58,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:58.345,Pass,
,,,,,,,,,,,,,,,,,,,0.862667,,,,,,,,,,,,,b26846cc-35b8-4c63-bb47-63795c4e332f,1104,,"[85.2, 76.1]",3775548,28,,,,,-2.5677936,,Right Foot,,,,"[77.0, 70.8]",,Ground Pass,,9.763708,,Lia Wälti,10405.0,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,56,Arsenal WFC,968,['e2b0798e-7f23-45d0-95bb-1da5367a5f03'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:00.075,Pass,
,,,,,,,,,,,,,,,,,,,4.088826,,,,,,,,,,,,,e11c430a-ef95-4a7f-b8ce-3db92c398290,1107,,"[77.6, 71.5]",3775548,28,,,,,0.15431878,,Right Foot,,,,"[109.1, 76.4]",,High Pass,,31.878834,Incomplete,Noelle Maritz,10404.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,56,Arsenal WFC,968,"['aff5d351-5f64-4a74-b0a0-801e9563f75b', 'd647ad91-a117-4266-8bed-6c95afaa3e3a']",0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:00.937,Pass,
,,,,,,,,,,,,,,,,,,,1.754337,,,,,,,,,,,,,d647ad91-a117-4266-8bed-6c95afaa3e3a,1109,,"[11.0, 3.7]",3775548,28,,,,,-0.03869036,,Left Foot,,,,"[42.0, 2.5]",,High Pass,,31.023216,,Pernille Mosegaard Harder,10108.0,,,,,,Recovery,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,56,Arsenal WFC,968,"['c0fd1e9c-97e8-448e-be87-e9ece7098576', 'e11c430a-ef95-4a7f-b8ce-3db92c398290']",5,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:28:05.026,Pass,
,,,,,,,,,,,,,,,,,,,0.794663,,,,,,,,,,,,,8f7a29a2-9e07-416b-ba2f-1656dbb6d74a,1114,,"[69.0, 76.9]",3775548,28,,,,,0.039978687,,Right Foot,,,,"[84.0, 77.5]",,Low Pass,,15.011995,Incomplete,,,,,,,,Recovery,1,From Throw In,Leah Williamson,18999.0,Right Center Back,56,Arsenal WFC,968,['70608268-8d15-4602-8bff-fb4abba65d48'],8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:08.779,Pass,
,,,,,,,,,,,,,,,,,,,0.581624,,,,,,,,,,,,,e476b48e-8925-4d84-bd10-4b0e26c0a92c,1116,,"[84.5, 80.0]",3775548,28,,,,,-1.3421094,,,,,,"[87.2, 68.4]",,Low Pass,,11.91008,,Vivianne Miedema,15623.0,,,,,,Throw-in,1,From Throw In,Leah Williamson,18999.0,Right Center Back,57,Arsenal WFC,968,['f71a3db9-d7e5-4414-b1fe-46cd2f3e245a'],13,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:13.167,Pass,
,,,,,,,,,,,,,,,,,,,1.624801,,,,,,,,,,,,,6d1d8d18-fb29-4577-92eb-38b2cc4a26f8,1120,,"[27.7, 11.0]",3775548,28,,,,,0.5694319,,Left Foot,,,,"[51.6, 26.3]",,High Pass,,28.377808,,Francesca Kirby,4641.0,,,,,,Recovery,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,57,Arsenal WFC,968,['eab99297-7c43-45e9-a2ab-4e03de8ec687'],14,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:28:14.977,Pass,
,,,,,,,,,,,,,,,,,,,2.591994,,,,,,,,,,,,,b8e8af2f-5795-440c-93ca-1a97b259c290,1122,,"[54.0, 25.8]",3775548,28,,,,,0.14531001,,Head,,,,"[70.4, 28.2]",,Low Pass,,16.57468,Incomplete,Samantha May Kerr,4961.0,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Right Wing,57,Arsenal WFC,968,"['2b03b1df-30d6-48a1-9d64-831181a8d0ae', 'a0a0c549-621a-4690-b0c4-29f9c08c8bd3']",16,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:28:16.722,Pass,
,,,,,,,,,,,,,,,,,,,1.218655,,,,,,,,,,,,,a0a0c549-621a-4690-b0c4-29f9c08c8bd3,1124,,"[49.7, 51.9]",3775548,28,,,,,-1.0943289,,Right Foot,,,,"[56.1, 39.5]",,Ground Pass,,13.954211,,Katie McCabe,15620.0,,,,,,Recovery,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,57,Arsenal WFC,968,"['5dbd9a00-89c5-4315-b60f-476aec0342cc', 'b8e8af2f-5795-440c-93ca-1a97b259c290']",19,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:19.314,Pass,
,,,,,,,,,,,,,,,,,,,3.58844,,,,,,,,,,,,,d4d50542-cdc2-4b40-b1c8-79d4b691e157,1126,,"[56.1, 39.5]",3775548,28,,,,,3.0326507,,Right Foot,,,,"[24.1, 43.0]",,Ground Pass,,32.190838,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,57,Arsenal WFC,968,['afb86814-4f94-4f4e-95df-3f149aa87d90'],20,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:20.532,Pass,
,,,,,,,,,,,,,,,,,,,2.193523,,,,,,,,,,,,,70ad74bd-bf33-42e8-a029-b3b79852f4c8,1128,,"[24.1, 43.0]",3775548,28,,,,,1.3576344,,Left Foot,,,,"[29.1, 66.1]",,Ground Pass,,23.634932,,Noelle Maritz,10404.0,,,,,,,1,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,57,Arsenal WFC,968,['686a2245-6e04-409b-b14a-36665151b3b7'],24,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:24.121,Pass,
,,,,,,,,,,,,,,,,,,,1.118062,,,,,,,,,,,,,29df9f7a-08e0-4248-9b62-022b8c622adf,1131,,"[29.3, 66.1]",3775548,28,,,,,-1.0891327,,Right Foot,,,,"[33.9, 57.3]",,Ground Pass,,9.929753,,Lia Wälti,10405.0,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,57,Arsenal WFC,968,['ea85b10d-5eec-4c6a-bb8b-ba3c47d14e6c'],27,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:27.441,Pass,
