ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.26984,,,,,,,,,,,,7168bd86-189d-4467-967c-6d47d9ea5cc2,948,,,"[36.6, 71.0]",3775571,23,,,,,-1.7348264,,Right Foot,,,,"[34.2, 56.5]",,Ground Pass,,14.697279,,,Emily Syme,15716.0,,,,,,1,Regular Play,Sophie Haywood,46542.0,Right Back,46,Aston Villa,2647,['289d939f-6315-4949-b421-b26639e6f571'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:23:11.371,Pass,
,,,,,,,,,,,,,,,2.359574,,,,,,,,,,,,b07bc081-2335-4328-9b62-cefad09ffa1a,954,,,"[64.7, 59.3]",3775571,23,,,,,-0.66218644,,Right Foot,,,,"[101.0, 31.0]",,High Pass,,46.028034,Incomplete,,Caroline Siems,46536.0,,,,,Free Kick,1,From Free Kick,Natalie Haigh,46535.0,Right Center Midfield,47,Aston Villa,2647,"['3de86722-d1c1-4970-bb28-98bffcb9ebe4', 'cedbf293-ccad-4060-ba9c-f486e9fac78a']",56,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:23:56.360,Pass,
,,,,,,,,,,,,,,,2.797966,,,,,,,,,,,,82ba726e-9b02-40e7-8f2e-ecd21b402a21,958,,,"[90.4, 25.7]",3775571,23,,,,,0.95449936,,Right Foot,,,,"[97.2, 35.3]",,High Pass,,11.764353,Incomplete,,Stine Larsen,10102.0,,,,,Recovery,1,From Free Kick,Marisa Ewers,15565.0,Center Defensive Midfield,47,Aston Villa,2647,"['87df1d2d-ac46-4406-a201-dfd62c9ceb89', '8ac1d2ec-a556-4aa5-ab50-2509fcdb4a71']",59,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:23:59.710,Pass,
,,,,,,,,,,,,,,,0.893222,,,,,,,,,,,,c9770efa-c848-42d2-b8e8-76af6d695f08,961,,,"[34.0, 39.6]",3775571,24,,,,,0.7853982,,Head,,,,"[41.1, 46.7]",,High Pass,,10.040916,Incomplete,,Rachel Rowe,19780.0,,,,,Recovery,1,From Free Kick,Angharad James,15577.0,Left Defensive Midfield,47,Aston Villa,2647,"['55f7b244-fdb2-4348-bcb3-9935c157a497', '6864f913-52a8-4207-858e-f2644f5bbf45']",4,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:04.471,Pass,
,,,,,,,,,,,,,,,1.10169,,,,,,,,,,,,55f7b244-fdb2-4348-bcb3-9935c157a497,963,,,"[79.0, 33.4]",3775571,24,,,,,-0.5036263,,Left Foot,,,,"[83.9, 30.7]",,Ground Pass,,5.5946403,,,Mana Iwabuchi,25610.0,,,,,Recovery,1,From Free Kick,Marisa Ewers,15565.0,Center Defensive Midfield,47,Aston Villa,2647,"['3dedebc1-8ed5-4c2c-81df-6fb3839277e7', 'c9770efa-c848-42d2-b8e8-76af6d695f08']",5,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:24:05.364,Pass,
,,,,,,,,,,,,,,,1.947063,,,,,,,,,,,,53af962c-094d-40da-a10e-4675d78f5bd4,966,,,"[90.8, 25.5]",3775571,24,,,,,-0.46652117,,Left Foot,,,,"[104.7, 18.5]",,Ground Pass,,15.563097,,,Stine Larsen,10102.0,,,,,,1,From Free Kick,Mana Iwabuchi,25610.0,Right Wing,47,Aston Villa,2647,['63d1c5b0-9385-41da-8415-8ee369f98faf'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:24:11.123,Pass,
,,,,,,,,,,,,,,,1.117576,,,,,,,,,,,,dbbb9727-58a4-46db-947f-a369c3691c08,970,,,"[104.8, 20.5]",3775571,24,,,,,-1.0937567,,Right Foot,,,,"[109.4, 11.6]",,Ground Pass,,10.018483,Pass Offside,,Caroline Siems,46536.0,,,,,,1,From Free Kick,Stine Larsen,10102.0,Center Forward,47,Aston Villa,2647,['0c0029de-92a5-4fb0-8216-4d2df46f77b9'],14,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:24:14.890,Pass,
,,,,,,,,,,,,,,,1.998591,,,,,,,,,,,,9dc6a2ed-3843-42f2-a6a9-b63236562be2,973,,,"[11.4, 49.4]",3775571,24,,,,,-1.1756485,,Right Foot,,,,"[19.7, 29.5]",,Ground Pass,,21.56154,,,Molly Bartrip,21021.0,,,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,48,Reading WFC,974,['d2860275-8e03-433a-8cbe-aa6df663065d'],36,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:36.486,Pass,
,,,,,,,,,,,,,,,1.11328,,,,,,,,,,,,2b9c12b9-4145-4e4f-8bc6-4403f0e585ce,976,,,"[20.9, 29.5]",3775571,24,,,,,1.1172835,,Right Foot,,,,"[26.7, 41.4]",,Ground Pass,,13.238202,,,Jessica Fishlock,5016.0,,,,,,1,From Free Kick,Molly Bartrip,21021.0,Left Center Back,48,Reading WFC,974,['25a9f5d4-96df-4252-a7f1-0db368c7d47b'],40,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:40.124,Pass,
,,,,,,,,,,,,,,,2.522871,,,,,,,,,,,,e57c3e1a-48b1-4af7-8a2f-b5649adcf4ef,978,,,"[26.7, 41.4]",3775571,24,,,,,-3.022836,,Right Foot,,,,"[9.1, 39.3]",,Ground Pass,,17.724842,,,Grace Moloney,15719.0,,,,,,1,From Free Kick,Jessica Fishlock,5016.0,Right Defensive Midfield,48,Reading WFC,974,['bbe72200-b5e5-4b62-b313-57b82c6e764d'],41,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:41.238,Pass,
,,,,,,,,,,,,,,,1.06261,,,,,,,,,,,,47eb49b6-f74c-4c58-9938-7267b1272ea9,981,,,"[9.4, 39.3]",3775571,24,,,,,0.22131445,,Right Foot,,,,"[17.4, 41.1]",,Ground Pass,,8.2,,,Jessica Fishlock,5016.0,,,,,,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,48,Reading WFC,974,['b7b53b64-4d7a-4b32-b073-093c2050d1a8'],45,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:45.185,Pass,
,,,,,,,,,,,,,,,1.827113,,,,,,,,,,,,efb50cf8-5a79-49a5-9f9c-2cfb1b13873d,984,,,"[25.5, 38.7]",3775571,24,,,,,0.62413144,,Left Foot,,,,"[49.8, 56.2]",,Low Pass,,29.945618,Incomplete,,Angharad James,15577.0,,,,,,1,From Free Kick,Jessica Fishlock,5016.0,Right Defensive Midfield,48,Reading WFC,974,"['565abca2-47b4-485e-b2f3-67969ccffd86', 'f00e3af1-3351-429a-a87a-f55eec64868b']",49,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:49.867,Pass,
,,,,,,,,,,,,,,,1.22183,,,,,,,,,,,,565abca2-47b4-485e-b2f3-67969ccffd86,986,,,"[70.3, 23.9]",3775571,24,,,,,1.3453934,,Right Foot,,,,"[73.9, 39.6]",,Low Pass,,16.107452,Incomplete,,Mana Iwabuchi,25610.0,,,,,Recovery,1,From Free Kick,Caroline Siems,46536.0,Left Back,48,Reading WFC,974,"['745c8c19-d57e-4865-b9c7-ee25105eb9d9', 'ebd85cdb-6bed-4a44-831a-ba46421bc4c0', 'efb50cf8-5a79-49a5-9f9c-2cfb1b13873d']",51,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:24:51.694,Pass,
,,,,,,,,,,,,,,,1.739371,,,,,,,,,,,,5d42c59e-b05b-478b-958f-6390bb867e76,990,,,"[45.4, 50.0]",3775571,24,,,,,1.6756732,,Right Foot,,,,"[43.2, 70.9]",,Ground Pass,,21.01547,,,Bethan Roberts,46636.0,,,,,,1,From Free Kick,Amalie Vevle Eikeland,26570.0,Right Midfield,48,Reading WFC,974,['9636d461-2312-4f14-9af8-bd6ca6baa33f'],54,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:54.224,Pass,
,,,,,,,,,,,,,,,0.652987,,,,,,,,,,,,9e8a8b11-8067-4405-b11e-66f38b7332cb,993,,,"[43.2, 70.9]",3775571,24,,,,,-0.100668654,,Right Foot,,,,"[63.0, 68.9]",,Ground Pass,,19.900753,,,Lauren Bruton,15726.0,,,,,,1,From Free Kick,Bethan Roberts,46636.0,Right Back,48,Reading WFC,974,['8bdad68c-b28e-4453-ba1d-8a503e44a959'],57,,,,,,,,,,,,,,,,,,Reading WFC,974,00:24:57.591,Pass,
,,,,,,,,,,,,,,,0.831913,,,,,,,,,,,,880ff294-8a93-4e87-be7d-0b9844153e7a,1003,,,"[71.1, 67.2]",3775571,25,,,,,-1.0859505,,Left Foot,,,,"[77.0, 56.0]",,Ground Pass,,12.658989,,,Rachel Rowe,19780.0,,,,,,1,From Free Kick,Lauren Bruton,15726.0,Left Center Forward,48,Reading WFC,974,['832ae6ca-3fcd-44eb-bc40-316e739a0019'],5,,,,,,,,,,,,,,,,,,Reading WFC,974,00:25:05.162,Pass,
,,,,,,,,,,,,,,,3.615518,,,,,,,,,,,,58ba76d3-2287-4d8c-a174-0f6b5ea088cd,1006,,,"[77.0, 56.0]",3775571,25,,,,,0.31081742,,Right Foot,,,,"[112.8, 67.5]",,Ground Pass,,37.60173,Incomplete,,Bethan Roberts,46636.0,,,,,,1,From Free Kick,Rachel Rowe,19780.0,Left Midfield,48,Reading WFC,974,"['05db71f1-de1c-4ab2-af18-ee50fb58954a', 'c60588cc-28c1-45d5-a576-29cde5ba7886']",6,,,,,,,,,,,,,,,,,,Reading WFC,974,00:25:06.035,Pass,
,,,,,,,,,,,,,,,0.705431,,,,,,,,,,,,2993792c-cd87-4eec-8800-a286321b542c,1011,,,"[2.3, 12.9]",3775571,25,,,,,-1.5031033,,Left Foot,,,,"[3.1, 1.1]",,Ground Pass,,11.827087,Out,,,,,,,,,1,From Free Kick,Anita Amma Ankyewah Asante,4657.0,Left Center Back,48,Reading WFC,974,['7535b59b-beba-43cf-8c11-473ca2d15d1c'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:25:11.331,Pass,True
,,,,,,,,,,,,,,,0.50187,,,,,,,,,,,,85c90f93-a1ef-4230-81e9-002bc181a736,1014,,,"[117.0, 80.0]",3775571,27,,,,,-2.0561795,,,,,,"[112.2, 70.9]",,Low Pass,,10.288342,,,Amalie Vevle Eikeland,26570.0,,,,,Throw-in,1,From Throw In,Bethan Roberts,46636.0,Right Back,49,Reading WFC,974,['7fc2c58b-6816-4417-afc3-46dd608fbb2a'],33,,,,,,,,,,,,,,,,,,Reading WFC,974,00:27:33.527,Pass,
,,,,,,,,,,,,,,,1.20939,,,,,,,,,,,,2264aaf7-1bae-4661-97d0-f90bf9469662,1016,,,"[112.2, 70.9]",3775571,27,,,,,1.4133794,,Right Foot,,,,"[113.2, 77.2]",,Ground Pass,,6.3788714,,,Bethan Roberts,46636.0,,,,,,1,From Throw In,Amalie Vevle Eikeland,26570.0,Right Midfield,49,Reading WFC,974,['a019d9be-1765-4bbc-af8b-8db42cf04492'],34,,,,,,,,,,,,,,,,,,Reading WFC,974,00:27:34.029,Pass,
,,,,,,,,,,,,,,,0.876923,,,,,,,,,,,,e241071c-4955-40ad-8a45-a762911b3a73,1019,,,"[116.3, 74.1]",3775571,27,,,,,-2.228685,,Right Foot,,,,"[112.9, 69.7]",,Ground Pass,,5.5605755,,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Throw In,Bethan Roberts,46636.0,Right Back,49,Reading WFC,974,['62a1a215-2c47-4118-9036-d3ccf0398f7a'],36,,,,,,,,,,,,,,,,,,Reading WFC,974,00:27:36.492,Pass,
,,,,,,,,,,,,,,,1.352224,,,,,,,,,,,,8b26a69e-c042-48a2-9f60-a1e02f979274,1023,,,"[117.7, 58.6]",3775571,27,,,,,-1.7021117,,Right Foot,True,,True,"[116.3, 48.0]",,Ground Pass,,10.692053,,,Natasha Harding,15725.0,,,,,,1,From Throw In,Amalie Vevle Eikeland,26570.0,Right Midfield,49,Reading WFC,974,['f8f6b052-077a-469d-b6ba-a75c89ca95ba'],38,,,,,,,,,,,,,,,,,,Reading WFC,974,00:27:38.812,Pass,
,,,,,,,,,,,,,,,0.236182,,,,,,,,,,,,55b271c4-7d7c-43a2-891a-5b4a92ca6672,1028,,,"[116.0, 51.2]",3775571,27,,,,,-1.5707964,,Right Foot,,,,"[116.0, 48.6]",,Ground Pass,,2.6,Incomplete,,,,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Center Forward,49,Reading WFC,974,['4fc26476-8b7b-4736-ba3a-e4c2352bff0e'],41,,,,,,,,,,,,,,,,,,Reading WFC,974,00:27:41.016,Pass,
,,,,,,,,,,,,,,,1.440998,,,,,,,,,,,,21e10f74-4123-4d75-b943-cac0981eca85,1030,,,"[120.0, 80.0]",3775571,28,,,,,-1.8650309,,Left Foot,,,,"[117.0, 70.1]",,Ground Pass,,10.3445635,,,Danielle Carter,24281.0,,,,,Corner,1,From Corner,Emma Mukandi,18998.0,Left Back,50,Reading WFC,974,['8079f733-25a7-4baf-b5fe-6b810c8c8c0b'],9,,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:09.314,Pass,
,,,,,,,,,,,,,,,1.559395,,,,,,,,,,,,7acd34a6-2906-4725-bde6-cba4904ae899,1033,,,"[117.0, 70.1]",3775571,28,,,,,-2.8789835,,Right Foot,,,,"[107.7, 67.6]",,Ground Pass,,9.630161,,,Emma Mukandi,18998.0,,,,,,1,From Corner,Danielle Carter,24281.0,Left Center Forward,50,Reading WFC,974,['42a8df18-888f-4181-9a8a-655a1ba4fd39'],12,,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:12.848,Pass,
,,,,,,,,,,,,,,,1.208712,,,,,,,,,,,,f37f40d8-c5e9-49f6-a0f0-61a4675db3dd,1036,,,"[107.3, 66.2]",3775571,28,,,,,-1.1206354,,Left Foot,True,,,"[117.4, 45.3]",,Low Pass,,23.212496,,,Bethan Roberts,46636.0,,,,,,1,From Corner,Emma Mukandi,18998.0,Left Back,50,Reading WFC,974,['e43a9c1d-5ff2-48cd-8bee-bb17b345df0a'],15,,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:15.436,Pass,
,,,,,,,,,,,,,,,1.55319,,,,,,,,,,,,0ba5480e-f86d-4a7a-9809-5bb7c69624a5,1041,,,"[120.0, 80.0]",3775571,28,,,,,-1.6673611,,Left Foot,,,,"[116.6, 44.9]",,Low Pass,True,35.264286,Incomplete,,Amalie Vevle Eikeland,26570.0,,,Inswinging,,Corner,1,From Corner,Emma Mukandi,18998.0,Left Back,51,Reading WFC,974,"['697b29b4-bfaa-4d72-a059-5c007929715f', 'd0805d7f-1ce9-49ab-ae7b-bcf26587336c']",44,,,,,,,,,,,,,,,,,,Reading WFC,974,00:28:44.722,Pass,
,,,,,,,,,,,,,,,0.691553,,,,,,,,,,,,99b3b1f8-c9f7-4fbd-a1ef-cd3111259a7a,1044,,,"[120.0, 80.0]",3775571,29,,,,,-2.1781015,,Left Foot,,,,"[115.9, 74.1]",,Ground Pass,,7.184706,,,Danielle Carter,24281.0,,,,,Corner,1,From Corner,Emma Mukandi,18998.0,Left Back,52,Reading WFC,974,['8e20ba20-88df-4976-aca7-7767764a7e3e'],10,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:10.772,Pass,
,,,,,,,,,,,,,,,1.643343,,,,,,,,,,,,2856fd79-0141-4d97-b7dc-0bc547144acc,1048,,,"[117.7, 72.0]",3775571,29,,,,,-1.6044228,,Right Foot,True,,,"[116.6, 39.3]",,High Pass,,32.718494,Incomplete,,Bethan Roberts,46636.0,,,,,,1,From Corner,Danielle Carter,24281.0,Left Center Forward,52,Reading WFC,974,"['81db6f99-f3a0-489c-aa42-64b7c7213d8b', 'a0a65d94-5015-4f22-9202-f166a65e2fc6', 'd3d271a0-ca73-432a-a769-13d9061593c6']",12,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:12.954,Pass,True
,,,,,,,,,,,,,,,0.696805,,,,,,,,,,,,3bd6b2d4-2388-4ed4-b960-0d1edb124354,1056,,,"[83.5, 44.3]",3775571,29,,,,,-1.4374461,,Right Foot,,,,"[84.6, 36.1]",,Ground Pass,,8.273452,,,Jessica Fishlock,5016.0,,,,,Recovery,1,From Corner,Rachel Rowe,19780.0,Left Midfield,52,Reading WFC,974,['61449e7d-35a9-462c-a756-1c6f81490a73'],19,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:19.798,Pass,
,,,,,,,,,,,,,,,0.734443,,,,,,,,,,,,35772d72-a54a-4364-b601-a229e2677fb8,1059,,,"[84.6, 36.1]",3775571,29,,,,,2.2535264,,Right Foot,,,,"[77.2, 45.2]",,Ground Pass,,11.729024,,,Rachel Rowe,19780.0,,,,,,1,From Corner,Jessica Fishlock,5016.0,Right Defensive Midfield,52,Reading WFC,974,['f4d09b0a-01b5-443f-bf9d-41900e6ad120'],21,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:21.140,Pass,
,,,,,,,,,,,,,,,3.063259,,,,,,,,,,,,8c9a860e-aba9-4cf3-be9c-9e047d0ade12,1062,,,"[68.2, 43.1]",3775571,29,,,,,3.1415927,,Left Foot,,,,"[31.7, 43.1]",,Ground Pass,,36.5,,,Grace Moloney,15719.0,,,,,,1,From Corner,Rachel Rowe,19780.0,Left Midfield,52,Reading WFC,974,['cd3f8c9e-73e0-477e-8a24-c2dca80222e5'],22,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:22.921,Pass,
,,,,,,,,,,,,,,,2.114613,,,,,,,,,,,,e84d91bd-b2b8-4ad4-aab6-9cf06bbde6f9,1065,,,"[33.4, 41.9]",3775571,29,,,,,-0.97995013,,Right Foot,,,,"[49.7, 17.6]",,Ground Pass,,29.260553,,,Jessica Fishlock,5016.0,,,,,,1,From Corner,Grace Moloney,15719.0,Goalkeeper,52,Reading WFC,974,['80649451-e42f-437f-980f-01d6c46298bb'],26,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:26.927,Pass,
,,,,,,,,,,,,,,,0.971956,,,,,,,,,,,,510c11eb-d264-486f-ba0e-e7a57640ec47,1069,,,"[50.5, 24.4]",3775571,29,,,,,0.49604368,,Right Foot,,,,"[76.0, 38.2]",,Low Pass,,28.994656,Unknown,,Danielle Carter,24281.0,,,,,,1,From Corner,Jessica Fishlock,5016.0,Right Defensive Midfield,52,Reading WFC,974,['909bdcea-34d2-4cc0-8ca0-e66c2b95259d'],31,,,,,,,,,,,,,,,,,,Reading WFC,974,00:29:31.038,Pass,
,,,,,,,,,,,,,,,1.525643,,,,,,,,,,,,ddc85b5b-eefa-4cf7-a9d1-2ea1d9fecdc1,1075,,,"[50.2, 24.0]",3775571,31,,,,,-1.3220057,,Right Foot,,,,"[54.9, 5.5]",,Ground Pass,,19.087692,,,Emma Mukandi,18998.0,,,,,Free Kick,1,From Free Kick,Molly Bartrip,21021.0,Left Center Back,53,Reading WFC,974,['9ded4f3e-c491-482c-b21a-31729fb1c580'],34,,,,,,,,,,,,,,,,,,Reading WFC,974,00:31:34.048,Pass,
,,,,,,,,,,,,,,,4.799999,,,,,,,,,,,,e5b2402c-2c4f-4567-9d84-4ced28b1ee37,1078,,,"[58.2, 4.8]",3775571,31,,,,,0.16093373,,Left Foot,,,,"[119.8, 14.8]",,Low Pass,,62.40641,Out,,Natasha Harding,15725.0,,,,,,1,From Free Kick,Emma Mukandi,18998.0,Left Back,53,Reading WFC,974,['13e00c85-d049-450b-834f-7ce7c8322d4a'],36,,,,,,,,,,,,,,,,,,Reading WFC,974,00:31:36.972,Pass,
,,,,,,,,,,,,,,,2.179636,,,,,,,,,,,,190a4106-8d3c-413f-bf38-f79715cee8fd,1081,,,"[7.0, 44.1]",3775571,32,,,,,0.2988126,,Right Foot,,,,"[51.8, 57.9]",,High Pass,,46.877285,,,Marisa Ewers,15565.0,,,,,Goal Kick,1,From Goal Kick,Lisa Weiß,38317.0,Goalkeeper,54,Aston Villa,2647,['b78fe762-0074-4ae5-8e4a-b9fbf6c18969'],4,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:04.163,Pass,
,,,,,,,,,,,,,,,0.822362,,,,,,,,,,,,6e8681f7-4ecf-4172-b67d-73d89bea8e9b,1083,,,"[51.8, 57.9]",3775571,32,,,,,0.10673567,,Head,,,,"[63.0, 59.1]",,Low Pass,,11.264102,,,Mana Iwabuchi,25610.0,,,,,,1,From Goal Kick,Marisa Ewers,15565.0,Center Defensive Midfield,54,Aston Villa,2647,['4fea26c4-f4ec-4acb-b705-7fc88b0e4408'],6,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:06.382,Pass,
,,,,,,,,,,,,,,,3.999686,,,,,,,,,,,,ab7763fd-7a8e-4b82-9c4f-9d61ec798352,1093,,,"[69.5, 43.8]",3775571,32,,,,,-0.5908907,,Right Foot,,,,"[101.4, 22.4]",,Low Pass,,38.413147,,,Caroline Siems,46536.0,,,,,,1,From Goal Kick,Stine Larsen,10102.0,Center Forward,54,Aston Villa,2647,['fd86f0f1-8011-4ed7-9787-01146838da4d'],10,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:10.520,Pass,
,,,,,,,,,,,,,,,0.846902,,,,,,,,,,,,48776501-e35f-4657-9dc6-03e4f34eeb20,1097,,,"[111.1, 24.7]",3775571,32,,,,,1.0787011,,Right Foot,,,,"[116.3, 34.4]",,Ground Pass,,11.005907,Incomplete,,Emma Follis,15557.0,,,,,,1,From Goal Kick,Caroline Siems,46536.0,Left Back,54,Aston Villa,2647,"['02a93f0f-6ba0-4110-8249-0e01d9a120ff', '36079a27-147d-433b-8131-d7ab1c7ad1e9', '73e3ab9a-2ef9-4ef3-b2e7-acf0c7a0e667']",15,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:15.568,Pass,True
,,,,,,,,,,,,,,,1.808181,,,,,,,,,,,,0555db48-3b19-46b7-8054-b9f11e8ab281,1100,,,"[8.4, 75.8]",3775571,32,,,,,-0.13587633,,Right Foot,,,,"[34.0, 72.3]",,Low Pass,,25.83815,Incomplete,,Danielle Carter,24281.0,,,,,Recovery,1,From Goal Kick,Bethan Roberts,46636.0,Right Back,54,Aston Villa,2647,"['511df526-d0a3-4209-ade5-318cc3552f0f', '5acbb79d-f2bc-4d39-bedf-4bfdbbae774c']",21,,,,,,,,,,,,,,,,,,Reading WFC,974,00:32:21.289,Pass,
,,,,,,,,,,,,,,,0.519421,,,,,,,,,,,,f1741958-04ac-40fe-9be9-91d3110ad6dc,1104,,,"[81.4, 5.6]",3775571,32,,,,,1.253161,,Right Foot,,,,"[83.8, 12.9]",,Low Pass,,7.6843996,Incomplete,,Mana Iwabuchi,25610.0,,,,,,1,From Goal Kick,Marisa Ewers,15565.0,Center Defensive Midfield,54,Aston Villa,2647,"['5067b9f4-206c-4b4f-83f8-f83935b8c6a6', '8f207509-2465-4f8c-b5f0-ac20ac46e9e4']",24,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:24.142,Pass,
,,,,,,,,,,,,,,,0.704131,,,,,,,,,,,,01120dca-c12d-4f13-a894-784c7cd6c423,1108,,,"[70.0, 12.9]",3775571,32,,,,,-2.5657423,,Right Foot,,,,"[56.6, 4.2]",,Ground Pass,,15.976545,,,Anita Amma Ankyewah Asante,4657.0,,,,,Recovery,1,From Goal Kick,Emily Syme,15716.0,Left Center Midfield,54,Aston Villa,2647,"['1b008510-f8c6-4de2-9df2-89c04ad6927d', '24a4daa3-2c8f-400a-b1a6-c8f9ee9194fd']",26,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:26.402,Pass,True
,,,,,,,,,,,,,,,0.733076,,,,,,,,,,,,aa9fb907-853a-47d8-b136-cc4ab6ae6f6e,1111,,,"[54.7, 8.0]",3775571,32,,,,,0.73508096,,Right Foot,,,,"[62.0, 14.6]",,Ground Pass,,9.84124,,,Emily Syme,15716.0,,,,,,1,From Goal Kick,Anita Amma Ankyewah Asante,4657.0,Left Center Back,54,Aston Villa,2647,['64ad3c2e-6754-4e8e-ae0c-7c81360df40f'],28,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:32:28.880,Pass,
,,,,,,,,,,,,,,,2.086058,,,,,,,,,,,,70efaa55-5134-4977-a9ef-54b0bcd2a8d2,1118,,,"[74.1, 11.5]",3775571,33,,,,,0.77375144,,Right Foot,,,,"[104.5, 41.2]",,High Pass,,42.5,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Natalie Haigh,46535.0,Right Center Midfield,55,Aston Villa,2647,['310fb322-a352-4fcb-8170-0ffb40611c73'],4,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:33:04.945,Pass,
,,,,,,,,,,,,,,,0.959999,,,,,,,,,,,,bb6d1feb-cf4d-498f-b20b-08e6475e59c6,1123,,,"[28.8, 20.8]",3775571,33,,,,,-3.0613058,,Right Foot,,,,"[20.1, 20.1]",,Ground Pass,,8.728115,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Amalie Vevle Eikeland,26570.0,Right Midfield,56,Reading WFC,974,"['c243a0ab-ee46-45dc-a0dd-dbdd1225c6e5', 'c57cbdf8-adfc-4e11-bf8d-9fc45843dd8b']",10,,,,,,,,,,,,,,,,,,Reading WFC,974,00:33:10.586,Pass,True
,,,,,,,,,,,,,,,3.59033,,,,,,,,,,,,3d75b904-b03a-4b49-b194-1169bc8f7cca,1126,,,"[20.1, 20.1]",3775571,33,,,,,0.35370314,,Left Foot,,,,"[72.1, 39.3]",,High Pass,,55.4314,Incomplete,,Danielle Carter,24281.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,56,Reading WFC,974,"['c185352a-32b1-44be-b438-3ce8587fb774', 'fe279c05-7571-4a59-a12b-696bd6c8450d']",11,,,,,,,,,,,,,,,,,,Reading WFC,974,00:33:11.586,Pass,
,,,,,,,,,,,,,,,2.959499,,,,,,,,,,,,c185352a-32b1-44be-b438-3ce8587fb774,1128,,,"[48.0, 40.8]",3775571,33,,,,,1.6614562,,Head,,,,"[45.5, 68.3]",,High Pass,,27.613403,Incomplete,,Elisha N''Dow,46534.0,,,,,Recovery,1,Regular Play,Natalie Haigh,46535.0,Right Center Midfield,56,Reading WFC,974,"['3d75b904-b03a-4b49-b194-1169bc8f7cca', '696bdc7a-3eb2-4a24-a8f3-90cea0fd7b87', 'e807b688-4b91-4436-a85e-91090b405cef']",15,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:33:15.176,Pass,
