ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,952873fa-eac1-4a8f-af09-602ab0d09e98,1,,,3764241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,37945ec7-2307-49d7-91b0-cc6a9c62d0dc,2,,,3764241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e250791e-63bb-4ebd-923b-49b342a5f167,3,,,3764241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['c06b2e59-fbca-4c5d-a0df-7d0cac5cf86f'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c06b2e59-fbca-4c5d-a0df-7d0cac5cf86f,4,,,3764241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['e250791e-63bb-4ebd-923b-49b342a5f167'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9bb1ce67-f6d1-435a-8ab9-b7d7d0186949,1855,,,3764241,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Brighton & Hove Albion WFC,965,['e2c16d43-5836-4d9d-98e7-92251aeefb37'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e2c16d43-5836-4d9d-98e7-92251aeefb37,1856,,,3764241,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Brighton & Hove Albion WFC,965,['9bb1ce67-f6d1-435a-8ab9-b7d7d0186949'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.733262,,,,,,,,,,,64276f55-96ec-49da-b28d-f9e817633ab3,5,,"[60.0, 40.0]",3764241,0,,,,,-2.9493077,,Right Foot,,,"[48.7, 37.8]",Ground Pass,,11.512168,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['df3b77e5-e948-4646-a6fa-18feab4f5bc5'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.975,Pass,
,,,,,,,,,,,,,,,1.744491,,,,,,,,,,,7519416d-cd83-4d3c-ac1d-cfd49a93d832,8,,"[45.6, 37.3]",3764241,0,,,,,2.3964658,,Right Foot,,,"[31.4, 50.4]",Ground Pass,,19.31968,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['2db9e780-5d43-4ae0-a0d2-442d478593c3'],2,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.736,Pass,
,,,,,,,,,,,,,,,1.45386,,,,,,,,,,,5a7772b4-4ca2-4fb5-a117-21b871b1b688,12,,"[31.9, 52.8]",3764241,0,,,,,0.27522546,,Right Foot,,,"[62.0, 61.3]",Low Pass,,31.277147,,,Chloe Kelly,15570.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,"['244c0063-9dd5-413b-b0fa-a19e743f2655', 'ba560727-e2b8-42ef-b4d3-e37016d1eaee']",5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:05.411,Pass,True
,,,,,,,,,,,,,,,1.614335,,,,,,,,,,,9f66260c-c357-4f05-89a5-1c2a6f6e16c6,20,,"[61.5, 23.6]",3764241,0,,,,,-1.1755996,,Right Foot,,,"[68.8, 6.1]",Ground Pass,,18.96154,,,Kayleigh Green,16400.0,,,,,,,1,From Kick Off,Danielle Buet,20034.0,Left Center Midfield,2,Manchester City WFC,746,['6985fa9c-621c-45d3-87b8-21a2e85baa7f'],11,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:11.037,Pass,
