bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.492854,,,,,,,,,,,05cd4b73-a6bb-46f7-bea5-e9995d65dfad,24,,,"[68.8, 76.6]",3764238,0,,,,-1.8128917,,Right Foot,,"[56.7, 27.6]",,High Pass,,50.471874,,Laura Vetterlein,31556.0,,,True,,,,1,From Kick Off,Grace Fisk,34232.0,Right Back,2,West Ham United LFC,972,['65142df4-d568-447f-9630-f4a46117b37e'],17,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:17.183,Pass,
,,,,,,,,,,,,,,,,,1.390141,,,,,,,,,,,d839444e-3383-488e-bac9-61386d909c84,27,,,"[62.9, 27.2]",3764238,0,,,,-0.8643703,,Left Foot,,"[82.1, 4.7]",,Ground Pass,,29.578539,,Mayumi Pacheco,15724.0,,,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,['27fdc3cc-61b9-4f5a-98c1-31a11ba17a24'],21,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:21.740,Pass,
,,,,,,,,,,,,,,,,,1.396027,,,,,,,,,,,e8be4987-7c44-48cb-9139-b194b2585da1,31,,,"[76.6, 5.4]",3764238,0,,,,-3.1229033,,Left Foot,,"[55.2, 5.0]",,Ground Pass,,21.403738,,Laura Vetterlein,31556.0,,,,,,,1,From Kick Off,Mayumi Pacheco,15724.0,Left Back,2,West Ham United LFC,972,"['d0cae2fe-2058-4a8b-92f9-16b84d10c15c', 'd9116a3e-2f92-44ae-9029-245e038da068']",25,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:25.497,Pass,True
,,,,,,,,,,,,,,,,,1.760249,,,,,,,,,,,8ef3dbc7-986b-4d4f-8fae-af78b7b1c890,34,,,"[44.3, 9.3]",3764238,0,,,,2.1751018,,Left Foot,,"[26.9, 34.5]",,Ground Pass,,30.62352,,Mackenzie Arnold,42787.0,,,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,['b1239760-a5e8-47bf-b91b-2815001d4f52'],28,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:28.666,Pass,
,,,,,,,,,,,,,,,,,1.442718,,,,,,,,,,,2306e524-0260-4fa8-b613-de0f0360e69c,37,,,"[32.8, 41.1]",3764238,0,,,,-1.3397057,,Right Foot,,"[37.6, 20.7]",,Ground Pass,,20.9571,,Laura Vetterlein,31556.0,,,,,,,1,From Kick Off,Mackenzie Arnold,42787.0,Goalkeeper,2,West Ham United LFC,972,['6b172cff-3feb-418c-a8f1-58f134fb6c39'],34,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:34.327,Pass,
,,,,,,,,,,,,,,,,,3.213824,,,,,,,,,,,81b6de1f-959b-49fa-ad6d-397e8b653d56,40,,,"[52.1, 18.1]",3764238,0,,,,0.5699125,,Left Foot,,"[94.7, 45.4]",,High Pass,,50.596935,Incomplete,,,,,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,['bb6ad925-5f42-4047-a197-422ec471e4b2'],39,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:39.300,Pass,
,,,,,,,,,,,,,,,,,0.778376,,,,,,,,,,,d895fee4-206a-47d7-a42f-dffabb5bebaa,49,,,"[89.2, 74.5]",3764238,0,,,,2.896614,,Right Foot,,"[85.6, 75.4]",,Ground Pass,,3.7107952,,Katerina Svitková,24403.0,,,,,,,1,From Kick Off,So-Hyun Cho,22798.0,Right Center Midfield,2,West Ham United LFC,972,['4e10c3c1-0d48-4624-977a-1eff08f5ffae'],47,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:47.404,Pass,
,,,,,,,,,,,,,,,,,0.846521,,,,,,,,,,,7bdc0acd-3ee1-4b9a-a736-6124da928663,51,,,"[84.5, 72.8]",3764238,0,,,,1.4601392,,Left Foot,,"[84.9, 76.4]",,Ground Pass,,3.622154,,Grace Fisk,34232.0,,,,,,,1,From Kick Off,Katerina Svitková,24403.0,Center Defensive Midfield,2,West Ham United LFC,972,['d95285f0-3450-4e5d-aca5-5e69be2dd2b3'],48,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:48.182,Pass,
,,,,,,,,,,,,,,,,,0.807238,,,,,,,,,,,bde24455-0fc9-490d-bfbc-8ce44b0b0e5d,54,,,"[85.2, 76.1]",3764238,0,,,,0.05807416,,Right Foot,,"[93.8, 76.6]",,Ground Pass,,8.614523,,So-Hyun Cho,22798.0,,,,,,,1,From Kick Off,Grace Fisk,34232.0,Right Back,2,West Ham United LFC,972,['a33db87b-bfc2-4f60-9adf-3c72ed43dd26'],49,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:49.807,Pass,
,,,,,,,,,,,,,,,,,2.719326,,,,,,,,,,,b319032c-ebd3-4fa5-a24c-dac19fba7fae,56,,,"[93.5, 76.6]",3764238,0,,,,0.05726217,,Right Foot,,"[109.2, 77.5]",,Low Pass,,15.725775,Incomplete,Alisha Lehmann,18153.0,,,,,,,1,From Kick Off,So-Hyun Cho,22798.0,Right Center Midfield,2,West Ham United LFC,972,"['61066deb-a499-46e1-851b-8d61ac11b221', '8366aaf2-265a-4639-93e0-18ee880200a5']",50,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:50.615,Pass,
,,,,,,,,,,,,,,,,,2.371001,,,,,,,,,,,ac451180-6175-44f5-88e9-77259cd19978,68,,,"[8.3, 1.6]",3764238,1,,,,0.0022026396,,Left Foot,,"[53.7, 1.7]",,High Pass,,45.40011,Incomplete,Bethany Mead,15619.0,,,,,,Free Kick,1,From Free Kick,Stephanie-Elise Catley,5000.0,Left Back,3,Arsenal WFC,968,"['4120f5f3-6e44-42ff-b679-7b4ff82c1a6f', 'a79d4ba8-1274-446c-a51e-fe7a60b20f23']",13,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:13.650,Pass,
,,,,,,,,,,,,,,,,,1.835685,,,,,,,,,,,a79d4ba8-1274-446c-a51e-fe7a60b20f23,70,,,"[66.4, 78.4]",3764238,1,,,,-0.027770637,,Head,,"[88.0, 77.8]",,High Pass,,21.608332,,Alisha Lehmann,18153.0,,,,,,Recovery,1,From Free Kick,Grace Fisk,34232.0,Right Back,3,Arsenal WFC,968,"['5861f39f-3731-4fe1-b1fe-6f7ae4b14390', 'ac451180-6175-44f5-88e9-77259cd19978']",16,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:16.021,Pass,
,,,,,,,,,,,,,,,,,1.66379,,,,,,,,,,,c8e90c1f-615c-4c8d-a5a6-07835ce8d16b,72,,,"[90.9, 78.5]",3764238,1,,,,-1.9684243,,Head,,"[88.8, 73.5]",,Low Pass,,5.4230986,Incomplete,So-Hyun Cho,22798.0,,,,,,,1,From Free Kick,Alisha Lehmann,18153.0,Right Wing,3,Arsenal WFC,968,"['2e588819-78af-4784-8f35-f91a396c141b', 'da0b2ddd-12ef-4666-a5a4-27093ee056a5']",17,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:17.857,Pass,
,,,,,,,,,,,,,,,,,0.732016,,,,,,,,,,,2e588819-78af-4784-8f35-f91a396c141b,75,,,"[31.3, 6.6]",3764238,1,,,,-2.7985687,,Right Foot,,"[29.9, 6.1]",,Low Pass,,1.4866068,,Bethany Mead,15619.0,,,,,,Recovery,1,From Free Kick,Lia Wälti,10405.0,Left Defensive Midfield,3,Arsenal WFC,968,"['0da9fb87-11d4-4341-8be2-e90fc2804a6c', 'c8e90c1f-615c-4c8d-a5a6-07835ce8d16b']",19,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:19.521,Pass,
,,,,,,,,,,,,,,,,,0.849112,,,,,,,,,,,e59378fa-394d-41a7-b39c-ffe7c86f210b,80,,,"[28.3, 6.6]",3764238,1,,,,0.99820673,,Left Foot,,"[36.1, 18.7]",,Ground Pass,,14.39618,,Lia Wälti,10405.0,,,,,,Free Kick,1,From Free Kick,Stephanie-Elise Catley,5000.0,Left Back,4,Arsenal WFC,968,['fafd6fb2-64f1-4c95-b186-2b5c56261b3a'],30,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:30.288,Pass,
,,,,,,,,,,,,,,,,,1.614625,,,,,,,,,,,9fdc191e-c237-4850-bb66-58703d65770b,82,,,"[35.9, 18.3]",3764238,1,,,,-1.6569138,,Right Foot,,"[34.7, 4.4]",,Ground Pass,,13.951702,,Stephanie-Elise Catley,5000.0,,,,,,,1,From Free Kick,Lia Wälti,10405.0,Left Defensive Midfield,4,Arsenal WFC,968,['ade9742a-582d-48fc-9251-200628c4e262'],31,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:31.137,Pass,
,,,,,,,,,,,,,,,,,0.725466,,,,,,,,,,,7e11fea9-1648-494d-a195-ee13e154719a,86,,,"[39.4, 2.3]",3764238,1,,,,0.895005,,Left Foot,,"[48.7, 13.9]",,Ground Pass,,14.86775,,Kim Little,15616.0,,,,,,,1,From Free Kick,Stephanie-Elise Catley,5000.0,Left Back,4,Arsenal WFC,968,"['1548da8c-89f2-4172-bf8c-28a6baedbfb0', '7bdfead5-ae3f-4102-9fc5-b89f2c027a2f']",33,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:33.477,Pass,True
,,,,,,,,,,,,,,,,,1.478658,,,,,,,,,,,8bb98881-3e78-418b-9e38-ed9c6de83f21,89,,,"[44.0, 23.7]",3764238,1,,,,1.4373351,,Right Foot,,"[46.9, 45.3]",,Ground Pass,,21.793806,,Jill Roord,10650.0,,,,,,,1,From Free Kick,Kim Little,15616.0,Center Attacking Midfield,4,Arsenal WFC,968,['caa5b585-c90c-4581-9c69-4aa0aa6d8208'],37,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:37.511,Pass,
,,,,,,,,,,,,,,,,,4.402829,,,,,,,,,,,d5983552-2ea8-47fd-96ad-966420fc719b,92,,,"[48.5, 52.5]",3764238,1,,,,0.36136854,,Right Foot,,"[107.5, 74.8]",,High Pass,,63.07369,,Jordan Nobbs,10192.0,,,,,,,1,From Free Kick,Jill Roord,10650.0,Right Defensive Midfield,4,Arsenal WFC,968,['fd92deb1-d443-4c3d-8d5a-4d105a5a84b5'],40,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:40.869,Pass,
,,,,,,,,,,,,,,,,,0.088437,,,,,,,,,,,7760df85-5361-4aac-9fa2-ea579ba233c6,95,,,"[105.6, 69.2]",3764238,1,,,,-1.5707964,,Right Foot,,"[105.6, 65.1]",,Low Pass,,4.1,Incomplete,,,,,,,,,1,From Free Kick,Jordan Nobbs,10192.0,Right Wing,4,Arsenal WFC,968,['c54b0240-5b59-45ba-9413-75cef43a0100'],46,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:46.725,Pass,
,,,,,,,,,,,,,,,,,1.164625,,,,,,,,,,,26173cfd-3d09-4d39-89a5-c56ac43a89ae,97,,,"[116.3, 80.0]",3764238,2,,,,-2.4045439,,,,"[103.3, 68.2]",,Low Pass,,17.556765,,Kim Little,15616.0,,,,,,Throw-in,1,From Throw In,Noelle Maritz,10404.0,Right Back,5,Arsenal WFC,968,['d92e4503-8157-4e2f-a856-263e90b1df66'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:00.755,Pass,
,,,,,,,,,,,,,,,,,2.305414,,,,,,,,,,,98af8fcc-8a6f-4407-bc34-90dfa969eef6,102,,,"[15.0, 27.3]",3764238,2,,,,-0.45299554,,Left Foot,,"[45.2, 12.6]",,High Pass,,33.587646,,Rachel Daly,5058.0,,,,,,Recovery,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,6,West Ham United LFC,972,['50219e1c-db7f-42f8-a055-0af152f8bb11'],3,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:03.709,Pass,
,,,,,,,,,,,,,,,,,0.883094,,,,,,,,,,,e97f4896-1e34-4f5f-a235-88c95abe39d8,105,,,"[45.2, 12.1]",3764238,2,,,,2.109171,,Right Foot,,"[40.9, 19.3]",,Ground Pass,,8.386298,,Katerina Svitková,24403.0,,,,,,,1,Regular Play,Rachel Daly,5058.0,Center Forward,6,West Ham United LFC,972,"['4504125c-7565-44f3-bfba-20228fd6ff0f', 'ecc54a95-a2cf-40a4-a118-28c79c1a5d59']",6,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:06.014,Pass,True
,,,,,,,,,,,,,,,,,3.686693,,,,,,,,,,,d2d6d4a1-af50-4b50-858e-c91d2b3bfced,108,,,"[40.9, 19.3]",3764238,2,,,,-0.31114087,,Right Foot,,"[86.3, 4.7]",,Low Pass,,47.68983,,Adriana Kristina Leon,8297.0,,,,,,,1,Regular Play,Katerina Svitková,24403.0,Center Defensive Midfield,6,West Ham United LFC,972,['6262a22d-7895-47b2-806f-3678a4d44d09'],7,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:07.175,Pass,
,,,,,,,,,,,,,,,,,1.246088,,,,,,,,,,,7ae3b87e-c15f-4e0b-a3d7-5f396cd05cc6,111,,,"[113.1, 14.2]",3764238,2,,,,1.7147927,,Left Foot,True,"[110.2, 34.2]",,Low Pass,,20.209156,Incomplete,,,,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Left Wing,6,West Ham United LFC,972,['867cda8e-5a8f-4350-b5fe-cd75aa2d2889'],14,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:14.596,Pass,
,,,,,,,,,,,,,,,,,2.302417,,,,,,,,,,,e3c9764c-15d8-4420-80cc-36778a3c02e0,113,,,"[84.9, 26.4]",3764238,2,,,,1.5067813,,Left Foot,,"[85.4, 34.2]",,Low Pass,,7.816009,Incomplete,Katerina Svitková,24403.0,,,,,,Recovery,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,6,West Ham United LFC,972,"['110c9464-1e81-4556-afc1-f006678e4d00', '6cf0c317-bc79-4ce0-b002-07b97e5ffa51']",18,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:18.897,Pass,
,,,,,,,,,,,,,,,,,1.266064,,,,,,,,,,,6cf0c317-bc79-4ce0-b002-07b97e5ffa51,115,,,"[34.7, 45.9]",3764238,2,,,,-0.44956404,,Right Foot,,"[49.0, 39.0]",,Ground Pass,,15.877657,,Vivianne Miedema,15623.0,,,,,,Recovery,1,From Counter,Kim Little,15616.0,Center Attacking Midfield,7,Arsenal WFC,968,"['2e626847-ef98-4dcd-8826-23abeb00595e', 'e3c9764c-15d8-4420-80cc-36778a3c02e0']",21,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:21.199,Pass,
,,,,,,,,,,,,,,,,,2.044336,,,,,,,,,,,7a3ddc41-bfec-4545-be05-235390c81d1a,119,,,"[59.2, 42.0]",3764238,2,,,,0.694293,,Right Foot,,"[81.3, 60.4]",,Ground Pass,,28.757086,,Jordan Nobbs,10192.0,,,,,,,1,From Counter,Vivianne Miedema,15623.0,Center Forward,7,Arsenal WFC,968,['62bdaed8-7186-4366-9501-f2dcae7eb9ea'],23,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:23.762,Pass,
,,,,,,,,,,,,,,,,,1.149632,,,,,,,,,,,e15750b9-397b-4ab4-ad69-1fd2d535297b,127,,,"[20.3, 16.4]",3764238,2,,,,-0.22792794,,Left Foot,,"[39.7, 11.9]",,Low Pass,,19.91507,,Adriana Kristina Leon,8297.0,,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,8,West Ham United LFC,972,"['b3d60c78-93fe-40b3-b201-5e44e846a0ff', 'e6185093-c665-4bbb-a830-23fcdcf3c46c']",32,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:32.546,Pass,True
,,,,,,,,,,,,,,,,,1.27406,,,,,,,,,,,3c8d889c-68c4-4eb3-8653-3656bc0f0c74,135,,,"[38.3, 11.9]",3764238,2,,,,2.9981403,,Right Foot,,"[20.3, 14.5]",,Ground Pass,,18.186808,,Laura Vetterlein,31556.0,,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Left Wing,8,West Ham United LFC,972,['905dbcb8-970e-4555-a78a-3263eea8fa72'],36,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:36.030,Pass,
,,,,,,,,,,,,,,,,,1.751273,,,,,,,,,,,841e7b98-032e-4c2e-b41b-838f99811097,138,,,"[18.6, 15.0]",3764238,2,,,,2.1021369,,Left Foot,,"[5.2, 37.8]",,Ground Pass,,26.44617,,Mackenzie Arnold,42787.0,,,,,,,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,8,West Ham United LFC,972,['688956fb-12f1-4909-9e90-4589e637ed4f'],38,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:38.108,Pass,
,,,,,,,,,,,,,,,,,2.555134,,,,,,,,,,,7235b6d4-eda1-44d6-afb3-0cd74f6d5894,141,,,"[5.0, 41.0]",3764238,2,,,,0.9099344,,Right Foot,,"[34.7, 79.2]",,High Pass,,48.38729,,Grace Fisk,34232.0,,,,,,,1,Regular Play,Mackenzie Arnold,42787.0,Goalkeeper,8,West Ham United LFC,972,['964fa052-9c7e-4ab9-bffb-711eaf4f21b6'],42,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:42.079,Pass,
,,,,,,,,,,,,,,,,,0.95857,,,,,,,,,,,23bfcba4-a087-4ff7-9844-2dce3deea431,144,,,"[29.9, 78.8]",3764238,2,,,,-2.3727674,,Right Foot,,"[20.7, 69.9]",,Ground Pass,,12.80039,,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Back,8,West Ham United LFC,972,['7ba6d7f3-8786-43f6-91bc-8ebf28869961'],50,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:50.139,Pass,
