ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.009619,,,,,,,,,,,,,b9b5c8b7-0610-4fe0-9c6c-cce402073de7,17,,"[33.9, 17.8]",3775629,0,,,,0.18069953,,Left Foot,,,,"[44.3, 19.7]",,Ground Pass,,10.572133,,Caroline Weir,10188.0,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,Manchester City WFC,746,['61136ee2-640d-4f05-b233-60df22fbc66b'],12,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:12.323,Pass,
,,,,,,,,,,,,,,,,1.468214,,,,,,,,,,,,,6c64f261-054d-4423-a4e2-3e4a7207a7d0,19,,"[44.3, 19.7]",3775629,0,,,,-1.7329952,,Left Foot,,,,"[41.6, 3.2]",,Ground Pass,,16.71945,,Esme Beth Morgan,4649.0,,,,,,1,From Kick Off,Caroline Weir,10188.0,Left Center Midfield,2,Manchester City WFC,746,['4c8894bb-c3c6-4c63-9fd9-f2df770987bc'],13,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:13.333,Pass,
,,,,,,,,,,,,,,,,1.111709,,,,,,,,,,,,,53584219-4b1d-46da-95e7-6a4e0a752ae9,21,,"[41.6, 3.2]",3775629,0,,,,2.916467,,Right Foot,,,,"[28.5, 6.2]",,Ground Pass,,13.439122,,Alex Greenwood,10252.0,,,,,,1,From Kick Off,Esme Beth Morgan,4649.0,Left Back,2,Manchester City WFC,746,['8da5e692-6d7a-49e4-bdce-2fe64320bbac'],14,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:14.801,Pass,
,,,,,,,,,,,,,,,,5.109887,,,,,,,,,,,,,38ea8b0d-5690-4ef5-8042-44f75ce2055f,24,,"[26.6, 6.8]",3775629,0,,,,1.8598264,,Left Foot,,,,"[13.1, 52.2]",,Ground Pass,,47.36465,,Ellie Roebuck,4637.0,,True,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,Manchester City WFC,746,['eb2b0e06-476c-40a1-9517-2f0ce57764c5'],17,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:17.708,Pass,
,,,,,,,,,,,,,,,,2.306702,,,,,,,,,,,,,6676163b-3621-477e-978f-946da404768c,27,,"[16.6, 51.4]",3775629,0,,,,-1.3546201,,Right Foot,,,,"[22.2, 25.9]",,Ground Pass,,26.107662,,Alex Greenwood,10252.0,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['14de57de-657c-4e7a-8e74-9f2a774d9910'],24,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:24.940,Pass,
,,,,,,,,,,,,,,,,0.988646,,,,,,,,,,,,,3b59cc56-1859-4c1d-9d1b-23cd5da3cc4b,31,,"[35.6, 23.5]",3775629,0,,,,0.17548126,,Left Foot,,,,"[49.7, 26.0]",,Ground Pass,,14.319916,,Caroline Weir,10188.0,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,Manchester City WFC,746,"['26f2be48-de1c-41e2-93de-85e2389fc4a4', 'ef7294b1-90c4-498d-a38c-d5bd929c2e6d']",29,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:29.637,Pass,True
,,,,,,,,,,,,,,,,1.085928,,,,,,,,,,,,,d9467e36-c9a9-4729-81f7-a2ca2458f369,33,,"[49.7, 26.0]",3775629,0,,,,3.0543828,,Left Foot,,,,"[31.4, 27.6]",,Ground Pass,,18.369812,,Keira Walsh,4658.0,,,,,,1,From Kick Off,Caroline Weir,10188.0,Left Center Midfield,2,Manchester City WFC,746,['895fea54-0cf7-49af-83c0-af8b38672c53'],30,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:30.626,Pass,
,,,,,,,,,,,,,,,,2.038604,,,,,,,,,,,,,a93c350d-0a25-4583-a004-edb6fe5c7cc3,36,,"[28.9, 28.9]",3775629,0,,,,1.1760052,,Right Foot,,,,"[41.4, 58.9]",,Ground Pass,,32.5,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['fdeb6942-bff2-46a0-a0d4-d2ee9459a748'],33,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:33.767,Pass,
,,,,,,,,,,,,,,,,1.364846,,,,,,,,,,,,,c431ebfb-00ba-4f34-aa0c-0ce1c7960eff,39,,"[42.7, 61.4]",3775629,0,,,,1.0975949,,Right Foot,,,,"[49.1, 73.9]",,Ground Pass,,14.043148,,Lucy Bronze,10178.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['cec1fc83-48b3-42f7-8ac2-807316d32460'],37,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:37.206,Pass,
,,,,,,,,,,,,,,,,2.394137,,,,,,,,,,,,,85ee4293-6e53-463d-8ff2-e34569d07ca2,43,,"[50.3, 71.4]",3775629,0,,,,-2.900976,,Right Foot,,,,"[28.7, 66.1]",,Ground Pass,,22.240728,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Lucy Bronze,10178.0,Right Back,2,Manchester City WFC,746,['e88e9ae2-e59e-46c9-bf41-809baa5eb853'],40,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:40.620,Pass,
,,,,,,,,,,,,,,,,2.027793,,,,,,,,,,,,,4eff4ac2-ee53-4843-b893-09e4b697126f,46,,"[34.3, 63.6]",3775629,0,,,,-1.5363272,,Right Foot,,,,"[35.6, 25.9]",,Ground Pass,,37.72241,,Alex Greenwood,10252.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['596af492-9a66-45f4-8d5e-76df9529bc3b'],45,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:45.767,Pass,
,,,,,,,,,,,,,,,,1.210909,,,,,,,,,,,,,ac25fdb8-9eca-42ca-a2d2-3feac1eb98eb,49,,"[56.4, 7.8]",3775629,0,,,,-0.20982832,,Left Foot,,,,"[78.0, 3.2]",,Ground Pass,,22.084383,Incomplete,Lauren Hemp,15555.0,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,Manchester City WFC,746,"['2844d2b9-4488-4d82-b52c-806d24001a0f', '6d5d90be-16e0-4ad3-a65f-66860d6e2f0a']",52,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:52.566,Pass,
,,,,,,,,,,,,,,,,0.722517,,,,,,,,,,,,,987eec65-9576-4556-bef0-31583677094d,55,,"[77.6, 0.1]",3775629,1,,,,1.51876,,,,,,"[78.1, 9.7]",,Low Pass,,9.613012,,Caroline Weir,10188.0,,,,,Throw-in,1,From Throw In,Esme Beth Morgan,4649.0,Left Back,3,Manchester City WFC,746,['2d4966f7-a90c-43bf-946f-f9957240f924'],5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:05.150,Pass,
,,,,,,,,,,,,,,,,1.305833,,,,,,,,,,,,,97505975-ceaa-4223-9d4f-06f9fc33ea21,58,,"[77.8, 8.9]",3775629,1,,,,-2.3309898,,Left Foot,,,,"[72.0, 2.8]",,Low Pass,,8.417244,,Esme Beth Morgan,4649.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,3,Manchester City WFC,746,"['4c39a507-61df-433c-9a18-73462ec97747', '7bbf1789-d5a6-4a1f-ab65-120b9f38ba4a']",5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:05.872,Pass,True
,,,,,,,,,,,,,,,,1.215503,,,,,,,,,,,,,ff9d1d42-4b57-48da-8adb-498e71956d11,61,,"[68.7, 3.2]",3775629,1,,,,3.1058936,,Right Foot,,,,"[49.1, 3.9]",,Ground Pass,,19.612495,,Alex Greenwood,10252.0,,,,,,1,From Throw In,Esme Beth Morgan,4649.0,Left Back,3,Manchester City WFC,746,['c8706203-5746-4bbf-bd75-303327429b70'],8,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:08.433,Pass,
,,,,,,,,,,,,,,,,2.511356,,,,,,,,,,,,,33ed32f2-1b06-4356-8e51-b6a40e70b9d2,64,,"[43.3, 5.5]",3775629,1,,,,1.9598936,,Right Foot,,,,"[35.1, 25.5]",,Ground Pass,,21.615734,,Ellie Roebuck,4637.0,,,,,,1,From Throw In,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['0ba5012e-d75d-44bc-88e4-68446e1c444b'],10,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:10.781,Pass,
,,,,,,,,,,,,,,,,1.474157,,,,,,,,,,,,,36ad8ffc-5edd-42dd-b396-b29dbc1ba9a2,67,,"[35.8, 34.3]",3775629,1,,,,1.294128,,Right Foot,,,,"[42.7, 58.6]",,Ground Pass,,25.260641,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,['0f5ce40f-e70f-4c36-b6a0-fb80cf0feac8'],14,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:14.511,Pass,
,,,,,,,,,,,,,,,,1.341709,,,,,,,,,,,,,2e6b94ea-3019-4be2-b76b-51db0f5f5d72,70,,"[48.7, 62.0]",3775629,1,,,,-0.36625555,,Right Foot,,,,"[70.6, 53.6]",,Ground Pass,,23.455704,,Georgia Stanway,4643.0,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['ca4c8bd8-01a8-4774-8882-b02af0770fd9'],17,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:17.395,Pass,
,,,,,,,,,,,,,,,,1.280354,,,,,,,,,,,,,d937034e-208e-4b52-946b-6b3764e280b5,72,,"[70.6, 53.2]",3775629,1,,,,-3.0819619,,Right Foot,,,,"[63.9, 52.8]",,Ground Pass,,6.71193,,Keira Walsh,4658.0,,,,,,1,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,3,Manchester City WFC,746,['3bde6e60-fe91-4545-a126-566fed8a516e'],18,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:18.737,Pass,
,,,,,,,,,,,,,,,,0.599442,,,,,,,,,,,,,85d260ef-352f-41da-bb1d-f3d173c6e9a4,74,,"[63.9, 52.8]",3775629,1,,,,-1.043574,,Right Foot,,,,"[72.4, 38.2]",,Ground Pass,,16.894081,Incomplete,Caroline Weir,10188.0,,,,,,1,From Throw In,Keira Walsh,4658.0,Center Defensive Midfield,3,Manchester City WFC,746,"['21c02117-abe4-448a-bba0-938a75d0e0cf', 'b8363ee8-65e7-4f3f-9c72-a48f648eaa88']",20,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:20.017,Pass,
,,,,,,,,,,,,,,,,1.279116,,,,,,,,,,,,,3196f5d2-9545-4439-98af-c466b5093747,79,,"[68.3, 27.8]",3775629,1,,,,-0.9600704,,Left Foot,,,,"[79.5, 11.8]",,Ground Pass,,19.530489,Incomplete,Lauren Hemp,15555.0,,,,,,1,From Throw In,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,"['954c671c-2fc7-4eec-9f83-7f4c1bb4c8b7', 'ccbc9dd4-f106-442a-8c7b-f3e58e87865f']",24,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:24.365,Pass,
,,,,,,,,,,,,,,,,1.245979,,,,,,,,,,,,,50b46359-b373-472e-b209-3c6c937a947f,92,,"[105.8, 3.9]",3775629,1,,,,-3.068552,,Right Foot,,,,"[97.6, 3.3]",,Ground Pass,,8.221922,,Lauren Hemp,15555.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Back,5,Manchester City WFC,746,['9c7f1b0b-c3c6-4387-b7f4-fc5f84aa8a42'],35,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:35.537,Pass,
,,,,,,,,,,,,,,,,1.089452,,,,,,,,,,,,,59ebde12-fd5a-4373-9474-55c6c9f3978e,95,,"[96.2, 3.3]",3775629,1,,,,3.0204496,,Left Foot,,,,"[84.7, 4.7]",,Ground Pass,,11.584904,,Caroline Weir,10188.0,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,5,Manchester City WFC,746,['2251ef17-ddcd-4ee9-94f0-0fd4ab5ca2da'],37,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:37.518,Pass,
,,,,,,,,,,,,,,,,0.80912,,,,,,,,,,,,,f793d2ce-583b-4fde-bdd8-de932b210b52,98,,"[92.2, 13.2]",3775629,1,,,,0.79570705,,Left Foot,,,,"[101.8, 23.0]",,Ground Pass,,13.7186,,Ellen White,10180.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,['eeeac24c-9e49-4874-83f8-7ffa75769091'],41,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:41.280,Pass,
,,,,,,,,,,,,,,,,0.977768,,,,,,,,,,,,,60d88a18-8340-4a00-95c6-54f784a73a3e,104,,"[21.2, 61.6]",3775629,1,,,,-0.33088273,,Left Foot,,,,"[34.3, 57.1]",,Ground Pass,,13.851354,Incomplete,Nora Heroum,13861.0,,,,,Recovery,1,Regular Play,Aileen Whelan,16374.0,Right Defensive Midfield,5,Manchester City WFC,746,"['479dba32-8e09-4e7b-b4a2-fde869c9df8d', 'ffdd316a-d8f6-4410-abb5-638ca34e93da']",44,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:44.199,Pass,
,,,,,,,,,,,,,,,,1.562869,,,,,,,,,,,,,886e630c-7eea-4ece-8602-90962d9e6712,111,,"[120.0, 80.0]",3775629,2,,,,-1.9076445,,Left Foot,,,,"[111.0, 54.3]",,Ground Pass,,27.230314,,Lauren Hemp,15555.0,,,,,Corner,1,From Corner,Alex Greenwood,10252.0,Left Center Back,6,Manchester City WFC,746,['2f5799e7-573d-47d3-aa6e-838ed1a6a9dd'],25,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:25.991,Pass,
,,,,,,,,,,,,,,,,0.983761,,,,,,,,,,,,,f11ffca1-d4ca-47f3-8293-2d3920cba428,114,,"[111.4, 64.7]",3775629,2,,,,2.4130437,,Left Foot,,,,"[104.9, 70.5]",,Ground Pass,,8.711487,,Alex Greenwood,10252.0,,,,,,1,From Corner,Lauren Hemp,15555.0,Left Wing,6,Manchester City WFC,746,['113621cd-6caa-467e-b414-09827c0d8d2e'],29,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:29.032,Pass,
,,,,,,,,,,,,,,,,2.900819,,,,,,,,,,,,,666fe654-c910-4821-8766-fd57a221cda0,117,,"[100.3, 67.8]",3775629,2,,,,0.10574929,,Left Foot,,,,"[118.2, 69.7]",,Ground Pass,,18.000555,,Lauren Hemp,15555.0,,,,,,1,From Corner,Alex Greenwood,10252.0,Left Center Back,6,Manchester City WFC,746,['9609a02c-05ce-4f3f-aaeb-9b279801feb6'],31,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:31.196,Pass,
,,,,,,,,,,,,,,,,0.756696,,,,,,,,,,,,,f0578109-eeb8-4415-b7ec-fb596c9d9c67,120,,"[117.2, 69.7]",3775629,2,,,,-2.3517501,,Left Foot,,True,,"[106.0, 58.4]",,Ground Pass,,15.91006,,Georgia Stanway,4643.0,,,,,,1,From Corner,Lauren Hemp,15555.0,Left Wing,6,Manchester City WFC,746,['7bbc04db-e847-43cf-b12e-859c76a3f358'],35,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:35.360,Pass,
,,,,,,,,,,,,,,,,2.938962,,,,,,,,,,,,,a70fa84f-3043-4550-8a61-c3d40b8f7614,127,,"[23.3, 6.7]",3775629,2,,,,-0.15621673,,Left Foot,,,,"[63.3, 0.4]",,High Pass,,40.493084,Out,,,,,,,,1,From Corner,Inessa Kaagman,15579.0,Left Midfield,6,Manchester City WFC,746,,42,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:42.144,Pass,
,,,,,,,,,,,,,,,,1.6283,,,,,,,,,,,,,09b2e9c5-f1ed-4c60-bc85-531af367e5cd,128,,"[63.9, 80.0]",3775629,3,,,,-1.0709108,,,,,,"[71.0, 67.0]",,Low Pass,,14.812494,,Georgia Stanway,4643.0,,,,,Throw-in,1,From Throw In,Lucy Bronze,10178.0,Right Back,7,Manchester City WFC,746,['1e44abcc-e6d4-4980-b412-70f4f633cf02'],4,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:04.102,Pass,
,,,,,,,,,,,,,,,,0.816826,,,,,,,,,,,,,fdcfd4f1-47b9-4da6-9a8d-d8c6e094de99,131,,"[71.2, 66.1]",3775629,3,,,,-2.8276544,,Right Foot,,,,"[63.5, 63.6]",,Ground Pass,,8.095678,,Keira Walsh,4658.0,,,,,,1,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,7,Manchester City WFC,746,"['28ef3444-781e-4450-82a2-1b65a6dc2d99', '63915ac6-0a70-44a5-b8cf-a5e669370e51']",5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:05.731,Pass,True
,,,,,,,,,,,,,,,,0.718074,,,,,,,,,,,,,c01fb95c-b616-457a-9e7b-ca0200dea3ef,134,,"[63.5, 63.6]",3775629,3,,,,2.02863,,Right Foot,,,,"[60.1, 70.5]",,Ground Pass,,7.692204,,Lucy Bronze,10178.0,,,,,,1,From Throw In,Keira Walsh,4658.0,Center Defensive Midfield,7,Manchester City WFC,746,['5c3dc541-f11e-43e1-bb26-b198f9d6fee9'],6,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:06.945,Pass,
,,,,,,,,,,,,,,,,1.762551,,,,,,,,,,,,,e5b02a36-cd93-4b4f-aaa8-1137f6031af9,137,,"[60.1, 70.5]",3775629,3,,,,-2.9844296,,Right Foot,,,,"[41.8, 67.6]",,Ground Pass,,18.528357,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Lucy Bronze,10178.0,Right Back,7,Manchester City WFC,746,['ff7ff6ee-8a6c-4025-9808-521afd3276a8'],7,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:07.703,Pass,
