ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.205736,,,,,,,,,,,,,0eaab819-a54e-4d7a-b5b3-ff91929bca97,18,,"[44.1, 14.8]",3764233,0,,,,-0.4084889,,Right Foot,,"[64.2, 6.1]",,Ground Pass,,21.902054,,Emma Mukandi,18998.0,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Left Center Back,2,Reading WFC,974,"['3a51dd8c-de06-4858-824c-53bd997356d8', '73c06774-8966-4caf-b964-c9a784b84f96']",15,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:15.958,Pass,True
,,,,,,,,,,,,,,,,,1.027961,,,,,,,,,,,,,4b0ca1cf-ac6e-444e-bb3d-5b7d6b8efa18,21,,"[64.2, 6.1]",3764233,0,,,,0.9073703,,Left Foot,,"[71.0, 14.8]",,Ground Pass,,11.0421915,,Fara Williams,10251.0,,,,,,,1,From Kick Off,Emma Mukandi,18998.0,Left Back,2,Reading WFC,974,['1f3c0df6-52db-4e65-8ffe-d9559a00f357'],17,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:17.799,Pass,
,,,,,,,,,,,,,,,,,2.264395,,,,,,,,,,,,,787b3415-810d-4321-8aae-23161c613305,25,,"[41.2, 58.3]",3764233,0,,,,-2.5653284,,Left Foot,,"[9.5, 37.7]",,Ground Pass,,37.805424,,Manuela Zinsberger,10237.0,,,,,,Recovery,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,3,Arsenal WFC,968,['5d716bf9-b855-4d14-baea-67495565cf86'],21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:21.258,Pass,
,,,,,,,,,,,,,,,,,2.476664,,,,,,,,,,,,,de001125-6ec2-477e-b4a9-10fd90827320,28,,"[9.0, 32.7]",3764233,0,,,,-0.92346627,,Left Foot,,"[27.9, 7.7]",,Ground Pass,,31.340229,,Stephanie-Elise Catley,5000.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,3,Arsenal WFC,968,['64c6ecae-3f7c-4aa9-b587-cbb79f870792'],25,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:25.411,Pass,
,,,,,,,,,,,,,,,,,1.282389,,,,,,,,,,,,,28182056-b641-403a-b0e3-8ce5e8411513,32,,"[33.7, 3.2]",3764233,0,,,,0.032546643,,Left Foot,,"[55.2, 3.9]",,Ground Pass,,21.511393,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Stephanie-Elise Catley,5000.0,Left Back,3,Arsenal WFC,968,['b8dd063b-d4d9-49c0-b395-fc4523720b49'],29,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:29.029,Pass,
,,,,,,,,,,,,,,,,,2.79105,,,,,,,,,,,,,faefaf8b-d547-46de-aaee-0137cbeee4cc,37,,"[56.0, 71.4]",3764233,0,,,,-2.8780975,,Left Foot,,"[13.0, 59.8]",,Low Pass,,44.537174,,Grace Moloney,15719.0,,,,,,Recovery,1,Regular Play,Angharad James,15577.0,Center Defensive Midfield,4,Reading WFC,974,['48c224d9-a835-4b3c-b60a-25e2f3bfc0bc'],32,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:32.391,Pass,
,,,,,,,,,,,,,,,,,1.123342,,,,,,,,,,,,,146fa4d4-91a1-4bcd-b89d-aa2000b1c8bb,40,,"[13.0, 59.8]",3764233,0,,,,0.84781694,,Right Foot,,"[22.0, 70.0]",,Ground Pass,,13.602941,,Kristine Leine,31628.0,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,['0be5d3b4-9195-4851-b487-1f2b141f47db'],37,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:37.603,Pass,
,,,,,,,,,,,,,,,,,1.129108,,,,,,,,,,,,,fd8954db-2e83-4c5d-b55c-833622c98e97,43,,"[24.0, 70.3]",3764233,0,,,,-0.9240379,,Right Foot,,"[31.4, 60.5]",,Ground Pass,,12.280066,,Angharad James,15577.0,,,,,,,1,Regular Play,Kristine Leine,31628.0,Right Center Back,4,Reading WFC,974,['6fc98e4e-346f-4d32-bda0-2b9fac58623e'],39,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:39.280,Pass,
,,,,,,,,,,,,,,,,,1.634651,,,,,,,,,,,,,291f1df5-fe25-4140-b5a2-38adc459e715,46,,"[34.5, 58.6]",3764233,0,,,,-1.6904565,,Right Foot,,"[30.4, 24.5]",,Ground Pass,,34.345596,,Deanna Cooper,20061.0,,,,,,,1,Regular Play,Angharad James,15577.0,Center Defensive Midfield,4,Reading WFC,974,['6c091cf1-7c2b-4792-84a7-4f00d444f233'],42,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:42.551,Pass,
,,,,,,,,,,,,,,,,,2.290507,,,,,,,,,,,,,672dd5bc-61e2-47c2-92e2-aa59d217fde8,49,,"[36.3, 23.0]",3764233,0,,,,2.2646146,,Right Foot,,"[18.5, 44.4]",,Ground Pass,,27.83523,,Grace Moloney,15719.0,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Left Center Back,4,Reading WFC,974,['d0d8baf8-f4be-4a74-82dc-24e438fd201e'],47,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:47.119,Pass,
,,,,,,,,,,,,,,,,,0.988634,,,,,,,,,,,,,e309734a-4a98-47bf-b5ca-6b558688fdb0,52,,"[18.5, 44.4]",3764233,0,,,,-0.08950382,,Right Foot,,"[26.3, 43.7]",,Ground Pass,,7.8313475,,Angharad James,15577.0,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,['8ac6ef81-2fd3-4678-976a-5aa143e173b2'],50,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:50.332,Pass,
,,,,,,,,,,,,,,,,,1.452478,,,,,,,,,,,,,6ee33456-12c6-4c16-9a82-db14f15fa8df,55,,"[25.3, 53.9]",3764233,0,,,,1.3958588,,Right Foot,,"[29.1, 75.4]",,Ground Pass,,21.833231,,Kristine Leine,31628.0,,,,,,,1,Regular Play,Angharad James,15577.0,Center Defensive Midfield,4,Reading WFC,974,['edaf0a93-627b-4b38-b83a-94b7675b3d2a'],53,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:53.426,Pass,
,,,,,,,,,,,,,,,,,1.960857,,,,,,,,,,,,,61d56349-3000-4072-85b4-84395f4f9440,58,,"[30.1, 75.7]",3764233,0,,,,-0.88467234,,Right Foot,,"[52.7, 48.1]",,High Pass,,35.672398,Incomplete,Fara Williams,10251.0,,,,,,,1,Regular Play,Kristine Leine,31628.0,Right Center Back,4,Reading WFC,974,"['c0a92846-7164-4264-88bc-5e08efeb180f', 'd0d3e1a4-bd33-4097-be2d-25b8ba6e23de']",56,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:56.084,Pass,
,,,,,,,,,,,,,,,,,1.645982,,,,,,,,,,,,,c0a92846-7164-4264-88bc-5e08efeb180f,60,,"[67.4, 32.0]",3764233,0,,,,-0.9619199,,Right Foot,,"[75.0, 21.1]",,High Pass,,13.287965,,Jill Roord,10650.0,,,,,,Recovery,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,"['61d56349-3000-4072-85b4-84395f4f9440', '8cec4e8f-d187-4603-8f63-25554dd51631']",58,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:58.045,Pass,
,,,,,,,,,,,,,,,,,1.639552,,,,,,,,,,,,,298bbb5c-f943-4eaf-b5e7-3ae822a1ff35,62,,"[75.0, 21.1]",3764233,0,,,,3.1240506,,Head,,"[63.6, 21.3]",,Low Pass,,11.401754,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,5,Arsenal WFC,968,['d6b61862-dfcb-4013-8146-20f3bb2de7d9'],59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:59.691,Pass,
,,,,,,,,,,,,,,,,,1.442808,,,,,,,,,,,,,519dba5f-39db-414e-bdfe-f76096f2e09e,65,,"[63.6, 21.3]",3764233,1,,,,2.387763,,Right Foot,,"[44.0, 39.7]",,Low Pass,,26.883451,,Noelle Maritz,10404.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Midfield,5,Arsenal WFC,968,['c5258e57-61a4-4a33-a75e-965bea4bd31a'],2,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:02.501,Pass,
,,,,,,,,,,,,,,,,,2.170002,,,,,,,,,,,,,04c5546b-7489-42e8-a266-40fb934f9f14,68,,"[39.2, 42.5]",3764233,1,,,,-2.9621286,,Right Foot,,"[16.6, 38.4]",,Ground Pass,,22.968891,,Manuela Zinsberger,10237.0,,,,,,,1,Regular Play,Noelle Maritz,10404.0,Right Back,5,Arsenal WFC,968,['fcecf15e-737a-4059-b2ab-512099b14f22'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:05.348,Pass,
,,,,,,,,,,,,,,,,,1.671599,,,,,,,,,,,,,f0b519f8-5e0b-4213-9712-78dc1b724903,71,,"[16.6, 38.4]",3764233,1,,,,-0.53517175,,Right Foot,,"[41.9, 23.4]",,Ground Pass,,29.412413,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,5,Arsenal WFC,968,['df2777fd-719c-44ff-baad-ef9d7aeccac4'],10,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:10.790,Pass,
,,,,,,,,,,,,,,,,,1.892246,,,,,,,,,,,,,179735fc-4614-45aa-9baa-b72e25d010ff,74,,"[42.2, 23.4]",3764233,1,,,,-1.2676195,,Right Foot,,"[48.3, 3.9]",,Ground Pass,,20.431837,,Stephanie-Elise Catley,5000.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Midfield,5,Arsenal WFC,968,['c2d53845-99ba-4e3b-8b32-7567e9292718'],12,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:12.516,Pass,
,,,,,,,,,,,,,,,,,0.688275,,,,,,,,,,,,,dcc64956-2c14-4fe3-a40e-0b57cecaa3ab,82,,"[53.9, 8.8]",3764233,1,,,,0.8139618,,Left Foot,,"[57.3, 12.4]",,Ground Pass,,4.9517674,,Jill Roord,10650.0,,,,,,,1,Regular Play,Stephanie-Elise Catley,5000.0,Left Back,5,Arsenal WFC,968,"['168bc5b5-ab6d-4103-b48b-eb27d99096a5', '70fd20a5-ace7-460c-8335-009db3a756f5']",15,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:15.780,Pass,True
,,,,,,,,,,,,,,,,,2.234647,,,,,,,,,,,,,389909d8-559a-461a-bf1e-44b8b8e1a2f7,84,,"[57.3, 12.4]",3764233,1,,,,-0.58925575,,Left Foot,,"[75.7, 0.1]",,Low Pass,,22.132555,Out,Bethany Mead,15619.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,5,Arsenal WFC,968,['6ac1e9a8-4ce3-40af-9d0b-f51f67a133c3'],16,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:16.468,Pass,
,,,,,,,,,,,,,,,,,1.16668,,,,,,,,,,,,,c1683399-8dd5-498a-b195-288d5492573c,86,,"[43.1, 80.0]",3764233,1,,,,-1.85292,,,,"[39.1, 66.2]",,Low Pass,,14.36802,,Angharad James,15577.0,,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,6,Reading WFC,974,['e61c7ec1-d98b-46e3-9411-760e27973555'],43,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:43.961,Pass,
,,,,,,,,,,,,,,,,,0.688784,,,,,,,,,,,,,8468eb49-5bc5-4335-a16e-2fd93c68b07b,90,,"[38.1, 66.5]",3764233,1,,,,1.66625,,Right Foot,,"[37.2, 75.9]",,Ground Pass,,9.4429865,,Natasha Harding,15725.0,,,,,,,1,From Throw In,Angharad James,15577.0,Center Defensive Midfield,6,Reading WFC,974,"['a9193f62-2cbb-4808-ab81-f4c3e34212f5', 'd4fbcac3-fd2e-4d57-b1cc-449943b16291']",46,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:46.033,Pass,True
,,,,,,,,,,,,,,,,,1.228041,,,,,,,,,,,,,c10e4f2b-a35a-4efe-b798-8a4e42122f13,94,,"[34.2, 74.7]",3764233,1,,,,-2.1199493,,Right Foot,,"[26.0, 61.3]",,Ground Pass,,15.709869,,Angharad James,15577.0,,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Back,6,Reading WFC,974,"['3d1b5b3b-70d8-49ef-a460-5c9990548a4d', 'e0866b9f-dff5-41c3-8515-ff7b91a7fa30']",49,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:49.320,Pass,True
,,,,,,,,,,,,,,,,,1.762442,,,,,,,,,,,,,561a788c-2160-44e1-b83f-44895d6b157a,97,,"[22.2, 59.8]",3764233,1,,,,-2.7300153,,Right Foot,,"[9.6, 54.3]",,Ground Pass,,13.748091,,Grace Moloney,15719.0,,,,,,,1,From Throw In,Angharad James,15577.0,Center Defensive Midfield,6,Reading WFC,974,['97a869d8-f8d5-44e4-8f7b-087a7a43374e'],51,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:51.615,Pass,
,,,,,,,,,,,,,,,,,1.250018,,,,,,,,,,,,,f1829cbd-4d48-43d5-b484-9dfa84b3fd6c,101,,"[5.3, 58.3]",3764233,1,,,,1.2662854,,Right Foot,,"[9.7, 72.3]",,Ground Pass,,14.675149,Incomplete,Kristine Leine,31628.0,,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,6,Reading WFC,974,"['37a8802a-8b4f-4f25-8020-03ae4e1fe9ea', 'e9a4c1d9-4978-4e4b-855f-9c0a81bec278', 'f4087f30-1006-4e6d-a6dd-2acc37cae234']",54,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:54.259,Pass,True
,,,,,,,,,,,,,,,,,0.71131,,,,,,,,,,,,,36fb0533-33a4-47af-b159-e70708adc50b,110,,"[6.1, 59.3]",3764233,1,,,,-1.9261733,,Left Foot,,"[2.5, 49.6]",,Ground Pass,,10.346497,,Grace Moloney,15719.0,,,,,,,1,From Throw In,Kristine Leine,31628.0,Right Center Back,6,Reading WFC,974,"['38c79909-e3b7-40cf-b2d6-8c58c8b41be6', 'fbcc07f3-b91a-48ab-ac61-d227d2abd920']",59,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:59.231,Pass,True
,,,,,,,,,,,,,,,,,4.303852,,,,,,,,,,,,,5a5d11f7-ef5a-4168-91f5-b3f1c98c9158,112,,"[2.5, 49.6]",3764233,1,,,,0.64746934,,Right Foot,,"[42.7, 80.0]",,High Pass,,50.4004,Out,,,,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,6,Reading WFC,974,,59,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:59.943,Pass,
,,,,,,,,,,,,,,,,,1.158811,,,,,,,,,,,,,5e790b87-6282-45ff-9b93-c3728b6dae84,113,,"[77.4, 0.1]",3764233,2,,,,0.23804636,,,,"[91.0, 3.4]",,High Pass,,13.994642,,Bethany Mead,15619.0,,,,,,Throw-in,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,7,Arsenal WFC,968,['ffc3106e-f070-40f8-ada1-612e8d882e73'],19,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:19.217,Pass,
,,,,,,,,,,,,,,,,,2.330261,,,,,,,,,,,,,51d3b6f8-8ef8-4956-8a36-86912c8c8035,117,,"[91.0, 5.7]",3764233,2,,,,1.3336586,,Right Foot,,"[101.9, 50.8]",,High Pass,,46.39849,,Jordan Nobbs,10192.0,,,True,,,,1,From Throw In,Bethany Mead,15619.0,Left Wing,7,Arsenal WFC,968,['62f36fa4-6dc5-4b84-9192-bea9a22c394c'],23,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:23.295,Pass,
,,,,,,,,,,,,,,,,,1.067383,,,,,,,,,,,,,cdf625df-1286-406d-808a-5d945790efa3,119,,"[101.9, 50.8]",3764233,2,,,,-1.5258827,4fd68159-59a8-47fc-bc41-2bbc215f34f5,Right Foot,,"[102.3, 41.9]",,Low Pass,,8.908984,,Jill Roord,10650.0,True,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Right Wing,7,Arsenal WFC,968,['de83ff74-b9cf-404a-803a-cbf995716985'],25,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:25.625,Pass,
,,,,,,,,,,,,,,,,,0.965884,,,,,,,,,,,,,e1e6db3b-fc1c-4c06-a9c4-622de12ce4af,125,,"[120.0, 0.1]",3764233,2,True,,,2.6739128,,Right Foot,,"[110.1, 5.1]",,Ground Pass,,11.090987,,Bethany Mead,15619.0,,,,,,Corner,1,From Corner,Stephanie-Elise Catley,5000.0,Left Back,8,Arsenal WFC,968,['01d06efa-fc81-45de-875e-8c873c5bbaee'],50,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:50.346,Pass,
,,,,,,,,,,,,,,,,,0.878708,,,,,,,,,,,,,ce704164-2074-4083-b7ff-d89486d3de0c,127,,"[110.1, 5.1]",3764233,2,True,,,1.2637506,,Left Foot,,"[115.3, 21.5]",,Low Pass,,17.20465,Pass Offside,Jill Roord,10650.0,,,,,,,1,From Corner,Bethany Mead,15619.0,Left Wing,8,Arsenal WFC,968,['32febc41-8ab8-44a4-8df1-44480094be92'],51,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:51.383,Pass,
,,,,,,,,,,,,,,,,,3.116428,,,,,,,,,,,,,11ea74d0-88db-4313-95b7-b7c8bb43be54,129,,"[7.6, 58.0]",3764233,3,,,,0.16119091,,Right Foot,,"[69.1, 68.0]",,High Pass,,62.307705,,Danielle Carter,24281.0,,,,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,9,Reading WFC,974,['c8707580-fe1e-4010-8c5c-3a8a253775de'],33,,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:33.563,Pass,
