ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.650689,,,,,,,,,63ce72fb-26c4-4855-aa5d-37ba1fd0ce2d,22,,"[67.6, 14.1]",3775580,0,,,-0.670122,,Right Foot,,,,"[83.5, 1.5]",,Ground Pass,,20.287188,Out,,Inessa Kaagman,15579.0,,,,,1,Regular Play,Aileen Whelan,16374.0,Left Wing,3,Brighton & Hove Albion WFC,965,['5ad6c732-b993-4d2e-abf7-077a7bab54da'],18,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:18.560,Pass,
,,,,,,,,,,,,,,,1.841179,,,,,,,,,ed187ad5-559e-49c3-9307-d2fb6a9e51b0,24,,"[20.2, 80.0]",3775580,0,,,-2.1337101,,,,,,"[8.4, 61.3]",,Low Pass,,22.111761,,,Millie Bright,4642.0,,,,Throw-in,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,4,Chelsea FCW,971,['09e66503-8247-49e4-b53c-803382518cf9'],29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:29.212,Pass,
,,,,,,,,,,,,,,,1.484407,,,,,,,,,cd987e7c-8fb0-4691-bb0c-65bdb3e71694,27,,"[8.4, 56.2]",3775580,0,,,-1.653028,,Right Foot,,,,"[6.9, 38.0]",,Ground Pass,,18.26171,,,Ann-Katrin Berger,15560.0,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,['dd031b17-28d3-4aae-b77f-a28ed47016c7'],32,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:32.176,Pass,
,,,,,,,,,,,,,,,2.797413,,,,,,,,,a8143ad2-4ee2-4fe7-a295-1173899a74af,30,,"[37.7, 38.9]",3775580,0,,,-0.37763634,,Right Foot,,,,"[79.8, 22.2]",,High Pass,,45.29128,Incomplete,,Samantha May Kerr,4961.0,,,,,1,From Throw In,Ann-Katrin Berger,15560.0,Goalkeeper,4,Chelsea FCW,971,"['001d51ef-0da4-4963-9ad7-ca3399089c32', '836f90a1-c906-42e8-84a0-733abc6d8500']",46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:46.114,Pass,
,,,,,,,,,,,,,,,1.648932,,,,,,,,,57d2573f-c019-4614-8e55-e5635508bc40,37,,"[47.3, 59.8]",3775580,0,,,1.3719105,,Right Foot,,,,"[49.9, 72.7]",,Ground Pass,,13.159408,,,Maya Le Tissier,22337.0,,,,,1,Regular Play,Denise O'Sullivan,5084.0,Left Defensive Midfield,5,Brighton & Hove Albion WFC,965,"['78f15d0a-c4aa-4620-8b0b-86ca6dad8d49', '9af5d3c6-5dd7-43cd-944c-b6c3898c94fd']",51,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:51.338,Pass,True
,,,,,,,,,,,,,,,2.18445,,,,,,,,,708ac215-854d-4337-b077-0fe6b70c8f4c,40,,"[49.9, 72.7]",3775580,0,,,-0.65194947,,Right Foot,,,,"[70.6, 56.9]",,Ground Pass,,26.04093,,,Geum-Min Lee,25453.0,,,,,1,Regular Play,Maya Le Tissier,22337.0,Right Back,5,Brighton & Hove Albion WFC,965,['8f5a51ec-5731-43de-b973-7f1a2d31da23'],53,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:53.173,Pass,
,,,,,,,,,,,,,,,1.274057,,,,,,,,,ecb2fb70-1285-43fa-9860-27f8e7a0da11,45,,"[53.1, 15.8]",3775580,0,,,3.080754,,Left Foot,,,,"[33.4, 17.0]",,Ground Pass,,19.736515,,,Magdalena Lilly Eriksson,4633.0,,,,Recovery,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Chelsea FCW,971,['f1a60927-835b-4b61-b61b-66aab61f9ac3'],56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:56.689,Pass,
,,,,,,,,,,,,,,,0.961868,,,,,,,,,fe501fa0-99a5-48a6-bfef-efd41ebbc4ce,47,,"[33.4, 17.0]",3775580,0,,,1.1992785,,Left Foot,,,,"[36.4, 24.7]",,Ground Pass,,8.263777,,,Millie Bright,4642.0,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['9fa6ffea-a34d-48e2-9ebf-952141f8e560'],57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:57.963,Pass,
,,,,,,,,,,,,,,,1.926038,,,,,,,,,f0113628-fe30-40c5-a1a9-36aed4ec0fba,50,,"[35.1, 25.0]",3775580,0,,,2.5851467,,Right Foot,,,,"[14.2, 38.0]",,Ground Pass,,24.613209,,,Ann-Katrin Berger,15560.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['8653511f-81b4-44be-be75-81083160179a'],59,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:59.456,Pass,
,,,,,,,,,,,,,,,1.711969,,,,,,,,,b618a0ab-584d-42aa-85c7-2a7f9e928785,53,,"[14.2, 38.0]",3775580,1,,,-1.0303768,,Right Foot,,,,"[23.2, 23.0]",,Ground Pass,,17.492855,,,Magdalena Lilly Eriksson,4633.0,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,6,Chelsea FCW,971,['3480f242-9080-4bbb-b849-60e5a5ae0095'],1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:01.422,Pass,
,,,,,,,,,,,,,,,1.845851,,,,,,,,,f0134ff6-3911-4d35-a67a-36083dea69f5,56,,"[23.4, 28.2]",3775580,1,,,1.4740529,,Left Foot,,,,"[25.7, 51.9]",,Ground Pass,,23.811342,,,Millie Bright,4642.0,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['b9fecf6d-f9ac-4b5f-a9de-a94992452ddb'],4,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:04.252,Pass,
,,,,,,,,,,,,,,,1.100422,,,,,,,,,9dd35325-3f8a-4255-8028-2f735d07c0ae,59,,"[31.3, 53.4]",3775580,1,,,1.1912074,,Right Foot,,,,"[38.8, 72.2]",,Ground Pass,,20.2408,,,Maren Nævdal Mjelde,10395.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['c7043581-93d2-4847-a5c3-3cd6feb71622'],7,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:07.259,Pass,
,,,,,,,,,,,,,,,1.248623,,,,,,,,,5077a378-84bb-4d68-9fcb-e5ae46bd2ba1,62,,"[38.6, 68.8]",3775580,1,,,-2.1209621,,Right Foot,,,,"[29.4, 53.8]",,Ground Pass,,17.59659,,,Millie Bright,4642.0,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,6,Chelsea FCW,971,['ea314da7-b54e-4c83-9a39-f213f46b94a9'],9,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:09.198,Pass,
,,,,,,,,,,,,,,,1.400278,,,,,,,,,006c40b4-436c-406a-9fe9-c5ab2c9ef447,65,,"[29.6, 52.1]",3775580,1,,,-2.0282712,,Right Foot,,,,"[23.2, 39.1]",,Ground Pass,,14.489997,,,Ann-Katrin Berger,15560.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['e1480bfd-02c9-41b1-aac0-ab3f6878a45b'],11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:11.633,Pass,
,,,,,,,,,,,,,,,1.838726,,,,,,,,,0784a81a-3770-4448-81d5-8c1579242069,68,,"[26.4, 39.1]",3775580,1,,,-1.0151988,,Right Foot,,,,"[41.3, 15.1]",,Ground Pass,,28.249071,,,Magdalena Lilly Eriksson,4633.0,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,6,Chelsea FCW,971,['18ce9b83-e316-4060-a964-b563d472e09b'],14,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:14.456,Pass,
,,,,,,,,,,,,,,,2.173166,,,,,,,,,23c441f8-ae48-4a70-8ca4-a1a0b726083b,71,,"[42.8, 10.6]",3775580,1,,,0.39234015,,Left Foot,,,,"[80.5, 26.2]",,High Pass,,40.80012,Incomplete,,Pernille Mosegaard Harder,10108.0,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,"['3cd6996b-48a2-49b4-b0ac-254adc17b998', 'f3c3c5d2-544e-453f-afda-87ad34a448b2']",17,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:17.418,Pass,
,,,,,,,,,,,,,,,0.762702,,,,,,,,,f3c3c5d2-544e-453f-afda-87ad34a448b2,73,,"[39.6, 53.9]",3775580,1,,,0.64502317,,Head,,,,"[50.1, 61.8]",,High Pass,,13.140016,Incomplete,,Ellie Brazil,16393.0,,,,Recovery,1,Regular Play,Rebekah Ashley Stott,4989.0,Right Center Back,6,Chelsea FCW,971,"['23c441f8-ae48-4a70-8ca4-a1a0b726083b', '43cfc3c1-c01f-4a39-aab2-cb4787ab635c', 'fed234e8-649f-4465-980a-472380715a4c']",19,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:19.591,Pass,
,,,,,,,,,,,,,,,1.469185,,,,,,,,,43cfc3c1-c01f-4a39-aab2-cb4787ab635c,75,,"[70.0, 18.3]",3775580,1,,,0.7513556,,Right Foot,,,,"[86.7, 33.9]",,Low Pass,,22.852789,Incomplete,,Pernille Mosegaard Harder,10108.0,,,,Interception,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,6,Chelsea FCW,971,"['02ebed13-ef64-4643-ab9c-4e4f3081718a', '546d0f5a-051f-46cb-9ded-290ef018269c', 'f3c3c5d2-544e-453f-afda-87ad34a448b2']",20,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:20.354,Pass,
,,,,,,,,,,,,,,,1.728003,,,,,,,,,02ebed13-ef64-4643-ab9c-4e4f3081718a,77,,"[33.4, 46.2]",3775580,1,,,0.6338963,,Right Foot,,,,"[63.6, 68.4]",,High Pass,,37.481728,,,Ellie Brazil,16393.0,,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,6,Chelsea FCW,971,"['43cfc3c1-c01f-4a39-aab2-cb4787ab635c', 'cb674c87-4914-44b3-bf7d-5daa3b15cbab']",21,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:21.823,Pass,
,,,,,,,,,,,,,,,1.711465,,,,,,,,,9f234514-823f-4658-be02-684bcd1d75f8,79,,"[63.6, 68.4]",3775580,1,,,-1.0212363,,Right Foot,,,,"[78.3, 44.4]",,Low Pass,,28.144094,Incomplete,,Geum-Min Lee,25453.0,,,,,1,Regular Play,Ellie Brazil,16393.0,Right Wing,6,Chelsea FCW,971,"['0748f25c-9688-45c4-ab60-1606469cb8ee', '8bb5d4fe-f3d7-4ef4-9b0f-2b10376cff4e']",23,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:23.551,Pass,
,,,,,,,,,,,,,,,1.291406,,,,,,,,,243881b1-b263-463b-9775-79b8e5dbbebf,83,,"[35.6, 33.1]",3775580,1,,,2.9571834,,Right Foot,,,,"[16.3, 36.7]",,Ground Pass,,19.632881,,,Ann-Katrin Berger,15560.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['7adb29ab-88e5-4ad9-baf8-86c138ab3e17'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:26.724,Pass,
,,,,,,,,,,,,,,,1.392603,,,,,,,,,0fbe16eb-01e6-4a10-a54b-133700d792e7,86,,"[24.4, 38.6]",3775580,1,,,-1.021584,,Right Foot,,,,"[35.6, 20.3]",,Ground Pass,,21.455303,,,Magdalena Lilly Eriksson,4633.0,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,6,Chelsea FCW,971,['687dddc4-701e-436e-b45e-64cb398373aa'],32,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:32.674,Pass,
,,,,,,,,,,,,,,,1.612332,,,,,,,,,935a035a-706b-49f4-9628-073e4b7c8cb3,89,,"[42.8, 21.3]",3775580,1,,,1.7501512,,Left Foot,,,,"[36.4, 56.6]",,Ground Pass,,35.87548,,,Millie Bright,4642.0,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['fd0f0a22-fc8e-4fc7-bec8-f22c5457cf30'],36,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:36.282,Pass,
,,,,,,,,,,,,,,,1.73878,,,,,,,,,8c2d4b44-f650-4f7f-94d5-1cb07190b06b,92,,"[42.6, 57.3]",3775580,1,,,-0.062257104,,Right Foot,,,,"[81.1, 54.9]",,High Pass,,38.574734,Incomplete,,Samantha May Kerr,4961.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,"['b31965a4-a26a-4119-b453-805d900c62bc', 'f1bb7ef7-16cc-4821-9940-f908e252c83f']",39,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:39.585,Pass,
,,,,,,,,,,,,,,,1.407529,,,,,,,,,b31965a4-a26a-4119-b453-805d900c62bc,94,,"[39.0, 25.2]",3775580,1,,,-1.1466019,,Right Foot,,,,"[41.8, 19.0]",,Low Pass,,6.8029404,,,Felicity Gibbons,16392.0,,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,7,Brighton & Hove Albion WFC,965,"['7b299b7d-e1d8-4dce-af9e-aacfd1413786', '8c2d4b44-f650-4f7f-94d5-1cb07190b06b']",41,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:41.324,Pass,
,,,,,,,,,,,,,,,0.599071,,,,,,,,,a8b0f93a-6031-4ca6-bd9d-22a78a646669,97,,"[42.2, 19.2]",3775580,1,,,1.5707964,,Left Foot,,,,"[42.2, 26.7]",,Ground Pass,,7.5,,,Denise O'Sullivan,5084.0,,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,7,Brighton & Hove Albion WFC,965,"['840332b1-d28e-4885-926d-cff1f4c6f8d5', 'aea1c74c-3c17-476a-83be-b74577329fc4']",42,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:42.732,Pass,True
,,,,,,,,,,,,,,,2.991517,,,,,,,,,e666a1f3-510f-4912-a3a5-55487808bc8f,103,,"[26.6, 27.8]",3775580,1,,,2.4634733,,Right Foot,,,,"[8.6, 42.3]",,Ground Pass,,23.113848,,,Cecilie Fiskerstrand,24370.0,,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,7,Brighton & Hove Albion WFC,965,['6e59b78b-08d6-45fb-bf88-df05078b0716'],45,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:45.189,Pass,
,,,,,,,,,,,,,,,1.656165,,,,,,,,,2ff260ad-0533-4efb-af0a-86ca658de3e9,106,,"[12.7, 47.2]",3775580,1,,,1.4340407,,Left Foot,,,,"[14.2, 58.1]",,Ground Pass,,11.002727,,,Rebekah Ashley Stott,4989.0,,,,,1,Regular Play,Cecilie Fiskerstrand,24370.0,Goalkeeper,7,Brighton & Hove Albion WFC,965,['a35b908f-5c41-4659-b488-8c1eba4db036'],50,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:50.868,Pass,
,,,,,,,,,,,,,,,1.839923,,,,,,,,,5a1c2c66-a427-4c5b-9c28-d2d4967e6701,109,,"[14.2, 58.3]",3775580,1,,,0.7937082,,Right Foot,,,,"[32.1, 76.5]",,Low Pass,,25.527435,,,Maya Le Tissier,22337.0,,,,,1,Regular Play,Rebekah Ashley Stott,4989.0,Right Center Back,7,Brighton & Hove Albion WFC,965,['553f1067-6796-4a83-a642-887a94eb687c'],52,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:52.968,Pass,
,,,,,,,,,,,,,,,1.095444,,,,,,,,,7ae767cf-31b0-4dac-94f9-d4008987733a,112,,"[36.2, 76.7]",3775580,1,,,-0.31348628,,Right Foot,,,,"[54.4, 70.8]",,Ground Pass,,19.132433,,,Geum-Min Lee,25453.0,,,,,1,Regular Play,Maya Le Tissier,22337.0,Right Back,7,Brighton & Hove Albion WFC,965,['dea4e85e-4f38-4750-8ec5-db27f88b58b0'],56,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:56.024,Pass,
,,,,,,,,,,,,,,,1.522275,,,,,,,,,814fc641-a350-4aac-8467-914581b16a27,115,,"[49.5, 71.2]",3775580,1,,,-3.1229033,,Right Foot,,,,"[38.8, 71.0]",,Ground Pass,,10.701869,,,Maya Le Tissier,22337.0,,,,,1,Regular Play,Geum-Min Lee,25453.0,Center Forward,7,Brighton & Hove Albion WFC,965,['62f3d827-849b-48f0-891b-51cb4cb4ac07'],58,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:58.311,Pass,
,,,,,,,,,,,,,,,2.713674,,,,,,,,,f3145edc-6637-4d25-a76f-f3fd8b16d560,118,,"[31.7, 64.1]",3775580,2,,,-2.5043545,,Right Foot,,,,"[8.6, 47.0]",,Ground Pass,,28.740564,,,Cecilie Fiskerstrand,24370.0,,,,,1,Regular Play,Maya Le Tissier,22337.0,Right Back,7,Brighton & Hove Albion WFC,965,['ab69b021-f4de-481b-bcaf-190d879c09f7'],2,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:02.096,Pass,
,,,,,,,,,,,,,,,2.401141,,,,,,,,,7d46cb06-14e4-42a1-b1c4-1c2d66def76a,122,,"[11.2, 45.9]",3775580,2,,,-1.0799814,,Right Foot,,,,"[30.6, 9.6]",,High Pass,,41.15884,,,Felicity Gibbons,16392.0,,,,,1,Regular Play,Cecilie Fiskerstrand,24370.0,Goalkeeper,7,Brighton & Hove Albion WFC,965,['81402291-581f-4b3f-a742-c7a3a7f2014b'],6,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:06.140,Pass,
