50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,58ef248c-667f-4972-961b-729e708c791c,1,,,3775582,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,e05284bd-2736-427a-ad12-36e394bf17ff,2,,,3775582,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,90ec3161-9550-466f-a733-f16a493841f6,3,,,3775582,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['0bca275b-c124-463d-b0bd-38c2fa509320'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0bca275b-c124-463d-b0bd-38c2fa509320,4,,,3775582,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['90ec3161-9550-466f-a733-f16a493841f6'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,32eb5d79-1e94-4d9c-a8fb-4fa27e0cdf68,1509,,,3775582,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,111,Brighton & Hove Albion WFC,965,['16066810-b1b2-4714-b964-fb0b07c82d75'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,16066810-b1b2-4714-b964-fb0b07c82d75,1510,,,3775582,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,111,Brighton & Hove Albion WFC,965,['32eb5d79-1e94-4d9c-a8fb-4fa27e0cdf68'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.48616,,,,,,,,,f9db8650-113f-4f40-81a6-adfa6d4de89d,5,,"[61.0, 40.1]",3775582,0,,,,,3.0905008,,Right Foot,,"[43.4, 41.0]",,Ground Pass,,17.622997,,,Megan Connolly,23413.0,,,,,,Kick Off,1,From Kick Off,Inessa Kaagman,15579.0,Center Attacking Midfield,2,Brighton & Hove Albion WFC,965,['a418eff8-165d-4325-b04a-6804cdea239d'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.872,Pass,
,,,,,,,,,,,,,,,,,,1.659512,,,,,,,,,24b733cd-d967-45e5-96eb-cc49083b767b,8,,"[41.0, 41.8]",3775582,0,,,,,2.2531128,,Right Foot,,"[28.0, 57.8]",,Ground Pass,,20.615528,,,Danique Kerkdijk,16383.0,,,,,,,1,From Kick Off,Megan Connolly,23413.0,Right Defensive Midfield,2,Brighton & Hove Albion WFC,965,['e59f84f6-082b-4731-a83f-e25076d0bfce'],3,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:03.440,Pass,
,,,,,,,,,,,,,,,,,,1.4187,,,,,,,,,befa99bc-4f7f-43fb-a899-08d97c55e579,11,,"[29.3, 61.9]",3775582,0,,,,,1.2240989,,Right Foot,,"[34.9, 77.4]",,Ground Pass,,16.480595,,,Maya Le Tissier,22337.0,,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Brighton & Hove Albion WFC,965,['eb6579be-dd0a-48ea-8069-0181795b436e'],6,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:06.831,Pass,
,,,,,,,,,,,,,,,,,,1.649357,,,,,,,,,c8ad352d-b787-4b1c-a331-939ce75ab80b,14,,"[30.5, 75.9]",3775582,0,,,,,-2.4980915,,Right Foot,,"[8.9, 59.7]",,Ground Pass,,27.0,,,Megan Walsh,15709.0,,,,,,,1,From Kick Off,Maya Le Tissier,22337.0,Right Back,2,Brighton & Hove Albion WFC,965,['225901d6-ffcf-4755-8a53-b71d9be50667'],9,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:09.555,Pass,
