ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.171104,,,,,,,,,,,7a99125a-7575-465e-9356-1ae05554731f,19,,"[16.0, 77.5]",3775559,0,,,,-0.14037499,,Right Foot,,,,"[52.8, 72.3]",,High Pass,,37.165577,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,"['973751a9-91cc-4680-907f-62a7f9c96c64', 'b325b0e9-5990-46d4-8a77-80de1a373a25']",13,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:13.769,Pass,
,,,,,,,,,,,,,,,,2.049108,,,,,,,,,,,eb7505f8-3851-4abf-a480-1271caa07d61,28,,"[57.5, 21.8]",3775559,0,,,,3.1278949,,Left Foot,,,,"[42.9, 22.0]",,Ground Pass,,14.60137,,,,Megan Finnigan,18254.0,,,,,,Recovery,1,Regular Play,Isobel Mary Christiansen,4645.0,Right Defensive Midfield,3,Arsenal WFC,968,['d00f64f8-1190-4d29-853d-9a882bb7edda'],19,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:19.996,Pass,
,,,,,,,,,,,,,,,,2.899762,,,,,,,,,,,987108b0-1be6-4db8-9e07-8d1977b42077,30,,"[44.4, 21.2]",3775559,0,,,,-0.66514784,,Right Foot,,,,"[71.3, 0.1]",,High Pass,,34.18801,,Out,,,,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,3,Arsenal WFC,968,,22,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:22.045,Pass,
,,,,,,,,,,,,,,,,1.355715,,,,,,,,,,,8bbb57a7-329b-4cf1-8deb-b32e81a0cbf4,31,,"[49.9, 80.0]",3775559,0,,,,-0.63680106,,,,,,"[59.5, 72.9]",,Low Pass,,11.940268,,,,Caitlin Jade Foord,11338.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,4,Arsenal WFC,968,['0c802527-f87a-4de8-ba4e-f4900cd66f1d'],35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:35.506,Pass,
,,,,,,,,,,,,,,,,1.231712,,,,,,,,,,,84611882-84dd-4b95-a382-9af4f28a5cd5,35,,"[58.9, 74.3]",3775559,0,,,,2.7877676,,Right Foot,,,,"[47.8, 78.4]",,Ground Pass,,11.833005,,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Caitlin Jade Foord,11338.0,Center Forward,4,Arsenal WFC,968,"['2973bdcb-c0b6-4148-80c2-700ba57b338f', 'c52498f0-5cad-449f-9cf1-79d7de448151']",37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:37.284,Pass,True
,,,,,,,,,,,,,,,,0.160957,,,,,,,,,,,e556c003-674f-4c8d-81a4-bd5697feeffb,39,,"[47.8, 79.0]",3775559,0,,,,0.0,,Right Foot,,,,"[51.1, 79.0]",,Ground Pass,,3.3,,Incomplete,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,4,Arsenal WFC,968,"['5c8c7207-ddcf-4315-90e8-a6f00f63a03a', '620f2055-9b5c-4098-8bfe-6cda83e16c27', 'c8cb03c0-413a-4a2b-80d6-1afe46a9f491']",39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.078,Pass,True
,,,,,,,,,,,,,,,,2.756212,,,,,,,,,,,fdc42621-d314-4d10-b44e-3719326c6733,42,,"[56.9, 80.0]",3775559,0,,,,-2.8889143,,,,,,"[32.5, 73.7]",,Low Pass,,25.2002,,,,Leah Williamson,18999.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,5,Arsenal WFC,968,['f31c7a40-84dc-41e0-8ea5-0cf5386c3483'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.537,Pass,
,,,,,,,,,,,,,,,,2.233976,,,,,,,,,,,fe1233dd-2284-42a4-a448-0142ec773eb4,45,,"[33.9, 70.8]",3775559,0,,,,-1.5707964,,Right Foot,,,,"[33.9, 18.3]",,Low Pass,,52.5,,,,Jennifer Patricia Beattie,17524.0,,,True,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['c9194b22-6a2f-4abd-b777-a546b30b4816'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:52.288,Pass,
,,,,,,,,,,,,,,,,2.267342,,,,,,,,,,,f7488744-2f73-4ef2-9f82-0492dae4c0b2,48,,"[37.7, 17.9]",3775559,0,,,,-0.49191388,,Right Foot,,,,"[64.2, 3.7]",,Ground Pass,,30.064764,,,,Katie McCabe,15620.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Arsenal WFC,968,['ffb31c0f-c9f3-4554-bfa7-c761c90120a4'],55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:55.875,Pass,
,,,,,,,,,,,,,,,,1.908128,,,,,,,,,,,9d4cd23e-71b0-4597-b146-85c08c7c6db5,51,,"[65.9, 5.8]",3775559,1,,,,2.5547624,,Left Foot,,,,"[46.2, 18.9]",,Ground Pass,,23.65798,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,5,Arsenal WFC,968,['33851b32-5fca-4e71-8055-83bd3ef5d67a'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:00.103,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2e04e18a-3c00-4652-9fc5-ccd306550442,55,,"[47.8, 22.6]",3775559,1,,,,2.5022068,,Right Foot,,,,"[24.4, 40.0]",,Ground Pass,,29.160248,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Arsenal WFC,968,"['161e59ef-ebe1-4117-867e-117eb90ae0d2', 'e97734bb-de04-4a2a-bc68-2bad45f2797d']",4,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:04.220,Pass,True
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,b781b1fa-e84d-4a1e-8a20-7ff9909f1007,58,,"[25.8, 42.7]",3775559,1,,,,1.0999025,,Right Foot,,,,"[31.4, 53.7]",,Ground Pass,,12.343419,,,,Leah Williamson,18999.0,,,,,,,1,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,5,Arsenal WFC,968,['23577792-7ace-46cd-906d-949aa3754fff'],7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:07.032,Pass,
,,,,,,,,,,,,,,,,1.969185,,,,,,,,,,,af968363-5885-457f-8f34-e6941296a14a,61,,"[34.7, 53.4]",3775559,1,,,,-1.5385494,,Right Foot,,,,"[35.7, 22.4]",,Ground Pass,,31.016125,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['0bc705c5-3c8b-4bc0-a247-f5f8244d31f5'],9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:09.278,Pass,
,,,,,,,,,,,,,,,,2.133293,,,,,,,,,,,2ea342e1-4730-442c-8057-63f30aec6229,64,,"[38.8, 18.3]",3775559,1,,,,-0.60247934,,Right Foot,,,,"[60.9, 3.1]",,Low Pass,,26.822565,,,,Katie McCabe,15620.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Arsenal WFC,968,['23b8bcf0-9690-47d4-b632-dda9dcef8b74'],12,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:12.933,Pass,
,,,,,,,,,,,,,,,,1.879999,,,,,,,,,,,3f38b531-05f7-4269-be63-634e99260611,67,,"[59.3, 5.4]",3775559,1,,,,2.484696,,Left Foot,,,,"[39.2, 20.9]",,Ground Pass,,25.382277,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,5,Arsenal WFC,968,['e2f5a154-704f-4be9-94b1-84e994f7129c'],16,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:16.329,Pass,
,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,516445f6-e775-42ef-82d3-130918e46427,70,,"[39.8, 25.5]",3775559,1,,,,1.4134539,,Right Foot,,,,"[46.4, 67.1]",,Ground Pass,,42.120304,,,,Leah Williamson,18999.0,,,True,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Arsenal WFC,968,['834d10c5-5be7-4481-a776-a7f55f80c4a1'],20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:20.750,Pass,
,,,,,,,,,,,,,,,,2.891363,,,,,,,,,,,6308724c-fb8c-41ee-9a15-d14200fe6c6b,73,,"[56.2, 66.6]",3775559,1,,,,-0.3885464,,Right Foot,,,,"[107.5, 45.6]",,High Pass,,55.43185,,Incomplete,,Kim Little,15616.0,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,"['3a2414b7-a70f-48cd-8019-8aeadfd164e3', 'bafc02b9-2273-4da9-abd3-7e1dacd883c7']",24,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:24.978,Pass,
,,,,,,,,,,,,,,,,1.647518,,,,,,,,,,,e275ad68-90e5-41e1-942f-487b50667f95,77,,"[15.3, 32.5]",3775559,1,,,,-1.124438,,Keeper Arm,,,,"[22.0, 18.5]",,Ground Pass,,15.520632,,,,Damaris Berta Egurrola Wienke,47541.0,,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,6,Everton LFC,967,['f8692287-b74b-4640-9009-ade6dea9153c'],37,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:37.606,Pass,
,,,,,,,,,,,,,,,,1.508686,,,,,,,,,,,ab53b164-eedf-427f-b708-fefc97f1b0cc,80,,"[22.3, 17.5]",3775559,1,,,,-0.68964666,,Left Foot,,,,"[41.7, 1.5]",,Ground Pass,,25.146769,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Damaris Berta Egurrola Wienke,47541.0,Left Center Back,6,Everton LFC,967,['b361aea6-cd97-4ab0-9e71-98127f4adce2'],40,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:40.199,Pass,
,,,,,,,,,,,,,,,,6.775664,,,,,,,,,,,34317fb2-0b1b-408e-bc19-4c871551f4b4,83,,"[46.7, 1.1]",3775559,1,,,,0.04777782,,Left Foot,,,,"[119.9, 4.6]",,High Pass,,73.28363,,,,Lucy Hope,16386.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,6,Everton LFC,967,['9052b81c-4b0d-4f15-b724-f50cc7dbfae4'],42,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:42.408,Pass,
,,,,,,,,,,,,,,,,2.724168,,,,,,,,,,,2d6c8326-c00a-4500-9296-94a1bf67d2db,86,,"[119.0, 5.3]",3775559,1,,,,1.6543453,,Left Foot,,,,"[117.3, 25.6]",,Low Pass,,20.371058,,Incomplete,,Nicoline Sørensen,10274.0,,,,,,,1,Regular Play,Lucy Hope,16386.0,Left Wing,6,Everton LFC,967,"['2eb2f1ae-d63f-4aed-b080-e5ec01ba232c', '5ecaa409-6548-4c44-9e9b-737a48328bcb']",49,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:49.234,Pass,
,,,,,,,,,,,,,,,,1.963472,,,,,,,,,,,2473e996-149b-49cb-b407-b822074d7cf9,90,,"[8.6, 47.2]",3775559,1,,,,0.17359054,,Keeper Arm,,,,"[29.7, 50.9]",,Ground Pass,,21.421951,,,,Malin Gut,45156.0,,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,7,Arsenal WFC,968,['a547136e-b6fa-4bef-8bdc-cd147aaa82c8'],56,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:56.220,Pass,
,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,0ef0c12a-9e3a-4fff-bf26-6943c4a9e163,93,,"[42.1, 47.0]",3775559,2,,,,0.57907426,,Left Foot,,,,"[57.7, 57.2]",,Ground Pass,,18.63867,,,,Jill Roord,10650.0,,,,,,,1,Regular Play,Malin Gut,45156.0,Center Defensive Midfield,7,Arsenal WFC,968,['7fc244a4-d15e-4f6f-9399-59ddf572fc9c'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:00.315,Pass,
,,,,,,,,,,,,,,,,1.745068,,,,,,,,,,,82e67ab7-06cc-4f87-bc33-3da67c514c8f,102,,"[51.9, 67.3]",3775559,2,,,,-2.8994508,,Right Foot,,,,"[35.3, 63.2]",,Ground Pass,,17.098831,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,7,Arsenal WFC,968,"['20da3942-747d-4205-8374-89156b713d46', 'd84507d2-b40b-4680-9bdd-d2b24df0ad58']",6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:06.080,Pass,True
,,,,,,,,,,,,,,,,1.669122,,,,,,,,,,,9c9b1e57-702e-4926-bc0d-bb09f5a90d84,105,,"[35.7, 60.1]",3775559,2,,,,-1.458993,,Right Foot,,,,"[40.0, 21.8]",,Low Pass,,38.540627,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,7,Arsenal WFC,968,['41cab6d8-fe34-495d-9f8d-6e621257b151'],8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:08.929,Pass,
,,,,,,,,,,,,,,,,1.586007,,,,,,,,,,,6972023a-ad13-4108-ad71-36947f3397d5,108,,"[43.3, 23.0]",3775559,2,,,,-0.5847794,,Right Foot,,,,"[72.0, 4.0]",,Low Pass,,34.419327,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,7,Arsenal WFC,968,['7f37bd1c-aead-49cf-aa9f-90306e7d2dad'],12,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:12.428,Pass,
,,,,,,,,,,,,,,,,0.850635,,,,,,,,,,,d3b87dbb-de53-434f-96e8-c757f2db9022,111,,"[31.5, 80.0]",3775559,2,,,,-1.0651023,,,,,,"[38.2, 67.9]",,High Pass,,13.831124,,,,Isobel Mary Christiansen,4645.0,,,,,,Throw-in,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,8,Everton LFC,967,['8989933a-93a9-47a8-927a-00ca499d8012'],32,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:32.507,Pass,
,,,,,,,,,,,,,,,,0.963259,,,,,,,,,,,4a8c7019-19bb-43a3-9f55-3cf6d48de44b,113,,"[38.2, 67.9]",3775559,2,,,,2.2093306,,Right Foot,,,,"[31.0, 77.6]",,Low Pass,,12.080149,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Throw In,Isobel Mary Christiansen,4645.0,Right Defensive Midfield,8,Everton LFC,967,['11aa9b5f-dc4b-4a11-8bd6-a1c624cc4856'],33,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:33.358,Pass,
,,,,,,,,,,,,,,,,1.998863,,,,,,,,,,,bcce310b-713a-4ddc-be76-6eaf9f959c27,116,,"[31.0, 77.6]",3775559,2,,,,-0.22729562,,Right Foot,,,,"[60.4, 70.8]",,High Pass,,30.17615,,Incomplete,,Nicoline Sørensen,10274.0,,,,,,,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,8,Everton LFC,967,"['5cfd8d91-c11f-46c6-a2b0-d7caea2fbbe4', '82403d26-eb53-4a52-9110-8b99ae8fba4c']",34,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:34.380,Pass,
,,,,,,,,,,,,,,,,0.938528,,,,,,,,,,,82403d26-eb53-4a52-9110-8b99ae8fba4c,118,,"[59.7, 9.3]",3775559,2,,,,0.9261927,,Head,,,,"[70.6, 23.8]",,High Pass,,18.14001,,,,Jill Roord,10650.0,,,,,,Recovery,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Arsenal WFC,968,"['3a9579d5-d982-44e5-ab29-a693153b1175', 'bcce310b-713a-4ddc-be76-6eaf9f959c27']",36,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:36.379,Pass,
,,,,,,,,,,,,,,,,1.328389,,,,,,,,,,,4cfdbc67-c36d-4206-97a1-a82878a9d6fc,121,,"[70.6, 23.8]",3775559,2,,,,2.9332325,,Right Foot,,,,"[53.1, 27.5]",,Low Pass,,17.886868,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,9,Arsenal WFC,968,['c11cf054-cff1-485e-b714-d67fcbe31f83'],37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:37.358,Pass,
,,,,,,,,,,,,,,,,1.234753,,,,,,,,,,,f08f94d6-a8aa-4136-b17f-0adab90f03e9,124,,"[53.1, 30.2]",3775559,2,,,,-0.28625572,,Right Foot,,,,"[79.6, 22.4]",,Low Pass,,27.624084,,,,Jordan Nobbs,10192.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['730ede50-f176-4e75-8c15-4622b4dadbb9'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:39.839,Pass,
,,,,,,,,,,,,,,,,0.874595,,,,,,,,,,,d179aeb5-d9fa-4083-8d72-df3ebf45ce3f,127,,"[79.6, 22.4]",3775559,2,,,,-2.5081668,,Right Foot,,,,"[73.2, 17.7]",,Ground Pass,,7.940403,,,,Kim Little,15616.0,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Wing,9,Arsenal WFC,968,['8b5fb350-5de6-4464-b1c8-f9c6a37a060f'],41,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:41.233,Pass,
