ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,5.531806,,,,,,,,,,,c732c285-3c08-4095-888e-d5041daa9ed4,1167,,"[63.2, 78.2]",3775559,28,,,,-0.008064342,,Right Foot,,,,"[100.4, 77.9]",,Ground Pass,,37.20121,,Incomplete,,Jill Roord,10650.0,,,,,,,1,From Free Kick,Bethany Mead,15619.0,Right Wing,56,Arsenal WFC,968,"['031fb5c2-8a8f-4077-b424-ec8ea6f43987', 'ce4d8eb2-472b-427e-9fe5-02276e8bd1ef']",11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:11.857,Pass,
,,,,,,,,,,,,,,,,1.224365,,,,,,,,,,,dc6b4906-e7bb-4e5d-bade-0550c8456648,1171,,"[90.5, 80.0]",3775559,28,,,,-0.51820093,,,,,,"[101.9, 73.5]",,Low Pass,,13.122881,,,,Bethany Mead,15619.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,57,Arsenal WFC,968,['4c649d85-7b0e-452b-93ec-3ae2e3ca87e5'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:32.483,Pass,
,,,,,,,,,,,,,,,,0.978036,,,,,,,,,,,e3766514-6e45-402a-9a38-95b29b4cf6e6,1175,,"[102.8, 73.7]",3775559,28,,,,0.71306086,,Right Foot,,,,"[106.5, 76.9]",,Ground Pass,,4.89183,,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Right Wing,57,Arsenal WFC,968,"['29ac41e7-0b81-4bd5-a5fc-4aa990b36dde', '4b74d93a-8406-4c06-8c81-d4e7c58f3c9e']",34,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:34.686,Pass,True
,,,,,,,,,,,,,,,,1.122272,,,,,,,,,,,71036970-5ce1-414b-bcca-192b3ebd23fc,1179,,"[112.6, 68.8]",3775559,28,,,,2.5094547,,Right Foot,,,,"[98.4, 79.2]",,Ground Pass,,17.601137,,,,Jill Roord,10650.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,57,Arsenal WFC,968,['5295d811-90f7-43f4-8e57-e7de706afce8'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:39.376,Pass,
,,,,,,,,,,,,,,,,3.281773,,,,,,,,,,,58cb0a9e-76e3-4605-bf9a-93bd28e68264,1184,,"[66.5, 77.8]",3775559,28,,,,-2.5916216,,Left Foot,,,,"[26.7, 53.4]",,Ground Pass,,46.684044,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,57,Arsenal WFC,968,['0871e04a-8dec-4c29-8090-23ad9ecb8d4f'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:49.442,Pass,
,,,,,,,,,,,,,,,,1.759999,,,,,,,,,,,ca1f1822-2028-4f70-9961-0cf773af6ae6,1187,,"[31.0, 55.4]",3775559,28,,,,1.0002136,,Left Foot,,,,"[43.9, 75.5]",,Ground Pass,,23.883467,,,,Leah Williamson,18999.0,,,,,,,1,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,57,Arsenal WFC,968,['9ca47dfc-6c0b-4da4-9e95-1c07ba048c29'],55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:28:55.272,Pass,
,,,,,,,,,,,,,,,,2.42812,,,,,,,,,,,211c7498-f819-41c9-822a-3e956d077c8d,1190,,"[48.2, 69.7]",3775559,29,,,,-1.8010528,,Right Foot,,,,"[38.8, 29.6]",,Ground Pass,,41.18701,,,,Jennifer Patricia Beattie,17524.0,,,True,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,57,Arsenal WFC,968,['1cf912ad-34cc-46f6-94cc-831cd4f28e92'],2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:02.009,Pass,
,,,,,,,,,,,,,,,,2.010059,,,,,,,,,,,fb245e1f-2fc4-427f-a10a-8b3352f4b4ff,1193,,"[42.7, 32.2]",3775559,29,,,,-0.8604017,,Right Foot,,,,"[66.7, 4.3]",,Ground Pass,,36.80231,,,,Katie McCabe,15620.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,57,Arsenal WFC,968,['6c7b1fde-36fa-4380-8fee-7cd3144c9c72'],6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:06.507,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,28a8c890-d12a-4e94-8fbc-36178644b84b,1196,,"[60.3, 2.9]",3775559,29,,,,2.0344439,,Right Foot,,,,"[52.8, 17.9]",,Ground Pass,,16.77051,,,,Jordan Nobbs,10192.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,57,Arsenal WFC,968,['403fd5f0-a234-40c2-9379-b0bcb4a2ffe1'],9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:09.798,Pass,
,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,ca1fe7fc-698e-4ee0-a986-c9c3ea5a7ea6,1199,,"[50.7, 17.1]",3775559,29,,,,2.8131309,,Right Foot,,,,"[28.4, 24.7]",,Ground Pass,,23.5595,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Left Wing,57,Arsenal WFC,968,['4493677b-d896-4fbf-a2c6-3f90772150af'],11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:11.834,Pass,
,,,,,,,,,,,,,,,,1.786007,,,,,,,,,,,2737b631-beba-4137-831c-f281c5c773cd,1202,,"[26.7, 27.3]",3775559,29,,,,1.1778462,,Right Foot,,,,"[42.7, 65.9]",,Low Pass,,41.784687,,,,Leah Williamson,18999.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,57,Arsenal WFC,968,['843c7ba7-73b1-43e3-aa38-e6d6025c4bff'],15,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:15.068,Pass,
,,,,,,,,,,,,,,,,1.145483,,,,,,,,,,,e1fd900d-03f7-4c98-8caf-a92e7d91fb5f,1205,,"[42.7, 65.9]",3775559,29,,,,-0.8844518,,Right Foot,,,,"[57.2, 48.2]",,Low Pass,,22.880997,,,,Malin Gut,45156.0,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,57,Arsenal WFC,968,['90c7b57f-79c5-4ed4-ba72-e1b96fa6027d'],18,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:18.242,Pass,
,,,,,,,,,,,,,,,,0.853475,,,,,,,,,,,ff57028c-f277-42be-83be-ea8476ccb70c,1209,,"[57.7, 48.5]",3775559,29,,,,0.24795485,,Right Foot,,,,"[65.6, 50.5]",,Low Pass,,8.149233,,Incomplete,,Jill Roord,10650.0,,,,,,,1,From Throw In,Malin Gut,45156.0,Center Defensive Midfield,57,Arsenal WFC,968,"['25e1da7b-249b-456e-b854-0462cedd2a93', 'c659f035-437a-49ba-bb25-4d02e53d523d', 'ea760287-b59a-4c8e-a66b-a6674aa9cb28']",19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:19.956,Pass,True
,,,,,,,,,,,,,,,,1.378371,,,,,,,,,,,1be93e7e-5e4b-46c5-9a41-6710eba04c2a,1215,,"[55.8, 54.0]",3775559,29,,,,1.2319325,,Right Foot,,,,"[64.4, 78.4]",,Low Pass,,25.87122,,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Right Wing,57,Arsenal WFC,968,"['1a930b9c-81a6-4e94-8373-1d312ba94902', '7e31e7d0-1d3b-42c5-bcab-1b24ccba4739']",22,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:22.823,Pass,True
,,,,,,,,,,,,,,,,1.205469,,,,,,,,,,,dcf99bc9-5fe4-4f03-9b8d-e3bacbd9ca14,1218,,"[64.4, 77.2]",3775559,29,,,,-1.3576653,,Right Foot,,,,"[67.3, 63.8]",,Ground Pass,,13.710216,,,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,57,Arsenal WFC,968,['44f36054-9c17-48b7-a404-21cfef377f6d'],25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:25.129,Pass,
,,,,,,,,,,,,,,,,1.063302,,,,,,,,,,,652f5be9-0d05-4eda-8221-134d1c374363,1222,,"[80.2, 71.8]",3775559,29,,,,-0.75344557,,Right Foot,,,,"[91.5, 61.2]",,Ground Pass,,15.493547,,Incomplete,,Caitlin Jade Foord,11338.0,,,,Through Ball,True,,1,From Throw In,Bethany Mead,15619.0,Right Wing,57,Arsenal WFC,968,"['470aff0c-b955-4f22-a90e-1c83d1821421', 'bbcd21c5-7c76-4859-a07f-f5cba695cce0']",27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:27.941,Pass,
,,,,,,,,,,True,,,,,,1.301307,,,,,,,,,,,470aff0c-b955-4f22-a90e-1c83d1821421,1224,,"[28.6, 18.9]",3775559,29,,,,-1.6345396,,Left Foot,,,,"[28.0, 9.5]",,Ground Pass,,9.419129,,,,Danielle Turner,15571.0,,,,,,Interception,1,Regular Play,Damaris Berta Egurrola Wienke,47541.0,Left Center Back,58,Everton LFC,967,"['652f5be9-0d05-4eda-8221-134d1c374363', 'dba01674-77e7-423d-9ef5-c05771780f7f']",29,,,,,,,,,,,,,,,,,Everton LFC,967,00:29:29.004,Pass,
,,,,,,,,,,,,,,,,0.606767,,,,,,,,,,,66c68570-df19-4803-9ba6-7507a0ac9193,1227,,"[28.0, 9.5]",3775559,29,,,,0.5325041,,Left Foot,,,,"[33.6, 12.8]",,Ground Pass,,6.5,,,,Maéva Clemaron,31713.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,58,Everton LFC,967,['fa006600-8cfa-4383-86ca-e1318758d1ed'],30,,,,,,,,,,,,,,,,,Everton LFC,967,00:29:30.744,Pass,
,,,,,,,,,,,,,,,,0.347417,,,,,,,,,,,84e0e8be-f74d-4736-a3bc-26caa4d0d328,1229,,"[33.6, 12.8]",3775559,29,,,,-2.4897234,,Right Foot,,,,"[29.8, 9.9]",,Ground Pass,,4.7801676,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Maéva Clemaron,31713.0,Left Defensive Midfield,58,Everton LFC,967,['7a19447a-d81e-480e-9880-00b931dcdf6e'],31,,,,,,,,,,,,,,,,,Everton LFC,967,00:29:31.351,Pass,
,,,,,,,,,,,,,,,,1.669003,,,,,,,,,,,2a10d9d4-f9f9-4620-9fad-638d343ee45c,1235,,"[101.1, 80.0]",3775559,29,,,,-0.71672326,,,,,,"[111.2, 71.2]",,Low Pass,,13.395895,,,,Bethany Mead,15619.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,59,Arsenal WFC,968,['9d224dd8-eb62-4188-b0bf-e14ba279b24a'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:52.559,Pass,
,,,,,,,,,,,,,,,,0.373933,,,,,,,,,,,c30be60c-c5f8-41bc-aa8f-7b88f2aebd67,1240,,"[113.8, 60.4]",3775559,29,,,,-1.4212366,,Right Foot,,,,"[114.9, 53.1]",,Low Pass,,7.3824115,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Right Wing,59,Arsenal WFC,968,"['449a0e2b-d701-4be3-a468-3ee4af269692', '9226835c-a1be-4224-8d1e-8daa8ad28467']",57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:57.964,Pass,
,,,,,,,,,,,,,,,,1.978144,,,,,,,,,,,e6bd64e4-100e-4068-9a18-d40af6b5418c,1247,,"[120.0, 80.0]",3775559,30,,,,-2.0070875,,Left Foot,,,,"[104.8, 47.4]",,Low Pass,True,35.969433,,,,Jordan Nobbs,10192.0,,,,Inswinging,,Corner,1,From Corner,Katie McCabe,15620.0,Left Back,60,Arsenal WFC,968,['fe5386d2-3f94-4354-8398-f8a42e6ded83'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:30:21.103,Pass,
,,,,,,,,,,,,,,,,1.74242,,,,,,,,,,,36f7a19d-be72-42c1-851b-e2b9464f5b53,1250,,"[15.3, 36.6]",3775559,30,,,,-0.6313927,,Right Foot,,,,"[31.3, 24.9]",,Ground Pass,,19.821453,,,,Hayley Emma Raso,6818.0,,,,,,Recovery,1,From Corner,Grace Clinton,46740.0,Right Wing,60,Arsenal WFC,968,['6520fe53-86ef-4ef4-a0e0-88813db5ab07'],23,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:23.966,Pass,
,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,51d895c3-f387-4c6c-911e-7c1796c59091,1256,,"[79.6, 53.4]",3775559,30,,,,-3.003277,,Right Foot,,,,"[44.4, 48.5]",,Ground Pass,,35.539413,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,From Corner,Kim Little,15616.0,Right Center Midfield,60,Arsenal WFC,968,['d70767da-63b5-429b-a073-6df9fdd26bdf'],28,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:30:28.074,Pass,
,,,,,,,,,,,,,,,,4.620732,,,,,,,,,,,3b52ba76-918f-45f4-9c40-fd3b415895fb,1259,,"[47.8, 45.0]",3775559,30,,,,-0.70398855,,Right Foot,,,,"[99.5, 1.1]",,High Pass,,67.824036,,Out,,Caitlin Jade Foord,11338.0,,,True,,,,1,From Corner,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,60,Arsenal WFC,968,['a9771dd4-9d5b-4385-a16a-4867fa5f9885'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:30:32.545,Pass,
,,,,,,,,,,,,,,,,0.856192,,,,,,,,,,,fd2a7257-8b55-4f9c-8894-e689b97454e5,1261,,"[22.0, 80.0]",3775559,30,,,,-1.4844729,,,,,,"[22.9, 69.6]",,Low Pass,,10.438869,,,,Isobel Mary Christiansen,4645.0,,,,,,Throw-in,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,61,Everton LFC,967,['d9675e04-ee53-4ec7-9794-c80ce2991b76'],45,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:45.669,Pass,
,,,,,,,,,,,,,,,,0.993885,,,,,,,,,,,9722a83b-7303-4e04-84b3-66d9dcb70283,1263,,"[22.9, 69.6]",3775559,30,,,,1.8473103,,Right Foot,,,,"[20.8, 77.0]",,Low Pass,,7.692204,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Throw In,Isobel Mary Christiansen,4645.0,Right Defensive Midfield,61,Everton LFC,967,['e978e699-06bc-405b-a810-de2cb75fe493'],46,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:46.525,Pass,
,,,,,,,,,,,,,,,,1.24577,,,,,,,,,,,7e23936f-3dc0-44a3-938b-ab7eb3df36dd,1266,,"[20.0, 76.6]",3775559,30,,,,-3.0275068,,Right Foot,,,,"[10.4, 75.5]",,Ground Pass,,9.662815,,,,Megan Finnigan,18254.0,,,,,,,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,61,Everton LFC,967,['5ecfbe0e-c8a5-438f-89c8-3bb5f47f0967'],48,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:48.382,Pass,
,,,,,,,,,,,,,,,,3.354636,,,,,,,,,,,22a27bbe-13dc-4882-b6d8-772c7bd84f32,1268,,"[10.4, 75.5]",3775559,30,,,,-0.20732243,,Right Foot,,,,"[68.4, 63.3]",,High Pass,,59.269215,,Incomplete,,Hayley Emma Raso,6818.0,,,,,,,1,From Throw In,Megan Finnigan,18254.0,Right Center Back,61,Everton LFC,967,"['1ad87e6b-17c8-4a36-ab98-86713851cf16', 'd21a5093-f02d-4ad4-9941-9b9569d6c921']",49,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:49.627,Pass,
,,,,,,,,,,,,,,,,2.002275,,,,,,,,,,,d21a5093-f02d-4ad4-9941-9b9569d6c921,1270,,"[51.7, 16.8]",3775559,30,,,,-0.25020054,,Head,,,,"[69.7, 12.2]",,High Pass,,18.578482,,Incomplete,,Jordan Nobbs,10192.0,,,,,,Recovery,1,From Throw In,Leah Williamson,18999.0,Right Center Back,61,Everton LFC,967,"['22a27bbe-13dc-4882-b6d8-772c7bd84f32', '36fa45d6-854f-4cb1-bf94-58f0fcc250cf', 'a0393270-d893-452d-bef8-b23f29dadcc4']",52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:30:52.982,Pass,
,,,,,,,,,,,,,,,,0.98038,,,,,,,,,,,f428de1f-d354-44a8-9d87-0df64ca4847d,1273,,"[47.9, 70.0]",3775559,30,,,,-1.4432868,,Right Foot,,,,"[48.9, 62.2]",,Low Pass,,7.8638415,,,,Isobel Mary Christiansen,4645.0,,,,,,Recovery,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,61,Everton LFC,967,['61c6d74e-85b5-4369-8959-83ae322752a1'],56,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:56.569,Pass,
,,,,,,,,,,,,,,,,0.701704,,,,,,,,,,,0718dc76-8609-4101-b629-f77284e56b81,1275,,"[48.9, 62.2]",3775559,30,,,,0.96299434,,Right Foot,,,,"[56.9, 73.7]",,Ground Pass,,14.008925,,,,Grace Clinton,46740.0,,,,,,,1,From Throw In,Isobel Mary Christiansen,4645.0,Right Defensive Midfield,61,Everton LFC,967,['3b43fc70-c43b-4dbd-9754-f03b30ce2629'],57,,,,,,,,,,,,,,,,,Everton LFC,967,00:30:57.550,Pass,
,,,,,,,,,,,,,,,,1.240461,,,,,,,,,,,0af8cc41-cd78-4cdd-8964-ace99f0ecfb3,1279,,"[59.2, 69.6]",3775559,31,,,,2.483704,,Right Foot,,,,"[50.4, 76.4]",,Ground Pass,,11.121151,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Throw In,Grace Clinton,46740.0,Right Wing,61,Everton LFC,967,"['04cda25e-f428-4911-a1ef-9334e87aa0b5', '6fb0c49e-e3f7-44cf-912f-6c7083db591e']",0,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:00.412,Pass,True
,,,,,,,,,,,,,,,,1.26266,,,,,,,,,,,51d8bfde-e232-4b3b-9238-4599abc4c47e,1282,,"[48.3, 70.8]",3775559,31,,,,-3.0192127,,Right Foot,,,,"[29.6, 68.5]",,Ground Pass,,18.840914,,,,Megan Finnigan,18254.0,,,,,,,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,61,Everton LFC,967,['0515007c-5660-4e84-b92e-c9abc5616658'],2,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:02.636,Pass,
,,,,,,,,,,,,,,,,2.870471,,,,,,,,,,,0dc00a36-ce62-4485-bb0f-f8b964480067,1285,,"[31.5, 65.3]",3775559,31,,,,-2.465348,,Right Foot,,,,"[7.2, 45.8]",,Ground Pass,,31.1567,,,,Alexandra MacIver,34360.0,,,,,,,1,From Throw In,Megan Finnigan,18254.0,Right Center Back,61,Everton LFC,967,['f0f18def-2ba0-40ba-8c99-d4c9049d5328'],4,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:04.635,Pass,
,,,,,,,,,,,,,,,,1.505662,,,,,,,,,,,2011bc47-2bc9-4f02-91c9-768ef1d77070,1288,,"[8.6, 41.5]",3775559,31,,,,-0.71883,,Left Foot,,,,"[21.4, 30.3]",,Ground Pass,,17.008234,,,,Damaris Berta Egurrola Wienke,47541.0,,,,,,,1,From Throw In,Alexandra MacIver,34360.0,Goalkeeper,61,Everton LFC,967,['0bf46d95-a81d-49b2-895b-dbc01162255b'],7,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:07.718,Pass,
,,,,,,,,,,,,,,,,1.780759,,,,,,,,,,,9c2ee344-be8a-4c0e-953e-af66d9e8ea2e,1291,,"[23.1, 31.2]",3775559,31,,,,1.5707964,,Left Foot,,,,"[23.1, 52.4]",,Ground Pass,,21.2,,,,Megan Finnigan,18254.0,,,,,,,1,From Throw In,Damaris Berta Egurrola Wienke,47541.0,Left Center Back,61,Everton LFC,967,['4af514d4-63a0-43a8-81ed-617899747eab'],10,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:10.424,Pass,
,,,,,,,,,,,,,,,,2.045133,,,,,,,,,,,de09658c-b818-469d-b7d7-55157d11b938,1294,,"[32.2, 51.5]",3775559,31,,,,-1.6798509,,Right Foot,,,,"[29.2, 24.1]",,Ground Pass,,27.563744,,,,Damaris Berta Egurrola Wienke,47541.0,,,,,,,1,From Throw In,Megan Finnigan,18254.0,Right Center Back,61,Everton LFC,967,['6ebe6828-d9f3-4baf-968f-c846a783c05b'],16,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:16.422,Pass,
,,,,,,,,,,,,,,,,2.006593,,,,,,,,,,,646b9402-b491-4bef-92c1-77575d48f499,1297,,"[32.5, 21.8]",3775559,31,,,,-1.0795423,,Right Foot,,,,"[43.2, 1.8]",,Ground Pass,,22.682371,,,,Danielle Turner,15571.0,,,,,,,1,From Throw In,Damaris Berta Egurrola Wienke,47541.0,Left Center Back,61,Everton LFC,967,['21b5ca75-1416-4223-9bf4-243e2a8d5af0'],19,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:19.973,Pass,
,,,,,,,,,,,,,,,,1.660993,,,,,,,,,,,07835905-8717-4fbe-a525-4e0b8f23e0d0,1300,,"[50.1, 4.4]",3775559,31,,,,0.30203983,,Left Foot,,,,"[83.8, 14.9]",,Low Pass,,35.297874,,Incomplete,,Nicoline Sørensen,10274.0,,,,,,,1,From Throw In,Danielle Turner,15571.0,Left Back,61,Everton LFC,967,"['497a834d-c504-4b1b-ad1a-e63609e3e0d2', 'faf2ea10-32cd-47d3-9f6d-a5b77f7549c0']",23,,,,,,,,,,,,,,,,,Everton LFC,967,00:31:23.067,Pass,
,,,,,,,,,,,,,,,,1.021574,,,,,,,,,,,95aaf62e-2934-4710-8b4c-3dc2b79e318a,1305,,"[36.0, 68.1]",3775559,31,,,,0.66377914,,Right Foot,,,,"[46.1, 76.0]",,Ground Pass,,12.822637,,,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,62,Arsenal WFC,968,"['15b11c24-ea79-48e6-96ce-3a6a44b2f4b2', '24949e5a-5a71-4c2e-903f-d0b746cbda3d']",25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:25.381,Pass,True
,,,,,,,,,,,,,,,,1.506686,,,,,,,,,,,cff5a57c-2039-42c8-ad45-25b1ea642946,1308,,"[46.1, 76.0]",3775559,31,,,,-1.3743124,,Right Foot,,,,"[50.3, 54.9]",,Ground Pass,,21.513948,,,,Kim Little,15616.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,62,Arsenal WFC,968,['9e3238e9-bda1-4408-839f-bac2185718c8'],27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:27.207,Pass,
,,,,,,,,,,,,,,,,1.526258,,,,,,,,,,,670d661a-84c4-4f90-9ae2-594f10c86c55,1311,,"[50.3, 53.7]",3775559,31,,,,-2.4227626,,Right Foot,,,,"[38.3, 43.2]",,Ground Pass,,15.945219,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Kim Little,15616.0,Right Center Midfield,62,Arsenal WFC,968,['9bd5af7c-0031-448f-a0e9-aa3c42d9e1af'],29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:29.165,Pass,
,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,0978da88-dcbd-4602-9f24-e9610da44bc3,1314,,"[38.3, 40.3]",3775559,31,,,,-1.3029435,,Right Foot,,,,"[47.0, 8.6]",,Ground Pass,,32.872177,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,62,Arsenal WFC,968,['d8318c85-c00b-4ad4-845c-37f78d66b77d'],34,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:34.006,Pass,
,,,,,,,,,,,,,,,,0.934274,,,,,,,,,,,009642e2-7b17-492b-9d22-0dc815fc0b50,1317,,"[47.7, 6.0]",3775559,31,,,,-0.1362474,,Left Foot,,,,"[60.1, 4.3]",,Ground Pass,,12.515989,,,,Jordan Nobbs,10192.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,62,Arsenal WFC,968,['609be124-92e0-44ed-93df-3f659167ebf2'],37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:37.270,Pass,
,,,,,,,,,,,,,,,,1.965082,,,,,,,,,,,2836ce90-59cf-452a-ab08-5a658add5b39,1320,,"[60.1, 4.3]",3775559,31,,,,2.74364,,Right Foot,,,,"[44.4, 10.9]",,Ground Pass,,17.030855,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Wing,62,Arsenal WFC,968,['435905be-c4f7-419d-bda9-5cbf7d7f2f3a'],38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:38.276,Pass,
,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,932419ef-5eea-432a-9bfc-1cad9f623298,1322,,"[43.2, 11.2]",3775559,31,,,,2.6699238,,Left Foot,,,,"[28.3, 18.8]",,Ground Pass,,16.726326,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,62,Arsenal WFC,968,['9fd979cf-b447-4aa8-8506-471e32c29031'],40,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:40.241,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,61ddd654-bab9-4af9-bdd8-b6567ad68a30,1325,,"[28.3, 25.2]",3775559,31,,,,1.5987394,,Right Foot,,,,"[27.4, 57.4]",,Ground Pass,,32.212574,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,62,Arsenal WFC,968,['5da9fd59-ac75-492c-a2aa-c66ff818a2a7'],45,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:45.601,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,7ecfb5c9-f9d3-41cd-a647-805dd529fe6a,1328,,"[30.9, 58.6]",3775559,31,,,,1.0538396,,Right Foot,,,,"[42.1, 78.3]",,Ground Pass,,22.6612,,,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,62,Arsenal WFC,968,['7c7f1388-2fdc-43e9-ab92-127c5fe038dd'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:49.071,Pass,
