50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.257503,,,,,,,,,,,,,8544a551-6240-4686-ba0f-63b2f11d66be,18,,,"[12.1, 23.1]",3775551,0,,,,2.517891,,Right Foot,,,,"[3.9, 29.0]",,Ground Pass,,10.10198,,,,Manuela Zinsberger,10237.0,,,,,1,From Kick Off,Viktoria Schnaderbeck,10235.0,Left Center Back,2,Arsenal WFC,968,['d42c64fa-3591-4074-a544-2bfd20e69e0b'],12,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:12.561,Pass,
,,,,,,,,,,,,,,3.217451,,,,,,,,,,,,,0ca4afd7-abbd-4334-b9c1-9f4fc951e60f,21,,,"[3.9, 29.7]",3775551,0,,,,-0.55703646,,Left Foot,,,,"[44.2, 4.6]",,High Pass,,47.477364,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,1,From Kick Off,Manuela Zinsberger,10237.0,Goalkeeper,2,Arsenal WFC,968,"['467bc40c-5b6c-45d8-b76d-c57e58e0c6d5', 'df71eabd-5ab1-40c7-88ed-31ceb0de571b', 'eef74ed3-80e6-4e5a-a7a0-e5b15989ac87']",13,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:13.818,Pass,True
,,,,,,,,,,,,,,0.710465,,,,,,,,,,,,,9bbc0d75-e535-43d9-918a-93173f0f946e,26,,,"[77.4, 73.2]",3775551,0,,,,-1.7434778,,Right Foot,,,,"[75.9, 64.6]",,Ground Pass,,8.729834,,,,Hayley Ladd,19501.0,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,3,Manchester United,1475,"['47862356-0e0f-47e0-8366-d9fbc9c5796b', '4b29d42a-1c62-471e-a96d-1b2539140a23']",18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:18.757,Pass,True
,,,,,,,,,,,,,,1.213425,,,,,,,,,,,,,1f19d625-7681-4007-9a67-873e9954d12b,30,,,"[75.3, 62.7]",3775551,0,,,,-3.0605524,,Right Foot,,,,"[55.6, 61.1]",,Ground Pass,,19.764868,,,,Amy Turner,31533.0,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,3,Manchester United,1475,"['9102cdc3-591a-4746-8351-e459ce7f9003', 'a4fdb16e-21c9-474b-890e-75247257182a']",20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:20.514,Pass,True
,,,,,,,,,,,,,,1.439948,,,,,,,,,,,,,5eb41a3b-e12c-4adb-b516-7880630f415c,34,,,"[55.6, 67.6]",3775551,0,,,,0.185525,,Right Foot,,,,"[89.7, 74.0]",,High Pass,,34.69539,,,,Kirsty Hanson,31532.0,,,,,1,Regular Play,Amy Turner,31533.0,Right Center Back,3,Manchester United,1475,"['d4e9da6c-80dd-48db-9278-b5e4ea15e5bd', 'eccb4d08-d146-42da-995f-70c79c8d765e']",23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:23.229,Pass,True
,,,,,,,,,,,,,,0.655825,,,,,,,,,,,,,48cb790f-730d-4ab5-9e20-3b3c65f2fe0f,45,,,"[46.0, 14.8]",3775551,0,,,,1.5932645,,Right Foot,,,,"[45.8, 23.7]",,Ground Pass,,8.902246,,,,Danielle van de Donk,10658.0,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Wing,3,Manchester United,1475,['a8650e9c-16c5-4867-938b-0aba20ad9d9d'],28,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:28.882,Pass,
,,,,,,,,,,,,,,1.82713,,,,,,,,,,,,,ba750b94-94ad-4a0b-863a-d45732e1184d,49,,,"[45.6, 24.4]",3775551,0,,,,1.5898416,,Right Foot,,,,"[45.4, 34.9]",,Ground Pass,,10.5019045,,Incomplete,,Malin Gut,45156.0,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,3,Manchester United,1475,"['1d1b1d98-7493-41a3-9ae7-3cc80e0caa7e', '304d3144-0e11-4445-903f-b267ffd52e49', '5e27a527-cad8-462a-9315-ebd7679e851c']",30,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:30.272,Pass,True
,,,,,,,,,,,,,,1.210441,,,,,,,,,,,,,ecaa0897-5a0c-4e26-9a8d-3a50d535ac02,60,,,"[56.6, 48.8]",3775551,0,,,,2.9790192,,Right Foot,,,,"[37.7, 51.9]",,Ground Pass,,19.152546,,,,Amy Turner,31533.0,,,,Recovery,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,3,Manchester United,1475,['d9db36d9-2325-4521-b07c-3b3ff5be9688'],36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:36.762,Pass,
,,,,,,,,,,,,,,1.6211,,,,,,,,,,,,,51b9ff74-6681-40e9-8bb6-88d38fe55cc0,63,,,"[37.7, 51.8]",3775551,0,,,,-1.8362267,,Right Foot,,,,"[32.1, 31.2]",,Ground Pass,,21.347599,,,,Millie Turner,31536.0,,,,,1,Regular Play,Amy Turner,31533.0,Right Center Back,3,Manchester United,1475,['d6b389ca-f725-45e4-bea6-59f38c1c85d0'],38,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:38.677,Pass,
,,,,,,,,,,,,,,1.870475,,,,,,,,,,,,,4dae7ea4-3431-496a-a119-a935f533a8d5,66,,,"[37.2, 28.5]",3775551,0,,,,-1.0094777,,Right Foot,,,,"[53.8, 2.1]",,Ground Pass,,31.185253,,,,Leah Galton,31539.0,,,,,1,Regular Play,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['d44e3ac9-e666-4b29-8378-fcf5f1380d80'],41,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:41.606,Pass,
,,,,,,,,,,,,,,0.701329,,,,,,,,,,,,,737196a8-f01a-4bba-b9de-4cffdc8869e7,69,,,"[54.2, 1.7]",3775551,0,,,,0.0,,Left Foot,,,,"[71.4, 1.7]",,Ground Pass,,17.2,,,,Tobin Powell Heath,5013.0,,,,,1,Regular Play,Leah Galton,31539.0,Left Back,3,Manchester United,1475,['b8c86ca2-49eb-465b-9aae-6108dac26789'],44,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:44.670,Pass,
,,,,,,,,,,,,,,1.001315,,,,,,,,,,,,,a60e9f9f-acdf-484c-a5d2-880e52876d43,72,,,"[88.5, 10.9]",3775551,0,,,,1.384107,,Right Foot,,,,"[90.2, 19.9]",,Ground Pass,,9.159148,,,,Jackie Groenen,10654.0,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Left Wing,3,Manchester United,1475,['a9f3c41b-78fd-44ba-9d31-e1733ec2fc40'],47,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:47.945,Pass,
,,,,,,,,,,,,,,2.892651,,,,,,,,,,,,,5975011e-e1a9-43ad-93bc-383e99624972,75,,,"[90.3, 19.1]",3775551,0,,,,-0.4444192,,Right Foot,,,,"[117.6, 6.1]",,Ground Pass,,30.237228,,,,Tobin Powell Heath,5013.0,,,,,1,Regular Play,Jackie Groenen,10654.0,Left Defensive Midfield,3,Manchester United,1475,['e73328af-319f-4495-8fdf-0e5047061861'],49,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:49.479,Pass,
,,,,,,,,,,,,,,2.148954,,,,,,,,,,,,,2d3d429d-90d4-42a3-9725-118f42088752,87,,,"[96.0, 9.0]",3775551,0,,,,0.137777,,Right Foot,,,,"[119.8, 12.3]",,Ground Pass,,24.027693,,Out,,Tobin Powell Heath,5013.0,,,,Recovery,1,Regular Play,Leah Galton,31539.0,Left Back,3,Manchester United,1475,"['4af21551-2a00-48f3-a4b8-275cb5d66408', 'fdc18228-a1b7-4320-98b0-559019bf1ad1']",59,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:59.390,Pass,True
,,,,,,,,,,,,,,2.652814,,,,,,,,,,,,,6f875700-7450-4f61-ac44-1b13a2d42aed,89,,,"[7.0, 44.1]",3775551,1,,,,0.33041123,,Right Foot,,,,"[51.9, 59.5]",,High Pass,,47.467567,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,4,Arsenal WFC,968,['3ae51340-56ba-4e81-adda-dcdab58c9721'],21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:21.825,Pass,
,,,,,,,,,,,,,,1.820075,,,,,,,,,,,,,3ae51340-56ba-4e81-adda-dcdab58c9721,90,,,"[68.2, 20.6]",3775551,1,,,,0.5909744,,Other,,,,"[83.7, 31.0]",,Low Pass,,18.665745,,,,Ella Toone,31534.0,,,,Recovery,1,Regular Play,Millie Turner,31536.0,Left Center Back,5,Manchester United,1475,"['28a24ba5-6be5-4774-9184-3873e1ae2df8', '6f875700-7450-4f61-ac44-1b13a2d42aed']",24,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:24.478,Pass,
,,,,,,,,,,,,,,0.869408,,,,,,,,,,,,,69ad0207-9c25-48a6-9792-8ddc6195fb1f,92,,,"[83.4, 31.0]",3775551,1,,,,-2.7326849,,Right Foot,,,,"[77.4, 28.4]",,Ground Pass,,6.539113,,,,Jackie Groenen,10654.0,,,,,1,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,5,Manchester United,1475,['9abb90e8-a7c6-4487-bb19-6775289a582c'],26,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:26.298,Pass,
,,,,,,,,,,,,,,1.124372,,,,,,,,,,,,,d52b39fc-3a08-41a4-a250-dace1ef6e9d5,96,,,"[77.2, 28.4]",3775551,1,,,,-0.3659207,,Right Foot,,,,"[87.9, 24.3]",,Ground Pass,,11.458621,,,,Ella Toone,31534.0,,,,,1,Regular Play,Jackie Groenen,10654.0,Left Defensive Midfield,5,Manchester United,1475,"['c5d9eaf0-d8b8-4ea1-a00d-6f89686c5ebc', 'e8646df3-2a8e-4c37-b192-e968711c394a']",27,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:27.543,Pass,True
,,,,,,,,,,,,,,0.594198,,,,,,,,,,,,,9e6401b5-4546-4e2b-8c3b-a9ba7687dfd4,107,,,"[94.0, 0.1]",3775551,1,,,,2.5468335,,Left Foot,,,,"[90.6, 2.4]",,Ground Pass,,4.104875,,,,Ella Toone,31534.0,,,,,1,Regular Play,Leah Galton,31539.0,Left Back,5,Manchester United,1475,['4e4a0638-0f4c-46c4-9a35-2b37467047a7'],35,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:35.378,Pass,
,,,,,,,,,,,,,,1.989,,,,,,,,,,,,,fb8d410c-99c4-4205-9cb8-e08eb9a140f2,110,,,"[90.9, 2.4]",3775551,1,,,,0.61744523,,Right Foot,,,,"[107.8, 14.4]",,Ground Pass,,20.727036,,Incomplete,,Leah Galton,31539.0,,,,,1,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,5,Manchester United,1475,"['2664f5d0-1e15-40ad-9cbf-f9a67b061778', '7c303504-e693-45d6-a605-9eadbf6ca796']",36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:36.638,Pass,
,,,,,,,,,,,,,,1.580615,,,,,,,,,,,,,7c303504-e693-45d6-a605-9eadbf6ca796,112,,,"[12.3, 65.7]",3775551,1,,,,0.83248377,,Right Foot,,,,"[21.4, 75.7]",,Low Pass,,13.520725,,,,Bethany Mead,15619.0,,,,Recovery,1,Regular Play,Carlotte Wubben-Moy,49697.0,Right Back,6,Arsenal WFC,968,"['df9b0686-4678-495e-b0fe-af8d7cf09ae7', 'fb8d410c-99c4-4205-9cb8-e08eb9a140f2']",38,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:38.627,Pass,
,,,,,,,,,,,,,,1.919074,,,,,,,,,,,,,c8a5373a-c9a5-400d-b8c6-8f03bd3a12c8,114,,,"[21.4, 75.7]",3775551,1,,,,3.0475314,,Left Foot,,,,"[10.8, 76.7]",,Ground Pass,,10.647065,,,,Carlotte Wubben-Moy,49697.0,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,6,Arsenal WFC,968,['b47c8d88-65e1-43d7-a2ac-fc63db8c9da5'],40,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:40.208,Pass,
,,,,,,,,,,,,,,1.117388,,,,,,,,,,,,,654d115c-afb1-425a-ba26-bacca506cec9,116,,,"[11.3, 77.0]",3775551,1,,,,-0.02030178,,Right Foot,,,,"[31.0, 76.6]",,High Pass,,19.70406,,Incomplete,,Vivianne Miedema,15623.0,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Right Back,6,Arsenal WFC,968,"['386850d0-349e-4332-97ac-8a6f30a7850f', 'e67138fb-6d22-4044-be63-e3c58385426c']",42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:42.127,Pass,
,,,,,,,,,,,,,,1.253136,,,,,,,,,,,,,0a02c856-9d89-451f-9f34-5f17ebd3c0a7,120,,,"[90.6, 4.0]",3775551,1,,,,-0.39234015,,Right Foot,,,,"[96.4, 1.6]",,Low Pass,,6.276942,,,,Leah Galton,31539.0,,,,,1,Regular Play,Jackie Groenen,10654.0,Left Defensive Midfield,7,Manchester United,1475,['398e5714-3a74-4daa-ba80-13f9ce1f6943'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:45.568,Pass,
,,,,,,,,,,,,,,1.119513,,,,,,,,,,,,,c2766cca-c43d-42f6-ad5a-4a869acf3e52,123,,,"[96.4, 1.6]",3775551,1,,,,1.1714815,,Left Foot,,,,"[108.3, 29.8]",,High Pass,,30.608006,,Incomplete,,,,,,,,1,Regular Play,Leah Galton,31539.0,Left Back,7,Manchester United,1475,['690050fd-fdea-4435-abbe-0a912a87dba0'],48,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:48.231,Pass,
,,,,,,,,,,,,,,1.182142,,,,,,,,,,,,,18710a8d-7a26-4705-b85d-f47163a854eb,129,,,"[90.9, 66.2]",3775551,1,,,,-1.30512,,Right Foot,,,,"[94.9, 51.5]",,Low Pass,,15.2345,,,,Christen Annemarie Press,6817.0,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,7,Manchester United,1475,"['6546de8b-d56e-41cd-a9f9-1c97330f1bb2', 'd0c8d8aa-8981-4f39-89ed-231047079b25']",57,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:57.560,Pass,True
,,,,,,,,,,,,,,0.947387,,,,,,,,,,,,,8ddd01bb-7524-4cc6-9925-23e23f44070e,132,,,"[94.9, 51.8]",3775551,1,,,,-1.8925469,,Right Foot,,,,"[91.6, 41.9]",,Ground Pass,,10.435516,,,,Ella Toone,31534.0,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Center Forward,7,Manchester United,1475,['26f88857-2f33-4d4b-8697-509f3cc1beac'],59,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:59.207,Pass,
,,,,,,,,,,,,,,1.672495,,,,,,,,,,,,,a2013c82-348b-4760-91bb-2097851767e1,135,,,"[92.5, 43.2]",3775551,2,,,,-1.8757887,,Right Foot,,,,"[87.4, 27.0]",,Ground Pass,,16.983816,,,,Jackie Groenen,10654.0,,,,,1,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,7,Manchester United,1475,['76f7d2f2-6c5f-49ca-8b4a-fd340ec06164'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:00.853,Pass,
,,,,,,,,,,,,,,1.16992,,,,,,,,,,,,,3eeda48f-71c3-4d24-ab93-3f023b88273d,138,,,"[90.6, 28.9]",3775551,2,,,,2.2367656,,Left Foot,,,,"[82.9, 38.7]",,Ground Pass,,12.463145,,,,Hayley Ladd,19501.0,,,,,1,Regular Play,Jackie Groenen,10654.0,Left Defensive Midfield,7,Manchester United,1475,['06fa7ac0-d55f-4347-883e-7f895de2a1ae'],4,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:04.625,Pass,
,,,,,,,,,,,,,,1.785781,,,,,,,,,,,,,46e002ea-956e-458e-a8e9-beb9f1533200,140,,,"[82.4, 38.7]",3775551,2,,,,-1.6400286,,Right Foot,,,,"[80.5, 11.3]",,Ground Pass,,27.465797,,,,Leah Galton,31539.0,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,7,Manchester United,1475,['e2d3ab16-e894-488b-b64e-db72251c74b2'],5,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:05.795,Pass,
,,,,,,,,,,,,,,1.393293,,,,,,,,,,,,,fba34aa6-1bf9-48b1-9f14-acefb4e3aee9,143,,,"[81.0, 11.7]",3775551,2,,,,-0.46122044,,Right Foot,,,,"[97.5, 3.5]",,Ground Pass,,18.425255,,,,Tobin Powell Heath,5013.0,,,,,1,Regular Play,Leah Galton,31539.0,Left Back,7,Manchester United,1475,['7abe3856-8232-4ac6-a579-1fc9e6b171ef'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:08.388,Pass,
,,,,,,,,,,,,,,2.316155,,,,,,,,,,,,,90c44f2e-9a4f-426f-8121-0ce1d1502b86,146,,,"[97.5, 3.5]",3775551,2,,,,0.7170118,,Right Foot,,,,"[117.0, 20.5]",,Ground Pass,,25.869867,,,,Ella Toone,31534.0,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Left Wing,7,Manchester United,1475,['d51151b6-c275-452e-900e-d20128d5413d'],10,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:10.630,Pass,
,,,,,,,,,,,,,,0.688209,,,,,,,,,,,,,fb0fb18c-d757-4f26-a402-f6808d5b30ce,149,,,"[117.0, 20.0]",3775551,2,,,,1.6823316,8865af4a-4970-4bba-ba9f-ef84f45ea098,Left Foot,True,,,"[115.6, 32.5]",,Low Pass,,12.5781555,,,,Christen Annemarie Press,6817.0,True,,,,1,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,7,Manchester United,1475,"['1ac821f4-19e3-4830-aa4d-90821069ea59', '30f8317e-bfff-4838-853a-8a4d4597b71e']",12,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:12.946,Pass,True
