50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.855204,,,,,,,,,,,,,,7fc46e8e-5182-415f-bd89-e6d44a3c7888,18,,,"[40.0, 75.2]",3775558,0,,,,,-3.0600743,,Right Foot,,,,"[9.4, 72.7]",,Ground Pass,,30.701954,,,,,Amy Turner,31533.0,,,,,,1,From Kick Off,Ona Batlle Pascual,46639.0,Right Back,2,Manchester United,1475,"['a5ea4eb5-0cab-47fd-ace8-6fa7ebe792e5', 'd42b010c-f34d-4a97-8fa7-b9075ac7a604']",16,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:16.182,Pass,True
,,,,,,,,,,,,,,,,,1.789922,,,,,,,,,,,,,,9abe7276-10fe-4742-b376-6d8e78233ee6,20,,,"[8.8, 72.7]",3775558,0,,,,,0.93390304,,Right Foot,,,,"[14.2, 80.0]",,Ground Pass,,9.080198,,,Out,,Ona Batlle Pascual,46639.0,,,,,,1,From Kick Off,Amy Turner,31533.0,Right Center Back,2,Manchester United,1475,['ab1b0a87-787c-4740-a1b2-cae21f61b1be'],20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:20.037,Pass,
,,,,,,,,,,,,,,,,,1.283438,,,,,,,,,,,,,,b2cb6b2f-b099-46c1-bba3-7cf5196f11a1,22,,,"[105.0, 0.1]",3775558,0,,,,,1.2449973,,,,,,"[110.0, 14.9]",,High Pass,,15.621779,,,Incomplete,,Natasha Harding,15725.0,,,,,Throw-in,1,From Throw In,Lily Woodham,15704.0,Left Back,3,Reading WFC,974,"['c2ec212a-d6d7-4b74-8ce8-2080190abb1b', 'f806b30b-fa43-4f47-8e4b-c6bbd213417f']",40,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:40.027,Pass,
,,,,,,,,,,,,,,,,,1.042176,,,,,,,,,,,,,,f806b30b-fa43-4f47-8e4b-c6bbd213417f,25,,,"[10.1, 65.2]",3775558,0,,,,True,-0.9367736,,,,,,"[15.1, 58.4]",,Low Pass,,8.440379,,,,,Hayley Ladd,19501.0,,,,,Recovery,1,From Throw In,Amy Turner,31533.0,Right Center Back,3,Reading WFC,974,"['a4e28bb1-5aa3-4301-9601-11e7f6df5229', 'b2cb6b2f-b099-46c1-bba3-7cf5196f11a1', 'bfdef13b-f8a7-46b7-a7bf-3bcc76c59859']",41,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:41.311,Pass,True
,,,,,,,,,,,,,,,,,5.698157,,,,,,,,,,,,,,7bfbe942-1e6f-4620-a5ab-3c36e4ec7ada,28,,,"[16.6, 60.7]",3775558,0,,,,,-0.114007294,,Right Foot,,,,"[82.1, 53.2]",,High Pass,,65.92799,,,Incomplete,,Kirsty Hanson,31532.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Center Midfield,3,Reading WFC,974,"['0c1e8d7a-c41b-469f-9ce7-6f677d16a9d7', '19dbae4c-ff15-4acc-89e0-a7c115b24c9d']",43,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:43.546,Pass,
,,,,,,,,,,,,,,,,,2.154135,,,,,,,,,,,,,,19dbae4c-ff15-4acc-89e0-a7c115b24c9d,30,,,"[38.0, 26.9]",3775558,0,,,,,2.6863718,,Right Foot,,,,"[9.4, 40.9]",,Low Pass,,31.84274,,,,,Grace Moloney,15719.0,,,,,Recovery,1,From Throw In,Deanna Cooper,20061.0,Right Center Back,3,Reading WFC,974,"['418d560d-db5d-446e-a653-3faa15583433', '7bfbe942-1e6f-4620-a5ab-3c36e4ec7ada']",49,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.244,Pass,
,,,,,,,,,,,,,,,,,1.56133,,,,,,,,,,,,,,f0012951-29f7-421d-9286-7949f591c3eb,33,,,"[12.7, 39.9]",3775558,0,,,,,-1.04473,,Right Foot,,,,"[25.3, 18.2]",,Ground Pass,,25.092827,,,,,Molly Bartrip,21021.0,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,3,Reading WFC,974,['d274470a-07b0-4551-84dd-6b6727bebdcf'],53,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:53.240,Pass,
,,,,,,,,,,,,,,,,,3.071055,,,,,,,,,,,,,,5c12a9cc-376a-4759-8f4a-70c8d2929e5d,36,,,"[25.6, 18.2]",3775558,0,,,,,2.2989323,,Left Foot,,,,"[10.8, 34.8]",,Ground Pass,,22.239605,,,,,Grace Moloney,15719.0,,,,,,1,From Throw In,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,['55180667-1b84-4cee-935c-895c5341a39d'],57,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:57.300,Pass,
,,,,,,,,,,,,,,,,,2.247615,,,,,,,,,,,,,,07993970-0f8f-4950-95a1-edef75a479bc,39,,,"[12.4, 42.1]",3775558,1,,,,,0.36608598,,Right Foot,,,,"[61.7, 61.0]",,High Pass,,52.798676,,,Incomplete,,,,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,3,Reading WFC,974,['b91f298b-726c-4eee-92d0-ef6cc36f9bc6'],11,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:11.620,Pass,
,,,,,,,,,,,,,,,,,1.706158,,,,,,,,,,,,,,b91f298b-726c-4eee-92d0-ef6cc36f9bc6,40,,,"[58.4, 19.1]",3775558,1,,,,,0.5591506,,Head,,,,"[74.7, 29.3]",,Low Pass,,19.228365,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Kirsty Smith,10196.0,Left Back,3,Reading WFC,974,"['07993970-0f8f-4950-95a1-edef75a479bc', '6315e54b-8da5-4fdd-926f-143788de9ea3']",13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:13.867,Pass,
,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,405d94d9-fcf1-4b9b-8564-71a64f34fc24,45,,,"[68.8, 25.8]",3775558,1,,,,,2.834668,,Left Foot,,,,"[50.5, 31.6]",,Ground Pass,,19.197136,,,,,Millie Turner,31536.0,,,,,Recovery,1,Regular Play,Ella Toone,31534.0,Center Defensive Midfield,4,Manchester United,1475,['98658264-2dc8-4171-a979-778a530c6476'],16,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:16.368,Pass,
,,,,,,,,,,,,,,,,,2.320225,,,,,,,,,,,,,,5451718e-7fc1-4440-b0fd-1b6916820e5f,48,,,"[50.2, 31.6]",3775558,1,,,,,1.1139054,,Right Foot,,,,"[64.8, 61.3]",,Ground Pass,,33.094563,,,,,Ona Batlle Pascual,46639.0,,,,,,1,Regular Play,Millie Turner,31536.0,Left Center Back,4,Manchester United,1475,['b9623cb0-4b41-4bf2-835e-7c9469dd7750'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:18.910,Pass,
,,,,,,,,,,,,,,,,,1.774071,,,,,,,,,,,,,,fa0fb1ee-975b-488b-86e1-d85b88444a5c,51,,,"[72.1, 66.5]",3775558,1,,,,,0.6316906,,Left Foot,,,,"[84.4, 75.5]",,Ground Pass,,15.241063,,,,,Tobin Powell Heath,5013.0,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,4,Manchester United,1475,['87af7ea3-8913-42eb-94bb-7d994846ae67'],22,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:22.257,Pass,
,,,,,,,,,,,,,,,,,1.532147,,,,,,,,,,,,,,a9fb1547-b77e-4eee-bda0-a6f34a932789,54,,,"[98.5, 69.7]",3775558,1,,,,,0.115759216,,Right Foot,,,,"[111.4, 71.2]",,Ground Pass,,12.986917,,,,,Ona Batlle Pascual,46639.0,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Right Wing,4,Manchester United,1475,['35b888fd-74cc-4745-86b5-3c3b7b4fe424'],27,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:27.913,Pass,
,,,,,,,,,,,,,,,,,0.071577,,,,,,,,,,,,,,52aecb69-76d8-4d1e-b6e1-5ac36625f44f,56,,,"[111.8, 71.2]",3775558,1,,,,,-1.4570043,,Right Foot,,,,"[112.2, 67.7]",,Low Pass,,3.522783,,,Incomplete,,Ella Toone,31534.0,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,4,Manchester United,1475,"['3d48fa7d-70d7-4073-81aa-5065059517be', 'b9520197-60e1-41f4-a7d2-0a84a280de24']",29,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:29.445,Pass,
,,,,,,,,,,,,,,,,,1.650522,,,,,,,,,,,,,,e65ce3b5-20eb-4344-a6b6-479a21f53105,59,,,"[120.0, 80.0]",3775558,2,,,,,-1.737489,,Left Foot,,,,"[114.7, 48.5]",,High Pass,True,31.94276,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Tobin Powell Heath,5013.0,Right Wing,5,Manchester United,1475,['02b09b23-4ddf-4832-af2d-5bbe518d5f15'],2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:02.771,Pass,
,,,,,,,,,,,,,,,,,0.939539,,,,,,,,,,,,,,48ee86a0-46ba-4266-9319-d2c95582f86e,64,,,"[75.8, 75.6]",3775558,2,,,,,-0.3901369,,Right Foot,,,,"[86.5, 71.2]",,Ground Pass,,11.569356,,,,,Ella Toone,31534.0,,,,,Recovery,1,From Corner,Ona Batlle Pascual,46639.0,Right Back,5,Manchester United,1475,['5619988f-58f8-495d-b4e6-741879c17755'],10,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:10.271,Pass,
,,,,,,,,,,,,,,,,,3.087463,,,,,,,,,,,,,,889b23ef-d0d9-457b-83b3-7d65056e066b,67,,,"[94.9, 72.1]",3775558,2,,,,,0.3363633,,Right Foot,,,,"[109.2, 77.1]",,Ground Pass,,15.148928,,,,,Tobin Powell Heath,5013.0,,,,,,1,From Corner,Ella Toone,31534.0,Center Defensive Midfield,5,Manchester United,1475,['5e7289f2-d587-4e99-80c9-dae5941dcc32'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:13.977,Pass,
,,,,,,,,,,,,,,,,,1.104514,,,,,,,,,,,,,,27d1f0fe-cfd3-4b44-8123-5eac7a10edc6,70,,,"[117.2, 76.6]",3775558,2,,,,,-2.7610862,,Right Foot,,,,"[110.2, 73.8]",,Ground Pass,,7.539231,,,,,Kirsty Hanson,31532.0,,,,,,1,From Corner,Tobin Powell Heath,5013.0,Right Wing,5,Manchester United,1475,['1ad94b76-219f-4484-882d-3f1930f31409'],17,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:17.739,Pass,
,,,,,,,,,,,,,,,,,1.375107,,,,,,,,,,,,,,114a1324-4971-4380-a9fc-dd3d033cf3e0,73,,,"[103.9, 68.0]",3775558,2,,,,,-1.113894,,Left Foot,True,,,"[115.6, 44.2]",,High Pass,,26.52037,,,Incomplete,,Millie Turner,31536.0,,,,,,1,From Corner,Kirsty Hanson,31532.0,Center Forward,5,Manchester United,1475,"['30ffba62-9605-4d94-88d8-90efeffc0fa5', '79303882-19e2-48f1-9af5-0588d971fd8f']",20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:20.327,Pass,
,,,,,,,,,,,,,,,,,2.016655,,,,,,,,,,,,,,17f0da5f-eab4-438d-a4ad-2fd50b184df6,76,,,"[120.0, 80.0]",3775558,2,,,,,-1.7363619,,Left Foot,,,,"[113.5, 41.1]",,High Pass,True,39.43932,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Tobin Powell Heath,5013.0,Right Wing,6,Manchester United,1475,['13be765e-15b9-42a9-812b-97d3bed180e2'],47,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:47.825,Pass,
,,,,,,,,,,,,,,,,,2.793599,,,,,,,,,,,,,,c60d9a11-88e1-47f2-89c2-79a9438a2de8,81,,,"[88.4, 35.3]",3775558,2,,,,,-0.6334259,,Right Foot,,,,"[101.2, 25.9]",,Low Pass,,15.880806,,,,,Kirsty Hanson,31532.0,,,,,Recovery,1,From Corner,Jackie Groenen,10654.0,Left Center Midfield,6,Manchester United,1475,['731adf18-d503-402a-8afb-0ec17dcade86'],53,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:53.841,Pass,
,,,,,,,,,,,,,,,,,0.128103,,,,,,,,,,,,,,bc7676eb-85ce-4d54-af4b-69ffb3654f57,85,,,"[113.1, 22.6]",3775558,2,,,,,1.8568478,,Left Foot,,,,"[112.6, 24.3]",,Ground Pass,,1.7720045,,,Incomplete,,,,,,,,,1,From Corner,Kirsty Hanson,31532.0,Center Forward,6,Manchester United,1475,['8d224593-c56d-4df2-aacb-0fe7c9018183'],58,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:58.089,Pass,
,,,,,,,,,,,,,,,,,2.13461,,,,,,,,,,,,,,98bfcae2-1b25-4b2e-8a14-4b228f0ed071,87,,,"[120.0, 0.1]",3775558,3,,,,,1.7780461,,Right Foot,,,,"[111.4, 41.0]",,High Pass,True,41.794376,,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Tobin Powell Heath,5013.0,Right Wing,7,Manchester United,1475,['2eb01d25-41b0-4677-83a1-832ecb44bd46'],34,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:34.363,Pass,
,,,,,,,,,,,,,,,,,1.786112,,,,,,,,,,,,,,6a5d166e-15b3-461a-a58c-5fcdb7b77eef,96,,,"[6.2, 52.5]",3775558,4,,,,,0.45765966,,Right Foot,,,,"[12.9, 55.8]",,Ground Pass,,7.4686007,,,,,Jessica Fishlock,5016.0,,,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,8,Reading WFC,974,['85309808-240b-4021-80fb-88b3b698399f'],16,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:16.017,Pass,
,,,,,,,,,,,,,,,,,1.574778,,,,,,,,,,,,,,632edc8e-4462-460c-ad6f-b41dc2d290dd,100,,,"[13.1, 57.5]",3775558,4,,,,,0.6825178,,Right Foot,,,,"[31.8, 72.7]",,Ground Pass,,24.098341,,,,,Kristine Leine,31628.0,,,,,,1,From Free Kick,Jessica Fishlock,5016.0,Right Defensive Midfield,8,Reading WFC,974,"['3c846ab2-bdf1-48c3-aceb-0fa8372862fe', '989f889e-09b4-4149-89a1-104845179678']",18,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:18.734,Pass,True
,,,,,,,,,,,,,,,,,1.320502,,,,,,,,,,,,,,05f9efc3-4d94-4eb2-8392-9e9d5b855d5b,102,,,"[31.8, 72.7]",3775558,4,,,,,-1.7193935,,Left Foot,,,,"[29.3, 56.0]",,Ground Pass,,16.88609,,,,,Jessica Fishlock,5016.0,,,,,,1,From Free Kick,Kristine Leine,31628.0,Right Back,8,Reading WFC,974,['693ab748-4b13-41ee-9dfd-45b603ec7ffa'],20,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:20.308,Pass,
,,,,,,,,,,,,,,,,,0.56844,,,,,,,,,,,,,,11d1198e-f408-42d6-9018-910da785efbb,105,,,"[36.8, 55.8]",3775558,4,,,,,-1.1514547,,Right Foot,,,,"[40.5, 47.5]",,Ground Pass,,9.087354,,,Unknown,,,,,,,,,1,From Free Kick,Jessica Fishlock,5016.0,Right Defensive Midfield,8,Reading WFC,974,,22,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:22.703,Pass,
,,,,,,,,,,,,,,,,,1.419318,,,,,,,,,,,,,,74c8f24a-f1d1-46de-91bf-e5b685ed429c,109,,,"[37.6, 52.3]",3775558,4,,,,,-1.5288628,,Right Foot,,,,"[38.2, 38.0]",,Ground Pass,,14.312582,,,,,Molly Bartrip,21021.0,,,,,Recovery,1,Other,Deanna Cooper,20061.0,Right Center Back,10,Reading WFC,974,['0823b801-1302-4ec6-a094-433233ba957e'],35,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:35.214,Pass,
,,,,,,,,,,,,,,,,,1.411487,,,,,,,,,,,,,,7eb92f6c-f839-470e-99d9-a6002f0ae55b,112,,,"[38.2, 38.0]",3775558,4,,,,,1.7057731,,Right Foot,,,,"[36.0, 54.2]",,Ground Pass,,16.3487,,,,,Deanna Cooper,20061.0,,,,,,1,Other,Molly Bartrip,21021.0,Left Center Back,10,Reading WFC,974,['dfe56a19-5d17-482f-b309-b9cb006d545b'],38,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:38.181,Pass,
,,,,,,,,,,,,,,,,,1.136709,,,,,,,,,,,,,,13041e64-97cb-4699-9f1e-dfb6859711d6,115,,,"[48.0, 48.9]",3775558,4,,,,,-1.3003925,,Right Foot,,,,"[55.9, 20.4]",,Ground Pass,,29.574652,,,,,Fara Williams,10251.0,,,,,,1,Other,Deanna Cooper,20061.0,Right Center Back,10,Reading WFC,974,['94403d18-810f-490b-b6cf-2a31ae350144'],42,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:42.736,Pass,
,,,,,,,,,,,,,,,,,0.707861,,,,,,,,,,,,,,134bdcfc-6944-4d01-9bfb-2fdf00401133,118,,,"[71.7, 2.7]",3775558,4,,,,,1.3902445,,Right Foot,,,,"[74.0, 15.3]",,Ground Pass,,12.808201,,,,,Angharad James,15577.0,,,,,,1,Other,Fara Williams,10251.0,Left Midfield,10,Reading WFC,974,['da0367b8-6d6b-4e73-ba7d-f2f76e33ffbf'],49,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:49.388,Pass,
