ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9eede69e-f89c-4c5c-96a5-a9ec93ad4a37,1,,,3775596,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 46739, 'name': 'Ellen Jones'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,382f5030-1bfd-492e-b6c4-16f6f4494544,2,,,3775596,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ef7ac61c-1d37-47c6-b39e-d32c2809a5ed,3,,,3775596,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['57ddac64-0ad7-4194-8ca0-f3b8015b9ae9'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,57ddac64-0ad7-4194-8ca0-f3b8015b9ae9,4,,,3775596,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['ef7ac61c-1d37-47c6-b39e-d32c2809a5ed'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8607fa12-804e-4670-9c52-55e72c9ee5a8,1904,,,3775596,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Manchester City WFC,746,['5f3c1b68-328e-4c5e-b176-2b1c5194e613'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5f3c1b68-328e-4c5e-b176-2b1c5194e613,1905,,,3775596,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Manchester City WFC,746,['8607fa12-804e-4670-9c52-55e72c9ee5a8'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.927859,,,,,,,,,,,,,,d17b9217-a331-4381-a6d6-fc379531f6ac,5,,"[61.0, 40.1]",3775596,0,,,,-2.7416172,,Right Foot,,,,"[48.7, 34.9]",,Ground Pass,,13.354026,,,Ella Jade Mastrantonio,46737.0,,,,,Kick Off,1,From Kick Off,Abigail Harrison,23412.0,Center Forward,2,Bristol City WFC,973,['3b3a1866-8967-4881-aa50-448b5dc95c78'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.924,Pass,
,,,,,,,,,,,,,,1.71131,,,,,,,,,,,,,,4229abfa-5a0f-4073-accf-e8ba25f3f842,8,,"[48.4, 34.2]",3775596,0,,,,1.8665224,,Right Foot,,,,"[39.9, 62.1]",,Ground Pass,,29.166077,,,Kiera Skeels,36799.0,,,,,,1,From Kick Off,Ella Jade Mastrantonio,46737.0,Center Defensive Midfield,2,Bristol City WFC,973,['8f928032-489f-4ad2-b7c2-9637eb28230a'],2,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:02.567,Pass,
,,,,,,,,,,,,,,0.753975,,,,,,,,,,,,,,0a4a865c-187b-4894-92c3-63c3bb670bdc,11,,"[40.0, 63.6]",3775596,0,,,,0.08673834,,Right Foot,,,,"[58.4, 65.2]",,Low Pass,,18.469435,,,Aimee Palmer,36801.0,,,,,,1,From Kick Off,Kiera Skeels,36799.0,Right Center Back,2,Bristol City WFC,973,['950bdc12-a462-4d89-9662-bae1bb17f923'],5,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:05.863,Pass,
,,,,,,,,,,,,,,1.027015,,,,,,,,,,,,,,d68e5ff1-1ea9-4b56-af67-f5484dc55f51,15,,"[70.0, 68.3]",3775596,0,,,,-0.45942822,,Right Foot,,,,"[79.5, 63.6]",,Ground Pass,,10.599056,Incomplete,,Abigail Harrison,23412.0,,,,,Recovery,1,From Kick Off,Emma Bissell,46738.0,Right Midfield,2,Bristol City WFC,973,"['cfa0633a-be3f-45b0-83dc-f9156ab0a814', 'd3ece35e-a583-4e22-b72b-3f91b926bedd']",8,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:08.590,Pass,
