50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de23ab4f-b5b0-43dc-844f-efed3a8d0374,1,,,3775632,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 16}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b8fb39e6-139e-4f69-bb9f-eb8151e30fd8,2,,,3775632,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ad2986a-c540-47ef-adb3-e55e3370a4ac,3,,,3775632,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['ad96056e-07f0-473f-8bbf-60e61ede5362'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ad96056e-07f0-473f-8bbf-60e61ede5362,4,,,3775632,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['4ad2986a-c540-47ef-adb3-e55e3370a4ac'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ecf9e888-2154-4561-a881-b6122cabd213,1650,,,3775632,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,105,Everton LFC,967,['9beb6e92-4c85-4864-b84d-4b9879f31175'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9beb6e92-4c85-4864-b84d-4b9879f31175,1651,,,3775632,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,105,Everton LFC,967,['ecf9e888-2154-4561-a881-b6122cabd213'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.94353,,,,,,,,,,,,,a1cddc8b-24a0-42dc-b2c0-7ac8cf1b5956,5,,"[61.0, 40.1]",3775632,0,,,,3.1196182,,Right Foot,,,,"[51.9, 40.3]",,Ground Pass,,9.102198,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['e04bbba2-9ad1-4670-959d-1804dcc923e0'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.121,Pass,
,,,,,,,,,,,,,,,,1.703215,,,,,,,,,,,,,ce5d293e-208a-430f-8aa7-b8ede87cc798,8,,"[48.7, 44.8]",3775632,0,,,,2.4393358,,Left Foot,,,,"[35.7, 55.8]",,Ground Pass,,17.029387,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['d000fe31-3668-4d25-8d4a-e233855ea6ed'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.750,Pass,
,,,,,,,,,,,,,,,,6.9589,,,,,,,,,,,,,7dc04eb9-83ef-4aad-82cd-5c61fa5b4bef,10,,"[35.7, 55.8]",3775632,0,,,,-0.5320984,,Right Foot,,,,"[117.4, 7.7]",,High Pass,,94.8077,Incomplete,,Janine Elizabeth Beckie,4992.0,,,True,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,"['1c6368a6-4e9a-4972-882f-b88dbdd99494', '4fe67c3d-ffe3-4fa3-bfea-b7edcf39f234']",3,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:03.453,Pass,
,,,,,,,,,,,,,,,,1.437071,,,,,,,,,,,,,13517e40-3118-4efa-af67-62ab067a5ba6,14,,"[113.7, 0.1]",3775632,0,,,,2.6239436,,,,,,"[106.5, 4.2]",,Low Pass,,8.285529,,,Demi Stokes,4651.0,,,,,,Throw-in,1,From Throw In,Janine Elizabeth Beckie,4992.0,Left Wing,3,Manchester City WFC,746,['dad04e29-9728-48d7-8e0e-c68778c0c730'],15,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:15.201,Pass,
