ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5c25f3b3-9278-4bbb-af79-1dcc66b9e4e3,1,,,,3775553,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 47520, 'name': 'Mollie Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,71ff299d-bbcb-4387-ba86-6ac1e1d943e5,2,,,,3775553,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,af654dee-54b1-47b6-96b3-20e21eedac7b,3,,,,3775553,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['2c84af46-60e3-4867-89ec-85d9d756a39b'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2c84af46-60e3-4867-89ec-85d9d756a39b,4,,,,3775553,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['af654dee-54b1-47b6-96b3-20e21eedac7b'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,03bc5055-feb4-4413-a9fd-22fe0e1f4668,1600,,,,3775553,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,West Ham United LFC,972,['730d41b6-bce7-48f6-84fe-843f4bb2ddf3'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,730d41b6-bce7-48f6-84fe-843f4bb2ddf3,1601,,,,3775553,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,West Ham United LFC,972,['03bc5055-feb4-4413-a9fd-22fe0e1f4668'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.034355,,,,,,,,,,,,,,c0f5babe-a015-4b7c-a2dc-ec6b373be79d,5,,,"[60.0, 40.0]",3775553,0,,,,-2.2527401,,Right Foot,,,"[51.8, 29.9]",,Ground Pass,,13.009612,,,,Mollie Green,47520.0,,,,,Kick Off,1,From Kick Off,Claudia Walker,15580.0,Center Forward,2,Birmingham City WFC,969,['0525478f-3b22-47c2-9dfa-dca11b70cb5c'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.458,Pass,
,,,,,,,,,,,,,,,,1.452096,,,,,,,,,,,,,,b6e709a6-09f3-4f4a-a84e-7143c4710df7,8,,,"[48.6, 29.7]",3775553,0,,,,2.4822826,,Right Foot,,,"[32.6, 42.1]",,Ground Pass,,20.242529,,,,Georgia Brougham,15574.0,,,,,,1,From Kick Off,Mollie Green,47520.0,Right Center Midfield,2,Birmingham City WFC,969,['56d63684-03ab-4eb9-abee-a1f38093d1b3'],2,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.482,Pass,
,,,,,,,,,,,,,,,,1.121428,,,,,,,,,,,,,,54fc154a-3cea-4ed0-bd93-7341c5346ed5,11,,,"[35.1, 42.1]",3775553,0,,,,-1.4948556,,Right Foot,,,"[35.8, 32.9]",,Ground Pass,,9.226592,,,,Rachel Corsie,4984.0,,,,,,1,From Kick Off,Georgia Brougham,15574.0,Right Center Back,2,Birmingham City WFC,969,['07d91171-9378-44b4-86af-9458c2fb75cf'],5,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:05.049,Pass,
,,,,,,,,,,,,,,,,1.612921,,,,,,,,,,,,,,155a1d16-5d44-4b05-9d52-ef587b7b2949,14,,,"[39.2, 30.3]",3775553,0,,,,-1.078585,,Right Foot,,,"[54.0, 2.7]",,Ground Pass,,31.317726,,,,Rebecca Holloway,31568.0,,,,,,1,From Kick Off,Rachel Corsie,4984.0,Left Center Back,2,Birmingham City WFC,969,['4cae90eb-7095-479f-b003-f9e5e196d265'],7,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:07.320,Pass,
