ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,98b60b4f-d48c-472a-b8fd-178a726406b1,1,,,3775567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3307ecfd-566a-4d67-ad33-83706398e593,2,,,3775567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8e176e1f-c3fe-4405-ac06-a908ed809a77,3,,,3775567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['fb6de63e-f145-48f2-8b1b-bcc3ce51412c'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fb6de63e-f145-48f2-8b1b-bcc3ce51412c,4,,,3775567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['8e176e1f-c3fe-4405-ac06-a908ed809a77'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,39ce90b7-c318-41a2-ab0b-e94e9f9c5bb0,1638,,,3775567,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Chelsea FCW,971,['ef538f48-5520-4df6-a4ae-2774df710786'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ef538f48-5520-4df6-a4ae-2774df710786,1639,,,3775567,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Chelsea FCW,971,['39ce90b7-c318-41a2-ab0b-e94e9f9c5bb0'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.777205,,,,,,,,,,,,0fbaf9d9-3d4a-4170-82c9-20b7bd1736ae,5,,"[61.0, 40.1]",3775567,0,,,,3.014825,,Right Foot,,,"[50.8, 41.4]",,Ground Pass,,10.28251,,,,So-Yun Ji,4647.0,,,,,,Kick Off,1,From Kick Off,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,2,Chelsea FCW,971,['74f45b1a-7921-49a2-b517-bc0d1a49cff0'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.197,Pass,
,,,,,,,,,,,,,,,1.335797,,,,,,,,,,,,4ae0db77-1001-4d67-b831-a2749a35f520,8,,"[50.5, 41.4]",3775567,0,,,,1.9896977,,Right Foot,,,"[38.3, 68.8]",,Ground Pass,,29.993332,,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,So-Yun Ji,4647.0,Left Defensive Midfield,2,Chelsea FCW,971,['acf3c272-cf9b-4d2c-8a93-c81cc0db7b8a'],1,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:01.790,Pass,
,,,,,,,,,,,,,,,1.28016,,,,,,,,,,,,124310e5-f612-4c0e-9f93-e701eb8ab98d,11,,"[38.0, 65.5]",3775567,0,,,,-2.3212438,,Right Foot,,,"[31.1, 58.1]",,Ground Pass,,10.117806,,,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Back,2,Chelsea FCW,971,['c13e2acf-66fb-4659-a08a-58bd311b6d0b'],3,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.793,Pass,
,,,,,,,,,,,,,,,1.380705,,,,,,,,,,,,c65afb31-16ca-4ac6-8571-532731b0f62a,14,,"[31.1, 58.0]",3775567,0,,,,-1.9192785,,Right Foot,,,"[21.0, 30.2]",,Ground Pass,,29.577864,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Right Center Back,2,Chelsea FCW,971,['60f3831d-f171-4618-932a-569ace52b552'],7,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:07.699,Pass,
