50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5ecc3892-fbe1-402a-b869-45dcd91871e9,1,,,3775546,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c359f990-ab21-4de1-9d8f-75dbf891d8cf,2,,,3775546,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41d7f3b1-d90c-465e-8a9e-cdd32559f03b,3,,,3775546,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['c099e758-5104-4c65-bd96-7f021e9ce310'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c099e758-5104-4c65-bd96-7f021e9ce310,4,,,3775546,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['41d7f3b1-d90c-465e-8a9e-cdd32559f03b'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6a1dd36f-9f1d-453b-997c-ec76a243eb44,1595,,,3775546,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Tottenham Hotspur Women,749,['31605501-b9f8-431f-9688-2c79f8ba9206'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,31605501-b9f8-431f-9688-2c79f8ba9206,1596,,,3775546,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Tottenham Hotspur Women,749,['6a1dd36f-9f1d-453b-997c-ec76a243eb44'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.223301,,,,,,,,,,,,,3a70068b-e013-431d-abe1-4730d94dd1d6,5,,"[61.0, 40.1]",3775546,0,,,,3.0045264,,Right Foot,,,"[52.3, 41.3]",,Ground Pass,,8.782369,,Ella Jade Mastrantonio,46737.0,,,,,Kick Off,1,From Kick Off,Ebony Salmon,31527.0,Center Forward,2,Bristol City WFC,973,['ec16f623-b3b3-43ae-992f-75c28a5a6831'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.249,Pass,
,,,,,,,,,,,,,,,,,1.879075,,,,,,,,,,,,,fa0e5165-d691-4343-ac3e-e63b2aa79840,8,,"[47.7, 38.0]",3775546,0,,,,-2.920978,,Right Foot,,,"[20.5, 31.9]",,Ground Pass,,27.875616,,Gemma Evans,16381.0,,,,,,1,From Kick Off,Ella Jade Mastrantonio,46737.0,Center Defensive Midfield,2,Bristol City WFC,973,['c4dc5c2c-c600-4e00-bc32-6476e9948c96'],2,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:02.331,Pass,
,,,,,,,,,,,,,,,,,1.774996,,,,,,,,,,,,,17f52efe-b3fa-496c-a1c9-66e6828025d0,11,,"[20.5, 29.2]",3775546,0,,,,-1.1288844,,Left Foot,,,"[29.3, 10.6]",,Ground Pass,,20.576685,,Jemma Elizabeth Purfield,24239.0,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,2,Bristol City WFC,973,['817b8077-c143-40cf-9d93-1d26f10d5fa0'],5,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:05.255,Pass,
,,,,,,,,,,,,,,,,,0.168342,,,,,,,,,,,,,5f08b0db-b3a4-4ae2-a2be-c2e0764998bb,14,,"[30.5, 9.4]",3775546,0,,,,-0.22679885,,Left Foot,,,"[35.7, 8.2]",,Ground Pass,,5.3366656,Incomplete,,,,,,,,1,From Kick Off,Jemma Elizabeth Purfield,24239.0,Left Back,2,Bristol City WFC,973,['54373097-35be-43d1-a3c7-ae63482a5a7d'],10,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:10.048,Pass,
