50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.097361,,,,,,,,,,,,,5026d58d-cf0f-4067-8d4f-48d05ff95ae0,23,,,"[28.1, 4.0]",3775555,0,,,,,0.08673834,,Left Foot,,,"[30.4, 4.2]",,Low Pass,,2.3086793,,,Incomplete,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,"['5668e1e3-01c0-4f74-b8e2-64d31172f64c', 'fa77a8dd-f195-47d5-8c42-002227cd9776']",15,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.413,Pass,True
,,,,,,,,,,,,,,,0.24127,,,,,,,,,,,,,438585b9-b24a-4e9d-9872-28f2f660f6de,25,,,"[31.1, 0.1]",3775555,0,,True,,,0.60107374,,,,,"[38.1, 4.9]",,High Pass,,8.487638,,,Incomplete,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Chelsea FCW,971,['48e6821e-75dc-422f-b269-1e46910ae0d5'],27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:27.948,Pass,
,,,,,,,,,,,,,,,1.134881,,,,,,,,,,,,,ab841db9-3a40-4725-b216-7527ab371ad8,27,,,"[39.4, 0.1]",3775555,0,,,,,0.35650137,,,,,"[53.9, 5.5]",,Low Pass,,15.472879,,,,Samantha May Kerr,4961.0,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,5,Chelsea FCW,971,['5ec822df-07f3-4289-a44b-bc45b1ee0f39'],33,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:33.793,Pass,
,,,,,,,,,,,,,,,1.273813,,,,,,,,,,,,,5168a6eb-1dac-45d9-af55-fcfc4a07c752,29,,,"[52.4, 5.3]",3775555,0,,,,,2.2173095,,Right Foot,,,"[48.4, 10.6]",,Low Pass,,6.64003,,,Incomplete,Jonna Ann-Charlotte Andersson,10222.0,,,,,1,From Throw In,Samantha May Kerr,4961.0,Left Wing,5,Chelsea FCW,971,"['749ea79d-5476-4a78-acfd-ab408cf40540', 'ff6becc2-fb23-45b6-bbe8-18484fa3d2d8']",34,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:34.928,Pass,
,,,,,,,,,,,,,,,4.007901,,,,,,,,,,,,,ff6becc2-fb23-45b6-bbe8-18484fa3d2d8,31,,,"[71.7, 69.5]",3775555,0,,,,,-0.43431616,,Right Foot,,,"[104.9, 54.1]",,Low Pass,,36.597813,,,Incomplete,Rianna Dean,31702.0,,,,Recovery,1,From Throw In,Lucy Quinn,15564.0,Right Wing,5,Chelsea FCW,971,"['49d7eec6-17f2-47aa-95fd-ccaa62596045', '5168a6eb-1dac-45d9-af55-fcfc4a07c752', 'e4b1af4e-e836-492d-b0b7-25874b0a9875']",36,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:36.202,Pass,
,,,,,,,,,,,,,,,1.432003,,,,,,,,,,,,,00c2893b-c793-4d4f-aa20-b7995481b5ce,35,,,"[14.8, 34.4]",3775555,0,,,,,-0.8669291,,Keeper Arm,,,"[26.6, 20.5]",,Ground Pass,,18.233212,,,,Magdalena Lilly Eriksson,4633.0,,,,,1,From Throw In,Ann-Katrin Berger,15560.0,Goalkeeper,5,Chelsea FCW,971,['f3b90ee1-dc56-4392-b365-f97ed8b174ee'],47,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:47.005,Pass,
,,,,,,,,,,,,,,,2.349486,,,,,,,,,,,,,e85f8991-95ba-41db-8c26-1047504a63d9,38,,,"[43.9, 15.6]",3775555,0,,,,,-0.4756151,,Left Foot,,,"[73.8, 0.2]",,High Pass,,33.63287,,,Out,Guro Reiten,10514.0,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['31dd23ee-8764-472d-8af2-46dca4a8fb0b'],51,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:51.641,Pass,
,,,,,,,,,,,,,,,1.359049,,,,,,,,,,,,,c2ced631-b090-400c-9610-d01bd040b8d4,40,,,"[39.6, 80.0]",3775555,1,,,,,-0.29040194,,,,,"[57.0, 74.8]",,High Pass,,18.160397,,,,Lucy Quinn,15564.0,,,,Throw-in,1,From Throw In,Esther Morgan,53440.0,Right Back,6,Tottenham Hotspur Women,749,['ff67de20-9585-49fd-be56-a01e64a4ec16'],9,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:09.576,Pass,
,,,,,,,,,,,,,,,0.940375,,,,,,,,,,,,,b23ceeb8-726e-4106-9c10-449ba92ed8bb,43,,,"[57.0, 74.8]",3775555,1,,,,True,-0.05058971,,,,,"[64.9, 74.4]",,High Pass,,7.91012,,,Unknown,Rianna Dean,31702.0,,,,,1,From Throw In,Lucy Quinn,15564.0,Right Wing,6,Tottenham Hotspur Women,749,"['1f0c87a6-a072-452b-8f3b-54357d770f1b', '74fd53cd-b788-4532-af00-747b3dec5d23']",10,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:10.935,Pass,True
,,,,,,,,,,,,,,,1.997461,,,,,,,,,,,,,9fa7d3c0-1950-4db0-af34-f373b67b3633,47,,,"[54.6, 5.5]",3775555,1,,True,,,2.2282293,,Left Foot,,,"[35.3, 30.5]",,Ground Pass,,31.583065,,,,Millie Bright,4642.0,,,,Free Kick,1,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,['a87cfc9d-5d2e-4fa0-b227-785e62904b1c'],22,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:22.098,Pass,
,,,,,,,,,,,,,,,1.760979,,,,,,,,,,,,,f2592e8b-1d2f-42a1-a3fb-0fe8e6c2492d,49,,,"[35.8, 32.9]",3775555,1,,,,,2.1695383,,Right Foot,,,"[22.7, 52.1]",,Ground Pass,,23.243279,,,,Ann-Katrin Berger,15560.0,,,,,1,From Free Kick,Millie Bright,4642.0,Right Center Back,7,Chelsea FCW,971,['b23099e9-a57e-4982-a460-f213aa6d97e3'],25,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:25.587,Pass,
,,,,,,,,,,,,,,,1.782414,,,,,,,,,,,,,261f5a5b-ef42-4bf7-bcd0-c89c86f03815,52,,,"[23.1, 52.1]",3775555,1,,,,,-1.0937837,,Right Foot,,,"[40.0, 19.4]",,Ground Pass,,36.808968,,,,Magdalena Lilly Eriksson,4633.0,,,,,1,From Free Kick,Ann-Katrin Berger,15560.0,Goalkeeper,7,Chelsea FCW,971,['02423059-1601-4a90-a237-f7100cbac3f3'],28,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:28.633,Pass,
,,,,,,,,,,,,,,,1.300401,,,,,,,,,,,,,a0e079cc-45dd-49c2-959c-3c87307b4308,55,,,"[44.1, 16.2]",3775555,1,,,,,-0.35230872,,Right Foot,,,"[71.3, 6.2]",,Ground Pass,,28.979994,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,1,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,['2abd0960-6f75-4b4f-8ad4-721875c99a87'],31,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:31.837,Pass,
,,,,,,,,,,,,,,,1.033135,,,,,,,,,,,,,cc3355a0-45f5-4641-a900-131460434de1,59,,,"[82.6, 6.6]",3775555,1,,,,,0.9892766,,Left Foot,,,"[92.0, 20.9]",,Ground Pass,,17.11286,,,Incomplete,Samantha May Kerr,4961.0,,,,,1,From Free Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,7,Chelsea FCW,971,"['007fea57-205b-460e-8ba3-bcc4796dd352', 'bb83d211-a62d-431b-bfdc-fdde6d7b8de9', 'e9411cdf-7111-4fed-909b-0232c9fc84ed']",34,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:34.584,Pass,True
,,,,,,,,,,,,,,,0.795202,,,,,,,,,,,,,5c325c16-159e-4653-b0e4-e866631838da,63,,,"[24.2, 58.5]",3775555,1,,,,,-0.9934543,,Right Foot,,,"[31.3, 47.6]",,Ground Pass,,13.008459,,,,Angela Addison,31550.0,,,,,1,From Free Kick,Esther Morgan,53440.0,Right Back,7,Chelsea FCW,971,['bf7246c3-f70b-400b-9fe7-081124b4cba2'],36,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:36.699,Pass,
,,,,,,,,,,,,,,,0.981918,,,,,,,,,,,,,3340d1ac-830a-48cb-8653-93f2280af75f,66,,,"[31.9, 47.8]",3775555,1,,,,,0.99945885,,Right Foot,,,"[41.8, 63.2]",,Ground Pass,,18.30765,,,Incomplete,So-Hyun Cho,22798.0,,,,,1,From Free Kick,Angela Addison,31550.0,Center Defensive Midfield,7,Chelsea FCW,971,"['3805f895-5106-4419-b420-b6eae9634a1c', '41fd0f3c-a84e-4333-8038-20e88d328be9', '92957851-904d-4aa4-87ff-f3092c0de6b8']",37,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:37.494,Pass,True
,,,,,,,,,,,,,,,1.591432,,,,,,,,,,,,,6ca58e68-19f8-4cf0-b25a-34416e6204a0,71,,,"[31.7, 74.4]",3775555,1,,,,,-0.330548,,Right Foot,,,"[62.3, 63.9]",,High Pass,,32.351353,,,,Rianna Dean,31702.0,,,,,1,From Free Kick,Esther Morgan,53440.0,Right Back,7,Chelsea FCW,971,['57347b64-4849-4fd5-91da-c987dd60db24'],41,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:41.645,Pass,
,,,,,,,,,,,,,,,1.285109,,,,,,,,,,,,,f9991aa2-df19-4467-84bf-77269f20ca6b,73,,,"[62.3, 63.9]",3775555,1,,,,,-0.8854992,,Head,,,"[72.6, 51.3]",,High Pass,,16.274212,,,Incomplete,Rachel Williams,31563.0,,,,,1,From Free Kick,Rianna Dean,31702.0,Left Wing,7,Chelsea FCW,971,"['77da6a20-5a8a-4838-bf34-563391462edf', 'e5a92b7c-539a-4685-b1a7-0e5bd976d53e']",43,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:43.236,Pass,
,,,,,,,,,,,,,,,1.790269,,,,,,,,,,,,,5d17fa2e-809a-43c8-9f12-06770e6cd259,77,,,"[41.1, 31.4]",3775555,1,,,,,2.9135478,,Right Foot,,,"[11.8, 38.2]",,Ground Pass,,30.07873,,,,Ann-Katrin Berger,15560.0,,,,,1,From Free Kick,Millie Bright,4642.0,Right Center Back,7,Chelsea FCW,971,['00b21ffe-c8d9-4e8e-b123-3a3aac2b7f86'],45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:45.822,Pass,
,,,,,,,,,,,,,,,1.430394,,,,,,,,,,,,,745c1ad0-69c2-489f-92d5-78a56957af41,80,,,"[12.9, 48.5]",3775555,1,,,,,0.22370528,,Right Foot,,,"[50.7, 57.1]",,Ground Pass,,38.765965,,,Incomplete,Drew Spence,4638.0,,,,,1,From Free Kick,Ann-Katrin Berger,15560.0,Goalkeeper,7,Chelsea FCW,971,"['232cfeca-0850-46cb-b552-9924bbfcbb1d', 'bc16c298-5864-4abc-bee9-3fba5300f21a']",51,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:51.686,Pass,
,,,,,,,,,,,,,,,0.929827,,,,,,,,,,,,,d8fda3ed-e284-4795-bf4f-4080c1e03686,85,,,"[68.5, 22.6]",3775555,1,,,,,1.3275359,,Right Foot,,,"[71.9, 36.3]",,Ground Pass,,14.115594,,,,So-Hyun Cho,22798.0,,,,,1,Regular Play,Angela Addison,31550.0,Center Defensive Midfield,8,Tottenham Hotspur Women,749,"['e7430dfa-fa7e-439b-a501-4c1627f53e1d', 'ecbba002-5697-4aa6-88cb-fd26f81ce708']",54,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:54.366,Pass,True
,,,,,,,,,,,,,,,1.168377,,,,,,,,,,,,,513fbdc6-f494-4d63-8527-7722b26e5f73,90,,,"[65.1, 30.1]",3775555,1,,,,,-0.7853982,,Right Foot,,,"[76.9, 18.3]",,High Pass,,16.68772,,,,Rachel Williams,31563.0,,,,,1,Regular Play,So-Hyun Cho,22798.0,Right Center Midfield,8,Tottenham Hotspur Women,749,"['10c35213-6c6f-4068-9a78-0f3a212554a8', '9edff92f-d2b4-4b73-acd0-e673b6213817']",58,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:58.411,Pass,True
,,,,,,,,,,,,,,,2.600555,,,,,,,,,,,,,3348b41f-0d55-4283-8365-5bce3e1d3772,94,,,"[78.6, 23.5]",3775555,2,,,,,0.20863104,c4870aea-9830-4600-b8a9-3b436b204488,Right Foot,,,"[100.8, 28.2]",,Ground Pass,,22.69207,,,,Rianna Dean,31702.0,True,,,,1,Regular Play,Rachel Williams,31563.0,Center Forward,8,Tottenham Hotspur Women,749,"['c2eeb0a9-fb7a-4e94-adb9-ba40c1a8df66', 'f49ff2e4-a224-4426-a3ec-84f19cd6a03e']",0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:00.540,Pass,True
,,,,,,,,,,,,,,,1.496243,,,,,,,,,,,,,a85e39ba-c2d3-4b64-b404-4104323f86cd,99,,,"[5.6, 41.5]",3775555,2,,True,,,-0.58427125,,Keeper Arm,,,"[18.0, 33.3]",,Ground Pass,,14.866069,,,,Magdalena Lilly Eriksson,4633.0,,,,,1,From Keeper,Ann-Katrin Berger,15560.0,Goalkeeper,10,Chelsea FCW,971,['21f26abe-86ff-4d06-9789-842232da98a8'],13,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:13.290,Pass,
,,,,,,,,,,,,,,,1.31744,,,,,,,,,,,,,ba0a65d1-d200-4f30-86b1-71bac5d7c815,101,,,"[24.2, 32.5]",3775555,2,,,,,1.8225975,,Left Foot,,,"[18.0, 56.6]",,Ground Pass,,24.884735,,,,Millie Bright,4642.0,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,11,Chelsea FCW,971,['a5d9044d-7f1f-4bdf-b645-d5c890709738'],18,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:18.329,Pass,
,,,,,,,,,,,,,,,1.199684,,,,,,,,,,,,,4fe59334-90f6-47cd-8ff9-a1d145173312,104,,,"[20.1, 62.8]",3775555,2,,,,,0.90885466,,Right Foot,,,"[32.1, 78.2]",,Ground Pass,,19.52332,,,,Niamh Charles,15631.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,12,Chelsea FCW,971,['4b492178-750a-4bfd-ae04-cb2ec4460b9c'],21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:21.238,Pass,
,,,,,,,,,,,,,,,1.749285,,,,,,,,,,,,,f510e561-910b-455d-8430-c3533543fd91,107,,,"[30.6, 78.0]",3775555,2,,,,,-2.5085874,,Right Foot,,,"[13.7, 65.6]",,Ground Pass,,20.961155,,,,Millie Bright,4642.0,,,,,1,Regular Play,Niamh Charles,15631.0,Right Back,13,Chelsea FCW,971,['a73b7714-a0f4-4bea-9238-474eaa5d2b02'],23,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:23.093,Pass,
,,,,,,,,,,,,,,,1.726721,,,,,,,,,,,,,319a17e4-1230-4df4-bd6e-2219d2127a86,110,,,"[15.2, 59.0]",3775555,2,,,,,-2.0706038,,Right Foot,,,"[6.9, 43.8]",,Ground Pass,,17.318487,,,,Ann-Katrin Berger,15560.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,14,Chelsea FCW,971,['2c7f434d-ad45-4b8f-b940-a21553bf7b9b'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:26.072,Pass,
,,,,,,,,,,,,,,,1.78843,,,,,,,,,,,,,ba40cb13-9d8e-4cda-81ee-c720836b3abf,113,,,"[12.7, 39.3]",3775555,2,,,,,1.1189824,,Left Foot,,,"[25.9, 66.5]",,Ground Pass,,30.233755,,,,Millie Bright,4642.0,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,15,Chelsea FCW,971,['b3b0e08f-6bff-4f15-b066-915d585ea2f4'],31,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:31.012,Pass,
,,,,,,,,,,,,,,,2.836841,,,,,,,,,,,,,a162b449-f21d-4fca-bc65-13669873719c,116,,,"[36.6, 63.7]",3775555,2,,,,,0.035624336,,Right Foot,,,"[84.3, 65.4]",,High Pass,,47.730286,,,Incomplete,Bethany England,15550.0,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,16,Chelsea FCW,971,"['740ea0d9-a941-4ebc-9d3b-8172402d4637', '9b508ea0-6619-4c68-ad4c-95410c79a2b6']",34,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:34.733,Pass,
,,,,,,,,,,True,,,,,1.096086,,,,,,,,,,,,,9b508ea0-6619-4c68-ad4c-95410c79a2b6,118,,,"[35.8, 14.7]",3775555,2,,,,,-0.80713385,,Head,,,"[40.3, 10.0]",,Low Pass,,6.5069194,,,Incomplete,Angela Addison,31550.0,,,,Interception,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,16,Chelsea FCW,971,"['1bb36476-ad44-4ba1-a64d-1fe9fbc97316', '6680e41c-af76-49c4-ba8e-2521ee249447', 'a162b449-f21d-4fca-bc65-13669873719c']",37,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:37.570,Pass,
