ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.278632,,,,,,,,,,,,,,348ab24f-574a-436c-84f1-144c07c597c2,2015,,"[47.1, 26.9]",3764235,50,,,,-1.0139848,,Right Foot,,,"[56.5, 11.8]",,Ground Pass,,17.786793,,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,102,Chelsea FCW,971,['cc1138dd-b2db-446f-ab64-7c48026e9d93'],9,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:09.407,Pass,
,,,,,,,,,,,,,,,0.994201,,,,,,,,,,,,,,c066620c-8f9d-49d7-9987-bfbb0ec4d7aa,2018,,"[69.3, 17.4]",3764235,50,,,,0.9691427,,Right Foot,,,"[78.5, 30.8]",,Ground Pass,,16.25423,,,,Bethany England,15550.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,102,Chelsea FCW,971,['38d08466-9279-4507-ba25-327cb257d920'],13,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:13.667,Pass,
,,,,,,,,,,,,,,,2.029586,,,,,,,,,,,,,,10483f6f-2f78-43c0-9a38-8beec7f9f825,2022,,"[76.2, 34.0]",3764235,50,,,,2.0431395,,Right Foot,,,"[64.5, 56.9]",,High Pass,,25.715754,,,,Millie Bright,4642.0,,,,,,2,Regular Play,Bethany England,15550.0,Right Wing,102,Chelsea FCW,971,"['01fd5cd3-7266-41fa-ab6e-69b47d9b6309', '2f79e88a-75e3-4163-a8cb-afa1bf3093dd']",15,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:15.625,Pass,True
,,,,,,,,,,,,,,,1.103945,,,,,,,,,,,,,,17d5b934-ba5f-4610-bc81-9db47e65f67b,2025,,"[70.9, 77.0]",3764235,50,,,,-0.027020449,,Right Foot,,,"[85.7, 76.6]",,Ground Pass,,14.805405,,,,Francesca Kirby,4641.0,,,,,,2,Regular Play,Millie Bright,4642.0,Right Center Back,102,Chelsea FCW,971,['fe2b2b11-657a-4aed-8927-d772e444f19d'],20,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:20.220,Pass,
,,,,,,,,,,,,,,,0.732468,,,,,,,,,,,,,,5e4c5ae4-1dd9-4c20-aa7f-9c6f65d1fa7e,2029,,"[92.1, 53.2]",3764235,50,,,,-2.0749624,,Right Foot,,,"[85.7, 41.6]",,Ground Pass,,13.248396,,,,Erin Cuthbert,4660.0,,,,,,2,Regular Play,Francesca Kirby,4641.0,Center Forward,102,Chelsea FCW,971,"['1a8f04c6-54dc-4b80-b658-07c30f1f2c73', '6f6c4459-7a52-490e-a485-8f1b3846444b']",25,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:25.929,Pass,True
,,,,,,,,,,,,,,,0.728771,,,,,,,,,,,,,,774f1d37-06c4-4d40-94c6-c5c162f569a9,2032,,"[85.7, 41.6]",3764235,50,,,,-1.4702958,,Right Foot,,,"[86.9, 29.7]",,Ground Pass,,11.960351,,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Erin Cuthbert,4660.0,Left Center Midfield,102,Chelsea FCW,971,['5da46c1e-a35d-48a7-bb4d-92dab1b38ada'],27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:27.488,Pass,
,,,,,,,,,,,,,,,0.568047,,,,,,,,,,,,,,d3be28b2-1a16-438f-84ee-11f498302a1a,2035,,"[86.3, 29.3]",3764235,50,,,,-0.104876935,,Right Foot,,,"[93.9, 28.5]",,Ground Pass,,7.641989,,,,Samantha May Kerr,4961.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,102,Chelsea FCW,971,['548f4135-8018-48e1-82db-4c40a02e51c8'],29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:29.406,Pass,
,,,,,,,,,,,,,,,1.289413,,,,,,,,,,,,,,cdf9b63e-6c71-4845-baf4-cb6d71890a33,2038,,"[93.9, 28.5]",3764235,50,,,,0.44752,,Left Foot,,,"[96.4, 29.7]",,Ground Pass,,2.7730849,,Incomplete,,Francesca Kirby,4641.0,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Left Wing,102,Chelsea FCW,971,"['acef5fd4-d01a-47f3-939b-f0c7962cd28e', 'cb0526f5-e61b-44a8-ba80-92f907a38f8d']",30,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:30.030,Pass,
,,,,,,,,,,,,,,,1.845568,,,,,,,,,,,,,,87f6eedd-036d-4f36-bdb2-96b7a6cf9dd8,2044,,"[20.0, 39.7]",3764235,50,,,,3.127101,,Right Foot,,,"[6.2, 39.9]",,Ground Pass,,13.801449,,,,Sophie Baggaley,16376.0,,,,,,2,Regular Play,Ella Jade Mastrantonio,46737.0,Left Center Midfield,102,Chelsea FCW,971,"['a43f40e5-b300-4d97-b061-47166f908c99', 'cc1e04ae-8f1c-4619-9d9e-ee34e4a8c6db']",31,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:05:31.633,Pass,True
,,,,,,,,,,,,,,,6.8713,,,,,,,,,,,,,,034c849d-3f05-4112-bf27-460311df93f4,2046,,"[6.2, 39.9]",3764235,50,,,,-0.022432134,,Right Foot,,,"[99.8, 37.8]",,High Pass,,93.62356,,Incomplete,,,,,,,,,2,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,102,Chelsea FCW,971,"['91816ed6-8ec3-483c-98fe-f54b73885b12', 'cc1e04ae-8f1c-4619-9d9e-ee34e4a8c6db']",33,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:05:33.479,Pass,True
,,,,,,,,,,,,,,,1.085981,,,,,,,,,,,,,,91816ed6-8ec3-483c-98fe-f54b73885b12,2048,,"[20.3, 42.3]",3764235,50,,,,3.129398,,Left Foot,,,"[3.9, 42.5]",,Ground Pass,,16.40122,,,,Ann-Katrin Berger,15560.0,,,,,Recovery,2,Regular Play,Millie Bright,4642.0,Right Center Back,102,Chelsea FCW,971,"['034c849d-3f05-4112-bf27-460311df93f4', '49c50f12-9985-44dc-8a2b-4177c7f2bfae', 'bf49b8ca-5104-4b44-8848-f2419f9ed0f3']",40,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:40.350,Pass,True
,,,,,,,,,,,,,,,1.362753,,,,,,,,,,,,,,e7c20080-5fd0-4a07-bfbd-1476d7f2a04e,2051,,"[3.9, 42.5]",3764235,50,,,,-0.6301091,,Right Foot,,,"[22.0, 29.3]",,Low Pass,,22.402008,,,,Hannah Jayne Blundell,17275.0,,,,,,2,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,102,Chelsea FCW,971,['58f1d55f-a1c9-4c68-8f3b-94fe45d071e8'],41,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:41.551,Pass,
,,,,,,,,,,,,,,,1.25765,,,,,,,,,,,,,,5176d969-f88b-48f4-ab46-787ece33dec2,2054,,"[32.5, 28.5]",3764235,50,,,,-0.5928965,,Right Foot,,,"[46.6, 19.0]",,Ground Pass,,17.001764,,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,102,Chelsea FCW,971,['8f2de25c-fc01-4dd4-b223-c28e560e649f'],45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:45.939,Pass,
,,,,,,,,,,,,,,,1.42204,,,,,,,,,,,,,,c614cc3d-91a0-4a26-845f-715f817878f2,2057,,"[55.9, 19.0]",3764235,50,,,,-0.51524496,,Right Foot,,,"[72.5, 9.6]",,Ground Pass,,19.076687,,,,Samantha May Kerr,4961.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,102,Chelsea FCW,971,['79d23b63-9f39-48f4-96da-678d803ffae6'],50,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:50.830,Pass,
,,,,,,,,,,,,,,,0.874756,,,,,,,,,,,,,,b9bf77d3-ea44-49a1-8f16-4ac9311361a5,2060,,"[70.9, 6.9]",3764235,50,,,,2.55359,,Right Foot,,,"[63.1, 12.1]",,Ground Pass,,9.3744335,,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Left Wing,102,Chelsea FCW,971,['2edc4364-aa97-4656-963a-485cb685b2fd'],53,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:53.233,Pass,
,,,,,,,,,,,,,,,1.031019,,,,,,,,,,,,,,746552c3-4512-4d85-bffb-df2a13cbbe57,2063,,"[63.1, 11.8]",3764235,50,,,,0.0,,Right Foot,,,"[82.6, 11.8]",,Low Pass,,19.5,,Incomplete,,Samantha May Kerr,4961.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,102,Chelsea FCW,971,"['dd2a0176-db4a-455a-81cd-2fda1fafe24f', 'e247f3d3-91c8-45b9-9e57-a5f8b0108410']",55,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:55.011,Pass,
,,,,,,,,,,,,,,,1.390373,,,,,,,,,,,,,,9fd04b81-51c4-4889-b7de-622ea26ed87a,2068,,"[49.0, 71.1]",3764235,51,,,,-0.78095376,,Right Foot,,,"[71.6, 48.7]",,Low Pass,,31.82012,,Incomplete,,,,,,,,,2,Regular Play,Florence Allen,24922.0,Right Back,102,Chelsea FCW,971,"['0e90f843-fc2b-4890-8850-9d0fa592bb70', '50dbf6b3-29fb-4aeb-9995-72a601fe9d32']",0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:06:00.731,Pass,True
,,,,,,,,,,,,,,,0.974778,,,,,,,,,,,,,,10e39895-0d05-4ab9-8ed9-ce6db0327d55,2071,,"[44.4, 28.5]",3764235,51,,,,1.6644442,,Right Foot,,,"[42.7, 46.6]",,Ground Pass,,18.179659,,,,Millie Bright,4642.0,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,102,Chelsea FCW,971,['05a9c473-d984-4cbe-9f0c-aa2d453436c2'],4,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:04.356,Pass,
,,,,,,,,,,,,,,,1.676243,,,,,,,,,,,,,,de6b3733-6eb9-4305-a340-38517e346c39,2074,,"[41.3, 47.4]",3764235,51,,,,0.7853982,,Right Foot,,,"[51.8, 57.9]",,Ground Pass,,14.849242,,,,Maren Nævdal Mjelde,10395.0,,,,,,2,Regular Play,Millie Bright,4642.0,Right Center Back,102,Chelsea FCW,971,['44111f4f-ead0-4366-abfb-ed2e98833292'],7,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:07.053,Pass,
,,,,,,,,,,,,,,,1.809779,,,,,,,,,,,,,,302b36b2-e576-42b1-92a7-c8fb301ba06e,2077,,"[52.4, 59.1]",3764235,51,,,,-2.6129029,,Right Foot,,,"[42.3, 53.2]",,Ground Pass,,11.697008,,,,Millie Bright,4642.0,,,,,,2,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,102,Chelsea FCW,971,['90f93c3b-2a0f-4542-898c-e35b2ac71975'],10,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:10.031,Pass,
,,,,,,,,,,,,,,,2.90023,,,,,,,,,,,,,,40f688e9-e947-4ed5-acc3-788238ebd8ff,2080,,"[48.5, 52.5]",3764235,51,,,,-1.1480274,,Right Foot,,,"[70.5, 3.6]",,High Pass,,53.620983,,,,Hannah Jayne Blundell,17275.0,,,True,,,2,Regular Play,Millie Bright,4642.0,Right Center Back,102,Chelsea FCW,971,['fb72704b-3068-4b75-b915-78c709bcbec2'],13,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:13.369,Pass,
,,,,,,,,,,,,,,,0.974561,,,,,,,,,,,,,,1039b4cd-951c-464f-a146-883d958f9206,2083,,"[70.9, 3.6]",3764235,51,,,,2.4845178,,Right Foot,,,"[63.9, 9.0]",,Ground Pass,,8.840815,,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,102,Chelsea FCW,971,['0c0e7adc-5643-4dcb-8dd1-fb1eb3bd21c7'],18,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:18.779,Pass,
,,,,,,,,,,,,,,,1.441893,,,,,,,,,,,,,,e56419dd-da41-4ad3-b34e-7ea9971441ef,2087,,"[63.5, 11.0]",3764235,51,,,,2.9328554,,Left Foot,,,"[43.2, 15.3]",,Ground Pass,,20.750422,,,,Magdalena Lilly Eriksson,4633.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,102,Chelsea FCW,971,"['a2d0f6cc-fdcd-4456-8234-58ae690860a6', 'a5524adb-b42d-48f0-a95c-8d916bc7b491']",20,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:20.856,Pass,True
,,,,,,,,,,,,,,,1.401619,,,,,,,,,,,,,,981b1c0b-4a08-4195-973c-08a55921fd31,2090,,"[47.5, 15.5]",3764235,51,,,,-0.8863751,,Right Foot,,,"[57.7, 3.0]",,Ground Pass,,16.133505,,,,Hannah Jayne Blundell,17275.0,,,,,,2,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,102,Chelsea FCW,971,['f4adb382-a5f5-4cf2-825a-19e5e6cead37'],23,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:23.890,Pass,
,,,,,,,,,,,,,,,1.193869,,,,,,,,,,,,,,50108f0e-4183-4aa6-98a7-5023cbaa87f9,2093,,"[62.3, 3.8]",3764235,51,,,,-0.008264274,,Right Foot,,,"[86.5, 3.6]",,Ground Pass,,24.200827,,,,Samantha May Kerr,4961.0,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,102,Chelsea FCW,971,['9c53e394-aec7-4c4b-be34-a2e900c5d4f8'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:26.646,Pass,
,,,,,,,,,,,,,,,1.733126,,,,,,,,,,,,,,5bea0be1-6314-4161-a243-646b94837d95,2096,,"[97.0, 7.5]",3764235,51,,,,1.2061151,1d2ee9c0-821e-4c51-89a0-317f6e9d781a,Left Foot,True,,"[108.3, 37.1]",,Low Pass,,31.683592,,,,Francesca Kirby,4641.0,True,,,,,2,Regular Play,Samantha May Kerr,4961.0,Left Wing,102,Chelsea FCW,971,['b2fd5ecf-a7d6-4a09-aba1-17a6a4704f1c'],29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:06:29.600,Pass,
,,,,,,,,,,,,,,,3.012316,,,,,,,,,,,,,,5bb4ddf3-9176-4bcb-83c7-8e916021d611,2100,,"[6.0, 36.0]",3764235,51,,,,-0.24577612,,Right Foot,,,"[65.0, 21.2]",,High Pass,,60.827953,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,103,Bristol City WFC,973,['7fd0e6b0-7f28-4aa0-97d9-7424185beb2a'],58,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:06:58.900,Pass,
,,,,,,,,,,,,,,,1.692474,,,,,,,,,,,,,,7fd0e6b0-7f28-4aa0-97d9-7424185beb2a,2101,,"[55.1, 58.9]",3764235,52,,,,-0.9370901,,Head,,,"[68.4, 40.8]",,Low Pass,,22.461077,,,,Samantha May Kerr,4961.0,,,,,Recovery,2,Regular Play,Millie Bright,4642.0,Right Center Back,104,Chelsea FCW,971,"['35dc70ff-203b-4f80-9f06-7d64cbebf4d6', '5bb4ddf3-9176-4bcb-83c7-8e916021d611']",1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:01.912,Pass,
,,,,,,,,,,,,,,,1.820169,,,,,,,,,,,,,,ad446b68-b4a9-433d-809e-3347e0fd5d29,2104,,"[68.4, 40.8]",3764235,52,,,,0.24629273,,Right Foot,,,"[86.3, 45.3]",,High Pass,,18.456978,,Incomplete,,Erin Cuthbert,4660.0,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Left Wing,104,Chelsea FCW,971,"['5e6c884d-93ad-465f-bd40-ac1fc0636e76', '63743434-c903-425e-b33b-32ffa087a2e0']",3,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:03.668,Pass,
,,,,,,,,,,,,,,,1.714947,,,,,,,,,,,,,,5e6c884d-93ad-465f-bd40-ac1fc0636e76,2106,,"[33.8, 34.8]",3764235,52,,,,-1.4898922,,Head,,,"[34.4, 27.4]",,High Pass,,7.4242845,,Incomplete,,,,,,,,Recovery,2,Regular Play,Florence Allen,24922.0,Right Back,104,Chelsea FCW,971,"['271ee836-5080-43f7-ae28-6c0df8b27247', 'ad446b68-b4a9-433d-809e-3347e0fd5d29']",5,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:07:05.488,Pass,
,,,,,,,,,,,,,,,2.309552,,,,,,,,,,,,,,271ee836-5080-43f7-ae28-6c0df8b27247,2107,,"[85.7, 52.7]",3764235,52,,,,-0.07326313,,Right Foot,,,"[107.5, 51.1]",,High Pass,,21.858637,,Incomplete,,Francesca Kirby,4641.0,,,,,Recovery,2,Regular Play,Erin Cuthbert,4660.0,Left Center Midfield,104,Chelsea FCW,971,"['5e6c884d-93ad-465f-bd40-ac1fc0636e76', '893240bd-454c-4c4a-a7db-49f2ffc76ca6', 'dd2dc871-e221-4ba4-95a0-c56cb55fcdc2']",7,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:07.203,Pass,
,,,,,,,,,,,,,,,0.615432,,,,,,,,,,,,,,a1ced912-925d-43ca-8af4-eda3a6b29c38,2113,,"[104.0, 67.5]",3764235,52,,,,-1.2453004,,Right Foot,,,"[106.7, 59.5]",,Ground Pass,,8.44334,,,,Francesca Kirby,4641.0,,,,,,2,Regular Play,Erin Cuthbert,4660.0,Left Center Midfield,104,Chelsea FCW,971,['b89efecd-7904-4727-ac07-cb6a4777b01f'],14,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:14.435,Pass,
,,,,,,,,,,,,,,,0.860319,,,,,,,,,,,,,,65f0a3f7-7b9f-4275-9dea-1d780287eca5,2117,,"[98.7, 69.0]",3764235,52,,,,-2.8804538,,Right Foot,,,"[87.1, 65.9]",,Ground Pass,,12.007081,,,,Melanie Leupolz,15648.0,,,,,,2,Regular Play,Francesca Kirby,4641.0,Center Forward,104,Chelsea FCW,971,['272edafe-5355-480b-867c-98430a317aa0'],19,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:19.274,Pass,
,,,,,,,,,,,,,,,0.863312,,,,,,,,,,,,,,1ce255a3-59d6-46a6-863e-6502ba7c45e2,2120,,"[84.9, 65.7]",3764235,52,,,,-1.497399,,Right Foot,,,"[85.9, 52.1]",,Ground Pass,,13.636715,,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Melanie Leupolz,15648.0,Center Defensive Midfield,104,Chelsea FCW,971,['8aac0c9f-2365-4751-8e80-337c3f3a0cd2'],21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:21.354,Pass,
,,,,,,,,,,,,,,,1.255715,,,,,,,,,,,,,,9fed2df4-3b94-445b-9901-0a3e816978c4,2123,,"[83.6, 49.5]",3764235,52,,,,-0.9084841,,Right Foot,,,"[92.1, 38.6]",,Ground Pass,,13.822446,,,,Samantha May Kerr,4961.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,104,Chelsea FCW,971,['b1ef8525-8f09-41ce-aa8f-2ff850be52aa'],24,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:24.367,Pass,
,,,,,,,,,,,,,,,0.905131,,,,,,,,,,,,,,c7b56dc8-a751-4b41-ba58-0622e27dfd8c,2127,,"[91.2, 38.8]",3764235,52,,,,0.37139916,,Right Foot,,,"[100.7, 42.5]",,Ground Pass,,10.195097,,,,Erin Cuthbert,4660.0,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Left Wing,104,Chelsea FCW,971,"['7f1ebd97-f98b-4f0c-8228-52d03a92b451', '8f5b78f5-de4e-46a4-93fe-07f5ac257450']",26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:26.215,Pass,True
,,,,,,,,,,,,,,,0.293697,,,,,,,,,,,,,,db174e57-b3d2-4cc2-922e-568c1493e970,2131,,"[100.7, 40.8]",3764235,52,,,,-0.84247893,,Right Foot,,,"[104.0, 37.1]",,Ground Pass,,4.9578223,,,,Samantha May Kerr,4961.0,,,,,,2,Regular Play,Erin Cuthbert,4660.0,Left Center Midfield,104,Chelsea FCW,971,"['926c5b4e-4646-4623-a125-149dea381633', 'fda4ad7d-4c16-42e3-8ef1-a7305eb53e92']",28,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:28.321,Pass,True
,,,,,,,,,,,,,,,1.215988,,,,,,,,,,,,,,dadf8fab-ebe5-4828-a55e-706c56a4cc78,2138,,"[105.6, 30.1]",3764235,52,,,,-1.0873493,,Right Foot,,,"[109.8, 22.1]",,Ground Pass,,9.035485,,,,Hannah Jayne Blundell,17275.0,,,,,,2,Regular Play,Bethany England,15550.0,Right Wing,104,Chelsea FCW,971,['bb930131-9f22-42d7-8d43-6dac5f9e5221'],31,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:31.107,Pass,
,,,,,,,,,,,,,,,2.059922,,,,,,,,,,,,,,a967e555-5a83-4a15-8067-ea3fa4e816c5,2141,,"[109.3, 22.1]",3764235,52,,,,1.2536682,,Left Foot,True,,"[115.7, 41.6]",,High Pass,,20.523401,,Incomplete,,,,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,104,Chelsea FCW,971,['38e2205a-acf4-462f-98c4-fe619dc74b57'],32,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:32.465,Pass,
,,,,,,,,,,,,,,,1.40719,,,,,,,,,,,,,,f08c7618-8fc9-4ad2-9940-29dfb5b1f089,2143,,"[113.4, 45.1]",3764235,52,,,,-1.5083776,,Left Foot,,,"[113.9, 37.1]",,Low Pass,,8.01561,,Incomplete,,,,,,,,Recovery,2,Regular Play,Samantha May Kerr,4961.0,Left Wing,104,Chelsea FCW,971,['0094a6b6-2e10-497b-a5b1-88ab53e34660'],35,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:35.576,Pass,
,,,,,,,,,,,,,,,2.555986,,,,,,,,,,,,,,f8acec45-0d58-47ce-a224-a2ed404db7aa,2153,,"[15.7, 38.7]",3764235,52,,,,0.68316287,,Left Foot,,,"[64.6, 78.5]",,Low Pass,,63.049583,,Out,,,,,,,,,2,Regular Play,Gemma Evans,16381.0,Left Center Back,104,Chelsea FCW,971,,41,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:07:41.042,Pass,
,,,,,,,,,,,,,,,1.28949,,,,,,,,,,,,,,4a7d1e47-9f7b-419b-92e4-b368644d85e1,2154,,"[48.7, 0.1]",3764235,52,,,,0.3296244,,,,,"[63.9, 5.3]",,Low Pass,,16.064869,,,,Erin Cuthbert,4660.0,,,,,Throw-in,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,105,Chelsea FCW,971,['12713720-84d1-45cd-9f83-f63f98c93064'],50,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:50.381,Pass,
,,,,,,,,,,,,,,,2.661616,,,,,,,,,,,,,,64a50c1a-2007-4d5a-bb64-3178459eff50,2157,,"[57.1, 13.1]",3764235,52,,,,1.5929166,,Right Foot,,,"[56.1, 58.3]",,High Pass,,45.21106,,,,Millie Bright,4642.0,,,True,,,2,From Throw In,Erin Cuthbert,4660.0,Left Center Midfield,105,Chelsea FCW,971,['362d2a7a-b714-4cd2-a872-1c2f7a807715'],56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:07:56.205,Pass,
,,,,,,,,,,,,,,,1.825529,,,,,,,,,,,,,,1c4a0032-d42a-497e-b44c-d630091fe569,2160,,"[63.9, 62.2]",3764235,53,,,,0.59901536,,Right Foot,,,"[84.7, 76.4]",,Ground Pass,,25.184916,,,,Maren Nævdal Mjelde,10395.0,,,,,,2,From Throw In,Millie Bright,4642.0,Right Center Back,105,Chelsea FCW,971,['193f8160-e668-4e10-8f51-87a6e68a32c8'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:08:00.480,Pass,
,,,,,,,,,,,,,,,1.931581,,,,,,,,,,,,,,2c21a41a-452a-407a-914a-95d0f0811123,2163,,"[98.0, 75.1]",3764235,53,,,,-0.82384074,,Right Foot,,,"[115.5, 56.2]",,Ground Pass,,25.757717,,Incomplete,,Francesca Kirby,4641.0,,,,,,2,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,105,Chelsea FCW,971,"['9080a528-dc45-47b2-80a2-17ba355c12d7', 'c0c1d93c-5293-4c32-b7e0-9d8c82e962fe']",4,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:08:04.138,Pass,
,,,,,,,,,,,,,,,0.588596,,,,,,,,,,,,,,50790378-2eec-4833-bfe0-00090922921c,2169,,"[115.7, 56.4]",3764235,53,,,,2.7445133,,Right Foot,,True,"[112.6, 57.7]",,Ground Pass,,3.3615472,,,,Maren Nævdal Mjelde,10395.0,,,,,,2,From Throw In,So-Yun Ji,4647.0,Right Center Midfield,105,Chelsea FCW,971,"['7523d359-cec6-41fc-9c0a-31f2acfb47d7', 'ebe743c3-3d4a-4b9e-888f-e4ca7f0d79be']",7,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:08:07.818,Pass,True
,,,,,,,,,,,,,,,0.666763,,,,,,,,,,,,,,ab195cae-994f-4dd7-aca4-c5b56bf497bf,2172,,"[112.4, 56.9]",3764235,53,,,,-2.114839,,Right Foot,True,,"[107.5, 48.8]",,Ground Pass,,9.4667845,,,,Melanie Leupolz,15648.0,,,,,,2,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,105,Chelsea FCW,971,['ef8496ec-4fbf-40ef-aca3-59cc2d071613'],9,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:08:09.111,Pass,
,,,,,,,,,,,,,,,1.586583,,,,,,,,,,,,,,aa720144-afb0-4e4b-b8a9-2af3b98ddaf2,2175,,"[106.5, 48.4]",3764235,53,,,,2.4023156,1df89f12-e46c-45b6-bee9-2d9eb46a6b29,Right Foot,,,"[99.7, 54.6]",,Ground Pass,,9.202173,,,,So-Yun Ji,4647.0,True,,,,,2,From Throw In,Melanie Leupolz,15648.0,Center Defensive Midfield,105,Chelsea FCW,971,['40e50aed-006e-4185-b5cf-6e4f3f7ea6ab'],9,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:08:09.898,Pass,
