ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b64f3476-72b2-4271-9069-40415c5811b7,1,,,,3775554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2a3dd7ef-af34-40e6-821d-bf70f814fea8,2,,,,3775554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f4e21225-6f36-452c-a165-a56e47f5ab05,3,,,,3775554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['6a321045-c08d-4fca-a313-4e08e88c9c09'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6a321045-c08d-4fca-a313-4e08e88c9c09,4,,,,3775554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['f4e21225-6f36-452c-a165-a56e47f5ab05'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,d549398e-a258-4155-b791-7a95a1584a86,1545,,,,3775554,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Everton LFC,967,['1c22ce72-7417-4ff3-ac22-b0a66fcdc8a0'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1c22ce72-7417-4ff3-ac22-b0a66fcdc8a0,1546,,,,3775554,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Everton LFC,967,['d549398e-a258-4155-b791-7a95a1584a86'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.931905,,,,,,,,,,f936ce63-4c2e-47f9-a172-6dee0e3f4dc1,5,,,"[61.0, 40.1]",3775554,0,,,,-2.586302,,Right Foot,,,,"[36.5, 24.9]",,Ground Pass,,28.8321,,,,,Kristine Leine,31628.0,,,,,,Kick Off,1,From Kick Off,Amalie Vevle Eikeland,26570.0,Center Attacking Midfield,2,Reading WFC,974,['884059f1-8811-4270-abb8-261389d903dd'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.614,Pass,
,,,,,,,,,,,,,,,,2.93933,,,,,,,,,,8624057b-283f-4043-bdb2-5969fd82cc04,8,,,"[33.3, 26.2]",3775554,0,,,,2.5033705,,Left Foot,,,,"[12.0, 42.0]",,Ground Pass,,26.52037,,,,,Grace Moloney,15719.0,,,,,,,1,From Kick Off,Kristine Leine,31628.0,Right Center Back,2,Reading WFC,974,['a70c8994-93b4-4fd3-a9a3-d2be907fcdb3'],3,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:03.898,Pass,
,,,,,,,,,,,,,,,,3.661361,,,,,,,,,,8eca6da0-a1c9-408f-bfe6-76c70e651108,10,,,"[11.5, 41.2]",3775554,0,,,,-0.4431901,,Right Foot,,,,"[43.1, 26.2]",,High Pass,,34.979424,,,Incomplete,,Danielle Carter,24281.0,,,,,,,1,From Kick Off,Grace Moloney,15719.0,Goalkeeper,2,Reading WFC,974,"['01abf85a-7e01-4223-92a6-0699043d6bdb', '500440f1-c39f-4ed3-97f4-7699aebc1eac']",6,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:06.838,Pass,
,,,,,,,,,,,,,,,,1.317767,,,,,,,,,,500440f1-c39f-4ed3-97f4-7699aebc1eac,13,,,"[77.0, 53.9]",3775554,0,,,True,0.051567145,,,,,,"[92.5, 54.7]",,High Pass,,15.520632,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Lucy Hope,16386.0,Left Center Midfield,2,Reading WFC,974,"['45de45bb-f582-4b82-9b86-ceee3451e145', '8eca6da0-a1c9-408f-bfe6-76c70e651108', 'ac7d215f-4ec2-4477-bd92-4ca6b236c43e']",10,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:10.499,Pass,True
