ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.175333,,,,,,,,,,,17a86649-2a67-4af4-a448-b4f0fb80c08d,18,,,"[36.0, 10.9]",3775560,0,,,,,2.1199112,,Left Foot,,,"[18.5, 39.5]",Ground Pass,,33.52924,,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,['64cccdc9-4020-4cce-9f94-6a98a6c4c62a'],19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:19.892,Pass,
,,,,,,,,,,,,,,,1.370792,,,,,,,,,,,4053b06e-3e80-4d0d-8a93-622b0e18fae5,21,,,"[26.5, 47.8]",3775560,0,,,,,0.6886859,,Right Foot,,,"[41.2, 59.9]",Ground Pass,,19.039433,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,3,Arsenal WFC,968,['5fd138fc-810f-41d1-a668-85b627319a14'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:23.671,Pass,
,,,,,,,,,,,,,,,2.453211,,,,,,,,,,,672999d5-94ef-4f4e-b510-d268a9c3a370,24,,,"[51.3, 58.5]",3775560,0,,,,,-1.8042812,,Right Foot,,,"[43.0, 23.6]",Ground Pass,,35.87339,,,Carlotte Wubben-Moy,49697.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['a238879c-5cd5-49e4-81ac-36af47507efd'],28,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:28.070,Pass,
,,,,,,,,,,,,,,,1.598853,,,,,,,,,,,1f6a4bc0-f00f-48ea-ae44-bfbd7b145c94,27,,,"[51.0, 19.6]",3775560,0,,,,,-0.622587,,Right Foot,,,"[71.2, 5.1]",Ground Pass,,24.865438,,,Jordan Nobbs,10192.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,3,Arsenal WFC,968,['f97c126f-3749-4596-b0d0-951f8e633c60'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:32.338,Pass,
,,,,,,,,,,,,,,,1.09823,,,,,,,,,,,6a260401-29e0-4629-baa9-8f920ce74baa,29,,,"[71.2, 5.1]",3775560,0,,,,,2.667382,,Left Foot,,,"[59.9, 10.9]",Ground Pass,,12.701574,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Midfield,3,Arsenal WFC,968,['72951966-33d1-4803-b1e9-3f2eca4ed7d6'],33,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:33.937,Pass,
,,,,,,,,,,,,,,,1.075176,,,,,,,,,,,edc4ec0f-4e5d-48d5-b3cf-f0cf297a34b7,33,,,"[56.2, 15.3]",3775560,0,,,,,-2.9178572,,Left Foot,,,"[39.5, 11.5]",Ground Pass,,17.126879,,,Carlotte Wubben-Moy,49697.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,"['8cd8b6c7-71a3-45c3-a5c9-5f4e8eb25edf', 'dc8f8fb8-f802-48c3-a6bf-5a802bed52c1']",36,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:36.854,Pass,True
,,,,,,,,,,,,,,,1.559774,,,,,,,,,,,e31d6ce4-44fe-4265-b3d4-199adaebaf4b,36,,,"[39.2, 15.3]",3775560,0,,,,,1.7949643,,Right Foot,,,"[33.5, 40.3]",Ground Pass,,25.641567,,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,3,Arsenal WFC,968,['19f3c14c-5a47-4797-806d-e03f1895dc23'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.319,Pass,
,,,,,,,,,,,,,,,0.72755,,,,,,,,,,,60fef841-a00a-40c8-9928-ce99168532e3,39,,,"[36.6, 48.3]",3775560,0,,,,,0.65658176,,Right Foot,,,"[47.5, 56.7]",Ground Pass,,13.761177,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,3,Arsenal WFC,968,['870c8f13-dac1-473c-b740-4bffc1fc31ef'],43,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:43.034,Pass,
,,,,,,,,,,,,,,,1.880128,,,,,,,,,,,51a77d3e-1840-4c1c-bfbe-6c8895ac36c6,42,,,"[49.5, 55.0]",3775560,0,,,,,-1.7883846,,Right Foot,,,"[43.0, 25.6]",Ground Pass,,30.109964,,,Carlotte Wubben-Moy,49697.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['402bf2fd-f256-4937-a410-9ce8c3f86b61'],45,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:45.100,Pass,
,,,,,,,,,,,,,,,1.212195,,,,,,,,,,,517e25b2-7eb3-436c-b664-723011f14379,45,,,"[56.7, 23.0]",3775560,0,,,,,-0.7628939,,Right Foot,,,"[72.6, 7.8]",Ground Pass,,21.996592,,,Jordan Nobbs,10192.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,3,Arsenal WFC,968,['106e0202-539c-4ece-a676-48da4c5ba3a8'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:49.230,Pass,
,,,,,,,,,,,,,,,1.213655,,,,,,,,,,,2b92065b-e956-4592-bb1e-cf79196ae74d,49,,,"[72.6, 8.1]",3775560,0,,True,,,-2.863293,,Right Foot,,,"[61.4, 4.9]",Ground Pass,,11.648176,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Midfield,3,Arsenal WFC,968,"['1b8a41ab-293a-47a3-8e41-679bea2f813c', '4b7ff9e7-1a51-463b-9ea9-7f2d143b9b5b']",50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:50.978,Pass,True
,,,,,,,,,,,,,,,6.143637,,,,,,,,,,,cfe182c7-8145-4dbb-a69b-f535d650bd86,51,,,"[61.4, 4.9]",3775560,0,,True,,,0.31716344,,Left Foot,,,"[113.8, 22.1]",High Pass,,55.150703,Incomplete,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,['063f2fc9-bb4f-425b-b2ce-a2ffebc32e95'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:52.271,Pass,
,,,,,,,,,,,,,,,1.62966,,,,,,,,,,,aa4b45bb-65a1-4df5-a71a-0e8fd4e1e652,53,,,"[16.7, 25.1]",3775560,1,,,,,-0.06621605,,Drop Kick,,,"[54.4, 22.6]",High Pass,,37.7828,,,Anita Amma Ankyewah Asante,4657.0,,,,,,,1,Regular Play,Lisa Weiß,38317.0,Goalkeeper,4,Aston Villa,2647,['3e291b03-3ded-4932-bf46-9b32edf615f0'],13,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:13.904,Pass,
,,,,,,,,,,,,,,,1.236475,,,,,,,,,,,3c2656fa-09f2-49c7-a924-e3119871b598,56,,,"[54.4, 22.6]",3775560,1,,,,,-2.198633,,Right Foot,,,"[49.9, 16.4]",Low Pass,,7.6609397,,,Jodie Hutton,46537.0,,,,,,,1,Regular Play,Anita Amma Ankyewah Asante,4657.0,Center Back,4,Aston Villa,2647,['b537cc71-44ef-402d-9b54-a90dfb009d80'],15,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:15.574,Pass,
,,,,,,,,,,,,,,,0.065694,,,,,,,,,,,7240d2d4-ef01-4daa-acb2-ac9290e50725,60,,,"[43.7, 10.7]",3775560,1,,,,,-0.63274884,,Left Foot,,,"[45.2, 9.6]",Low Pass,,1.8601075,Incomplete,,,,,,,,,,1,Regular Play,Jodie Hutton,46537.0,Left Wing Back,4,Aston Villa,2647,"['1784bb7f-5101-47a4-b116-8488a140fa31', '603cfbc5-633b-4634-aa3b-8b4822b08275']",18,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:18.618,Pass,True
,,,,,,,,,,,,,,,3.020147,,,,,,,,,,,0fc31bc8-a0c5-48be-a888-bb43bafbf577,62,,,"[54.4, 0.1]",3775560,1,,,,,0.5025889,,,,,"[84.6, 16.7]",High Pass,,34.461575,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Jodie Hutton,46537.0,Left Wing Back,5,Aston Villa,2647,['673f5609-8dd2-4038-853d-601805b2b170'],39,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:39.562,Pass,
,,,,,,,,,,,,,,,1.613136,,,,,,,,,,,673f5609-8dd2-4038-853d-601805b2b170,63,,,"[35.5, 63.4]",3775560,1,,,,,1.1887515,,Right Foot,,,"[40.0, 74.6]",Low Pass,,12.070211,Incomplete,,Katie McCabe,15620.0,,,,,,Recovery,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,5,Aston Villa,2647,"['0fc31bc8-a0c5-48be-a888-bb43bafbf577', '8f56fd12-bb2b-47ee-891a-3cf32cefc85b', 'd1e90d77-0fd2-45fd-b21e-77456e6a2461']",42,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:42.582,Pass,
,,,,,,,,,,,,,,,2.379549,,,,,,,,,,,9673de03-b080-416b-bec7-9428a8e9e7ec,68,,,"[41.8, 39.2]",3775560,1,,,,,-1.4654962,,Right Foot,,,"[44.4, 14.6]",Ground Pass,,24.737017,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,6,Arsenal WFC,968,['e0fbcf70-ae12-4a6b-832a-91442954f036'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:48.889,Pass,
,,,,,,,,,,,,,,,0.972729,,,,,,,,,,,b2ebfa51-5116-4167-8d42-a913b3479135,71,,,"[44.4, 14.6]",3775560,1,,,,,1.193183,,Left Foot,,,"[51.5, 32.5]",Ground Pass,,19.256687,,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,6,Arsenal WFC,968,['57c8140c-6bd6-4649-8669-6b341454e6f2'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:52.777,Pass,
,,,,,,,,,,,,,,,1.354499,,,,,,,,,,,d535d676-962d-4f36-881e-96b6c52ff067,74,,,"[51.5, 32.5]",3775560,1,,,,,2.6861415,,Right Foot,,,"[36.8, 39.7]",Ground Pass,,16.368567,,,Carlotte Wubben-Moy,49697.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,6,Arsenal WFC,968,['50f6ab5d-961e-4bda-af5d-472861e390b2'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:53.830,Pass,
,,,,,,,,,,,,,,,1.532873,,,,,,,,,,,3f4e86e9-8bf2-435e-b8f9-2514ff61d2ed,77,,,"[43.0, 41.8]",3775560,1,,,,,1.1018994,,Right Foot,,,"[50.7, 57.0]",Ground Pass,,17.039072,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Left Center Back,6,Arsenal WFC,968,['ece6f266-abe4-450f-87c1-9d4bfc249e72'],56,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:56.902,Pass,
,,,,,,,,,,,,,,,0.854973,,,,,,,,,,,bb5c958f-f451-4d9e-87aa-2607067a7b52,80,,,"[61.1, 62.2]",3775560,2,,,,,0.6332498,,Right Foot,,,"[78.4, 74.9]",Ground Pass,,21.461128,,,Leonie Maier,10380.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,6,Arsenal WFC,968,['1f16943a-d7b6-4570-a425-3c996ea40bfd'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:00.606,Pass,
,,,,,,,,,,,,,,,3.954664,,,,,,,,,,,834a3015-b301-4f8b-bf87-d0dcb8ba3fa2,83,,,"[81.6, 74.3]",3775560,2,,,,,-0.10900022,,Right Foot,,,"[108.1, 71.4]",Ground Pass,,26.658207,Incomplete,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Leonie Maier,10380.0,Right Back,6,Arsenal WFC,968,"['192fa03b-3b8e-4563-963b-0386c963fbff', 'edb6a9e6-1919-40a7-a161-627b1cfc670a']",2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:02.826,Pass,
,,,,,,,,,,,,,,,0.706714,,,,,,,,,,,edb6a9e6-1919-40a7-a161-627b1cfc670a,85,,,"[12.0, 8.7]",3775560,2,,,,,0.6262614,,Right Foot,,,"[16.7, 12.1]",Ground Pass,,5.800862,,,Jodie Hutton,46537.0,,,,,,Interception,1,Regular Play,Natalie Haigh,46535.0,Left Center Back,6,Arsenal WFC,968,"['32856a10-a498-47cd-a7cf-e69f24c8772e', '834a3015-b301-4f8b-bf87-d0dcb8ba3fa2']",6,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:06.781,Pass,
,,,,,,,,,,,,,,,2.327134,,,,,,,,,,,c4af3df6-c5f7-4580-9b71-4c9b070ce5be,89,,,"[16.1, 10.4]",3775560,2,,,,,0.15599911,,Left Foot,,,"[58.7, 17.1]",High Pass,,43.12366,Incomplete,,Stine Larsen,10102.0,,,,,,,1,Regular Play,Jodie Hutton,46537.0,Left Wing Back,6,Arsenal WFC,968,"['18608a16-cfd4-44a4-8de1-3c69ee73ca32', '612da789-b27f-48ea-9f95-f6770725ae96']",8,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:08.567,Pass,
,,,,,,,,,,,,,,,2.752754,,,,,,,,,,,18608a16-cfd4-44a4-8de1-3c69ee73ca32,91,,,"[61.4, 63.0]",3775560,2,,,,,-0.97413594,,Head,,,"[68.6, 52.4]",Low Pass,,12.8140545,,,Lia Wälti,10405.0,,,,,,Recovery,1,Regular Play,Leah Williamson,18999.0,Right Center Back,6,Arsenal WFC,968,"['c4af3df6-c5f7-4580-9b71-4c9b070ce5be', 'd06fc269-2855-4715-bd79-d8affb89318d']",10,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:10.894,Pass,
,,,,,,,,,,,,,,,0.972054,,,,,,,,,,,b30aaa69-8f34-4a42-8ddf-5ee312dde68a,94,,,"[68.6, 52.4]",3775560,2,,,,,-0.011975476,,Left Foot,,,"[85.3, 52.2]",Ground Pass,,16.701197,Incomplete,,,,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,6,Arsenal WFC,968,['4c190076-d752-45a7-9960-d566013168bb'],14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:14.259,Pass,
,,,,,,,,,,,,,,,1.784347,,,,,,,,,,,45e21631-2f4e-49dd-90a0-32fc65bb41d8,96,,,"[34.5, 23.9]",3775560,2,,,,,-0.83381844,,Left Foot,,,"[56.1, 0.1]",High Pass,,32.140316,Out,,,,,,,,,Recovery,1,Regular Play,Jodie Hutton,46537.0,Left Wing Back,6,Arsenal WFC,968,,16,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:16.912,Pass,
,,,,,,,,,,,,,,,1.269366,,,,,,,,,,,645bb2be-599a-4cfb-9ab5-e8bcafb53197,97,,,"[64.0, 80.0]",3775560,2,,,,,-1.0496582,,,,,"[70.2, 69.2]",Low Pass,,12.453112,,,Bethany Mead,15619.0,,,,,,Throw-in,1,From Throw In,Leonie Maier,10380.0,Right Back,7,Arsenal WFC,968,['604fd16a-3b82-4b89-bfe7-ca6342c32190'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:26.301,Pass,
,,,,,,,,,,,,,,,0.983275,,,,,,,,,,,2f0918bf-ed40-477e-ae1a-8ec3cfae7501,108,,,"[45.5, 12.1]",3775560,2,,,,,2.8265986,,Right Foot,,,"[27.7, 17.9]",Ground Pass,,18.721111,,,Anita Amma Ankyewah Asante,4657.0,,,,,,,1,From Throw In,Jodie Hutton,46537.0,Left Wing Back,7,Arsenal WFC,968,['a2d5e85b-31da-469b-9682-28840d0eaee4'],29,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:29.603,Pass,
,,,,,,,,,,,,,,,4.098769,,,,,,,,,,,576ca826-16ca-44d0-bde2-3c6a497846db,111,,,"[41.7, 25.1]",3775560,2,,,,,-0.44002396,,Right Foot,,,"[94.8, 0.1]",High Pass,,58.6908,Out,,,,,,,,,,1,From Throw In,Anita Amma Ankyewah Asante,4657.0,Center Back,7,Arsenal WFC,968,,34,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:34.211,Pass,
,,,,,,,,,,,,,,,1.273045,,,,,,,,,,,e3014af2-df4d-45ef-bf97-3185cf911e30,112,,,"[28.5, 80.0]",3775560,2,,,,,-0.8519663,,,,,"[35.5, 72.0]",Low Pass,,10.630146,,,Jill Roord,10650.0,,,,,,Throw-in,1,From Throw In,Leonie Maier,10380.0,Right Back,8,Arsenal WFC,968,['24a00eb9-a900-4d38-89a4-02f35916c3be'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:48.305,Pass,
,,,,,,,,,,,,,,,3.348021,,,,,,,,,,,5c1cbf72-f5f3-4f34-92a0-cd3f0827f8c1,118,,,"[31.1, 65.7]",3775560,2,,,,,-1.4501727,,Right Foot,,,"[33.1, 49.2]",Low Pass,,16.62077,,,Lia Wälti,10405.0,,,,,,Recovery,1,From Throw In,Jill Roord,10650.0,Right Center Midfield,8,Arsenal WFC,968,['654ebe56-e864-42e4-aa3a-19227da16385'],51,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:51.223,Pass,
,,,,,,,,,,,,,,,3.07396,,,,,,,,,,,f9712190-5637-4fb7-aca7-976e9d286747,121,,,"[36.0, 41.8]",3775560,2,,,,,-0.9615469,,Left Foot,,,"[61.4, 5.4]",Ground Pass,,44.386032,,,Katie McCabe,15620.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,8,Arsenal WFC,968,['1fb86bfe-4cf5-40cb-90ca-74c8aa1bcb0f'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:54.651,Pass,
