ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.935941,,,,,,,,,,,,,d41dab00-398e-4257-b22b-56b0229f1122,17,,,"[49.5, 5.5]",3775543,0,,,,,1.0882831,,Left Foot,,,"[52.8, 11.8]",,Ground Pass,,7.111962,,,Danielle Buet,20034.0,,,,,,1,From Kick Off,Felicity Gibbons,16392.0,Left Back,2,Brighton & Hove Albion WFC,965,['4f92408f-6960-4a98-b1f4-48ff867ffa27'],10,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:10.042,Pass,
,,,,,,,,,,,,,1.454295,,,,,,,,,,,,,8a22f8f9-9b70-48dd-ab58-b2a62b517fb5,21,,,"[42.0, 7.6]",3775543,0,,,,,1.9413164,,Right Foot,,,"[31.9, 33.6]",,Low Pass,,27.89283,,,Danique Kerkdijk,16383.0,,,,,,1,From Kick Off,Danielle Buet,20034.0,Left Center Midfield,2,Brighton & Hove Albion WFC,965,['e5a07d91-328c-4f70-be1c-99e7fe99294f'],13,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:13.549,Pass,
,,,,,,,,,,,,,1.962827,,,,,,,,,,,,,c6fe8a03-8df0-4d96-8c57-db5a100d0fc7,25,,,"[32.3, 35.3]",3775543,0,,,,,0.3718921,,Right Foot,,,"[56.4, 44.7]",,High Pass,,25.86832,,,Denise O'Sullivan,5084.0,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Brighton & Hove Albion WFC,965,['5fed49d8-cb31-4de1-bd6b-fcbd1c9bf3f2'],15,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:15.028,Pass,
,,,,,,,,,,,,,1.964178,,,,,,,,,,,,,c46f1a4d-0742-42fc-a069-0cafb1065e54,28,,,"[55.8, 44.3]",3775543,0,,,,,2.6331034,,Other,,,"[43.6, 51.1]",,Low Pass,,13.967104,,,Maya Le Tissier,22337.0,,,,,,1,From Kick Off,Denise O'Sullivan,5084.0,Right Center Midfield,2,Brighton & Hove Albion WFC,965,['9e2901b8-ab0b-443a-8810-21b10322ce2a'],16,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:16.993,Pass,
,,,,,,,,,,,,,5.641195,,,,,,,,,,,,,5766c347-c58d-44d9-9766-5d599e7998d2,31,,,"[55.1, 51.4]",3775543,0,,,,,-0.48338595,,Right Foot,,,"[119.3, 17.7]",,High Pass,,72.50745,,Out,Inessa Kaagman,15579.0,,,,,,1,From Kick Off,Maya Le Tissier,22337.0,Right Back,2,Brighton & Hove Albion WFC,965,['a0e90aa0-d947-44bf-be88-97167d7e71cb'],20,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:20.350,Pass,
,,,,,,,,,,,,,1.400962,,,,,,,,,,,,,dbb117ae-00e6-4c15-a0f8-c7716a2f220a,33,,,"[7.0, 44.1]",3775543,0,,,,,1.3713558,,Left Foot,,,"[10.8, 62.9]",,Ground Pass,,19.180199,,,Leah Williamson,18999.0,,,,,Goal Kick,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,3,Arsenal WFC,968,['b549c8aa-2c25-4766-9948-b1b3393f3323'],47,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:47.285,Pass,
,,,,,,,,,,,,,1.436031,,,,,,,,,,,,,c9645e74-2f9d-4e28-afa9-8a04b1ab42dd,36,,,"[11.9, 60.5]",3775543,0,,,,,-2.0516837,,Right Foot,,,"[3.5, 44.4]",,Ground Pass,,18.15957,,,Manuela Zinsberger,10237.0,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['6af2a597-91e9-427a-9d53-2c58e695f5b4'],49,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:49.351,Pass,
,,,,,,,,,,,,,0.974459,,,,,,,,,,,,,45f5fad1-e4c6-4d96-9271-c4d93c6134e5,40,,,"[6.1, 42.7]",3775543,0,,,,,1.357707,,Left Foot,,,"[9.8, 59.8]",,Ground Pass,,17.495714,,,Leah Williamson,18999.0,,,,,,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,3,Arsenal WFC,968,"['74eabd77-a6c5-4508-af12-8c85c92f97ed', 'a993de00-cd01-426c-abdd-6ae6c1beee9f']",51,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:51.716,Pass,True
,,,,,,,,,,,,,1.212342,,,,,,,,,,,,,cac681c0-ee10-4ab2-a0b1-5702e5dd081e,43,,,"[9.8, 61.2]",3775543,0,,,,,-1.8881286,,Right Foot,,,"[3.1, 40.8]",,Ground Pass,,21.472075,,,Manuela Zinsberger,10237.0,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['fbc82e00-3fda-4033-952d-b20e3bda7067'],53,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.607,Pass,
,,,,,,,,,,,,,2.331297,,,,,,,,,,,,,32642478-04ec-4c64-bda4-68f3c077ee54,46,,,"[3.4, 40.8]",3775543,0,,,,,-1.2163471,,Right Foot,,,"[12.8, 15.4]",,Ground Pass,,27.083574,,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,3,Arsenal WFC,968,['884b4e03-7119-4c61-9bbf-a72539665214'],55,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:55.827,Pass,
,,,,,,,,,,,,,0.869018,,,,,,,,,,,,,219f6479-3c45-4cd1-b536-ae3e3732598c,49,,,"[20.7, 14.3]",3775543,0,,,,,-0.7153376,,Right Foot,,,"[32.9, 3.7]",,Ground Pass,,16.161682,,,Katie McCabe,15620.0,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['9ed66db7-6c86-441e-8470-6d1a6fef4672'],59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:59.573,Pass,
,,,,,,,,,,,,,1.552021,,,,,,,,,,,,,d745fc45-8a60-4a4a-ba0e-14fd2ae9a5e3,52,,,"[30.8, 8.3]",3775543,1,,,,,-0.13111165,,Left Foot,,,"[49.0, 5.9]",,Ground Pass,,18.35756,,,Caitlin Jade Foord,11338.0,,,,,,1,From Goal Kick,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,['3b416142-a8e6-4fe5-8595-450e845463b6'],2,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:02.521,Pass,
,,,,,,,,,,,,,0.939859,,,,,,,,,,,,,40a30cb4-7a02-43e4-9e9f-92b342280145,60,,,"[63.0, 66.4]",3775543,1,,,,,-2.6135182,,Left Foot,,,"[49.8, 58.7]",,Ground Pass,,15.281689,,,Danique Kerkdijk,16383.0,,,,,Recovery,1,Regular Play,Maya Le Tissier,22337.0,Right Back,4,Brighton & Hove Albion WFC,965,"['0ea2cd7a-2125-46de-ac8e-63a0b6003ee4', 'a25f7b97-f05b-4884-b28b-6f19e84911fd']",6,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:06.527,Pass,True
,,,,,,,,,,,,,0.951364,,,,,,,,,,,,,e42eadfe-b52a-42ae-88f1-d594b8af6b6d,63,,,"[53.1, 65.5]",3775543,1,,,,,0.36083677,,Right Foot,,,"[69.0, 71.5]",,Ground Pass,,16.994411,,,Kayleigh Green,16400.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,4,Brighton & Hove Albion WFC,965,['92a4fe08-fdc5-4532-912e-ffa662e78598'],9,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:09.058,Pass,
,,,,,,,,,,,,,1.28684,,,,,,,,,,,,,55df9e58-1528-4500-9bf5-9a5f3ebbd5ac,65,,,"[69.5, 71.5]",3775543,1,,,,,-1.40441,,Right Foot,,,"[71.7, 58.4]",,Ground Pass,,13.283448,,Incomplete,Denise O'Sullivan,5084.0,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Midfield,4,Brighton & Hove Albion WFC,965,"['3a6f78a7-6e48-4080-ac69-93bb7c16ab06', 'b2e6df44-0372-4837-b947-f4052e93d424']",10,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:10.009,Pass,
,,,,,,,,,,,,,1.654262,,,,,,,,,,,,,0faafb16-77ee-4e90-a392-36a8b2d70d6b,69,,,"[43.9, 28.3]",3775543,1,,,,,2.1257267,,Right Foot,,,"[30.2, 50.4]",,Ground Pass,,26.001923,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,5,Arsenal WFC,968,['215dfd43-f42a-4e98-bdb8-d848d77bcc3e'],12,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:12.655,Pass,
,,,,,,,,,,,,,1.64,,,,,,,,,,,,,b8fb2060-bbf3-4442-a267-1a9848563256,72,,,"[33.5, 50.1]",3775543,1,,,,,1.247851,,Right Foot,,,"[41.9, 75.2]",,Ground Pass,,26.468283,,,Leonie Maier,10380.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['b67c80d9-3692-4113-9e8d-c0e499847243'],17,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:17.139,Pass,
,,,,,,,,,,,,,1.591394,,,,,,,,,,,,,efd61ee0-834c-4942-9bf5-e7dc5af30c7c,75,,,"[41.9, 75.2]",3775543,1,,,,,-2.4648557,,Right Foot,,,"[23.6, 60.5]",,Ground Pass,,23.472963,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Leonie Maier,10380.0,Right Back,5,Arsenal WFC,968,['188ee335-5799-47d8-90e6-3f52445b6062'],19,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:19.384,Pass,
,,,,,,,,,,,,,2.0,,,,,,,,,,,,,85d1b44a-a95a-47a5-9aae-a04d8b2aff67,78,,,"[21.2, 62.6]",3775543,1,,,,,-2.0224924,,Right Foot,,,"[11.4, 42.4]",,Ground Pass,,22.451727,,,Manuela Zinsberger,10237.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['7a409158-87d7-4abb-a6b2-4a1f2e74dff7'],21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:21.910,Pass,
,,,,,,,,,,,,,1.603471,,,,,,,,,,,,,e9feed76-e5bd-4f89-9c5d-753b6889b04e,81,,,"[12.5, 40.2]",3775543,1,,,,,-1.0256966,,Right Foot,,,"[23.9, 21.4]",,Ground Pass,,21.986359,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,5,Arsenal WFC,968,['bdb44742-dfcc-408a-9828-5ad70f1f5e6e'],25,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:25.313,Pass,
,,,,,,,,,,,,,0.91833,,,,,,,,,,,,,8edcad22-f96e-4694-8ff4-6c583132ec52,84,,,"[24.8, 22.0]",3775543,1,,,,,0.4636476,,Right Foot,,,"[36.8, 28.0]",,Ground Pass,,13.416408,,,Katie McCabe,15620.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Arsenal WFC,968,['ab87569c-09db-43a0-bce5-da863ef011c7'],26,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:26.957,Pass,
,,,,,,,,,,,,,2.106551,,,,,,,,,,,,,19984f9b-8f36-40d9-95da-fe22e5242ef3,88,,,"[35.3, 37.0]",3775543,1,,,,,2.6756878,,Left Foot,,,"[17.6, 45.9]",,Ground Pass,,19.811613,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,5,Arsenal WFC,968,['b20b3d10-e58b-439d-af70-489df6d7a0b8'],29,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:29.476,Pass,
,,,,,,,,,,,,,2.454425,,,,,,,,,,,,,1a790d69-95cf-48b9-acca-85a5fd688e48,91,,,"[17.6, 45.1]",3775543,1,,,,,-1.3510013,,Right Foot,,,"[21.8, 26.3]",,Ground Pass,,19.263437,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,5,Arsenal WFC,968,['7b879b30-3c8f-4cc4-8f81-2a982dc657a5'],32,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:32.841,Pass,
,,,,,,,,,,,,,0.843555,,,,,,,,,,,,,6d1332dc-e0c3-477c-a392-a6c2b6a77c33,94,,,"[26.3, 21.7]",3775543,1,,,,,-0.05577964,,Right Foot,,,"[46.0, 20.6]",,Low Pass,,19.730686,,Incomplete,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Arsenal WFC,968,"['80ad2168-daf0-4fc8-b4b4-7a0fc3361bd5', 'abe60824-7c94-450e-9caa-ae3d34641c1a']",36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:36.963,Pass,
,,,,,,,,,,,,,0.478523,,,,,,,,,,,,,340641e1-b784-41ea-aedd-7fe9a5a88516,98,,,"[77.1, 50.7]",3775543,1,,,,,-1.049178,,Right Foot,,,"[82.1, 42.0]",,Ground Pass,,10.034441,,Incomplete,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Midfield,6,Brighton & Hove Albion WFC,965,"['398fa779-4bf6-48ba-bb1f-a68f741942d8', 'a35271f7-4967-44f6-8a5b-237b90407a55']",40,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:40.387,Pass,
,,,,,,,,,,,,,1.160131,,,,,,,,,,,,,d10aa97b-8016-41ea-bfde-f8ce854d98f6,102,,,"[81.2, 33.3]",3775543,1,,,,,2.6868734,,Right Foot,,,"[72.2, 37.7]",,Ground Pass,,10.017983,,,Danielle Buet,20034.0,,,,,Recovery,1,Regular Play,Aileen Whelan,16374.0,Left Midfield,6,Brighton & Hove Albion WFC,965,"['8aa3fb37-ae48-4cf0-9a45-0def628ab367', 'ef37f098-32b5-41ac-8465-5450c14c5dc0']",42,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:42.767,Pass,True
,,,,,,,,,,,,,0.772383,,,,,,,,,,,,,fef35634-f297-4665-9ca3-90b1d9a4682a,105,,,"[72.5, 37.7]",3775543,1,,,,,1.4733615,,Right Foot,,,"[73.8, 51.0]",,Ground Pass,,13.363382,,,Denise O'Sullivan,5084.0,,,,,,1,Regular Play,Danielle Buet,20034.0,Left Center Midfield,6,Brighton & Hove Albion WFC,965,['949dd707-b388-4d8e-b85e-0370bcd7b6d1'],45,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:45.031,Pass,
,,,,,,,,,,,,,0.847,,,,,,,,,,,,,970c5f3e-1f57-445b-a2da-fd8fd4c80984,108,,,"[73.8, 51.0]",3775543,1,,,,,-1.7731179,,Right Foot,,,"[71.4, 39.3]",,Ground Pass,,11.943618,,,Danielle Buet,20034.0,,,,,,1,Regular Play,Denise O'Sullivan,5084.0,Right Center Midfield,6,Brighton & Hove Albion WFC,965,['226b5ca5-c396-4fd8-a17a-b8c04676ef29'],45,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:45.818,Pass,
,,,,,,,,,,,,,1.697602,,,,,,,,,,,,,73163107-91d8-46c3-b411-fdbfed4eba1d,111,,,"[72.5, 37.1]",3775543,1,,,,,-2.1674566,,Right Foot,,,"[61.7, 21.2]",,Ground Pass,,19.221083,,,Rebekah Ashley Stott,4989.0,,,,,,1,Regular Play,Danielle Buet,20034.0,Left Center Midfield,6,Brighton & Hove Albion WFC,965,['aacfc441-81e2-4f78-90ca-1d4943f9ebf8'],47,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:47.290,Pass,
,,,,,,,,,,,,,1.543527,,,,,,,,,,,,,4cba1366-8c88-44c3-903e-ec35a9aac6eb,115,,,"[77.9, 12.0]",3775543,1,,,,,0.84781694,1dc6470b-0f8d-43e5-8f80-8a1440e6be08,Left Foot,,,"[89.9, 25.6]",,Ground Pass,,18.137255,,,Inessa Kaagman,15579.0,True,,,,,1,Regular Play,Rebekah Ashley Stott,4989.0,Left Center Back,6,Brighton & Hove Albion WFC,965,"['a3f68733-9719-44bc-8018-fcdcc12fdaf8', 'd22f213f-01d1-43fb-9ee0-4ce0872de286']",52,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:52.328,Pass,True
,,,,,,,,,,,,,1.396412,,,,,,,,,,,,,882fbea5-958c-4df5-9b1c-45cca6792971,120,,,"[7.0, 46.9]",3775543,1,,,,,1.1377904,,Keeper Arm,,,"[11.9, 57.5]",,Ground Pass,,11.677756,,,Leah Williamson,18999.0,,,,,,1,From Keeper,Manuela Zinsberger,10237.0,Goalkeeper,8,Arsenal WFC,968,['24329469-b2d9-45d8-8f51-e2c5fbda08d3'],59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:59.826,Pass,
,,,,,,,,,,,,,1.551561,,,,,,,,,,,,,5d863030-5a2d-4925-abf8-f9c6d41c915e,123,,,"[12.2, 57.2]",3775543,2,,,,,1.0566865,,Left Foot,,,"[23.1, 76.5]",,Ground Pass,,22.165289,,,Leonie Maier,10380.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['110aa2c0-5310-409b-b0ba-0ba4b8dc380a'],2,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:02.062,Pass,
