ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3fea813f-06e3-4fd1-9f04-b1aabf885286,1,,,,3775655,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,87967465-e461-4c9d-a779-93bd08a42716,2,,,,3775655,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0555d333-55f0-4ecf-ab90-0d8fd5636d7c,3,,,,3775655,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['63b6d571-0607-469c-9c81-6f4974585f48'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,63b6d571-0607-469c-9c81-6f4974585f48,4,,,,3775655,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['0555d333-55f0-4ecf-ab90-0d8fd5636d7c'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cf726349-aacf-4607-b6a4-81d2a05c5cf3,1552,,,,3775655,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,West Ham United LFC,972,['70393ac6-0c64-432d-ae66-f723057cfca9'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70393ac6-0c64-432d-ae66-f723057cfca9,1553,,,,3775655,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,West Ham United LFC,972,['cf726349-aacf-4607-b6a4-81d2a05c5cf3'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.138328,,,,,,,,,,,,fad07531-8ccc-4ff3-82ae-9721491685ec,5,,,"[61.0, 40.1]",3775655,0,,,,,2.2520945,,Right Foot,,,"[55.0, 47.5]",Ground Pass,,9.526804,,Molly Pike,31564.0,,,,,,Kick Off,1,From Kick Off,Ebony Salmon,31527.0,Center Forward,2,Bristol City WFC,973,['3d81c212-d95f-461d-89b4-52836a82b9d3'],1,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:01.255,Pass,
,,,,,,,,,,,,,,,,1.534853,,,,,,,,,,,,9462dad3-9c31-448c-bb58-e6e3609b5e29,8,,,"[53.5, 49.1]",3775655,0,,,,,-2.7380064,,Right Foot,,,"[35.0, 41.2]",Ground Pass,,20.116163,,Jasmine Matthews,15618.0,,,,,,,1,From Kick Off,Molly Pike,31564.0,Right Center Midfield,2,Bristol City WFC,973,['52b2a0c9-11b2-4d8c-8b4d-a147bed7d935'],2,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:02.909,Pass,
,,,,,,,,,,,,,,,,1.854767,,,,,,,,,,,,95dc5bdd-be6d-471c-822d-7bee160666d1,11,,,"[33.9, 40.2]",3775655,0,,,,,-1.5410038,,Left Foot,,,"[34.8, 10.0]",Ground Pass,,30.213408,,Jemma Elizabeth Purfield,24239.0,,,,,,,1,From Kick Off,Jasmine Matthews,15618.0,Center Defensive Midfield,2,Bristol City WFC,973,['e1396bb3-d638-4d9b-8292-c8c37ea51faa'],5,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:05.777,Pass,
,,,,,,,,,,,,,,,,0.739439,,,,,,,,,,,,d45d00f8-10f6-4049-97ec-13bbfea00de0,15,,,"[80.8, 6.7]",3775655,0,,,,,-0.13800602,,Left Foot,,,"[91.6, 5.2]",Ground Pass,,10.903669,,Yana Daniëls,10093.0,,,,,,,1,From Kick Off,Jemma Elizabeth Purfield,24239.0,Left Back,2,Bristol City WFC,973,"['85ec5428-5522-4633-a068-5b400d3e47a3', 'e19bb0be-3ce3-4987-a541-a9af140620ac']",13,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:13.923,Pass,True
