50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,aebde799-b713-4512-a07c-4ddeecab305a,1,,,3775625,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6a8f8295-6767-4dab-9800-5e0e1d50023a,2,,,3775625,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,93fd8ca1-6a5f-4c69-ae5f-086244eb77c2,3,,,3775625,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['c5d965c3-a85f-4ddb-b131-6eca23bfaa71'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,c5d965c3-a85f-4ddb-b131-6eca23bfaa71,4,,,3775625,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['93fd8ca1-6a5f-4c69-ae5f-086244eb77c2'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,36c5f781-ccce-4a71-9c45-fa1865fbbe73,1623,,,3775625,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Bristol City WFC,973,['a8715e22-36fa-4208-8db7-22dab7f755c6'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,a8715e22-36fa-4208-8db7-22dab7f755c6,1624,,,3775625,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Bristol City WFC,973,['36c5f781-ccce-4a71-9c45-fa1865fbbe73'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.962083,,,,,,,,,,9777dede-dbcb-4b84-ba2f-9162772eb088,5,,"[61.0, 40.1]",3775625,0,,,,3.1210475,,Right Foot,,,,"[46.4, 40.4]",,Ground Pass,,14.603082,,,,Carla Humphrey,16384.0,,,,,Kick Off,1,From Kick Off,Ebony Salmon,31527.0,Center Forward,2,Bristol City WFC,973,['d3e62e57-c57b-45b2-b7c9-5f35fb79c5a3'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.501,Pass,
,,,,,,,,,,,,,,,,,,1.197562,,,,,,,,,,6228b2b0-4c6d-40a4-ad6e-5936bc214f27,8,,"[43.7, 40.9]",3775625,0,,,,2.0392516,,Left Foot,,,,"[31.1, 65.8]",,Ground Pass,,27.90645,,,,Florence Allen,24922.0,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Right Defensive Midfield,2,Bristol City WFC,973,['1faf667d-e3ee-47bc-9127-4f5a4c460304'],2,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:02.757,Pass,
,,,,,,,,,,,,,,,,,,1.194738,,,,,,,,,,7d934ac3-e1ee-4b71-8589-b1d7b9537235,11,,"[31.6, 73.4]",3775625,0,,,,0.5611634,,Right Foot,,,,"[42.1, 80.0]",,High Pass,,12.402016,,Out,,Yana Daniëls,10093.0,,,,,,1,From Kick Off,Florence Allen,24922.0,Right Center Back,2,Bristol City WFC,973,['4dfeb6eb-cc64-4297-b8d1-d5e5fb69e3e7'],5,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:05.292,Pass,
,,,,,,,,,,,,,,,,,,1.570532,,,,,,,,,,ae156013-0d20-4301-9c8f-9f2df3212870,13,,"[72.0, 0.1]",3775625,0,,,,2.3906636,,,,,,"[69.0, 2.9]",,Low Pass,,4.103657,,,,Keira Walsh,4658.0,,,,,Throw-in,1,From Throw In,Alex Greenwood,10252.0,Left Back,3,Manchester City WFC,746,['4b4276d0-f3a8-4a5d-887e-633e5f97ef76'],11,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:11.852,Pass,
