ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb0afa24-4f37-46d4-9765-4c0e84e8a4f4,1,,,3775611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,118c168f-c3a0-4037-bee4-780efef026aa,2,,,3775611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 19498, 'name': 'Jessica Park'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ecb9d1a0-5043-47db-b0aa-a1c3547b1a20,3,,,3775611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['ac188c88-4ac0-4b2e-ba56-5c1a360f81f2'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac188c88-4ac0-4b2e-ba56-5c1a360f81f2,4,,,3775611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['ecb9d1a0-5043-47db-b0aa-a1c3547b1a20'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04afa56a-d7dd-4217-927f-da770ac813e6,1799,,,3775611,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Chelsea FCW,971,['edb328db-ecf1-482e-ad3f-e2f4bb82c03b'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edb328db-ecf1-482e-ad3f-e2f4bb82c03b,1800,,,3775611,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Chelsea FCW,971,['04afa56a-d7dd-4217-927f-da770ac813e6'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.757737,,,,,,,,,,,,,b4485426-d933-438c-90bf-944d2aac342a,5,,"[60.0, 40.0]",3775611,0,,,,,-2.9185617,,Right Foot,,,"[50.3, 37.8]",,Ground Pass,,9.946356,,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['9db9d460-3620-41c6-8bb9-036ce2ab8467'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.423,Pass,
,,,,,,,,,,,,,,,6.31752,,,,,,,,,,,,,07ec9db0-d4f5-43f9-a3af-fb1c32f70e44,7,,"[48.0, 36.1]",3775611,0,,True,,,-0.24716286,,Right Foot,,,"[112.6, 19.8]",,High Pass,,66.624695,Incomplete,,,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['9c5aa0ab-08b1-479a-a2df-530ae141d7ae'],1,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.963,Pass,
,,,,,,,,,,,,,,,2.540822,,,,,,,,,,,,,eebe584b-fad9-4e73-8b19-8529fe72afd9,9,,"[10.1, 49.2]",3775611,0,,,,,-0.77292997,,Drop Kick,,,"[50.7, 9.6]",,High Pass,,56.71437,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Kick Off,Ann-Katrin Berger,15560.0,Goalkeeper,2,Manchester City WFC,746,['0db15add-ff15-459e-a8f8-8cf7e87ad986'],17,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:17.687,Pass,
,,,,,,,,,,,,,,,0.949959,,,,,,,,,,,,,dd811c12-2ad5-4186-a9c3-dcb7ae90c9c2,13,,"[50.1, 10.4]",3775611,0,,,,,0.06735826,,Left Foot,,,"[75.3, 12.1]",,High Pass,,25.257277,Incomplete,,,,,,,,,1,From Kick Off,Jonna Ann-Charlotte Andersson,10222.0,Left Back,2,Manchester City WFC,746,"['038ed447-4a50-4b75-abc1-665d871a6322', '3700a183-7f18-4afb-bd66-730cac699f94']",21,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.079,Pass,True
