ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b0cbe8e8-e61d-4547-b4da-4ddab41fce6d,1,,,,3775562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0ad8435b-b8cd-4915-9d12-67efb978b4df,2,,,,3775562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,88c40d93-c28b-407a-a0b0-ceeca58b0240,3,,,,3775562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['39ed57e1-8e80-4977-90f7-db30c43b7ee9'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,39ed57e1-8e80-4977-90f7-db30c43b7ee9,4,,,,3775562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['88c40d93-c28b-407a-a0b0-ceeca58b0240'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ca50ea2b-f167-4faf-8f0b-12a2300af515,1372,,,,3775562,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Manchester United,1475,['931e91af-3958-4827-abf7-5ce40da57161'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,931e91af-3958-4827-abf7-5ce40da57161,1373,,,,3775562,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Manchester United,1475,['ca50ea2b-f167-4faf-8f0b-12a2300af515'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.825674,,,,,,,,,,,,,,cdf70815-9e1c-44ae-9459-dd926042f36b,5,,,"[61.0, 40.1]",3775562,0,,,,3.1342936,,Right Foot,,,,"[47.3, 40.2]",,Ground Pass,,13.700365,,,Danielle Buet,20034.0,,,,,,Kick Off,1,From Kick Off,Kayleigh Green,16400.0,Left Wing,2,Brighton & Hove Albion WFC,965,['5e2f6d52-0161-47ad-a8ff-d49fca00f1f3'],1,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:01.016,Pass,
,,,,,,,,,,,,,,,,1.953822,,,,,,,,,,,,,,d0fe7772-9151-4ad7-a8d7-5496ab2eaeb2,8,,,"[45.5, 41.0]",3775562,0,,,,1.714416,,Right Foot,,,,"[40.8, 73.5]",,Ground Pass,,32.83809,,,Maya Le Tissier,22337.0,,,,,,,1,From Kick Off,Danielle Buet,20034.0,Left Defensive Midfield,2,Brighton & Hove Albion WFC,965,['69611fa9-9dbd-475b-ae4d-7510840e9b64'],2,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:02.924,Pass,
,,,,,,,,,,,,,,,,3.175013,,,,,,,,,,,,,,fe1100b7-98ed-45c3-8805-5a8167c87537,10,,,"[41.6, 73.3]",3775562,0,,,,-2.159756,,Right Foot,,,,"[25.5, 49.2]",,Ground Pass,,28.983099,,,Danique Kerkdijk,16383.0,,,,,,,1,From Kick Off,Maya Le Tissier,22337.0,Right Back,2,Brighton & Hove Albion WFC,965,['4c124a07-a819-497f-a89e-0425d17570ca'],4,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:04.877,Pass,
,,,,,,,,,,,,,,,,1.902153,,,,,,,,,,,,,,9be7cbc8-f1f2-4a00-8f98-cab031c84959,12,,,"[25.5, 49.2]",3775562,0,,,,-1.6190859,,Right Foot,,,,"[24.2, 22.3]",,Ground Pass,,26.931395,,,Victoria Williams,16395.0,,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Brighton & Hove Albion WFC,965,['fbb21bc5-716a-44c5-806e-f4bc3be060aa'],8,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:08.052,Pass,
