ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cee06633-a768-4048-ad57-ec9691de9bb2,1,,,,3775619,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0f222da3-3431-48e5-9bfd-0620fdbc6668,2,,,,3775619,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 4}, {'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 36}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,540bb044-eaf9-4635-80f8-fbc930714d81,3,,,,3775619,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['ee8d6909-5a60-4b68-89ab-9e494eaeee4a'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ee8d6909-5a60-4b68-89ab-9e494eaeee4a,4,,,,3775619,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['540bb044-eaf9-4635-80f8-fbc930714d81'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7c5986cc-928f-40e5-a84a-a3481dd9201c,1592,,,,3775619,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Reading WFC,974,['204dbae4-728c-47bf-9ee1-5d6eec9f6067'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,204dbae4-728c-47bf-9ee1-5d6eec9f6067,1593,,,,3775619,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Reading WFC,974,['7c5986cc-928f-40e5-a84a-a3481dd9201c'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.996746,,,,,,,,,,,,4d6567c9-36b2-48ff-a9fc-e8d714e76b0d,5,,,"[60.0, 40.0]",3775619,0,,,,2.982041,,Left Foot,,,,"[51.3, 41.4]",,Ground Pass,,8.811924,,,,Jessica Fishlock,5016.0,,,,,,Kick Off,1,From Kick Off,Emma Harries,46635.0,Right Center Forward,2,Reading WFC,974,['1f5e9e5e-27f6-4000-8a90-ef8cb9ddaa0e'],1,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:01.955,Pass,
,,,,,,,,,,,,,,2.244503,,,,,,,,,,,,f43a6f2a-63fd-436e-aa46-18cb532be52c,9,,,"[53.7, 41.7]",3775619,0,,,,2.2659328,,Right Foot,,,,"[33.1, 66.4]",,Ground Pass,,32.16287,,,,Kristine Leine,31628.0,,,,,,,1,From Kick Off,Jessica Fishlock,5016.0,Right Defensive Midfield,2,Reading WFC,974,"['686fdd1b-2e72-4dcd-a5fc-79349b66bb6f', 'a059afea-7673-43e3-b4fd-6582a9e7d538']",4,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:04.603,Pass,True
,,,,,,,,,,,,,,2.065394,,,,,,,,,,,,cd0ca6fd-8a4b-461f-bd42-8e4b7d500b05,12,,,"[33.1, 66.4]",3775619,0,,,,-1.7478695,,Right Foot,,,,"[29.7, 47.4]",,Ground Pass,,19.301813,,,,Deanna Cooper,20061.0,,,,,,,1,From Kick Off,Kristine Leine,31628.0,Right Back,2,Reading WFC,974,['3d49b57c-8c6b-4d63-867c-0664bf7c3de3'],7,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:07.178,Pass,
,,,,,,,,,,,,,,1.419064,,,,,,,,,,,,a42337f1-edc3-492c-84fc-1202b3c17d7a,15,,,"[29.7, 47.4]",3775619,0,,,,-1.4325854,,Right Foot,,,,"[33.4, 20.8]",,Ground Pass,,26.856098,,,,Molly Bartrip,21021.0,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,['f488a6eb-ab8c-4fed-8617-5403c87a8ca5'],10,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:10.843,Pass,
,,,,,,,,,,,,,,2.101501,,,,,,,,,,,,615c2756-6350-4320-82f3-08fda16e36f3,18,,,"[41.5, 20.4]",3775619,0,,,,1.6277815,,Right Foot,,,,"[39.8, 50.2]",,Ground Pass,,29.84845,,,,Deanna Cooper,20061.0,,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['9f57aaab-cde7-4d2b-a05f-f9ee39f1fa2a'],15,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:15.462,Pass,
,,,,,,,,,,,,,,1.612556,,,,,,,,,,,,b725692e-3e7f-4f63-a127-00132ffcdba7,22,,,"[37.8, 45.8]",3775619,0,,,,-1.96816,,Right Foot,,,,"[29.7, 26.5]",,Ground Pass,,20.930838,,,,Molly Bartrip,21021.0,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,"['0eb10495-6216-4ab9-aa7a-92ff39017cf5', '15e0c8b7-e328-4983-94cb-a5efd296639f']",20,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:20.349,Pass,True
,,,,,,,,,,,,,,2.107623,,,,,,,,,,,,2af6a569-ab40-4e50-8471-17aa65f43e85,25,,,"[28.7, 26.2]",3775619,0,,,,1.6212949,,Right Foot,,,,"[27.3, 53.9]",,Ground Pass,,27.735357,,,,Deanna Cooper,20061.0,,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['a53d0e7b-0c64-46c9-877d-868f60ea7dfc'],23,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:23.721,Pass,
,,,,,,,,,,,,,,0.90672,,,,,,,,,,,,851a50f8-adc4-4fab-ad31-6f217e3bfed8,29,,,"[33.4, 55.9]",3775619,0,,,,0.050209023,,Right Foot,,,,"[53.3, 56.9]",,Ground Pass,,19.92511,,,,Amalie Vevle Eikeland,26570.0,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,['835ac466-7fd3-4b04-bfc8-e0f0f3d4119a'],27,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:27.518,Pass,
,,,,,,,,,,,,,,2.156995,,,,,,,,,,,,e93a1d58-29b0-4d5c-abe0-9563032ea86f,35,,,"[48.3, 48.1]",3775619,0,,,,-1.5363272,,Right Foot,,,,"[49.3, 19.1]",,Ground Pass,,29.017237,,,,Angharad James,15577.0,,,,,,Free Kick,1,From Free Kick,Deanna Cooper,20061.0,Right Center Back,3,Reading WFC,974,['28469689-4c19-4540-b244-a991f3b1c416'],38,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:38.736,Pass,
,,,,,,,,,,,,,,1.441654,,,,,,,,,,,,d2ba734c-b6de-4f27-bf5f-57a494bafc35,38,,,"[64.2, 9.3]",3775619,0,,,,-0.31850383,,Right Foot,,,,"[82.7, 3.2]",,Ground Pass,,19.479733,,,,Lily Woodham,15704.0,,,,,,,1,From Free Kick,Angharad James,15577.0,Left Defensive Midfield,3,Reading WFC,974,['cffebfb2-492d-4929-b5d8-809eeedbdb52'],43,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:43.446,Pass,
,,,,,,,,,,,,,,0.333218,,,,,,,,,,,,7b6d0b6c-1107-4e8b-b2e4-c394cf049ff4,41,,,"[88.1, 1.2]",3775619,0,,,,0.7150917,,Left Foot,,,,"[91.9, 4.5]",,Ground Pass,,5.0328918,,,Incomplete,Natasha Harding,15725.0,,,,,,,1,From Free Kick,Lily Woodham,15704.0,Left Back,3,Reading WFC,974,"['47d7fb29-8282-4f79-b369-5f2064bcf70d', '835a2325-44f5-40c1-8b9b-240875679cba']",46,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:46.101,Pass,
