ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b4743966-f45d-4b7d-abb5-f8154dd4158e,1,,,2275084,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31557, 'name': 'Katharina Baunach'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 31554, 'name': 'Jacinta Galabadaarachchi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,96fc939b-0a15-4a30-97a8-9f61c2334008,2,,,2275084,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,988df77a-74db-4f65-a6a1-1f824a4839c7,3,,,2275084,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['88a4045f-04cb-4c40-96e3-5d1c3a384d2b'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,88a4045f-04cb-4c40-96e3-5d1c3a384d2b,4,,,2275084,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['988df77a-74db-4f65-a6a1-1f824a4839c7'],0,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c8f01aa-67a5-460b-bba1-54f3b995c8d9,1590,,,2275084,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,115,West Ham United LFC,972,['fe8ff82e-2a79-4664-96d5-f4e04699ce32'],0,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fe8ff82e-2a79-4664-96d5-f4e04699ce32,1591,,,2275084,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,115,West Ham United LFC,972,['6c8f01aa-67a5-460b-bba1-54f3b995c8d9'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.884155,,,,,,,,,,,,,,d1d77ffb-2565-4dfc-824d-733a05578eac,5,,"[60.0, 40.0]",2275084,0,,,,-2.6064417,,Right Foot,,,,"[46.0, 31.7]",,Ground Pass,,16.275442,,,,Tessel Middag,23217.0,,,,,,Kick Off,1,From Kick Off,Martha Thomas,31558.0,Center Forward,2,West Ham United LFC,972,['656ff1dc-c296-48c0-89f2-e9fc2d44ee5d'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.453,Pass,
,,,,,,,,,,,,,,,,,1.465021,,,,,,,,,,,,,,f9d91163-a642-4590-b068-1bb45bffc0e3,8,,"[45.1, 31.5]",2275084,0,,,,-2.7720969,,Right Foot,,,,"[27.8, 24.8]",,Ground Pass,,18.55209,,,,Laura Vetterlein,31556.0,,,,,,,1,From Kick Off,Tessel Middag,23217.0,Center Defensive Midfield,2,West Ham United LFC,972,['08f60517-a0a9-44f0-a61d-aaea62bb969c'],2,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:02.170,Pass,
,,,,,,,,,,,,,,,,,1.269049,,,,,,,,,,,,,,b909aee0-446c-4c41-b7ad-21cef31a9d63,11,,"[31.8, 23.0]",2275084,0,,,,-1.1355648,,Left Foot,,,,"[39.1, 7.3]",,Ground Pass,,17.314156,,,,Katharina Baunach,31557.0,,,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,['fe51a403-5bb2-48ec-a223-f97c0e277722'],4,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:04.754,Pass,
,,,,,,,,,,,,,,,,,0.938668,,,,,,,,,,,,,,c3f6aed0-bdae-4a16-ac5b-bbef9929b47c,14,,"[39.9, 7.3]",2275084,0,,,,-0.06472428,,Left Foot,,,,"[50.7, 6.6]",,Ground Pass,,10.822661,,,,Jacinta Galabadaarachchi,31554.0,,,,,,,1,From Kick Off,Katharina Baunach,31557.0,Left Back,2,West Ham United LFC,972,['17cbbb94-dc00-4a6c-862b-2be270a33ccb'],6,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:06.866,Pass,
