50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bdf75ae6-25f6-4d86-bfd6-b84997bc227d,1,,,,2275030,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8f3b4c88-0623-4fa2-9fce-39a6d871e517,2,,,,2275030,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f02658ce-6b02-4f42-a063-2258fa7f3e66,3,,,,2275030,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['6f4b03f2-61ee-4328-b07b-05e03228bd3f'],0,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6f4b03f2-61ee-4328-b07b-05e03228bd3f,4,,,,2275030,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['f02658ce-6b02-4f42-a063-2258fa7f3e66'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,788abd9e-876a-4eef-94e5-d55e9a4e75d0,1557,,,,2275030,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,107,Tottenham Hotspur Women,749,['afcbe0c3-efb4-4271-8baf-64b81df49d48'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,afcbe0c3-efb4-4271-8baf-64b81df49d48,1558,,,,2275030,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,107,Tottenham Hotspur Women,749,['788abd9e-876a-4eef-94e5-d55e9a4e75d0'],0,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.011227,,,,,,,,,,,,,,bf34ad23-673f-40fa-87d3-7c08db130962,5,,,"[61.0, 40.1]",2275030,0,,,,,2.4932606,,Right Foot,,,,"[44.5, 52.6]",Ground Pass,,20.700241,,,,Ria Percival,18145.0,,,,,,Kick Off,1,From Kick Off,Rianna Dean,31702.0,Center Forward,2,Tottenham Hotspur Women,749,['5c13e799-746b-4c6e-ac51-d7764804da04'],0,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.084,Pass,
,,,,,,,,,,,,,,,,,1.638702,,,,,,,,,,,,,,ee5d3118-ba20-4ecc-abff-f97c2505dba6,8,,,"[45.1, 52.6]",2275030,0,,,,,-2.2222495,,Right Foot,,,,"[26.8, 28.6]",Ground Pass,,30.180954,,,,Siri Worm,15572.0,,,,,,,1,From Kick Off,Ria Percival,18145.0,Left Center Midfield,2,Tottenham Hotspur Women,749,['23edaeb1-bf27-48d5-ae81-15d69f524e68'],2,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:02.077,Pass,
,,,,,,,,,,,,,,,,,2.456278,,,,,,,,,,,,,,61fbb2d3-ed1d-4df5-a852-862879439dfb,11,,,"[28.2, 28.2]",2275030,0,,,,,-0.44491932,,Left Foot,,,,"[67.0, 9.7]",High Pass,,42.984764,,Incomplete,,,,,,,,,,1,From Kick Off,Siri Worm,15572.0,Left Back,2,Tottenham Hotspur Women,749,['55dc5f7f-01c2-4c1f-a391-951092015c24'],4,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:04.882,Pass,
,,,,,,,,,,,,,,,,,1.342003,,,,,,,,,,,,,,55dc5f7f-01c2-4c1f-a391-951092015c24,12,,,"[53.1, 70.4]",2275030,0,,,,,-0.15160549,,Head,,,,"[67.5, 68.2]",High Pass,,14.567086,,,,Kayleigh Green,16400.0,,,,,,Recovery,1,Regular Play,Kirsty Barton,19414.0,Right Back,3,Brighton & Hove Albion WFC,965,"['61fbb2d3-ed1d-4df5-a852-862879439dfb', 'c8b39c8c-ce0c-4c78-ba58-6b335d58b105']",7,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:07.338,Pass,
,,,,,,,,,,,,,,,,,1.471893,,,,,,,,,,,,,,00471273-b467-4d0b-8725-564c475ff239,14,,,"[67.5, 68.2]",2275030,0,,,,,-1.648898,,Head,,,,"[66.6, 56.7]",Low Pass,,11.535164,,,,Danielle Buet,20034.0,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Midfield,3,Brighton & Hove Albion WFC,965,['c408f0f6-1119-4384-987c-1a993572a02d'],8,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:08.680,Pass,
,,,,,,,,,,,,,,,,,5.791886,,,,,,,,,,,,,,2b09eb06-908f-4e57-9095-5de23b61c6ec,17,,,"[66.6, 56.7]",2275030,0,,,,,0.32682666,,Right Foot,,,,"[113.8, 72.7]",Low Pass,,49.83814,,,,Léa Le Garrec,31529.0,,,,,,,1,Regular Play,Danielle Buet,20034.0,Left Defensive Midfield,3,Brighton & Hove Albion WFC,965,['a45d7cd5-3117-4c72-93e9-41b09c82c68e'],10,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:10.192,Pass,
,,,,,,,,,,,,,,,,,0.836001,,,,,,,,,,,,,,ae3863d2-4277-4389-83a8-5122ba3e5d4d,21,,,"[114.9, 72.5]",2275030,0,,,,,2.927532,,Left Foot,,,,"[108.0, 74.0]",Ground Pass,,7.0611615,,,,Kayleigh Green,16400.0,,,,,,,1,Regular Play,Léa Le Garrec,31529.0,Right Center Forward,3,Brighton & Hove Albion WFC,965,"['1fe68df1-9ef1-40c7-8699-276dac80c67a', 'ca140bbd-b9c7-41ca-8c09-375bfeb823ef']",17,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:17.609,Pass,True
