50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3e56c8a7-324b-4557-9c0c-701270f6a8b2,1,,,,2275045,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f359ea6c-49f7-4c5a-a445-19a8c30ab3f1,2,,,,2275045,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,73815bb5-b2cd-409c-90e5-13e47bd91a9f,3,,,,2275045,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['c13a9890-55d3-412c-bc95-d3051678a5d0'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c13a9890-55d3-412c-bc95-d3051678a5d0,4,,,,2275045,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['73815bb5-b2cd-409c-90e5-13e47bd91a9f'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4a15b687-d1ce-4dc4-bc4c-7cfda360f08f,1655,,,,2275045,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,116,Chelsea FCW,971,['6d8eeb3c-4637-4ffb-810a-f454cda004d9'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d8eeb3c-4637-4ffb-810a-f454cda004d9,1656,,,,2275045,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,116,Chelsea FCW,971,['4a15b687-d1ce-4dc4-bc4c-7cfda360f08f'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.839,,,,,,,,,,,,077edfe0-9b9a-442e-b5d0-221ed3ad8f6d,5,,,"[61.0, 40.1]",2275045,0,,,,-2.8312774,,Right Foot,,,,"[37.3, 32.5]",,Ground Pass,,24.888752,,,Magdalena Lilly Eriksson,4633.0,,,,,Kick Off,1,From Kick Off,Ramona Bachmann,4659.0,Left Center Forward,2,Chelsea FCW,971,['ea66a823-651a-4ea1-a7c3-8dfae2bd0574'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.025,Pass,
,,,,,,,,,,,,,,,,,,1.845993,,,,,,,,,,,,bd3997e0-1225-4528-ba5c-56f7721115f8,8,,,"[37.5, 29.0]",2275045,0,,,,0.059336204,,Left Foot,,,,"[77.9, 31.4]",,High Pass,,40.471226,,,Bethany England,15550.0,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,['909dd174-84b3-4b37-832d-8a8159cc7c74'],3,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.228,Pass,
,,,,,,,,,,,,,,,,,,0.980913,,,,,,,,,,,,032bc3f9-a14c-4f79-9b95-cf4e7e323f1e,10,,,"[77.9, 31.4]",2275045,0,,,True,-0.57169086,,,,,,"[92.2, 22.2]",,High Pass,,17.003822,Incomplete,,Guro Reiten,10514.0,,,,,,1,From Kick Off,Bethany England,15550.0,Right Center Forward,2,Chelsea FCW,971,"['5c77f566-1e59-421c-af7f-88fb441254b9', '5d08dfb1-3caa-4c3f-adc8-b484d86c6c74', '6845c0c4-eae7-472f-a8f8-b0b2c69f2fec']",5,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:05.114,Pass,True
,,,,,,,,,,,,,,,,,,1.456062,,,,,,,,,,,,d7cf7884-386d-4b15-8f6b-4b23c9c87d84,19,,,"[3.7, 43.8]",2275045,0,,,,0.047734413,,Right Foot,,,,"[35.1, 45.3]",,High Pass,,31.435808,,,Rhiannon Roberts,19779.0,,,,,Recovery,1,Regular Play,Frances Kitching,19778.0,Goalkeeper,3,Liverpool WFC,966,['a03a5bf9-cb88-4341-8037-eba3dc93be39'],9,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:09.973,Pass,
